date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ORA.PA')","('high', 'ORA.PA')","('low', 'ORA.PA')","('close', 'ORA.PA')","('adj_close', 'ORA.PA')","('volume', 'ORA.PA')","('currency', '')"
2020-01-02,13.265000343322754,13.295000076293945,13.175000190734863,13.175000190734863,8.871305465698242,5798868,,,,,,,,
2020-01-03,13.149999618530273,13.295000076293945,13.135000228881836,13.260000228881836,8.92854118347168,5610326,,,,,,,,
2020-01-06,13.239999771118164,13.260000228881836,13.154999732971191,13.1899995803833,8.881406784057617,4999001,,,,,,,,
2020-01-07,13.25,13.305000305175781,13.180000305175781,13.199999809265137,8.888141632080078,5666723,,,,,,,,
2020-01-08,13.170000076293945,13.204999923706055,13.104999542236328,13.109999656677246,8.827539443969727,7069418,,,,,,,,
2020-01-09,13.199999809265137,13.270000457763672,13.135000228881836,13.149999618530273,8.854473114013672,8943910,,,,,,,,
2020-01-10,13.199999809265137,13.220000267028809,13.069999694824219,13.119999885559082,8.834273338317871,6470003,,,,,,,,
2020-01-13,13.114999771118164,13.154999732971191,13.0,13.055000305175781,8.790505409240723,6607673,,,,,,,,
2020-01-14,13.0649995803833,13.125,12.960000038146973,13.039999961853027,8.780405044555664,6333345,,,,,,,,
2020-01-15,13.045000076293945,13.074999809265137,12.970000267028809,13.029999732971191,8.773673057556152,5473577,,,,,,,,
2020-01-16,12.9399995803833,12.944999694824219,12.770000457763672,12.854999542236328,8.655837059020996,12087743,,,,,,,,
2020-01-17,12.850000381469727,13.029999732971191,12.8149995803833,13.029999732971191,8.773673057556152,10068618,,,,,,,,
2020-01-20,13.03499984741211,13.109999656677246,12.975000381469727,13.0600004196167,8.793874740600586,4014243,,,,,,,,
2020-01-21,13.0600004196167,13.125,12.984999656677246,13.100000381469727,8.820807456970215,6034595,,,,,,,,
2020-01-22,13.145000457763672,13.1899995803833,13.0600004196167,13.130000114440918,8.841005325317383,6029303,,,,,,,,
2020-01-23,13.135000228881836,13.135000228881836,13.005000114440918,13.0600004196167,8.793874740600586,7138112,,,,,,,,
2020-01-24,13.114999771118164,13.15999984741211,13.039999961853027,13.09000015258789,8.81407356262207,5682897,,,,,,,,
2020-01-27,13.0,13.0649995803833,12.899999618530273,12.944999694824219,8.716439247131348,8506879,,,,,,,,
2020-01-28,12.979999542236328,13.194999694824219,12.9399995803833,13.100000381469727,8.820807456970215,8384117,,,,,,,,
2020-01-29,13.045000076293945,13.104999542236328,12.904999732971191,12.954999923706055,8.72317123413086,7708011,,,,,,,,
