date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCKO')","('high', 'FMCKO')","('low', 'FMCKO')","('close', 'FMCKO')","('adj_close', 'FMCKO')","('volume', 'FMCKO')","('currency', '')"
2020-01-02,9.800000190734863,10.0,9.699999809265137,10.0,10.0,2000,,,,,,,,
2020-01-03,9.8100004196167,9.899999618530273,9.710000038146973,9.890000343322754,9.890000343322754,9800,,,,,,,,
2020-01-06,9.949999809265137,10.100000381469727,9.949999809265137,10.050000190734863,10.050000190734863,8300,,,,,,,,
2020-01-07,10.149999618530273,10.300000190734863,10.100000381469727,10.149999618530273,10.149999618530273,16700,,,,,,,,
2020-01-08,10.149999618530273,10.350000381469727,10.149999618530273,10.300000190734863,10.300000190734863,58100,,,,,,,,
2020-01-09,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,3600,,,,,,,,
2020-01-10,10.399999618530273,10.40999984741211,10.25,10.260000228881836,10.260000228881836,660000,,,,,,,,
2020-01-13,10.119999885559082,10.119999885559082,10.0,10.0,10.0,18700,,,,,,,,
2020-01-14,9.850000381469727,9.9399995803833,9.699999809265137,9.899999618530273,9.899999618530273,6000,,,,,,,,
2020-01-15,9.800000190734863,9.899999618530273,9.800000190734863,9.899999618530273,9.899999618530273,300,,,,,,,,
2020-01-16,10.0,10.0,9.899999618530273,9.899999618530273,9.899999618530273,13100,,,,,,,,
2020-01-17,10.0,10.119999885559082,10.0,10.09000015258789,10.09000015258789,30900,,,,,,,,
2020-01-21,9.899999618530273,10.0,9.899999618530273,10.0,10.0,6600,,,,,,,,
2020-01-22,9.979999542236328,10.050000190734863,9.949999809265137,10.050000190734863,10.050000190734863,54400,,,,,,,,
2020-01-23,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,,,,,,,,
2020-01-24,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,,,,,,,,
2020-01-27,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,,,,,,,,
2020-01-28,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,200,,,,,,,,
2020-01-29,9.800000190734863,9.800000190734863,9.550000190734863,9.550000190734863,9.550000190734863,4200,,,,,,,,
2020-01-30,9.5,9.5,9.199999809265137,9.199999809265137,9.199999809265137,9300,,,,,,,,
2020-01-31,9.300000190734863,9.300000190734863,9.25,9.25,9.25,2400,,,,,,,,
2020-02-03,9.25,9.25,9.25,9.25,9.25,300,,,,,,,,
2020-02-04,9.5,9.609999656677246,9.5,9.550000190734863,9.550000190734863,55900,,,,,,,,
2020-02-05,9.550000190734863,9.5600004196167,9.550000190734863,9.5600004196167,9.5600004196167,7500,,,,,,,,
2020-02-06,9.75,9.75,9.699999809265137,9.699999809265137,9.699999809265137,1800,,,,,,,,
2020-02-07,9.729999542236328,9.729999542236328,9.300000190734863,9.720000267028809,9.720000267028809,2100,,,,,,,,
2020-02-10,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,,,,,,,,
2020-02-11,9.720000267028809,9.720000267028809,9.710000038146973,9.710000038146973,9.710000038146973,590000,,,,,,,,
2020-02-12,9.699999809265137,10.0,9.699999809265137,9.710000038146973,9.710000038146973,29500,,,,,,,,
2020-02-13,10.0,10.0,9.710000038146973,9.710000038146973,9.710000038146973,800,,,,,,,,
2020-02-14,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,1400,,,,,,,,
2020-02-18,9.770000457763672,9.770000457763672,9.739999771118164,9.739999771118164,9.739999771118164,300,,,,,,,,
2020-02-19,9.720000267028809,9.720000267028809,9.550000190734863,9.600000381469727,9.600000381469727,2800,,,,,,,,
2020-02-20,9.699999809265137,9.75,9.600000381469727,9.649999618530273,9.649999618530273,1300,,,,,,,,
2020-02-21,9.649999618530273,9.869999885559082,9.649999618530273,9.710000038146973,9.710000038146973,2900,,,,,,,,
2020-02-24,9.75,9.75,9.5,9.510000228881836,9.510000228881836,700,,,,,,,,
2020-02-25,9.680000305175781,9.680000305175781,9.5,9.5,9.5,2000,,,,,,,,
2020-02-26,9.300000190734863,9.670000076293945,9.300000190734863,9.3100004196167,9.3100004196167,13500,,,,,,,,
2020-02-27,9.25,9.25,8.949999809265137,8.949999809265137,8.949999809265137,7500,,,,,,,,
2020-02-28,8.850000381469727,8.930000305175781,8.75,8.930000305175781,8.930000305175781,300,,,,,,,,
2020-03-02,8.930000305175781,8.930000305175781,8.930000305175781,8.930000305175781,8.930000305175781,0,,,,,,,,
2020-03-03,8.800000190734863,9.0,8.800000190734863,8.850000381469727,8.850000381469727,4400,,,,,,,,
2020-03-04,9.0,9.100000381469727,9.0,9.100000381469727,9.100000381469727,12100,,,,,,,,
2020-03-05,9.100000381469727,9.100000381469727,9.100000381469727,9.100000381469727,9.100000381469727,0,,,,,,,,
2020-03-06,8.949999809265137,8.949999809265137,8.5,8.680000305175781,8.680000305175781,8000,,,,,,,,
2020-03-09,8.0,8.270000457763672,7.449999809265137,7.449999809265137,7.449999809265137,4400,,,,,,,,
2020-03-10,7.380000114440918,7.449999809265137,7.019999980926514,7.28000020980835,7.28000020980835,15800,,,,,,,,
2020-03-11,7.150000095367432,7.150000095367432,6.900000095367432,7.0,7.0,5700,,,,,,,,
2020-03-12,7.0,7.0,5.5,5.900000095367432,5.900000095367432,17800,,,,,,,,
2020-03-13,6.340000152587891,6.5,6.050000190734863,6.150000095367432,6.150000095367432,10100,,,,,,,,
2020-03-16,5.909999847412109,5.909999847412109,5.360000133514404,5.360000133514404,5.360000133514404,600,,,,,,,,
2020-03-17,5.28000020980835,5.75,5.25,5.75,5.75,6000,,,,,,,,
2020-03-18,5.300000190734863,5.300000190734863,4.800000190734863,4.800000190734863,4.800000190734863,700,,,,,,,,
2020-03-19,4.800000190734863,5.0,4.5,5.0,5.0,2300,,,,,,,,
2020-03-20,4.630000114440918,5.0,4.25,4.25,4.25,6600,,,,,,,,
2020-03-23,4.239999771118164,4.300000190734863,3.950000047683716,4.050000190734863,4.050000190734863,11900,,,,,,,,
2020-03-24,4.139999866485596,4.150000095367432,3.890000104904175,4.0,4.0,159100,,,,,,,,
2020-03-25,4.010000228881836,4.650000095367432,4.010000228881836,4.650000095367432,4.650000095367432,5100,,,,,,,,
2020-03-26,4.699999809265137,5.25,4.699999809265137,5.199999809265137,5.199999809265137,20900,,,,,,,,
2020-03-27,5.25,5.25,4.510000228881836,4.510000228881836,4.510000228881836,10000,,,,,,,,
2020-03-30,4.559999942779541,4.570000171661377,4.559999942779541,4.570000171661377,4.570000171661377,1700,,,,,,,,
2020-03-31,4.650000095367432,4.650000095367432,4.550000190734863,4.650000095367432,4.650000095367432,1500,,,,,,,,
2020-04-01,4.550000190734863,4.550000190734863,4.300000190734863,4.300000190734863,4.300000190734863,3200,,,,,,,,
2020-04-02,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,1300,,,,,,,,
2020-04-03,4.349999904632568,4.380000114440918,4.019999980926514,4.019999980926514,4.019999980926514,8200,,,,,,,,
2020-04-06,4.409999847412109,4.5,4.369999885559082,4.5,4.5,19200,,,,,,,,
2020-04-07,4.550000190734863,6.5,4.550000190734863,4.849999904632568,4.849999904632568,20400,,,,,,,,
2020-04-08,5.0,5.5,5.0,5.300000190734863,5.300000190734863,5900,,,,,,,,
2020-04-09,5.329999923706055,5.949999809265137,5.329999923706055,5.849999904632568,5.849999904632568,13500,,,,,,,,
2020-04-13,5.75,5.849999904632568,5.599999904632568,5.75,5.75,3200,,,,,,,,
2020-04-14,6.0,6.050000190734863,5.610000133514404,5.849999904632568,5.849999904632568,6200,,,,,,,,
2020-04-15,5.449999809265137,5.690000057220459,5.449999809265137,5.599999904632568,5.599999904632568,1600,,,,,,,,
2020-04-16,5.650000095367432,5.75,5.449999809265137,5.650000095367432,5.650000095367432,8400,,,,,,,,
2020-04-17,5.619999885559082,5.800000190734863,5.409999847412109,5.800000190734863,5.800000190734863,900,,,,,,,,
2020-04-20,5.400000095367432,5.670000076293945,5.050000190734863,5.670000076293945,5.670000076293945,3500,,,,,,,,
2020-04-21,5.150000095367432,5.150000095367432,5.099999904632568,5.099999904632568,5.099999904632568,200,,,,,,,,
2020-04-22,5.050000190734863,5.099999904632568,5.050000190734863,5.099999904632568,5.099999904632568,2200,,,,,,,,
2020-04-23,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,500,,,,,,,,
2020-04-24,4.929999828338623,5.150000095367432,4.929999828338623,5.150000095367432,5.150000095367432,4400,,,,,,,,
2020-04-27,5.150000095367432,5.150000095367432,5.150000095367432,5.150000095367432,5.150000095367432,0,,,,,,,,
2020-04-28,5.079999923706055,5.25,5.0,5.019999980926514,5.019999980926514,5800,,,,,,,,
2020-04-29,5.0,5.320000171661377,4.760000228881836,5.119999885559082,5.119999885559082,63300,,,,,,,,
2020-04-30,5.199999809265137,5.25,5.139999866485596,5.199999809265137,5.199999809265137,6500,,,,,,,,
2020-05-01,5.0,5.050000190734863,4.900000095367432,4.900000095367432,4.900000095367432,55200,,,,,,,,
2020-05-04,4.940000057220459,5.460000038146973,4.940000057220459,5.460000038146973,5.460000038146973,10500,,,,,,,,
2020-05-05,5.489999771118164,5.78000020980835,5.489999771118164,5.75,5.75,6700,,,,,,,,
2020-05-06,5.5,5.5,5.25,5.5,5.5,5900,,,,,,,,
2020-05-07,5.5,5.650000095367432,5.360000133514404,5.5,5.5,6000,,,,,,,,
2020-05-08,5.599999904632568,5.670000076293945,5.360000133514404,5.440000057220459,5.440000057220459,385600,,,,,,,,
2020-05-11,5.5,5.739999771118164,5.5,5.739999771118164,5.739999771118164,68000,,,,,,,,
2020-05-12,5.739999771118164,5.739999771118164,5.739999771118164,5.739999771118164,5.739999771118164,0,,,,,,,,
