date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TCNNF')","('high', 'TCNNF')","('low', 'TCNNF')","('close', 'TCNNF')","('adj_close', 'TCNNF')","('volume', 'TCNNF')","('currency', '')"
2020-01-02,11.8100004196167,11.8100004196167,11.300000190734863,11.520000457763672,11.520000457763672,216200,,,,,,,,
2020-01-03,11.239999771118164,11.520000457763672,11.050000190734863,11.276000022888184,11.276000022888184,139700,,,,,,,,
2020-01-06,10.920000076293945,11.102999687194824,10.699999809265137,10.720000267028809,10.720000267028809,305300,,,,,,,,
2020-01-07,10.699999809265137,10.765000343322754,10.020000457763672,10.192000389099121,10.192000389099121,389500,,,,,,,,
2020-01-08,10.0,10.498000144958496,9.850000381469727,10.25,10.25,239700,,,,,,,,
2020-01-09,10.395999908447266,10.395999908447266,9.90999984741211,10.100000381469727,10.100000381469727,372500,,,,,,,,
2020-01-10,9.899999618530273,10.239999771118164,9.899999618530273,10.050000190734863,10.050000190734863,141700,,,,,,,,
2020-01-13,10.119999885559082,10.517999649047852,10.067000389099121,10.244000434875488,10.244000434875488,367000,,,,,,,,
2020-01-14,10.529999732971191,10.529999732971191,10.104999542236328,10.220000267028809,10.220000267028809,113400,,,,,,,,
2020-01-15,10.149999618530273,10.78499984741211,10.125,10.460000038146973,10.460000038146973,318800,,,,,,,,
2020-01-16,10.609999656677246,10.989999771118164,10.449999809265137,10.843000411987305,10.843000411987305,182900,,,,,,,,
2020-01-17,11.130000114440918,11.130000114440918,10.711999893188477,10.8100004196167,10.8100004196167,154900,,,,,,,,
2020-01-21,10.84000015258789,11.050000190734863,10.800000190734863,10.800000190734863,10.800000190734863,174300,,,,,,,,
2020-01-22,10.899999618530273,10.979999542236328,10.729999542236328,10.755000114440918,10.755000114440918,99200,,,,,,,,
2020-01-23,11.0600004196167,11.381999969482422,10.710000038146973,11.229999542236328,11.229999542236328,285800,,,,,,,,
2020-01-24,11.239999771118164,11.399999618530273,10.800000190734863,11.140000343322754,11.140000343322754,183000,,,,,,,,
2020-01-27,11.0,11.119999885559082,10.600000381469727,10.850000381469727,10.850000381469727,175800,,,,,,,,
2020-01-28,10.949999809265137,11.0600004196167,10.800000190734863,10.800000190734863,10.800000190734863,194600,,,,,,,,
2020-01-29,10.829999923706055,11.22599983215332,10.75,11.170000076293945,11.170000076293945,130600,,,,,,,,
2020-01-30,11.170000076293945,11.279999732971191,10.899999618530273,11.140000343322754,11.140000343322754,175600,,,,,,,,
2020-01-31,11.0,11.199999809265137,10.800000190734863,10.847000122070312,10.847000122070312,120800,,,,,,,,
2020-02-03,10.800000190734863,10.90999984741211,10.359999656677246,10.359999656677246,10.359999656677246,163100,,,,,,,,
2020-02-04,10.399999618530273,10.53499984741211,10.220000267028809,10.355999946594238,10.355999946594238,185500,,,,,,,,
2020-02-05,10.739999771118164,10.739999771118164,10.210000038146973,10.347999572753906,10.347999572753906,84200,,,,,,,,
2020-02-06,10.380000114440918,10.5600004196167,10.239999771118164,10.350000381469727,10.350000381469727,98800,,,,,,,,
2020-02-07,10.199999809265137,10.34000015258789,10.0,10.130000114440918,10.130000114440918,177800,,,,,,,,
2020-02-10,10.130999565124512,10.359999656677246,10.0,10.119999885559082,10.119999885559082,132400,,,,,,,,
2020-02-11,10.324999809265137,10.324999809265137,10.097000122070312,10.192999839782715,10.192999839782715,101700,,,,,,,,
2020-02-12,10.100000381469727,10.369999885559082,10.079999923706055,10.079999923706055,10.079999923706055,145400,,,,,,,,
2020-02-13,10.069999694824219,10.289999961853027,10.010000228881836,10.25,10.25,150900,,,,,,,,
2020-02-14,10.460000038146973,10.920000076293945,10.460000038146973,10.670000076293945,10.670000076293945,242000,,,,,,,,
2020-02-18,10.8100004196167,11.0,10.57699966430664,10.920000076293945,10.920000076293945,136700,,,,,,,,
2020-02-19,10.904999732971191,11.039999961853027,10.73900032043457,10.899999618530273,10.899999618530273,85900,,,,,,,,
2020-02-20,10.949999809265137,11.064000129699707,10.75,11.064000129699707,11.064000129699707,132300,,,,,,,,
2020-02-21,11.149999618530273,11.270000457763672,10.640000343322754,10.720000267028809,10.720000267028809,147800,,,,,,,,
2020-02-24,10.520000457763672,10.520000457763672,10.069999694824219,10.119999885559082,10.119999885559082,257600,,,,,,,,
2020-02-25,10.0,10.470000267028809,9.550000190734863,9.75,9.75,322400,,,,,,,,
2020-02-26,9.4399995803833,10.15999984741211,9.4399995803833,9.819999694824219,9.819999694824219,195200,,,,,,,,
2020-02-27,9.329999923706055,9.739999771118164,8.812999725341797,9.25,9.25,470900,,,,,,,,
2020-02-28,9.09000015258789,9.595999717712402,8.430999755859375,9.5600004196167,9.5600004196167,373600,,,,,,,,
2020-03-02,9.600000381469727,9.819999694824219,9.050000190734863,9.369999885559082,9.369999885559082,222900,,,,,,,,
2020-03-03,9.779999732971191,9.779999732971191,9.050000190734863,9.0600004196167,9.0600004196167,175100,,,,,,,,
2020-03-04,9.420000076293945,9.420000076293945,9.0600004196167,9.149999618530273,9.149999618530273,134000,,,,,,,,
