date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NVSEF')","('high', 'NVSEF')","('low', 'NVSEF')","('close', 'NVSEF')","('adj_close', 'NVSEF')","('volume', 'NVSEF')","('currency', '')"
2020-01-02,89.85781860351562,89.85781860351562,89.85781860351562,89.85781860351562,71.43831634521484,1583,,,,,,,,
2020-01-03,89.13744354248047,89.2701416015625,88.38862609863281,88.38862609863281,70.27029418945312,72057,,,,,,,,
2020-01-06,89.24170684814453,89.46919250488281,89.24170684814453,89.43128204345703,71.0992202758789,6858,,,,,,,,
2020-01-07,90.04739379882812,90.04739379882812,90.04739379882812,90.04739379882812,71.58903503417969,38719,,,,,,,,
2020-01-08,89.78199005126953,89.78199005126953,89.78199005126953,89.78199005126953,71.37803649902344,57287,,,,,,,,
2020-01-09,89.71563720703125,90.09478759765625,89.52606964111328,90.09478759765625,71.62671661376953,4009,,,,,,,,
2020-01-10,90.09478759765625,90.09478759765625,90.09478759765625,90.09478759765625,71.62671661376953,0,,,,,,,,
2020-01-13,90.09478759765625,90.09478759765625,90.09478759765625,90.09478759765625,71.62671661376953,0,,,,,,,,
2020-01-14,89.46919250488281,89.46919250488281,88.00947570800781,88.00947570800781,69.9688491821289,1477,,,,,,,,
2020-01-15,89.99052429199219,89.99052429199219,89.99052429199219,89.99052429199219,71.54381561279297,42306,,,,,,,,
2020-01-16,90.00947570800781,90.01895904541016,90.00947570800781,90.01895904541016,71.5664291381836,45365,,,,,,,,
2020-01-17,90.23696899414062,90.23696899414062,90.23696899414062,90.23696899414062,71.73975372314453,739,,,,,,,,
2020-01-21,90.14218139648438,90.14218139648438,90.14218139648438,90.14218139648438,71.66439819335938,211,,,,,,,,
2020-01-22,89.24170684814453,89.24170684814453,89.24170684814453,89.24170684814453,70.94849395751953,42833,,,,,,,,
2020-01-23,89.79146575927734,89.79146575927734,89.79146575927734,89.79146575927734,71.38556671142578,47475,,,,,,,,
2020-01-24,90.00947570800781,90.04739379882812,90.00947570800781,90.04739379882812,71.58903503417969,24160,,,,,,,,
2020-01-27,88.43601989746094,88.43601989746094,88.43601989746094,88.43601989746094,70.30797576904297,106,,,,,,,,
2020-01-28,89.69668579101562,89.74407958984375,89.28910064697266,89.28910064697266,70.98617553710938,129448,,,,,,,,
2020-01-29,89.28910064697266,89.28910064697266,89.28910064697266,89.28910064697266,70.98617553710938,0,,,,,,,,
2020-01-30,90.28436279296875,90.30331420898438,88.95734405517578,90.30331420898438,71.79249572753906,2743,,,,,,,,
2020-01-31,90.75829315185547,90.75829315185547,89.63980865478516,89.63980865478516,71.26499938964844,125334,,,,,,,,
2020-02-03,89.63033294677734,89.63033294677734,89.63033294677734,89.63033294677734,71.25746154785156,1266,,,,,,,,
2020-02-04,88.54976654052734,90.2748794555664,88.53080749511719,90.2748794555664,71.76988983154297,10867,,,,,,,,
2020-02-05,90.9952621459961,90.9952621459961,90.71089935302734,90.71089935302734,72.11652374267578,2110,,,,,,,,
2020-02-06,91.42179870605469,91.42179870605469,89.89573669433594,89.89573669433594,71.46846008300781,633,,,,,,,,
2020-02-07,89.89573669433594,89.89573669433594,89.89573669433594,89.89573669433594,71.46846008300781,159833,,,,,,,,
2020-02-10,89.89573669433594,89.89573669433594,89.89573669433594,89.89573669433594,71.46846008300781,0,,,,,,,,
2020-02-11,92.41706085205078,92.41706085205078,92.41706085205078,92.41706085205078,73.47295379638672,739,,,,,,,,
2020-02-12,92.8909912109375,92.8909912109375,92.8909912109375,92.8909912109375,73.84973907470703,422,,,,,,,,
2020-02-13,92.68246459960938,92.70142364501953,92.67298889160156,92.70142364501953,73.69902801513672,438880,,,,,,,,
2020-02-14,91.04265594482422,91.04265594482422,91.04265594482422,91.04265594482422,72.38027954101562,2321,,,,,,,,
2020-02-18,91.75355529785156,91.75355529785156,91.75355529785156,91.75355529785156,72.94546508789062,211,,,,,,,,
2020-02-19,91.65876770019531,92.28436279296875,90.75829315185547,91.94313049316406,73.09617614746094,17091,,,,,,,,
2020-02-20,91.94313049316406,91.94313049316406,91.94313049316406,91.94313049316406,73.09617614746094,83978,,,,,,,,
2020-02-21,90.03791809082031,90.03791809082031,90.03791809082031,90.03791809082031,71.58149719238281,10445,,,,,,,,
2020-02-24,88.67298889160156,88.67298889160156,85.5450210571289,85.5450210571289,68.00957489013672,1583,,,,,,,,
2020-02-25,85.0047378540039,85.17535400390625,84.02843475341797,84.02843475341797,66.80387115478516,620551,,,,,,,,
2020-02-26,84.3507080078125,84.36019134521484,82.48341369628906,82.85308074951172,65.86944580078125,916901,,,,,,,,
2020-02-27,82.74881744384766,83.16587829589844,82.55924224853516,82.68246459960938,65.73381042480469,445316,,,,,,,,
2020-02-28,79.02369689941406,79.02369689941406,78.19905090332031,78.19905090332031,62.169429779052734,162048,,,,,,,,
2020-03-02,79.83885955810547,80.66350555419922,79.3838882446289,80.66350555419922,64.12871551513672,1583,,,,,,,,
2020-03-03,80.56871795654297,80.56871795654297,79.43128204345703,79.43128204345703,65.51644134521484,1794,,,,,,,,
2020-03-04,81.51658630371094,81.51658630371094,81.51658630371094,81.51658630371094,67.2364273071289,26692,,,,,,,,
2020-03-05,81.01422119140625,82.60663604736328,78.90995025634766,78.90995025634766,65.08643341064453,212161,,,,,,,,
2020-03-06,79.95260620117188,80.6161117553711,79.95260620117188,80.6161117553711,66.49370574951172,126811,,,,,,,,
2020-03-09,80.56871795654297,80.56871795654297,75.24170684814453,75.24170684814453,62.060791015625,207308,,,,,,,,
2020-03-10,79.76303100585938,80.71089935302734,78.15165710449219,78.15165710449219,64.46097564697266,66149,,,,,,,,
2020-03-11,79.5734634399414,79.5734634399414,76.77725219726562,76.77725219726562,63.32733917236328,2743,,,,,,,,
2020-03-12,70.54976654052734,70.54976654052734,69.71563720703125,69.71563720703125,57.502784729003906,158883,,,,,,,,
2020-03-13,74.0853042602539,74.0853042602539,70.44549560546875,72.25592041015625,59.598052978515625,1372,,,,,,,,
2020-03-16,69.1848373413086,69.1848373413086,66.9952621459961,66.9952621459961,55.25896453857422,8123,,,,,,,,
2020-03-17,68.92890930175781,73.23222351074219,68.92890930175781,73.23222351074219,60.40332794189453,198446,,,,,,,,
2020-03-18,69.23222351074219,69.31753540039062,65.07109069824219,65.07109069824219,53.671871185302734,25004,,,,,,,,
2020-03-19,71.32701110839844,72.34123229980469,71.32701110839844,72.34123229980469,59.66842269897461,454178,,,,,,,,
2020-03-20,71.09004974365234,72.43601989746094,71.09004974365234,71.09004974365234,58.63642883300781,173864,,,,,,,,
2020-03-23,69.1943130493164,69.66824340820312,66.88151550292969,66.88151550292969,55.1651496887207,22577,,,,,,,,
2020-03-24,69.13744354248047,70.17061614990234,69.13744354248047,69.81990814208984,57.58878707885742,23843,,,,,,,,
2020-03-25,71.70616149902344,71.70616149902344,71.23222351074219,71.23222351074219,58.753692626953125,11605,,,,,,,,
