date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MH')","('high', 'MH')","('low', 'MH')","('close', 'MH')","('adj_close', 'MH')","('volume', 'MH')","('currency', '')"
2025-08-26,14.5,14.899999618530273,14.210000038146973,14.890000343322754,14.890000343322754,248500,,,,,,,,
2025-08-27,15.0,15.470000267028809,14.710000038146973,15.449999809265137,15.449999809265137,330700,,,,,,,,
2025-08-28,15.600000381469727,15.710000038146973,15.006999969482422,15.15999984741211,15.15999984741211,402500,,,,,,,,
2025-08-29,15.229999542236328,15.279999732971191,14.4399995803833,14.520000457763672,14.520000457763672,296400,,,,,,,,
2025-09-02,14.369999885559082,14.600000381469727,13.920000076293945,14.1899995803833,14.1899995803833,395400,,,,,,,,
2025-09-03,14.15999984741211,15.1899995803833,14.039999961853027,14.920000076293945,14.920000076293945,601600,,,,,,,,
2025-09-04,14.550000190734863,14.979999542236328,14.444000244140625,14.819999694824219,14.819999694824219,194100,,,,,,,,
2025-09-05,14.84000015258789,15.170000076293945,14.399999618530273,14.989999771118164,14.989999771118164,511400,,,,,,,,
2025-09-08,14.989999771118164,15.270000457763672,14.84000015258789,15.039999961853027,15.039999961853027,381000,,,,,,,,
2025-09-09,14.960000038146973,15.199999809265137,14.524999618530273,14.760000228881836,14.760000228881836,273300,,,,,,,,
2025-09-10,14.6899995803833,14.885000228881836,14.390000343322754,14.460000038146973,14.460000038146973,484300,,,,,,,,
2025-09-11,14.510000228881836,15.529999732971191,14.454999923706055,15.029999732971191,15.029999732971191,1264800,,,,,,,,
2025-09-12,14.880000114440918,14.989999771118164,14.15999984741211,14.829999923706055,14.829999923706055,737000,,,,,,,,
2025-09-15,14.949999809265137,15.029999732971191,14.279999732971191,14.640000343322754,14.640000343322754,640600,,,,,,,,
2025-09-16,14.729999542236328,14.850000381469727,14.34000015258789,14.359999656677246,14.359999656677246,562300,,,,,,,,
2025-09-17,14.430000305175781,14.614999771118164,14.010000228881836,14.020000457763672,14.020000457763672,587600,,,,,,,,
2025-09-18,14.0,14.300000190734863,13.760000228881836,13.789999961853027,13.789999961853027,526500,,,,,,,,
2025-09-19,13.6899995803833,13.989999771118164,13.470000267028809,13.539999961853027,13.539999961853027,5108600,,,,,,,,
2025-09-22,13.5,13.970000267028809,13.350000381469727,13.970000267028809,13.970000267028809,631000,,,,,,,,
2025-09-23,13.90999984741211,14.024999618530273,13.5600004196167,13.890000343322754,13.890000343322754,471300,,,,,,,,
2025-09-24,13.859999656677246,14.020000457763672,13.5600004196167,13.84000015258789,13.84000015258789,547700,,,,,,,,
2025-09-25,13.720000267028809,13.800000190734863,13.010000228881836,13.289999961853027,13.289999961853027,930500,,,,,,,,
2025-09-26,13.270000457763672,13.770000457763672,13.270000457763672,13.75,13.75,564700,,,,,,,,
2025-09-29,13.75,13.90999984741211,13.479999542236328,13.6899995803833,13.6899995803833,787100,,,,,,,,
2025-09-30,13.600000381469727,13.600000381469727,12.039999961853027,12.550000190734863,12.550000190734863,1748100,,,,,,,,
2025-10-01,12.5600004196167,12.8100004196167,12.074999809265137,12.079999923706055,12.079999923706055,1421000,,,,,,,,
2025-10-02,12.0,12.041000366210938,11.170000076293945,11.699999809265137,11.699999809265137,1723100,,,,,,,,
2025-10-03,11.779999732971191,12.5,11.710000038146973,11.989999771118164,11.989999771118164,857900,,,,,,,,
2025-10-06,12.229999542236328,12.420000076293945,11.456000328063965,11.720000267028809,11.720000267028809,706000,,,,,,,,
2025-10-07,11.6899995803833,11.819999694824219,11.34000015258789,11.789999961853027,11.789999961853027,664000,,,,,,,,
2025-10-08,11.880000114440918,12.555000305175781,11.829999923706055,12.5,12.5,587400,,,,,,,,
2025-10-09,12.489999771118164,12.779999732971191,12.399999618530273,12.460000038146973,12.460000038146973,560700,,,,,,,,
2025-10-10,12.430000305175781,12.550000190734863,12.020000457763672,12.050000190734863,12.050000190734863,474300,,,,,,,,
2025-10-13,12.0600004196167,12.449999809265137,11.899999618530273,12.300000190734863,12.300000190734863,476400,,,,,,,,
2025-10-14,12.15999984741211,12.694999694824219,12.140000343322754,12.600000381469727,12.600000381469727,443200,,,,,,,,
2025-10-15,12.670000076293945,12.845000267028809,12.149999618530273,12.420000076293945,12.420000076293945,596000,,,,,,,,
2025-10-16,12.40999984741211,12.569999694824219,12.145000457763672,12.470000267028809,12.470000267028809,290100,,,,,,,,
2025-10-17,12.569999694824219,12.6899995803833,12.225000381469727,12.5,12.5,518500,,,,,,,,
2025-10-20,12.5600004196167,13.069999694824219,12.454000473022461,13.0,13.0,593300,,,,,,,,
2025-10-21,13.010000228881836,13.15999984741211,12.822999954223633,13.0600004196167,13.0600004196167,382700,,,,,,,,
2025-10-22,13.0600004196167,13.0600004196167,12.529999732971191,12.779999732971191,12.779999732971191,324200,,,,,,,,
2025-10-23,12.779999732971191,12.989999771118164,12.329999923706055,12.619999885559082,12.619999885559082,494900,,,,,,,,
2025-10-24,12.8100004196167,12.970000267028809,12.625,12.699999809265137,12.699999809265137,248500,,,,,,,,
2025-10-27,12.829999923706055,12.829999923706055,12.470000267028809,12.670000076293945,12.670000076293945,270800,,,,,,,,
2025-10-28,12.5600004196167,12.699999809265137,12.229999542236328,12.350000381469727,12.350000381469727,246300,,,,,,,,
2025-10-29,12.3100004196167,12.3100004196167,10.960000038146973,11.199999809265137,11.199999809265137,817800,,,,,,,,
2025-10-30,11.15999984741211,11.369999885559082,10.755000114440918,10.869999885559082,10.869999885559082,547600,,,,,,,,
2025-10-31,10.90999984741211,11.204999923706055,10.75,11.15999984741211,11.15999984741211,488600,,,,,,,,
2025-11-03,11.029999732971191,11.229999542236328,10.744999885559082,10.899999618530273,10.899999618530273,400000,,,,,,,,
2025-11-04,10.789999961853027,11.050000190734863,10.744999885559082,10.899999618530273,10.899999618530273,353500,,,,,,,,
2025-11-05,10.899999618530273,11.09000015258789,10.850000381469727,10.899999618530273,10.899999618530273,322200,,,,,,,,
2025-11-06,10.899999618530273,11.300000190734863,10.694999694824219,11.239999771118164,11.239999771118164,428100,,,,,,,,
2025-11-07,11.069999694824219,11.630000114440918,11.069999694824219,11.34000015258789,11.34000015258789,591700,,,,,,,,
2025-11-10,11.4399995803833,11.4399995803833,10.949999809265137,11.050000190734863,11.050000190734863,381500,,,,,,,,
2025-11-11,10.9399995803833,11.430000305175781,10.925000190734863,11.369999885559082,11.369999885559082,416000,,,,,,,,
2025-11-12,13.319999694824219,14.135000228881836,12.600000381469727,14.09000015258789,14.09000015258789,1969700,,,,,,,,
2025-11-13,14.069999694824219,15.029999732971191,13.50100040435791,14.970000267028809,14.970000267028809,1327200,,,,,,,,
2025-11-14,15.029999732971191,16.559999465942383,14.619999885559082,15.729999542236328,15.729999542236328,1969000,,,,,,,,
2025-11-17,15.550000190734863,15.875,15.039999961853027,15.270000457763672,15.270000457763672,667600,,,,,,,,
2025-11-18,15.3100004196167,16.364999771118164,14.986000061035156,16.239999771118164,16.239999771118164,875800,,,,,,,,
2025-11-19,16.600000381469727,17.100000381469727,16.329999923706055,16.889999389648438,16.889999389648438,917000,,,,,,,,
2025-11-20,16.850000381469727,16.959999084472656,16.290000915527344,16.6299991607666,16.6299991607666,639900,,,,,,,,
2025-11-21,16.639999389648438,17.0,16.290000915527344,16.639999389648438,16.639999389648438,660400,,,,,,,,
2025-11-24,16.729999542236328,17.167999267578125,16.3799991607666,16.959999084472656,16.959999084472656,640900,,,,,,,,
2025-11-25,17.09000015258789,18.0,16.833999633789062,17.989999771118164,17.989999771118164,694200,,,,,,,,
2025-11-26,18.0,18.0,17.030000686645508,17.1299991607666,17.1299991607666,543700,,,,,,,,
2025-11-28,17.110000610351562,17.6299991607666,16.8799991607666,17.549999237060547,17.549999237060547,302600,,,,,,,,
2025-12-01,17.299999237060547,17.55500030517578,16.950000762939453,17.299999237060547,17.299999237060547,252300,,,,,,,,
2025-12-02,17.31999969482422,17.479999542236328,16.93000030517578,17.020000457763672,17.020000457763672,411100,,,,,,,,
2025-12-03,17.059999465942383,17.799999237060547,16.950000762939453,17.270000457763672,17.270000457763672,515600,,,,,,,,
2025-12-04,17.18000030517578,17.280000686645508,16.25,17.049999237060547,17.049999237060547,1005300,,,,,,,,
2025-12-05,17.09000015258789,17.170000076293945,16.65999984741211,16.81999969482422,16.81999969482422,306600,,,,,,,,
2025-12-08,16.860000610351562,17.299999237060547,16.290000915527344,16.68000030517578,16.68000030517578,332500,,,,,,,,
2025-12-09,16.549999237060547,17.079999923706055,16.549999237060547,16.760000228881836,16.760000228881836,357500,,,,,,,,
2025-12-10,16.670000076293945,17.29400062561035,16.4950008392334,16.920000076293945,16.920000076293945,414500,,,,,,,,
2025-12-11,16.93000030517578,17.509000778198242,16.760000228881836,17.200000762939453,17.200000762939453,509300,,,,,,,,
2025-12-12,17.110000610351562,17.459999084472656,16.959999084472656,17.149999618530273,17.149999618530273,566300,,,,,,,,
2025-12-15,17.34000015258789,17.40999984741211,16.860000610351562,17.25,17.25,463300,,,,,,,,
2025-12-16,17.299999237060547,17.770000457763672,17.059999465942383,17.06999969482422,17.06999969482422,706700,,,,,,,,
2025-12-17,17.329999923706055,17.344999313354492,16.530000686645508,16.670000076293945,16.670000076293945,726900,,,,,,,,
2025-12-18,16.860000610351562,17.479999542236328,16.860000610351562,17.25,17.25,492700,,,,,,,,
2025-12-19,17.15999984741211,17.399999618530273,16.969999313354492,17.1200008392334,17.1200008392334,1650200,,,,,,,,
2025-12-22,16.594999313354492,17.40999984741211,16.594999313354492,17.270000457763672,17.270000457763672,488900,,,,,,,,
2025-12-23,17.260000228881836,17.39900016784668,17.030000686645508,17.350000381469727,17.350000381469727,365700,,,,,,,,
2025-12-24,17.459999084472656,17.479999542236328,17.065000534057617,17.149999618530273,17.149999618530273,178700,,,,,,,,
2025-12-26,17.139999389648438,17.229999542236328,16.829999923706055,16.989999771118164,16.989999771118164,511700,,,,,,,,
2025-12-29,16.8799991607666,17.31999969482422,16.610000610351562,16.780000686645508,16.780000686645508,612800,,,,,,,,
2025-12-30,16.829999923706055,17.020000457763672,16.350000381469727,16.489999771118164,16.489999771118164,630100,,,,,,,,
,MH,MH,MH,MH,MH,MH,,,,,,,,
