date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TKR')","('high', 'TKR')","('low', 'TKR')","('close', 'TKR')","('adj_close', 'TKR')","('volume', 'TKR')","('currency', '')"
2020-01-02,56.84000015258789,57.060001373291016,56.119998931884766,57.040000915527344,51.25487518310547,449100,,,,,,,,
2020-01-03,56.06999969482422,56.869998931884766,55.86000061035156,56.810001373291016,51.048194885253906,362700,,,,,,,,
2020-01-06,56.150001525878906,56.7599983215332,55.86000061035156,56.720001220703125,50.96733093261719,481800,,,,,,,,
2020-01-07,58.38999938964844,58.38999938964844,56.93000030517578,57.29999923706055,51.488502502441406,876500,,,,,,,,
2020-01-08,57.529998779296875,58.369998931884766,57.13999938964844,58.09000015258789,52.19837951660156,685300,,,,,,,,
2020-01-09,58.20000076293945,58.58000183105469,57.90999984741211,58.459999084472656,52.530860900878906,421600,,,,,,,,
2020-01-10,58.290000915527344,58.61000061035156,57.16999816894531,57.369998931884766,51.55141067504883,520000,,,,,,,,
2020-01-13,57.22999954223633,57.72999954223633,56.7599983215332,57.68000030517578,51.829952239990234,803300,,,,,,,,
2020-01-14,57.58000183105469,58.279998779296875,57.22999954223633,57.93000030517578,52.05461120605469,814400,,,,,,,,
2020-01-15,57.70000076293945,58.06999969482422,56.93000030517578,57.59000015258789,51.749080657958984,620600,,,,,,,,
2020-01-16,58.0,58.31999969482422,57.650001525878906,58.25,52.3421516418457,342500,,,,,,,,
2020-01-17,58.599998474121094,58.779998779296875,58.18000030517578,58.220001220703125,52.31519317626953,352900,,,,,,,,
2020-01-21,57.790000915527344,57.939998626708984,56.86000061035156,57.15999984741211,51.362701416015625,224000,,,,,,,,
2020-01-22,57.45000076293945,57.65999984741211,56.70000076293945,56.93000030517578,51.15603256225586,338200,,,,,,,,
2020-01-23,56.529998779296875,56.75,55.54999923706055,56.68000030517578,50.93136978149414,429600,,,,,,,,
2020-01-24,56.869998931884766,56.869998931884766,55.18000030517578,55.709999084472656,50.05975341796875,399300,,,,,,,,
2020-01-27,54.43000030517578,55.16999816894531,54.06999969482422,54.459999084472656,48.9365348815918,338300,,,,,,,,
2020-01-28,54.95000076293945,55.459999084472656,54.59000015258789,54.9900016784668,49.41279602050781,245700,,,,,,,,
2020-01-29,55.36000061035156,55.689998626708984,54.70000076293945,54.709999084472656,49.161190032958984,451500,,,,,,,,
2020-01-30,54.349998474121094,54.9900016784668,53.720001220703125,54.91999816894531,49.349884033203125,423700,,,,,,,,
