date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FEIM')","('high', 'FEIM')","('low', 'FEIM')","('close', 'FEIM')","('adj_close', 'FEIM')","('volume', 'FEIM')","('currency', '')"
2020-01-02,10.449999809265137,10.449999809265137,10.109999656677246,10.25,8.122416496276855,10600,,,,,,,,
2020-01-03,10.25,10.300000190734863,10.050000190734863,10.25,8.122416496276855,6500,,,,,,,,
2020-01-06,10.350000381469727,10.40999984741211,10.050000190734863,10.079999923706055,7.987703323364258,23200,,,,,,,,
2020-01-07,10.460000038146973,10.460000038146973,9.899999618530273,10.140000343322754,8.035249710083008,23100,,,,,,,,
2020-01-08,10.050000190734863,10.1899995803833,9.90999984741211,9.90999984741211,7.85299015045166,2500,,,,,,,,
2020-01-09,10.09000015258789,10.1899995803833,9.960000038146973,10.069999694824219,7.97977876663208,9000,,,,,,,,
2020-01-10,10.029999732971191,10.149999618530273,10.029999732971191,10.149999618530273,8.043173789978027,800,,,,,,,,
2020-01-13,10.0600004196167,10.180000305175781,10.010000228881836,10.010000228881836,7.9322333335876465,3000,,,,,,,,
2020-01-14,10.0,10.119999885559082,10.0,10.0,7.924309253692627,4500,,,,,,,,
2020-01-15,10.100000381469727,10.100000381469727,10.0,10.0,7.924309253692627,4900,,,,,,,,
2020-01-16,10.09000015258789,10.09000015258789,9.899999618530273,10.020000457763672,7.940157890319824,3100,,,,,,,,
2020-01-17,9.979999542236328,9.979999542236328,9.449999809265137,9.920000076293945,7.860914707183838,13600,,,,,,,,
2020-01-21,9.770000457763672,9.979999542236328,9.640000343322754,9.869999885559082,7.821293354034424,16000,,,,,,,,
2020-01-22,9.779999732971191,9.779999732971191,9.449999809265137,9.600000381469727,7.60733699798584,4500,,,,,,,,
2020-01-23,9.829999923706055,9.829999923706055,9.420000076293945,9.420000076293945,7.4646992683410645,1800,,,,,,,,
2020-01-24,9.520000457763672,9.670000076293945,9.399999618530273,9.460000038146973,7.496396064758301,3300,,,,,,,,
2020-01-27,9.300000190734863,9.430000305175781,9.210000038146973,9.300000190734863,7.369607448577881,4100,,,,,,,,
2020-01-28,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,7.369607448577881,0,,,,,,,,
2020-01-29,9.390000343322754,9.390000343322754,9.149999618530273,9.25,7.329986095428467,1400,,,,,,,,
2020-01-30,9.25,9.279999732971191,9.239999771118164,9.260000228881836,7.337910175323486,4700,,,,,,,,
2020-01-31,9.239999771118164,9.270000457763672,9.039999961853027,9.25,7.329986095428467,7200,,,,,,,,
2020-02-03,9.050000190734863,9.270000457763672,9.050000190734863,9.25,7.329986095428467,3800,,,,,,,,
2020-02-04,9.350000381469727,9.430000305175781,9.210000038146973,9.319999694824219,7.38545560836792,4500,,,,,,,,
2020-02-05,9.399999618530273,9.449999809265137,9.039999961853027,9.25,7.329986095428467,5800,,,,,,,,
2020-02-06,9.369999885559082,9.399999618530273,9.359999656677246,9.399999618530273,7.448849678039551,1200,,,,,,,,
2020-02-07,9.270000457763672,9.449999809265137,9.270000457763672,9.399999618530273,7.448849678039551,3600,,,,,,,,
2020-02-10,9.270000457763672,9.539999961853027,9.25,9.539999961853027,7.55979061126709,2900,,,,,,,,
2020-02-11,9.569999694824219,9.770000457763672,9.520000457763672,9.649999618530273,7.6469573974609375,3600,,,,,,,,
2020-02-12,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,7.440926551818848,1200,,,,,,,,
2020-02-13,9.25,9.34000015258789,9.25,9.25,7.329986095428467,2600,,,,,,,,
2020-02-14,9.350000381469727,9.380000114440918,9.140000343322754,9.270000457763672,7.345834732055664,10800,,,,,,,,
2020-02-18,9.149999618530273,9.449999809265137,9.149999618530273,9.350000381469727,7.409229278564453,2200,,,,,,,,
2020-02-19,9.359999656677246,9.529999732971191,9.25,9.520000457763672,7.543942451477051,13700,,,,,,,,
2020-02-20,9.460000038146973,9.670000076293945,9.029999732971191,9.670000076293945,7.662806987762451,7200,,,,,,,,
2020-02-21,9.229999542236328,9.449999809265137,9.229999542236328,9.350000381469727,7.409229278564453,6000,,,,,,,,
2020-02-24,9.239999771118164,9.300000190734863,9.239999771118164,9.300000190734863,7.369607448577881,2700,,,,,,,,
2020-02-25,9.529999732971191,9.529999732971191,9.300000190734863,9.300000190734863,7.369607448577881,3200,,,,,,,,
2020-02-26,9.489999771118164,9.489999771118164,9.25,9.260000228881836,7.337910175323486,10300,,,,,,,,
2020-02-27,9.039999961853027,9.359999656677246,9.020000457763672,9.359999656677246,7.4171528816223145,5600,,,,,,,,
2020-02-28,9.170000076293945,9.300000190734863,9.09000015258789,9.300000190734863,7.369607448577881,19000,,,,,,,,
2020-03-02,9.25,9.270000457763672,8.239999771118164,8.5,6.735662460327148,20900,,,,,,,,
