date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ELS')","('high', 'ELS')","('low', 'ELS')","('close', 'ELS')","('adj_close', 'ELS')","('volume', 'ELS')","('currency', '')"
2020-01-02,70.76000213623047,70.81999969482422,68.7300033569336,69.08999633789062,59.118370056152344,778800,,,,,,,,
2020-01-03,68.94000244140625,70.27999877929688,68.88999938964844,70.08999633789062,59.97403335571289,1200600,,,,,,,,
2020-01-06,70.01000213623047,70.4000015258789,69.45999908447266,70.01000213623047,59.905582427978516,1142300,,,,,,,,
2020-01-07,69.83000183105469,69.83000183105469,68.68000030517578,69.05999755859375,59.092689514160156,619000,,,,,,,,
2020-01-08,69.19999694824219,69.94000244140625,68.94999694824219,69.77999877929688,59.70878219604492,996500,,,,,,,,
2020-01-09,69.62000274658203,69.88999938964844,69.22000122070312,69.43000030517578,59.40929412841797,1196000,,,,,,,,
2020-01-10,69.55999755859375,69.93000030517578,69.27999877929688,69.80999755859375,59.734458923339844,605900,,,,,,,,
2020-01-13,69.81999969482422,71.05999755859375,69.80999755859375,71.0199966430664,60.76980972290039,827800,,,,,,,,
2020-01-14,71.0,71.25,70.06999969482422,70.58999633789062,60.401885986328125,797600,,,,,,,,
2020-01-15,70.9000015258789,71.27999877929688,70.41999816894531,70.43000030517578,60.26498031616211,820500,,,,,,,,
2020-01-16,70.5199966430664,70.98999786376953,70.26000213623047,70.66000366210938,60.4617805480957,764200,,,,,,,,
2020-01-17,70.75,71.16999816894531,70.41000366210938,70.5199966430664,60.34197235107422,884300,,,,,,,,
2020-01-21,70.56999969482422,71.6500015258789,70.56999969482422,71.61000061035156,61.274658203125,857700,,,,,,,,
2020-01-22,71.87999725341797,72.30000305175781,71.19000244140625,71.41999816894531,61.11207962036133,723000,,,,,,,,
2020-01-23,71.62000274658203,72.02999877929688,71.27999877929688,71.83000183105469,61.46291732788086,614300,,,,,,,,
2020-01-24,71.98999786376953,72.44000244140625,71.73999786376953,72.08000183105469,61.676815032958984,560200,,,,,,,,
2020-01-27,71.87000274658203,72.30999755859375,71.20999908447266,71.80000305175781,61.43722915649414,665000,,,,,,,,
2020-01-28,71.80000305175781,72.62000274658203,71.2699966430664,72.3499984741211,61.90785217285156,1047900,,,,,,,,
2020-01-29,72.51000213623047,73.08999633789062,72.0199966430664,72.70999908447266,62.215904235839844,1040200,,,,,,,,
2020-01-30,72.56999969482422,73.91000366210938,72.20999908447266,73.12000274658203,62.566734313964844,756000,,,,,,,,
2020-01-31,73.06999969482422,73.4000015258789,72.38999938964844,72.75,62.250144958496094,928400,,,,,,,,
2020-02-03,72.93000030517578,73.68000030517578,72.80999755859375,72.9800033569336,62.446929931640625,667400,,,,,,,,
2020-02-04,73.05999755859375,73.68000030517578,72.7699966430664,73.43000030517578,62.83198547363281,408300,,,,,,,,
2020-02-05,73.2300033569336,73.2300033569336,72.27999877929688,72.4000015258789,61.95064163208008,531500,,,,,,,,
2020-02-06,72.48999786376953,73.22000122070312,72.05000305175781,73.05000305175781,62.50682830810547,494000,,,,,,,,
2020-02-07,73.30000305175781,73.44000244140625,72.69999694824219,72.86000061035156,62.34423828125,619700,,,,,,,,
2020-02-10,73.23999786376953,73.58000183105469,72.91000366210938,73.08999633789062,62.54104232788086,838600,,,,,,,,
2020-02-11,73.02999877929688,73.80999755859375,73.02999877929688,73.45999908447266,62.857635498046875,740700,,,,,,,,
2020-02-12,73.47000122070312,74.25,73.1500015258789,73.7699966430664,63.122901916503906,885300,,,,,,,,
2020-02-13,73.81999969482422,74.56999969482422,73.81999969482422,74.30000305175781,63.576412200927734,500100,,,,,,,,
2020-02-14,74.55999755859375,75.25,74.4800033569336,75.23999786376953,64.38075256347656,642300,,,,,,,,
2020-02-18,75.37000274658203,75.75,75.01000213623047,75.72000122070312,64.79146575927734,522600,,,,,,,,
2020-02-19,75.69999694824219,75.83999633789062,75.26000213623047,75.29000091552734,64.42353820800781,514100,,,,,,,,
2020-02-20,75.44000244140625,77.33000183105469,74.7699966430664,77.27999877929688,66.12630462646484,868300,,,,,,,,
2020-02-21,77.30999755859375,77.55000305175781,76.68000030517578,77.0199966430664,65.90385437011719,504900,,,,,,,,
2020-02-24,76.43000030517578,77.4800033569336,76.30999755859375,76.4800033569336,65.44178771972656,710300,,,,,,,,
2020-02-25,76.68000030517578,76.98999786376953,75.36000061035156,75.37000274658203,64.49199676513672,960200,,,,,,,,
2020-02-26,75.43000030517578,75.8499984741211,73.80000305175781,73.88999938964844,63.225589752197266,773700,,,,,,,,
2020-02-27,73.41000366210938,73.70999908447266,70.08999633789062,70.18000030517578,60.05104064941406,1288200,,,,,,,,
2020-02-28,69.08000183105469,69.45999908447266,66.75,68.33000183105469,58.46805953979492,1629600,,,,,,,,
2020-03-02,68.6500015258789,71.98999786376953,68.6500015258789,71.61000061035156,61.274658203125,1315600,,,,,,,,
2020-03-03,72.0,74.2699966430664,71.51000213623047,72.70999908447266,62.215904235839844,1144300,,,,,,,,
2020-03-04,73.9000015258789,75.62999725341797,73.6500015258789,75.51000213623047,64.6117935180664,1096600,,,,,,,,
2020-03-05,74.66999816894531,76.05999755859375,74.01000213623047,75.26000213623047,64.39785766601562,628500,,,,,,,,
2020-03-06,73.77999877929688,75.41999816894531,72.62999725341797,75.19000244140625,64.33798217773438,1174300,,,,,,,,
2020-03-09,74.62000274658203,74.9000015258789,71.4000015258789,71.88999938964844,61.514244079589844,1147800,,,,,,,,
2020-03-10,72.91999816894531,74.3499984741211,70.86000061035156,74.25,63.53363037109375,1085500,,,,,,,,
2020-03-11,72.63999938964844,72.91999816894531,68.6500015258789,68.87000274658203,58.930118560791016,1738500,,,,,,,,
2020-03-12,62.0,69.66999816894531,61.619998931884766,63.970001220703125,54.73733139038086,1455400,,,,,,,,
2020-03-13,66.83999633789062,67.91000366210938,62.779998779296875,66.66999816894531,57.04764175415039,1644700,,,,,,,,
2020-03-16,59.79999923706055,61.11000061035156,53.15999984741211,53.16999816894531,45.496070861816406,1941500,,,,,,,,
2020-03-17,54.2400016784668,57.45000076293945,52.08000183105469,56.13999938964844,48.03741455078125,2409400,,,,,,,,
2020-03-18,52.33000183105469,53.65999984741211,42.08000183105469,45.2400016784668,38.710601806640625,1751800,,,,,,,,
2020-03-19,44.9900016784668,50.65999984741211,41.970001220703125,46.52000045776367,39.80586242675781,2147800,,,,,,,,
2020-03-20,47.29999923706055,51.77000045776367,46.5,48.810001373291016,41.76535415649414,3845900,,,,,,,,
2020-03-23,48.349998474121094,48.689998626708984,43.869998931884766,45.56999969482422,38.992977142333984,1874100,,,,,,,,
2020-03-24,47.650001525878906,50.02000045776367,45.290000915527344,49.099998474121094,42.01349639892578,1839700,,,,,,,,
2020-03-25,48.77000045776367,53.36000061035156,48.439998626708984,49.72999954223633,42.55256271362305,2065600,,,,,,,,
2020-03-26,49.779998779296875,54.290000915527344,48.7599983215332,53.97999954223633,46.509971618652344,1700100,,,,,,,,
2020-03-27,52.59000015258789,58.189998626708984,52.15999984741211,56.790000915527344,48.93110275268555,1043200,,,,,,,,
2020-03-30,57.97999954223633,58.93000030517578,53.400001525878906,56.599998474121094,48.76738739013672,1429800,,,,,,,,
2020-03-31,55.9900016784668,58.20000076293945,53.5,57.47999954223633,49.52560806274414,3669500,,,,,,,,
2020-04-01,56.060001373291016,57.470001220703125,51.099998474121094,53.150001525878906,45.7948112487793,1476800,,,,,,,,
2020-04-02,51.86000061035156,53.61000061035156,50.2400016784668,52.54999923706055,45.27785110473633,1614000,,,,,,,,
2020-04-03,51.68000030517578,52.619998931884766,51.0,52.369998931884766,45.12275695800781,1730600,,,,,,,,
2020-04-06,54.459999084472656,58.86000061035156,53.77000045776367,58.56999969482422,50.46476745605469,1854400,,,,,,,,
2020-04-07,63.130001068115234,63.130001068115234,57.209999084472656,57.63999938964844,49.663475036621094,1733500,,,,,,,,
2020-04-08,58.08000183105469,60.45000076293945,57.349998474121094,60.060001373291016,51.748573303222656,1592800,,,,,,,,
2020-04-09,61.209999084472656,64.19999694824219,60.81999969482422,63.16999816894531,54.42818832397461,1343100,,,,,,,,
2020-04-13,62.630001068115234,62.77000045776367,60.75,61.59000015258789,53.06684494018555,869500,,,,,,,,
2020-04-14,63.0,64.7699966430664,63.0,64.2300033569336,55.34151077270508,1121600,,,,,,,,
2020-04-15,62.38999938964844,63.27000045776367,61.31999969482422,62.459999084472656,53.81644821166992,967700,,,,,,,,
2020-04-16,62.970001220703125,62.970001220703125,61.16999816894531,61.880001068115234,53.31671142578125,1301100,,,,,,,,
2020-04-17,63.779998779296875,64.44000244140625,62.58000183105469,63.400001525878906,54.62636947631836,895100,,,,,,,,
2020-04-20,62.15999984741211,63.18000030517578,60.470001220703125,60.560001373291016,52.17938232421875,1156300,,,,,,,,
2020-04-21,59.65999984741211,60.65999984741211,57.310001373291016,58.970001220703125,50.80941390991211,1486100,,,,,,,,
2020-04-22,59.72999954223633,61.689998626708984,59.11000061035156,61.31999969482422,52.83421325683594,1244300,,,,,,,,
