date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCB')","('high', 'FMCB')","('low', 'FMCB')","('close', 'FMCB')","('adj_close', 'FMCB')","('volume', 'FMCB')","('currency', '')"
2020-01-02,773.989990234375,775.0,770.0,771.0,691.7945556640625,2200,,,,,,,,
2020-01-03,771.0,771.0,771.0,771.0,691.7945556640625,100,,,,,,,,
2020-01-06,768.010009765625,768.010009765625,766.6099853515625,766.6099853515625,687.8555297851562,100,,,,,,,,
2020-01-07,766.6199951171875,767.0999755859375,766.6199951171875,767.0999755859375,688.2951049804688,100,,,,,,,,
2020-01-08,768.0,768.0,767.0,767.0,688.2055053710938,100,,,,,,,,
2020-01-09,770.0,771.0,770.0,771.0,691.7945556640625,100,,,,,,,,
2020-01-10,774.0,774.0,774.0,774.0,694.486328125,100,,,,,,,,
2020-01-13,775.0,775.0,774.9600219726562,774.9600219726562,695.3477172851562,100,,,,,,,,
2020-01-14,778.0,778.0,769.5,769.5,690.4486694335938,400,,,,,,,,
2020-01-15,775.0,775.0,775.0,775.0,695.3836059570312,100,,,,,,,,
2020-01-16,773.0,773.0,769.5,769.5,690.4486694335938,100,,,,,,,,
2020-01-17,770.0,774.989990234375,770.0,774.989990234375,695.3746948242188,400,,,,,,,,
2020-01-21,774.989990234375,774.989990234375,770.0,770.0,690.897216796875,400,,,,,,,,
2020-01-22,772.0,772.0,770.5,772.0,692.6918334960938,100,,,,,,,,
2020-01-23,774.989990234375,774.989990234375,774.9600219726562,774.9600219726562,695.3477172851562,100,,,,,,,,
2020-01-24,775.0,775.0,770.5399780273438,770.5399780273438,691.3818969726562,100,,,,,,,,
2020-01-27,770.5399780273438,770.5399780273438,770.5399780273438,770.5399780273438,691.3818969726562,0,,,,,,,,
2020-01-28,770.5399780273438,770.5399780273438,770.5399780273438,770.5399780273438,691.3818969726562,0,,,,,,,,
2020-01-29,774.9600219726562,774.9600219726562,774.9600219726562,774.9600219726562,695.3477172851562,100,,,,,,,,
2020-01-30,774.0,774.0,766.5999755859375,766.5999755859375,687.8466186523438,100,,,,,,,,
2020-01-31,770.0,775.0,768.0,768.0,689.102783203125,100,,,,,,,,
2020-02-03,767.0,767.0,766.0,766.0,687.3081665039062,100,,,,,,,,
2020-02-04,770.0,770.0,765.0,765.0,686.4110107421875,100,,,,,,,,
2020-02-05,765.5999755859375,765.5999755859375,765.5999755859375,765.5999755859375,686.94921875,100,,,,,,,,
2020-02-06,766.0,766.02001953125,765.5999755859375,766.02001953125,687.326171875,100,,,,,,,,
2020-02-07,770.0,774.0,765.0,770.0,690.897216796875,100,,,,,,,,
2020-02-10,772.0,772.0,772.0,772.0,692.6918334960938,100,,,,,,,,
2020-02-11,772.0,772.0,772.0,772.0,692.6918334960938,100,,,,,,,,
2020-02-12,774.0,775.0,770.0,770.0,690.897216796875,100,,,,,,,,
2020-02-13,770.510009765625,770.510009765625,770.0,770.0,690.897216796875,100,,,,,,,,
2020-02-14,770.0,770.0,770.0,770.0,690.897216796875,0,,,,,,,,
2020-02-18,772.0,775.0,772.0,775.0,695.3836059570312,100,,,,,,,,
2020-02-19,775.0,775.0,770.0,770.0,690.897216796875,100,,,,,,,,
2020-02-20,770.0,772.5,770.0,772.5,693.1404418945312,100,,,,,,,,
2020-02-21,775.0,775.0,774.9600219726562,775.0,695.3836059570312,100,,,,,,,,
2020-02-24,775.0,779.7999877929688,772.0,779.7999877929688,699.6906127929688,800,,,,,,,,
2020-02-25,785.0,799.989990234375,779.8499755859375,789.0,707.9454345703125,500,,,,,,,,
2020-02-26,793.0,793.0999755859375,782.0,789.0,707.9454345703125,300,,,,,,,,
2020-02-27,793.0,800.25,789.0,789.030029296875,707.9723510742188,200,,,,,,,,
2020-02-28,789.030029296875,789.030029296875,773.0,774.0,694.486328125,300,,,,,,,,
2020-03-02,767.0,770.0,765.3300170898438,765.3300170898438,686.7070922851562,100,,,,,,,,
2020-03-03,770.0,770.0,768.0,770.0,690.897216796875,600,,,,,,,,
2020-03-04,765.0,775.0,765.0,769.0900268554688,690.0807495117188,200,,,,,,,,
2020-03-05,770.0,770.0,770.0,770.0,690.897216796875,400,,,,,,,,
2020-03-06,769.25,770.0,769.0,770.0,690.897216796875,100,,,,,,,,
2020-03-09,767.0,775.0,740.0,775.0,695.3836059570312,200,,,,,,,,
2020-03-10,760.0,765.0,745.0,765.0,686.4110107421875,100,,,,,,,,
2020-03-11,765.0,765.0,765.0,765.0,686.4110107421875,100,,,,,,,,
2020-03-12,730.0,730.0,681.5,725.0,650.5200805664062,100,,,,,,,,
2020-03-13,725.0,730.0,725.0,725.0,650.5200805664062,100,,,,,,,,
2020-03-16,725.0,725.0,725.0,725.0,650.5200805664062,100,,,,,,,,
2020-03-17,675.0,725.0,675.0,725.0,650.5200805664062,100,,,,,,,,
2020-03-18,725.0,725.0,725.0,725.0,650.5200805664062,0,,,,,,,,
2020-03-19,720.0,725.0,720.0,725.0,650.5200805664062,100,,,,,,,,
2020-03-20,769.989990234375,769.989990234375,698.0,725.0,650.5200805664062,100,,,,,,,,
2020-03-23,700.0,700.0,660.0,699.0,627.191162109375,200,,,,,,,,
2020-03-24,670.0,698.989990234375,670.0,698.989990234375,627.1821899414062,100,,,,,,,,
2020-03-25,690.0,698.989990234375,650.0,698.989990234375,627.1821899414062,100,,,,,,,,
2020-03-26,690.0,698.0,690.0,698.0,626.2938232421875,100,,,,,,,,
2020-03-27,698.0,698.0,698.0,698.0,626.2938232421875,100,,,,,,,,
2020-03-30,698.0,698.0,685.0,698.0,626.2938232421875,100,,,,,,,,
2020-03-31,685.0,691.5,685.0,685.0,614.6294555664062,300,,,,,,,,
2020-04-01,685.0,685.0,640.0,650.0,583.2250366210938,200,,,,,,,,
2020-04-02,650.0,650.0,626.2000122070312,630.0,565.2796630859375,100,,,,,,,,
2020-04-03,630.0,630.0,629.989990234375,630.0,565.2796630859375,100,,,,,,,,
2020-04-06,630.0,680.0,630.0,680.0,610.1430053710938,100,,,,,,,,
2020-04-07,660.0,665.0,660.0,665.0,596.6840209960938,100,,,,,,,,
2020-04-08,664.9600219726562,665.0,664.9600219726562,665.0,596.6840209960938,100,,,,,,,,
2020-04-09,665.0,665.0,665.0,665.0,596.6840209960938,100,,,,,,,,
2020-04-13,665.0,670.0,665.0,670.0,601.1703491210938,100,,,,,,,,
2020-04-14,685.0,725.0,685.0,700.0,628.0884399414062,100,,,,,,,,
2020-04-15,700.0,700.0,675.0,675.0,605.6566162109375,100,,,,,,,,
2020-04-16,685.0,692.5,650.0,655.0,587.7113037109375,300,,,,,,,,
2020-04-17,655.0,655.0,655.0,655.0,587.7113037109375,0,,,,,,,,
2020-04-20,655.0,655.0,655.0,655.0,587.7113037109375,0,,,,,,,,
2020-04-21,655.0,655.0,655.0,655.0,587.7113037109375,0,,,,,,,,
2020-04-22,655.0,655.0,655.0,655.0,587.7113037109375,0,,,,,,,,
2020-04-23,719.0,719.0,700.0,700.0,628.0884399414062,100,,,,,,,,
2020-04-24,719.0,719.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-04-27,700.0,702.0,700.0,702.0,629.883056640625,100,,,,,,,,
2020-04-28,710.0399780273438,715.0,710.0399780273438,715.0,641.5474243164062,100,,,,,,,,
2020-04-29,719.9500122070312,795.0,715.0,750.0,672.9519653320312,100,,,,,,,,
2020-04-30,750.0,750.0,750.0,750.0,672.9519653320312,0,,,,,,,,
2020-05-01,750.0,750.0,750.0,750.0,672.9519653320312,0,,,,,,,,
2020-05-04,750.0,755.0,722.0,722.0,647.828369140625,100,,,,,,,,
2020-05-05,760.0,800.0,665.0,665.0,596.6840209960938,300,,,,,,,,
2020-05-06,670.0,699.97998046875,670.0,670.0,601.1703491210938,100,,,,,,,,
2020-05-07,699.989990234375,745.0,699.97998046875,700.0,628.0884399414062,100,,,,,,,,
2020-05-08,700.0,700.0,700.0,700.0,628.0884399414062,100,,,,,,,,
2020-05-11,710.0,725.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-05-12,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-05-13,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-05-14,710.0,710.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-05-15,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-05-18,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-05-19,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-05-20,715.0,715.0,715.0,715.0,641.5474243164062,100,,,,,,,,
2020-05-21,715.0,715.0,714.25,714.25,640.87451171875,200,,,,,,,,
2020-05-22,710.0,710.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-05-26,710.0,710.0,710.0,710.0,637.0611572265625,200,,,,,,,,
2020-05-27,711.0,711.0800170898438,710.0,710.0,637.0611572265625,200,,,,,,,,
2020-05-28,705.0,712.0,705.0,710.0,637.0611572265625,200,,,,,,,,
2020-05-29,710.0,710.0,710.0,710.0,637.0611572265625,0,,,,,,,,
2020-06-01,710.0,710.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-06-02,712.0,712.0,710.0,710.0,637.0611572265625,200,,,,,,,,
2020-06-03,711.0,712.0,710.0,710.0,637.0611572265625,200,,,,,,,,
2020-06-04,711.0,712.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-06-05,711.0,711.0,708.0,710.0,637.0611572265625,100,,,,,,,,
2020-06-08,711.0,711.0,706.0399780273438,710.9500122070312,637.91357421875,200,,,,,,,,
2020-06-09,710.0,711.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-06-10,711.0,711.0,710.0,710.0,637.0611572265625,100,,,,,,,,
2020-06-11,713.5800170898438,715.0,713.5800170898438,715.0,648.166015625,100,,,,,,,,
2020-06-12,710.0,715.0,710.0,713.0,646.3528442382812,100,,,,,,,,
2020-06-15,710.0,711.0,710.0,711.0,644.5399169921875,200,,,,,,,,
2020-06-16,711.0,711.0,703.0,703.0,637.2877197265625,100,,,,,,,,
2020-06-17,703.0,710.0,703.0,703.0,637.2877197265625,100,,,,,,,,
2020-06-18,710.0,711.0,709.489990234375,709.489990234375,643.1710815429688,200,,,,,,,,
2020-06-19,705.0,711.0,705.0,711.0,644.5399169921875,100,,,,,,,,
2020-06-22,705.0,705.0,705.0,705.0,639.1007690429688,100,,,,,,,,
2020-06-23,706.25,706.25,706.25,706.25,640.23388671875,600,,,,,,,,
2020-06-24,706.0,706.0,706.0,706.0,640.0073852539062,100,,,,,,,,
2020-06-25,705.0,711.0,705.0,705.1900024414062,639.2730712890625,100,,,,,,,,
2020-06-26,705.0,705.0,704.0,705.0,639.1007690429688,200,,,,,,,,
2020-06-29,711.0,711.0,704.0,704.0,638.1942138671875,100,,,,,,,,
2020-06-30,711.0,711.0,706.0,706.0,640.0073852539062,200,,,,,,,,
2020-07-01,709.989990234375,710.0,695.0,705.0,639.1007690429688,100,,,,,,,,
2020-07-02,705.0,705.0,705.0,705.0,639.1007690429688,0,,,,,,,,
2020-07-06,695.0,705.0,695.0,704.9500122070312,639.0554809570312,200,,,,,,,,
2020-07-07,703.0,703.0,703.0,703.0,637.2877197265625,100,,,,,,,,
2020-07-08,703.0,703.2000122070312,703.0,703.0,637.2877197265625,100,,,,,,,,
2020-07-09,703.0,703.0,703.0,703.0,637.2877197265625,0,,,,,,,,
2020-07-10,702.0,702.0,702.0,702.0,636.3812866210938,100,,,,,,,,
2020-07-13,706.0,715.0,706.0,715.0,648.166015625,100,,,,,,,,
2020-07-14,715.0,715.0,715.0,715.0,648.166015625,0,,,,,,,,
2020-07-15,715.0,725.0,704.0,720.0,652.69873046875,100,,,,,,,,
2020-07-16,720.010009765625,720.010009765625,718.0,718.0,650.8856201171875,200,,,,,,,,
2020-07-17,718.0,720.0,705.0,720.0,652.69873046875,200,,,,,,,,
2020-07-20,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-07-21,715.0,715.0,715.0,715.0,648.166015625,0,,,,,,,,
2020-07-22,715.0,715.0,715.0,715.0,648.166015625,200,,,,,,,,
2020-07-23,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-07-24,720.0,720.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-07-27,715.0,715.0,715.0,715.0,648.166015625,0,,,,,,,,
2020-07-28,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-07-29,718.0,718.0,718.0,718.0,650.8856201171875,100,,,,,,,,
2020-07-30,715.0,715.0,715.0,715.0,648.166015625,200,,,,,,,,
2020-07-31,715.0,770.0,710.0,735.0,666.2966918945312,200,,,,,,,,
2020-08-03,712.0,739.7999877929688,712.0,712.0,645.446533203125,100,,,,,,,,
2020-08-04,729.989990234375,729.989990234375,719.75,725.0,657.2313232421875,100,,,,,,,,
2020-08-05,713.0,713.0,713.0,713.0,646.3528442382812,100,,,,,,,,
2020-08-06,713.0399780273438,718.0,713.0399780273438,718.0,650.8856201171875,100,,,,,,,,
2020-08-07,718.0,718.0,718.0,718.0,650.8856201171875,0,,,,,,,,
2020-08-10,716.0,727.989990234375,712.5,712.5,645.8998413085938,100,,,,,,,,
2020-08-11,714.5,714.5,714.5,714.5,647.7128295898438,1000,,,,,,,,
2020-08-12,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-08-13,714.9600219726562,714.9600219726562,714.9600219726562,714.9600219726562,648.1298217773438,100,,,,,,,,
2020-08-14,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-08-17,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-08-18,715.0,715.0,715.0,715.0,648.166015625,100,,,,,,,,
2020-08-19,715.0,715.0,715.0,715.0,648.166015625,0,,,,,,,,
2020-08-20,724.9600219726562,724.9600219726562,715.0,715.0,648.166015625,100,,,,,,,,
2020-08-21,715.0,715.0,701.0,702.0,636.3812866210938,100,,,,,,,,
2020-08-24,705.0,705.0399780273438,702.0,705.0,639.1007690429688,100,,,,,,,,
2020-08-25,707.0,710.0,707.0,707.0,640.9139404296875,200,,,,,,,,
2020-08-26,707.0,707.0,700.0,700.0,634.5682373046875,300,,,,,,,,
2020-08-27,717.0,717.0,716.0,716.0,649.0725708007812,100,,,,,,,,
2020-08-28,716.0,724.0,702.0,720.0,652.69873046875,100,,,,,,,,
2020-08-31,716.0,716.0,705.0,705.0,639.1007690429688,100,,,,,,,,
2020-09-01,705.0,710.0,705.0,705.0,639.1007690429688,100,,,,,,,,
2020-09-02,710.0,718.0,700.010009765625,710.0499877929688,643.6787109375,200,,,,,,,,
2020-09-03,721.0,729.0,721.0,725.0,657.2313232421875,100,,,,,,,,
2020-09-04,728.989990234375,729.0,715.0,725.0,657.2313232421875,100,,,,,,,,
2020-09-08,725.0,725.0,720.0,720.0,652.69873046875,100,,,,,,,,
2020-09-09,721.0399780273438,721.0399780273438,715.7899780273438,715.7899780273438,648.8822631835938,100,,,,,,,,
2020-09-10,716.0,716.3900146484375,716.0,716.3900146484375,649.4262084960938,200,,,,,,,,
2020-09-11,717.0,724.9600219726562,717.0,724.9600219726562,657.195068359375,100,,,,,,,,
2020-09-14,725.0,725.0,717.0,725.0,657.2313232421875,100,,,,,,,,
2020-09-15,725.0,725.0,725.0,725.0,657.2313232421875,0,,,,,,,,
2020-09-16,725.0,725.0,725.0,725.0,657.2313232421875,100,,,,,,,,
2020-09-17,729.0,749.0,722.0,722.0,654.51171875,100,,,,,,,,
2020-09-18,745.0,749.0,745.0,749.0,678.9878540039062,100,,,,,,,,
2020-09-21,749.0,749.0,722.0,722.0,654.51171875,100,,,,,,,,
2020-09-22,722.0,722.0,718.0,718.0,650.8856201171875,100,,,,,,,,
2020-09-23,718.0,725.0,718.0,725.0,657.2313232421875,100,,,,,,,,
2020-09-24,720.25,725.0,720.25,720.9600219726562,653.5689697265625,100,,,,,,,,
2020-09-25,720.9600219726562,721.0,720.9600219726562,721.0,653.605224609375,100,,,,,,,,
2020-09-28,716.0,725.0,714.0,725.0,657.2313232421875,200,,,,,,,,
2020-09-29,713.25,713.25,713.25,713.25,646.5797119140625,100,,,,,,,,
2020-09-30,725.0,725.0,725.0,725.0,657.2313232421875,100,,,,,,,,
2020-10-01,723.0,724.9600219726562,723.0,724.9600219726562,657.195068359375,100,,,,,,,,
2020-10-02,717.0399780273438,725.0,717.0399780273438,725.0,657.2313232421875,100,,,,,,,,
2020-10-05,720.0,722.0,714.0,722.0,654.51171875,100,,,,,,,,
2020-10-06,724.9600219726562,724.9600219726562,715.0,715.0,648.166015625,100,,,,,,,,
2020-10-07,724.0,724.0,724.0,724.0,656.3248901367188,300,,,,,,,,
2020-10-08,723.9600219726562,724.0,723.9600219726562,724.0,656.3248901367188,100,,,,,,,,
2020-10-09,724.0,724.0,712.0,712.0,645.446533203125,100,,,,,,,,
2020-10-12,724.0,724.0,701.5999755859375,710.0,643.6334838867188,100,,,,,,,,
2020-10-13,710.0,710.0,710.0,710.0,643.6334838867188,100,,,,,,,,
2020-10-14,710.0,710.0,710.0,710.0,643.6334838867188,0,,,,,,,,
2020-10-15,710.0,720.0,710.0,717.25,650.2057495117188,100,,,,,,,,
2020-10-16,720.0,720.0,720.0,720.0,652.69873046875,100,,,,,,,,
2020-10-19,720.0,720.0,720.0,720.0,652.69873046875,0,,,,,,,,
2020-10-20,720.0,720.0,720.0,720.0,652.69873046875,0,,,,,,,,
