date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TSN')","('high', 'TSN')","('low', 'TSN')","('close', 'TSN')","('adj_close', 'TSN')","('volume', 'TSN')","('currency', '')"
2020-01-02,91.08000183105469,91.61000061035156,89.79000091552734,89.97000122070312,75.33809661865234,2672200,,,,,,,,
2020-01-03,90.16000366210938,91.55999755859375,89.91000366210938,90.58000183105469,75.84889221191406,2506100,,,,,,,,
2020-01-06,90.22000122070312,90.30000305175781,89.5199966430664,90.1500015258789,75.48880004882812,2262500,,,,,,,,
2020-01-07,89.61000061035156,90.63999938964844,88.80999755859375,88.83999633789062,74.39186096191406,2088700,,,,,,,,
2020-01-08,89.04000091552734,89.87000274658203,88.68000030517578,89.38999938964844,74.85240936279297,2166400,,,,,,,,
2020-01-09,90.0,90.43000030517578,89.02999877929688,89.20999908447266,74.70169067382812,2427600,,,,,,,,
2020-01-10,90.72000122070312,92.38999938964844,90.05000305175781,91.91999816894531,76.97095489501953,4461600,,,,,,,,
2020-01-13,92.45999908447266,94.23999786376953,92.37000274658203,93.45999908447266,78.26051330566406,3770000,,,,,,,,
2020-01-14,93.48999786376953,93.68000030517578,91.63999938964844,91.94000244140625,76.9876937866211,2812800,,,,,,,,
2020-01-15,91.63999938964844,92.33000183105469,90.44000244140625,90.79000091552734,76.02473449707031,2814400,,,,,,,,
2020-01-16,89.66000366210938,90.9000015258789,88.41000366210938,90.0199966430664,75.37995910644531,2982000,,,,,,,,
2020-01-17,90.11000061035156,90.81999969482422,89.05999755859375,89.86000061035156,75.24598693847656,2684900,,,,,,,,
2020-01-21,89.63999938964844,90.25,86.9800033569336,87.47000122070312,73.24464416503906,4196700,,,,,,,,
2020-01-22,88.25,89.37999725341797,87.52999877929688,87.61000061035156,73.36190795898438,3197500,,,,,,,,
2020-01-23,87.2699966430664,88.36000061035156,86.1500015258789,87.95999908447266,73.65496826171875,3024200,,,,,,,,
2020-01-24,88.31999969482422,88.37999725341797,84.91000366210938,85.93000030517578,71.95511627197266,2688000,,,,,,,,
2020-01-27,84.69999694824219,85.55000305175781,83.81999969482422,84.1500015258789,70.464599609375,2323000,,,,,,,,
2020-01-28,84.16000366210938,84.97000122070312,83.62999725341797,84.56999969482422,70.81629943847656,1680300,,,,,,,,
2020-01-29,84.98999786376953,85.0,82.95999908447266,84.41000366210938,70.68232727050781,3641800,,,,,,,,
2020-01-30,84.08000183105469,85.05999755859375,83.88999938964844,84.75,70.9670181274414,2267500,,,,,,,,
2020-01-31,84.58000183105469,84.80999755859375,82.31999969482422,82.62999725341797,69.19178009033203,2486700,,,,,,,,
2020-02-03,83.05000305175781,84.69000244140625,83.04000091552734,83.2699966430664,69.72770690917969,2030100,,,,,,,,
2020-02-04,83.95999908447266,84.8499984741211,83.63999938964844,83.88999938964844,70.24688720703125,2428400,,,,,,,,
2020-02-05,84.04000091552734,84.63999938964844,83.80000305175781,84.11000061035156,70.43110656738281,2586500,,,,,,,,
2020-02-06,81.0,82.1500015258789,78.4800033569336,79.7699966430664,66.79691314697266,7576700,,,,,,,,
2020-02-07,79.7699966430664,81.2699966430664,79.7699966430664,80.3499984741211,67.2825927734375,3268900,,,,,,,,
2020-02-10,80.5999984741211,81.94999694824219,80.36000061035156,81.58000183105469,68.31256103515625,3145000,,,,,,,,
2020-02-11,82.08999633789062,83.48999786376953,80.80999755859375,80.98999786376953,67.8185043334961,3463600,,,,,,,,
2020-02-12,80.98999786376953,81.23999786376953,80.25,80.36000061035156,67.29095458984375,3468000,,,,,,,,
2020-02-13,80.2699966430664,81.52999877929688,79.70999908447266,81.18000030517578,67.97761535644531,2472200,,,,,,,,
2020-02-14,81.33999633789062,81.69999694824219,80.30999755859375,80.51000213623047,67.41658020019531,2071800,,,,,,,,
2020-02-18,80.19000244140625,80.51000213623047,79.68000030517578,80.1500015258789,67.11512756347656,2263200,,,,,,,,
2020-02-19,80.2699966430664,80.48999786376953,77.81999969482422,77.83000183105469,65.17243957519531,4346700,,,,,,,,
2020-02-20,77.8499984741211,79.11000061035156,77.27999877929688,78.80000305175781,65.98468017578125,2471300,,,,,,,,
2020-02-21,78.68000030517578,79.02999877929688,77.5999984741211,77.83000183105469,65.17243957519531,2197600,,,,,,,,
2020-02-24,76.30000305175781,77.02999877929688,75.37000274658203,75.58999633789062,63.296714782714844,2612600,,,,,,,,
2020-02-25,75.79000091552734,76.37999725341797,71.3499984741211,71.70999908447266,60.0477294921875,4152800,,,,,,,,
2020-02-26,73.05000305175781,73.2699966430664,71.08000183105469,71.08999633789062,59.52855682373047,3479400,,,,,,,,
2020-02-27,69.80999755859375,71.69999694824219,69.05000305175781,69.19000244140625,58.281890869140625,4438600,,,,,,,,
2020-02-28,67.05999755859375,68.22000122070312,65.72000122070312,67.83000183105469,57.13629913330078,4495700,,,,,,,,
2020-03-02,68.31999969482422,70.55999755859375,67.72000122070312,70.54000091552734,59.41905212402344,3780600,,,,,,,,
2020-03-03,70.18000030517578,71.5199966430664,67.63999938964844,68.5,57.70067596435547,3953200,,,,,,,,
2020-03-04,69.5999984741211,70.5999984741211,68.9000015258789,70.38999938964844,59.29269790649414,3904300,,,,,,,,
2020-03-05,69.0,69.01000213623047,66.2300033569336,67.01000213623047,56.44558334350586,3365100,,,,,,,,
2020-03-06,65.13999938964844,65.77999877929688,63.33000183105469,64.6500015258789,54.45764923095703,4823100,,,,,,,,
2020-03-09,60.0,63.279998779296875,60.0,60.880001068115234,51.28200149536133,3992600,,,,,,,,
2020-03-10,62.45000076293945,63.65999984741211,59.709999084472656,62.7599983215332,52.865604400634766,3535300,,,,,,,,
2020-03-11,61.220001220703125,61.369998931884766,57.650001525878906,58.54999923706055,49.31934356689453,3764700,,,,,,,,
2020-03-12,53.88999938964844,54.540000915527344,49.939998626708984,51.79999923706055,43.63349533081055,4591300,,,,,,,,
2020-03-13,54.400001525878906,54.5099983215332,49.22999954223633,52.5099983215332,44.2315673828125,4585500,,,,,,,,
2020-03-16,46.56999969482422,47.970001220703125,44.130001068115234,45.04999923706055,37.947669982910156,5660900,,,,,,,,
2020-03-17,45.880001068115234,49.68000030517578,44.83000183105469,47.86000061035156,40.314659118652344,7030700,,,,,,,,
2020-03-18,45.0,48.369998931884766,42.56999969482422,44.18000030517578,37.214820861816406,5831000,,,,,,,,
2020-03-19,44.0,57.29999923706055,42.68000030517578,54.209999084472656,45.66355514526367,6611100,,,,,,,,
2020-03-20,57.15999984741211,61.0,53.18000030517578,53.619998931884766,45.166568756103516,8209500,,,,,,,,
2020-03-23,53.34000015258789,58.83000183105469,53.0,57.599998474121094,48.519107818603516,5383300,,,,,,,,
2020-03-24,62.02000045776367,64.69999694824219,57.709999084472656,59.9900016784668,50.532318115234375,5800900,,,,,,,,
2020-03-25,60.0,65.66999816894531,59.75,63.189998626708984,53.22782516479492,5593400,,,,,,,,
2020-03-26,63.470001220703125,65.83000183105469,60.52000045776367,61.22999954223633,51.576805114746094,4810500,,,,,,,,
2020-03-27,59.45000076293945,59.869998931884766,57.5,58.59000015258789,49.353031158447266,4273900,,,,,,,,
2020-03-30,58.939998626708984,59.529998779296875,57.290000915527344,59.150001525878906,49.824745178222656,3884600,,,,,,,,
2020-03-31,59.34000015258789,59.34000015258789,57.36000061035156,57.869998931884766,48.74654006958008,3815700,,,,,,,,
2020-04-01,56.400001525878906,57.58000183105469,55.04999923706055,55.34000015258789,46.61540603637695,2965500,,,,,,,,
2020-04-02,54.65999984741211,55.970001220703125,52.66999816894531,54.150001525878906,45.613014221191406,2875700,,,,,,,,
2020-04-03,53.09000015258789,54.119998931884766,52.33000183105469,53.81999969482422,45.33503341674805,2874700,,,,,,,,
2020-04-06,56.25,56.90999984741211,54.959999084472656,56.45000076293945,47.5504150390625,2765600,,,,,,,,
2020-04-07,58.439998626708984,59.61000061035156,56.70000076293945,57.369998931884766,48.32535934448242,2889000,,,,,,,,
2020-04-08,57.68000030517578,59.25,57.11000061035156,58.40999984741211,49.20140075683594,3366700,,,,,,,,
2020-04-09,59.0,61.63999938964844,59.0,60.939998626708984,51.33253479003906,2866000,,,,,,,,
2020-04-13,61.66999816894531,62.689998626708984,61.02000045776367,62.18000030517578,52.377052307128906,3072200,,,,,,,,
2020-04-14,62.959999084472656,63.47999954223633,61.15999984741211,61.40999984741211,51.72843933105469,3332300,,,,,,,,
2020-04-15,60.650001525878906,60.77000045776367,58.790000915527344,60.150001525878906,50.66708755493164,3050900,,,,,,,,
2020-04-16,60.150001525878906,61.029998779296875,58.869998931884766,60.880001068115234,51.28200149536133,3110800,,,,,,,,
2020-04-17,62.13999938964844,62.959999084472656,61.43000030517578,62.34000015258789,52.51182174682617,2884600,,,,,,,,
2020-04-20,61.880001068115234,64.97000122070312,61.58000183105469,63.86000061035156,53.79219436645508,3442500,,,,,,,,
2020-04-21,62.790000915527344,63.279998779296875,61.47999954223633,61.90999984741211,52.14961624145508,2811600,,,,,,,,
2020-04-22,62.189998626708984,62.900001525878906,59.599998474121094,59.91999816894531,50.47333908081055,3986600,,,,,,,,
2020-04-23,59.0,61.45000076293945,58.939998626708984,60.900001525878906,51.29884719848633,2910300,,,,,,,,
2020-04-24,60.91999816894531,60.959999084472656,58.650001525878906,58.97999954223633,49.68154525756836,4385800,,,,,,,,
2020-04-27,59.56999969482422,60.20000076293945,58.959999084472656,59.68000030517578,50.27118682861328,3546700,,,,,,,,
2020-04-28,60.959999084472656,63.709999084472656,60.119998931884766,62.79999923706055,52.899295806884766,3887900,,,,,,,,
2020-04-29,62.79999923706055,63.900001525878906,62.25,63.29999923706055,53.320472717285156,3267400,,,,,,,,
2020-04-30,63.0,63.13999938964844,60.880001068115234,62.189998626708984,52.385475158691406,2816900,,,,,,,,
2020-05-01,61.220001220703125,61.66999816894531,59.2599983215332,60.0099983215332,50.54914855957031,2774800,,,,,,,,
2020-05-04,58.25,58.369998931884766,54.279998779296875,55.31999969482422,46.59856414794922,11134500,,,,,,,,
