date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OBIBF')","('high', 'OBIBF')","('low', 'OBIBF')","('close', 'OBIBF')","('adj_close', 'OBIBF')","('volume', 'OBIBF')","('currency', '')"
2025-04-14,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-15,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-16,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-17,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-21,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-22,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-23,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-24,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-25,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-28,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-29,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-04-30,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-01,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-02,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-05,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-06,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-07,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-08,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-09,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-12,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-13,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-14,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-15,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-16,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-19,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-20,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-21,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-22,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-23,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-27,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-28,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-29,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-05-30,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-02,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-03,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-04,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-05,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-06,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-09,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-10,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-11,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-12,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-13,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-16,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-17,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-18,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-20,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-23,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-24,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-25,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-26,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-27,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-06-30,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-01,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-02,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-03,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-07,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-08,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-09,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-10,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-11,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-14,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-15,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-16,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-17,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-18,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-21,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-22,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-23,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-24,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-25,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-28,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-29,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-30,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-07-31,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-01,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-04,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-05,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-06,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-07,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-08,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-11,44.25,44.25,44.25,44.25,5.740148544311523,0,,,,,,,,
2025-08-12,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,100,,,,,,,,
2025-08-13,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-14,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-15,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-18,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-19,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-20,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-21,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-22,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-25,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-26,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-27,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-28,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-08-29,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-02,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-03,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-04,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-05,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-08,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-09,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-10,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-11,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-12,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-15,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-16,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-17,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-18,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-19,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-22,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-23,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-24,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-25,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-26,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,7.900001049041748,0,,,,,,,,
2025-09-29,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-09-30,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-01,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-02,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-03,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-06,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-07,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-08,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-09,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-10,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-13,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-14,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-15,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-16,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-17,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-20,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-21,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-22,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-23,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-24,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-27,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-28,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-29,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-30,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-10-31,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-03,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-04,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-05,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-06,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-07,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-10,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-11,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-12,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-13,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-14,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-17,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-18,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-19,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-20,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-21,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-24,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-25,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-26,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-11-28,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-01,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-02,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-03,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-04,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-05,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-08,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-09,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-10,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-11,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-12,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-15,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-16,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-17,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-18,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-19,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-22,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-23,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-24,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-26,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-29,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
2025-12-30,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,0,,,,,,,,
,OBIBF,OBIBF,OBIBF,OBIBF,OBIBF,OBIBF,,,,,,,,
