date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SWKS')","('high', 'SWKS')","('low', 'SWKS')","('close', 'SWKS')","('adj_close', 'SWKS')","('volume', 'SWKS')","('currency', '')"
2020-01-02,122.01000213623047,122.4000015258789,119.70999908447266,121.66999816894531,105.34872436523438,2351900,,,,,,,,
2020-01-03,119.91000366210938,120.88999938964844,117.6500015258789,118.6500015258789,102.73383331298828,2339000,,,,,,,,
2020-01-06,117.04000091552734,117.45999908447266,115.08000183105469,116.55999755859375,100.92420196533203,3177000,,,,,,,,
2020-01-07,117.16999816894531,118.4800033569336,116.30000305175781,117.66999816894531,101.88529968261719,2055800,,,,,,,,
2020-01-08,118.08000183105469,120.87000274658203,117.58999633789062,119.54000091552734,103.50444030761719,2139000,,,,,,,,
2020-01-09,120.9000015258789,121.2300033569336,117.5999984741211,119.6500015258789,103.59970092773438,1935800,,,,,,,,
2020-01-10,121.29000091552734,121.5,119.63999938964844,120.08000183105469,103.97200775146484,2429900,,,,,,,,
2020-01-13,121.19000244140625,125.2300033569336,121.05999755859375,124.51000213623047,107.80775451660156,2960600,,,,,,,,
2020-01-14,125.2699966430664,125.75,122.61000061035156,123.33999633789062,106.79468536376953,2183500,,,,,,,,
2020-01-15,123.0,123.25,119.91999816894531,120.41999816894531,104.26639556884766,2165500,,,,,,,,
2020-01-16,121.72000122070312,123.33999633789062,121.44999694824219,123.08999633789062,106.57823181152344,1667500,,,,,,,,
2020-01-17,123.94000244140625,124.75,123.0199966430664,124.16999816894531,107.51335906982422,1979300,,,,,,,,
2020-01-21,124.01000213623047,125.47000122070312,123.5999984741211,123.80000305175781,107.19300079345703,2158500,,,,,,,,
2020-01-22,124.68000030517578,126.93000030517578,124.55000305175781,124.95999908447266,108.1973876953125,2597000,,,,,,,,
2020-01-23,125.43000030517578,128.3300018310547,124.41000366210938,128.19000244140625,110.99409484863281,4327600,,,,,,,,
2020-01-24,126.5,128.47999572753906,120.79000091552734,122.30999755859375,105.90286254882812,7203700,,,,,,,,
2020-01-27,118.47000122070312,118.5,116.19999694824219,116.87999725341797,101.20126342773438,3086000,,,,,,,,
2020-01-28,118.11000061035156,121.06999969482422,117.80000305175781,119.79000091552734,103.72093200683594,2205700,,,,,,,,
2020-01-29,120.0,120.33999633789062,117.80000305175781,117.88999938964844,102.07579040527344,1609900,,,,,,,,
2020-01-30,116.56999969482422,118.5,114.0999984741211,116.2300033569336,100.63845825195312,2982200,,,,,,,,
2020-01-31,115.5,115.73999786376953,112.72000122070312,113.1500015258789,97.97162628173828,2448400,,,,,,,,
2020-02-03,113.12000274658203,115.48999786376953,112.69999694824219,115.02999877929688,99.59943389892578,1721300,,,,,,,,
2020-02-04,117.88999938964844,118.73999786376953,116.66000366210938,117.95999908447266,102.13638305664062,1624200,,,,,,,,
2020-02-05,119.81999969482422,120.66999816894531,118.13999938964844,119.63999938964844,103.5910415649414,1275100,,,,,,,,
2020-02-06,119.66000366210938,120.31999969482422,116.5199966430664,117.68000030517578,101.8939437866211,1808900,,,,,,,,
2020-02-07,116.41999816894531,116.83999633789062,113.94000244140625,113.94000244140625,98.65565490722656,2582800,,,,,,,,
2020-02-10,112.45999908447266,116.27999877929688,111.44999694824219,116.27999877929688,101.07205963134766,1630400,,,,,,,,
2020-02-11,117.37999725341797,120.29000091552734,117.12999725341797,119.16999816894531,103.58407592773438,1694700,,,,,,,,
2020-02-12,120.61000061035156,123.27999877929688,120.44000244140625,123.05000305175781,106.95661926269531,2002300,,,,,,,,
2020-02-13,121.83999633789062,124.5199966430664,121.05000305175781,122.58999633789062,106.55680084228516,2151300,,,,,,,,
2020-02-14,122.83999633789062,123.62999725341797,118.25,118.98999786376953,103.4276123046875,1815200,,,,,,,,
2020-02-18,116.06999969482422,118.79000091552734,115.5999984741211,116.7699966430664,101.49797821044922,2444400,,,,,,,,
2020-02-19,118.08000183105469,120.41000366210938,117.75,119.13999938964844,103.55801391601562,1751800,,,,,,,,
2020-02-20,118.77999877929688,119.5,115.97000122070312,117.5,102.13249206542969,1363300,,,,,,,,
2020-02-21,116.8499984741211,117.0,113.47000122070312,114.62999725341797,99.63785552978516,1894700,,,,,,,,
2020-02-24,110.04000091552734,112.88999938964844,108.80000305175781,111.19000244140625,96.64778137207031,3102700,,,,,,,,
2020-02-25,111.9800033569336,112.68000030517578,105.80000305175781,106.16999816894531,92.28431701660156,2843400,,,,,,,,
2020-02-26,106.97000122070312,109.44000244140625,103.7300033569336,103.80999755859375,90.23295593261719,2756600,,,,,,,,
2020-02-27,100.5,101.68000030517578,97.33000183105469,97.55999755859375,84.8003921508789,3630300,,,,,,,,
2020-02-28,91.95999908447266,100.22000122070312,91.80000305175781,100.18000030517578,87.07775115966797,4765500,,,,,,,,
2020-03-02,101.29000091552734,104.33000183105469,98.75,104.2699966430664,90.6328125,2899800,,,,,,,,
2020-03-03,104.29000091552734,106.75,99.44999694824219,99.62999725341797,86.59966278076172,2428900,,,,,,,,
2020-03-04,102.01000213623047,103.37000274658203,100.12000274658203,103.36000061035156,89.8418197631836,5037900,,,,,,,,
2020-03-05,100.95999908447266,101.2699966430664,97.91999816894531,98.58999633789062,85.69568634033203,3527000,,,,,,,,
2020-03-06,94.73999786376953,97.9000015258789,93.33999633789062,95.70999908447266,83.19234466552734,3053300,,,,,,,,
