date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TSM')","('high', 'TSM')","('low', 'TSM')","('close', 'TSM')","('adj_close', 'TSM')","('volume', 'TSM')","('currency', '')"
2020-01-02,59.599998474121094,60.119998931884766,59.599998474121094,60.040000915527344,53.77968978881836,8432600,,,,,,,,
2020-01-03,58.970001220703125,58.97999954223633,58.040000915527344,58.060001373291016,52.00613021850586,10546400,,,,,,,,
2020-01-06,57.599998474121094,57.689998626708984,57.130001068115234,57.38999938964844,51.40598678588867,8897200,,,,,,,,
2020-01-07,57.45000076293945,58.599998474121094,56.7400016784668,58.31999969482422,52.23902130126953,7444300,,,,,,,,
2020-01-08,58.189998626708984,58.97999954223633,58.11000061035156,58.75,52.624183654785156,5381500,,,,,,,,
2020-01-09,59.689998626708984,59.709999084472656,58.70000076293945,59.22999954223633,53.054141998291016,5112700,,,,,,,,
2020-01-10,59.70000076293945,59.70000076293945,58.77000045776367,58.86000061035156,52.72272491455078,4807700,,,,,,,,
2020-01-13,60.150001525878906,60.15999984741211,59.45000076293945,60.060001373291016,53.797611236572266,6613700,,,,,,,,
2020-01-14,60.15999984741211,60.63999938964844,59.91999816894531,60.31999969482422,54.03048324584961,6715200,,,,,,,,
2020-01-15,59.66999816894531,59.70000076293945,58.2599983215332,58.38999938964844,52.301727294921875,10075100,,,,,,,,
2020-01-16,59.20000076293945,59.689998626708984,58.29999923706055,58.75,52.624183654785156,11215700,,,,,,,,
2020-01-17,58.63999938964844,58.75,58.0099983215332,58.58000183105469,52.471920013427734,8125700,,,,,,,,
2020-01-21,57.9900016784668,59.0,57.470001220703125,58.2400016784668,52.16737747192383,9873700,,,,,,,,
2020-01-22,58.900001525878906,58.939998626708984,58.31999969482422,58.349998474121094,52.26588821411133,8124500,,,,,,,,
2020-01-23,57.86000061035156,58.06999969482422,56.619998931884766,57.47999954223633,51.486610412597656,9999200,,,,,,,,
2020-01-24,58.09000015258789,58.13999938964844,57.459999084472656,57.72999954223633,51.71053695678711,10402200,,,,,,,,
2020-01-27,55.619998931884766,55.9900016784668,55.060001373291016,55.2599983215332,49.49807357788086,9675500,,,,,,,,
2020-01-28,55.72999954223633,57.119998931884766,55.47999954223633,57.09000015258789,51.13727569580078,8124400,,,,,,,,
2020-01-29,57.52000045776367,57.52000045776367,56.849998474121094,57.189998626708984,51.226844787597656,7693400,,,,,,,,
2020-01-30,55.08000183105469,56.040000915527344,55.060001373291016,55.79999923706055,49.981781005859375,10295700,,,,,,,,
