date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TCKRF')","('high', 'TCKRF')","('low', 'TCKRF')","('close', 'TCKRF')","('adj_close', 'TCKRF')","('volume', 'TCKRF')","('currency', '')"
2020-01-02,17.5,17.5,17.5,17.5,16.266263961791992,0,,,,,,,,
2020-01-03,17.5,17.5,17.5,17.5,16.266263961791992,0,,,,,,,,
2020-01-06,17.5,17.5,17.5,17.5,16.266263961791992,0,,,,,,,,
2020-01-07,17.5,17.5,17.5,17.5,16.266263961791992,0,,,,,,,,
2020-01-08,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,15.559836387634277,2000,,,,,,,,
2020-01-09,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,15.559836387634277,0,,,,,,,,
2020-01-10,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,15.559836387634277,0,,,,,,,,
2020-01-13,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,15.559836387634277,0,,,,,,,,
2020-01-14,16.739999771118164,16.739999771118164,16.739999771118164,16.739999771118164,15.559836387634277,0,,,,,,,,
2020-01-15,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,15.048614501953125,100,,,,,,,,
2020-01-16,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,15.048614501953125,0,,,,,,,,
2020-01-17,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,15.048614501953125,0,,,,,,,,
2020-01-21,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,15.048614501953125,0,,,,,,,,
2020-01-22,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,14.50020980834961,200,,,,,,,,
2020-01-23,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,14.50020980834961,0,,,,,,,,
2020-01-24,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,14.50020980834961,0,,,,,,,,
2020-01-27,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,14.50020980834961,0,,,,,,,,
