date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IMDA.PA')","('high', 'IMDA.PA')","('low', 'IMDA.PA')","('close', 'IMDA.PA')","('adj_close', 'IMDA.PA')","('volume', 'IMDA.PA')","('currency', '')"
2020-02-21,95.5,95.5,93.0,95.0,79.22704315185547,1089,,,,,,,,
2020-02-24,95.0,95.0,85.5,86.0,71.7213134765625,2241,,,,,,,,
2020-02-25,93.0,93.0,87.0,89.5,74.64020538330078,568,,,,,,,,
2020-02-26,88.0,92.0,88.0,92.0,76.72513580322266,752,,,,,,,,
2020-02-27,92.5,92.5,88.0,88.0,73.3892593383789,771,,,,,,,,
2020-02-28,86.5,89.5,82.0,86.5,72.1383056640625,1826,,,,,,,,
2020-03-02,88.5,95.0,87.5,88.5,73.80623626708984,336,,,,,,,,
2020-03-03,90.0,92.0,89.0,89.0,74.22322082519531,695,,,,,,,,
2020-03-04,90.5,94.0,89.0,91.0,75.89115905761719,400,,,,,,,,
2020-03-05,95.0,95.0,88.0,90.0,75.05719757080078,620,,,,,,,,
2020-03-06,90.0,90.0,85.5,88.0,73.3892593383789,1471,,,,,,,,
2020-03-09,84.0,87.5,81.0,83.0,69.21941375732422,1264,,,,,,,,
2020-03-10,80.0,85.0,76.0,81.0,67.55146789550781,1692,,,,,,,,
2020-03-11,75.5,79.5,75.0,76.0,63.381622314453125,2072,,,,,,,,
2020-03-12,76.0,76.0,62.0,62.0,51.70606994628906,5653,,,,,,,,
2020-03-13,62.0,68.0,62.0,67.5,56.29289627075195,1991,,,,,,,,
2020-03-16,67.5,67.5,58.0,65.5,54.62495803833008,2040,,,,,,,,
2020-03-17,65.0,65.0,58.5,61.0,50.872093200683594,887,,,,,,,,
2020-03-18,61.5,66.0,57.0,61.0,50.872093200683594,2846,,,,,,,,
2020-03-19,61.0,64.5,57.0,61.5,51.28908157348633,1568,,,,,,,,
2020-03-20,64.0,64.0,59.0,60.0,50.03812789916992,1281,,,,,,,,
2020-03-23,60.0,63.0,58.5,61.0,50.872093200683594,1365,,,,,,,,
2020-03-24,62.0,64.0,60.0,61.0,50.872093200683594,1182,,,,,,,,
2020-03-25,63.5,65.0,63.5,64.5,53.790992736816406,1018,,,,,,,,
2020-03-26,64.5,65.5,63.0,65.5,54.62495803833008,1251,,,,,,,,
2020-03-27,65.5,66.0,63.0,63.0,52.5400390625,529,,,,,,,,
2020-03-30,62.5,62.5,61.0,61.0,50.872093200683594,1074,,,,,,,,
2020-03-31,60.5,62.5,60.5,61.0,50.872093200683594,1144,,,,,,,,
2020-04-01,64.0,64.0,61.0,61.0,50.872093200683594,702,,,,,,,,
2020-04-02,62.0,63.0,62.0,62.599998474121094,52.20644760131836,105,,,,,,,,
2020-04-03,65.0,65.0,62.0,62.599998474121094,52.20644760131836,414,,,,,,,,
2020-04-06,64.0,66.0,63.0,64.80000305175781,54.04118347167969,1248,,,,,,,,
2020-04-07,64.0,64.80000305175781,61.400001525878906,61.400001525878906,51.2056884765625,1187,,,,,,,,
2020-04-08,62.20000076293945,62.599998474121094,60.20000076293945,60.20000076293945,50.204925537109375,1094,,,,,,,,
2020-04-09,60.0,62.400001525878906,60.0,62.0,51.70606994628906,874,,,,,,,,
2020-04-14,63.0,63.0,62.0,62.79999923706055,52.37323760986328,404,,,,,,,,
2020-04-15,63.0,63.0,61.0,61.599998474121094,51.37247848510742,397,,,,,,,,
2020-04-16,61.79999923706055,62.79999923706055,61.0,62.0,51.70606994628906,132,,,,,,,,
2020-04-17,62.20000076293945,62.79999923706055,62.0,62.0,51.70606994628906,229,,,,,,,,
2020-04-20,63.0,63.0,62.0,63.0,52.5400390625,271,,,,,,,,
2020-04-21,62.79999923706055,62.79999923706055,62.0,62.20000076293945,51.872859954833984,167,,,,,,,,
2020-04-22,62.400001525878906,63.20000076293945,62.20000076293945,63.20000076293945,52.70682907104492,74,,,,,,,,
2020-04-23,62.599998474121094,62.79999923706055,62.599998474121094,62.79999923706055,52.37323760986328,241,,,,,,,,
2020-04-24,63.0,63.0,62.0,62.0,51.70606994628906,659,,,,,,,,
2020-04-27,62.20000076293945,63.0,62.0,62.79999923706055,52.37323760986328,491,,,,,,,,
2020-04-28,62.79999923706055,63.20000076293945,62.0,62.0,51.70606994628906,331,,,,,,,,
2020-04-29,62.20000076293945,62.79999923706055,62.0,62.0,51.70606994628906,321,,,,,,,,
2020-04-30,62.79999923706055,63.599998474121094,62.599998474121094,63.400001525878906,52.87362289428711,592,,,,,,,,
2020-05-04,64.0,64.0,61.79999923706055,62.0,51.70606994628906,531,,,,,,,,
2020-05-05,62.400001525878906,62.599998474121094,62.400001525878906,62.599998474121094,52.20644760131836,51,,,,,,,,
2020-05-06,62.79999923706055,63.400001525878906,62.599998474121094,62.599998474121094,52.20644760131836,520,,,,,,,,
2020-05-07,62.400001525878906,63.0,62.400001525878906,63.0,52.5400390625,40,,,,,,,,
2020-05-08,63.0,63.0,62.0,62.0,51.70606994628906,421,,,,,,,,
2020-05-11,63.0,63.0,61.20000076293945,61.20000076293945,51.03889465332031,414,,,,,,,,
2020-05-12,61.400001525878906,62.599998474121094,60.79999923706055,62.599998474121094,52.20644760131836,253,,,,,,,,
2020-05-13,62.79999923706055,62.79999923706055,60.79999923706055,61.0,50.872093200683594,216,,,,,,,,
2020-05-14,61.0,61.79999923706055,61.0,61.79999923706055,51.53927230834961,26,,,,,,,,
2020-05-15,61.79999923706055,63.0,61.79999923706055,62.79999923706055,52.37323760986328,238,,,,,,,,
2020-05-18,62.79999923706055,63.79999923706055,62.20000076293945,63.79999923706055,53.20721435546875,508,,,,,,,,
2020-05-19,63.599998474121094,63.599998474121094,63.20000076293945,63.20000076293945,52.70682907104492,129,,,,,,,,
2020-05-20,63.20000076293945,63.20000076293945,62.599998474121094,62.599998474121094,52.20644760131836,74,,,,,,,,
2020-05-21,62.400001525878906,62.400001525878906,62.400001525878906,62.400001525878906,52.0396614074707,182,,,,,,,,
2020-05-22,62.20000076293945,62.400001525878906,61.79999923706055,62.400001525878906,52.0396614074707,336,,,,,,,,
2020-05-25,62.599998474121094,62.79999923706055,62.0,62.0,51.70606994628906,376,,,,,,,,
2020-05-26,62.20000076293945,63.20000076293945,62.0,63.20000076293945,52.70682907104492,177,,,,,,,,
2020-05-27,62.599998474121094,65.4000015258789,62.599998474121094,65.0,55.25643539428711,516,,,,,,,,
2020-05-28,64.80000305175781,65.80000305175781,63.599998474121094,65.80000305175781,55.9365119934082,949,,,,,,,,
2020-05-29,67.0,68.5999984741211,66.0,66.0,56.106529235839844,291,,,,,,,,
2020-06-01,66.19999694824219,67.0,66.0,66.0,56.106529235839844,25,,,,,,,,
2020-06-02,66.0,69.0,66.0,69.0,58.656829833984375,282,,,,,,,,
2020-06-03,69.0,69.0,67.0,67.0,56.95663070678711,256,,,,,,,,
2020-06-04,68.0,68.0,67.0,67.5999984741211,57.46669006347656,83,,,,,,,,
2020-06-05,67.4000015258789,68.80000305175781,67.4000015258789,68.80000305175781,58.4868049621582,428,,,,,,,,
2020-06-08,69.0,69.80000305175781,68.5999984741211,68.5999984741211,58.31679153442383,465,,,,,,,,
2020-06-09,69.5999984741211,69.5999984741211,67.19999694824219,68.0,57.806724548339844,486,,,,,,,,
2020-06-10,67.80000305175781,68.80000305175781,67.80000305175781,68.80000305175781,58.4868049621582,62,,,,,,,,
2020-06-11,68.0,68.0,67.4000015258789,67.4000015258789,57.296669006347656,240,,,,,,,,
2020-06-12,67.4000015258789,68.0,66.19999694824219,67.80000305175781,57.63671112060547,462,,,,,,,,
2020-06-15,67.80000305175781,68.0,66.80000305175781,66.80000305175781,56.78661346435547,308,,,,,,,,
2020-06-16,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,56.78661346435547,108,,,,,,,,
2020-06-17,66.80000305175781,67.0,66.5999984741211,66.5999984741211,56.61658477783203,234,,,,,,,,
2020-06-18,66.5999984741211,66.5999984741211,65.4000015258789,66.0,56.106529235839844,151,,,,,,,,
2020-06-19,66.19999694824219,66.80000305175781,66.19999694824219,66.80000305175781,56.78661346435547,6,,,,,,,,
2020-06-22,66.80000305175781,66.80000305175781,66.19999694824219,66.19999694824219,56.276546478271484,128,,,,,,,,
2020-06-23,65.80000305175781,66.0,65.4000015258789,66.0,56.106529235839844,134,,,,,,,,
2020-06-24,66.0,66.0,65.80000305175781,65.80000305175781,55.9365119934082,42,,,,,,,,
2020-06-25,65.19999694824219,65.80000305175781,65.19999694824219,65.80000305175781,55.9365119934082,166,,,,,,,,
2020-06-26,65.80000305175781,65.80000305175781,65.19999694824219,65.19999694824219,55.426448822021484,303,,,,,,,,
2020-06-29,65.4000015258789,65.5999984741211,65.0,65.0,55.25643539428711,179,,,,,,,,
2020-06-30,65.19999694824219,65.19999694824219,65.19999694824219,65.19999694824219,55.426448822021484,1,,,,,,,,
2020-07-01,65.19999694824219,65.19999694824219,64.5999984741211,64.5999984741211,54.9163932800293,1346,,,,,,,,
2020-07-02,64.5999984741211,64.80000305175781,64.4000015258789,64.80000305175781,55.08641815185547,78,,,,,,,,
2020-07-03,64.80000305175781,64.80000305175781,64.19999694824219,64.19999694824219,54.57634735107422,325,,,,,,,,
2020-07-06,64.19999694824219,65.5999984741211,64.19999694824219,65.5999984741211,55.7664909362793,332,,,,,,,,
2020-07-07,65.0,65.0,65.0,65.0,55.25643539428711,53,,,,,,,,
2020-07-08,64.80000305175781,65.0,64.5999984741211,65.0,55.25643539428711,31,,,,,,,,
2020-07-09,64.80000305175781,64.80000305175781,64.5999984741211,64.5999984741211,54.9163932800293,200,,,,,,,,
2020-07-10,64.5999984741211,64.5999984741211,64.5999984741211,64.5999984741211,54.9163932800293,1,,,,,,,,
2020-07-13,64.5999984741211,64.5999984741211,64.4000015258789,64.5999984741211,54.9163932800293,46,,,,,,,,
2020-07-14,64.5999984741211,64.5999984741211,64.5999984741211,64.5999984741211,54.9163932800293,125,,,,,,,,
2020-07-15,64.4000015258789,64.80000305175781,64.0,64.0,54.406333923339844,775,,,,,,,,
2020-07-16,64.0,64.0,62.400001525878906,64.0,54.406333923339844,95,,,,,,,,
2020-07-17,64.0,64.0,62.79999923706055,63.599998474121094,54.06629180908203,80,,,,,,,,
2020-07-20,63.20000076293945,63.400001525878906,62.20000076293945,63.20000076293945,53.726253509521484,196,,,,,,,,
2020-07-21,63.20000076293945,63.400001525878906,62.599998474121094,62.599998474121094,53.21619415283203,153,,,,,,,,
2020-07-22,62.20000076293945,62.400001525878906,62.20000076293945,62.20000076293945,52.876155853271484,27,,,,,,,,
2020-07-23,62.599998474121094,62.599998474121094,62.599998474121094,62.599998474121094,53.21619415283203,1,,,,,,,,
2020-07-24,62.79999923706055,62.79999923706055,62.400001525878906,62.599998474121094,53.21619415283203,44,,,,,,,,
2020-07-27,64.0,64.80000305175781,63.79999923706055,64.0,54.406333923339844,194,,,,,,,,
2020-07-28,63.79999923706055,64.0,63.79999923706055,64.0,54.406333923339844,16,,,,,,,,
2020-07-29,63.79999923706055,64.80000305175781,63.79999923706055,64.80000305175781,55.08641815185547,67,,,,,,,,
2020-07-30,64.5999984741211,64.80000305175781,62.20000076293945,62.20000076293945,52.876155853271484,532,,,,,,,,
2020-07-31,62.599998474121094,63.79999923706055,62.599998474121094,63.599998474121094,54.06629180908203,167,,,,,,,,
2020-08-03,63.599998474121094,63.599998474121094,62.400001525878906,62.79999923706055,53.38621139526367,406,,,,,,,,
2020-08-04,63.599998474121094,63.599998474121094,63.0,63.0,53.556236267089844,27,,,,,,,,
2020-08-05,63.400001525878906,64.5999984741211,63.400001525878906,64.5999984741211,54.9163932800293,191,,,,,,,,
2020-08-06,64.5999984741211,64.5999984741211,64.0,64.0,54.406333923339844,131,,,,,,,,
2020-08-07,64.0,64.0,64.0,64.0,54.406333923339844,2,,,,,,,,
2020-08-10,64.0,64.4000015258789,64.0,64.4000015258789,54.74637222290039,35,,,,,,,,
2020-08-11,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,54.74637222290039,23,,,,,,,,
2020-08-12,64.4000015258789,64.5999984741211,63.400001525878906,64.5999984741211,54.9163932800293,7,,,,,,,,
2020-08-13,64.5999984741211,64.80000305175781,63.79999923706055,63.79999923706055,54.2363166809082,103,,,,,,,,
2020-08-14,63.79999923706055,64.5999984741211,63.79999923706055,64.5999984741211,54.9163932800293,22,,,,,,,,
2020-08-17,64.5999984741211,64.5999984741211,64.5999984741211,64.5999984741211,54.9163932800293,1,,,,,,,,
2020-08-18,64.4000015258789,65.0,64.0,64.0,54.406333923339844,80,,,,,,,,
2020-08-19,63.79999923706055,64.0,63.0,64.0,54.406333923339844,816,,,,,,,,
2020-08-20,63.79999923706055,64.0,63.79999923706055,64.0,54.406333923339844,51,,,,,,,,
2020-08-21,63.79999923706055,64.0,63.0,63.0,53.556236267089844,301,,,,,,,,
2020-08-24,63.20000076293945,64.0,63.20000076293945,64.0,54.406333923339844,56,,,,,,,,
2020-08-25,64.0,65.0,64.0,65.0,55.25643539428711,106,,,,,,,,
2020-08-26,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,54.74637222290039,12,,,,,,,,
2020-08-27,64.4000015258789,64.4000015258789,64.19999694824219,64.19999694824219,54.57634735107422,33,,,,,,,,
2020-08-28,64.4000015258789,64.5999984741211,64.19999694824219,64.19999694824219,54.57634735107422,37,,,,,,,,
2020-08-31,64.19999694824219,65.0,64.19999694824219,65.0,55.25643539428711,21,,,,,,,,
2020-09-01,64.0,64.0,63.0,63.79999923706055,54.2363166809082,180,,,,,,,,
2020-09-02,63.79999923706055,68.0,63.20000076293945,68.0,57.806724548339844,706,,,,,,,,
2020-09-03,65.80000305175781,66.0,65.19999694824219,65.80000305175781,55.9365119934082,639,,,,,,,,
2020-09-04,65.0,66.0,64.80000305175781,66.0,56.106529235839844,1611,,,,,,,,
2020-09-07,66.0,66.0,65.19999694824219,65.19999694824219,55.426448822021484,148,,,,,,,,
2020-09-08,65.19999694824219,65.19999694824219,59.0,64.5999984741211,54.9163932800293,1427,,,,,,,,
2020-09-09,64.19999694824219,64.19999694824219,61.79999923706055,64.0,54.406333923339844,542,,,,,,,,
2020-09-10,63.79999923706055,63.79999923706055,63.599998474121094,63.79999923706055,54.2363166809082,61,,,,,,,,
2020-09-11,62.400001525878906,63.599998474121094,62.400001525878906,63.599998474121094,54.06629180908203,63,,,,,,,,
2020-09-14,64.0,64.0,64.0,64.0,54.406333923339844,96,,,,,,,,
2020-09-15,64.19999694824219,64.80000305175781,64.0,64.0,54.406333923339844,49,,,,,,,,
2020-09-16,64.19999694824219,65.0,62.79999923706055,64.4000015258789,54.74637222290039,1517,,,,,,,,
2020-09-17,64.4000015258789,64.4000015258789,63.400001525878906,64.4000015258789,54.74637222290039,5,,,,,,,,
2020-09-18,64.4000015258789,64.4000015258789,63.400001525878906,63.400001525878906,53.89627456665039,37,,,,,,,,
2020-09-21,64.4000015258789,64.4000015258789,62.79999923706055,64.19999694824219,54.57634735107422,58,,,,,,,,
2020-09-22,64.0,64.0,62.79999923706055,63.79999923706055,54.2363166809082,115,,,,,,,,
2020-09-23,64.19999694824219,64.19999694824219,64.19999694824219,64.19999694824219,54.57634735107422,2,,,,,,,,
2020-09-24,64.0,64.0,62.400001525878906,62.400001525878906,53.046180725097656,191,,,,,,,,
2020-09-25,62.400001525878906,62.599998474121094,62.0,62.0,52.706138610839844,295,,,,,,,,
2020-09-28,61.599998474121094,62.400001525878906,61.599998474121094,61.79999923706055,52.53611373901367,218,,,,,,,,
2020-09-29,62.0,62.400001525878906,62.0,62.400001525878906,53.046180725097656,47,,,,,,,,
2020-09-30,61.79999923706055,62.400001525878906,61.400001525878906,61.599998474121094,52.36609649658203,132,,,,,,,,
2020-10-01,61.400001525878906,61.79999923706055,61.0,61.0,51.85603332519531,282,,,,,,,,
2020-10-02,61.400001525878906,62.0,61.0,62.0,52.706138610839844,174,,,,,,,,
2020-10-05,61.79999923706055,62.0,61.0,61.0,51.85603332519531,146,,,,,,,,
2020-10-06,61.0,61.79999923706055,61.0,61.79999923706055,52.53611373901367,39,,,,,,,,
2020-10-07,62.0,62.0,61.79999923706055,61.79999923706055,52.53611373901367,26,,,,,,,,
2020-10-08,62.0,62.0,61.79999923706055,61.79999923706055,52.53611373901367,168,,,,,,,,
2020-10-09,61.599998474121094,61.599998474121094,61.0,61.0,51.85603332519531,28,,,,,,,,
2020-10-12,61.400001525878906,61.400001525878906,61.20000076293945,61.20000076293945,52.026058197021484,15,,,,,,,,
2020-10-13,61.20000076293945,61.400001525878906,60.79999923706055,61.400001525878906,52.19607925415039,80,,,,,,,,
2020-10-14,61.400001525878906,61.599998474121094,61.0,61.599998474121094,52.36609649658203,191,,,,,,,,
2020-10-15,61.599998474121094,61.599998474121094,59.400001525878906,59.400001525878906,50.495880126953125,1091,,,,,,,,
2020-10-16,60.0,60.79999923706055,59.400001525878906,60.79999923706055,51.68601608276367,168,,,,,,,,
2020-10-19,59.599998474121094,60.79999923706055,59.599998474121094,60.79999923706055,51.68601608276367,256,,,,,,,,
2020-10-20,60.0,60.79999923706055,59.0,59.0,50.15583801269531,898,,,,,,,,
2020-10-21,59.79999923706055,59.79999923706055,58.0,58.0,49.30574035644531,350,,,,,,,,
2020-10-22,58.20000076293945,58.599998474121094,58.20000076293945,58.599998474121094,49.8157958984375,30,,,,,,,,
2020-10-23,58.400001525878906,58.599998474121094,58.400001525878906,58.599998474121094,49.8157958984375,168,,,,,,,,
2020-10-26,58.400001525878906,58.400001525878906,57.20000076293945,57.79999923706055,49.13571548461914,199,,,,,,,,
2020-10-27,57.20000076293945,57.599998474121094,56.0,56.400001525878906,47.94558334350586,453,,,,,,,,
2020-10-28,56.400001525878906,56.79999923706055,53.79999923706055,53.79999923706055,45.73532485961914,1138,,,,,,,,
2020-10-29,53.79999923706055,56.79999923706055,53.79999923706055,56.79999923706055,48.285621643066406,313,,,,,,,,
2020-10-30,56.79999923706055,57.20000076293945,56.79999923706055,57.0,48.45563888549805,285,,,,,,,,
2020-11-02,56.79999923706055,57.0,56.0,56.79999923706055,48.285621643066406,159,,,,,,,,
2020-11-03,56.599998474121094,57.400001525878906,56.20000076293945,57.20000076293945,48.62566375732422,454,,,,,,,,
2020-11-04,57.20000076293945,57.400001525878906,56.0,57.400001525878906,48.795677185058594,142,,,,,,,,
2020-11-05,57.599998474121094,59.0,57.599998474121094,59.0,50.15583801269531,204,,,,,,,,
2020-11-06,59.0,61.0,59.0,61.0,51.85603332519531,537,,,,,,,,
2020-11-09,61.0,64.0,59.0,60.0,51.00593566894531,1064,,,,,,,,
2020-11-10,60.400001525878906,62.0,60.0,60.0,51.00593566894531,797,,,,,,,,
2020-11-11,60.0,61.599998474121094,59.400001525878906,61.0,51.85603332519531,359,,,,,,,,
2020-11-12,61.0,61.0,58.599998474121094,59.0,50.15583801269531,568,,,,,,,,
2020-11-13,59.400001525878906,59.599998474121094,58.79999923706055,58.79999923706055,49.985816955566406,331,,,,,,,,
2020-11-16,58.79999923706055,61.0,58.400001525878906,58.599998474121094,49.8157958984375,1163,,,,,,,,
2020-11-17,59.20000076293945,59.20000076293945,58.0,58.0,49.30574035644531,851,,,,,,,,
2020-11-18,58.79999923706055,58.79999923706055,57.0,58.0,49.30574035644531,2096,,,,,,,,
2020-11-19,58.0,58.599998474121094,56.599998474121094,58.599998474121094,49.8157958984375,877,,,,,,,,
2020-11-20,58.20000076293945,58.20000076293945,57.599998474121094,58.20000076293945,49.47575759887695,351,,,,,,,,
2020-11-23,58.20000076293945,59.0,58.20000076293945,59.0,50.15583801269531,574,,,,,,,,
2020-11-24,58.79999923706055,59.0,58.79999923706055,59.0,50.15583801269531,109,,,,,,,,
2020-11-25,59.400001525878906,61.79999923706055,59.400001525878906,59.599998474121094,50.665897369384766,1134,,,,,,,,
2020-11-26,59.599998474121094,65.19999694824219,59.599998474121094,63.79999923706055,54.2363166809082,1625,,,,,,,,
2020-11-27,63.20000076293945,64.5999984741211,63.0,63.400001525878906,53.89627456665039,144,,,,,,,,
2020-11-30,64.0,64.0,62.0,62.0,52.706138610839844,407,,,,,,,,
2020-12-01,62.0,62.0,61.400001525878906,62.0,52.706138610839844,304,,,,,,,,
2020-12-02,61.79999923706055,62.400001525878906,61.400001525878906,61.79999923706055,52.53611373901367,240,,,,,,,,
2020-12-03,61.79999923706055,63.0,60.599998474121094,60.599998474121094,51.515995025634766,461,,,,,,,,
2020-12-04,61.599998474121094,62.0,60.599998474121094,60.599998474121094,51.515995025634766,68,,,,,,,,
2020-12-07,60.400001525878906,61.400001525878906,60.400001525878906,61.400001525878906,52.19607925415039,200,,,,,,,,
2020-12-08,61.400001525878906,61.400001525878906,60.400001525878906,61.400001525878906,52.19607925415039,322,,,,,,,,
2020-12-09,61.599998474121094,61.599998474121094,60.0,60.0,51.00593566894531,370,,,,,,,,
2020-12-10,61.0,61.0,59.599998474121094,60.0,51.00593566894531,323,,,,,,,,
2020-12-11,60.20000076293945,60.599998474121094,60.0,60.599998474121094,51.515995025634766,64,,,,,,,,
2020-12-14,60.599998474121094,61.0,60.599998474121094,61.0,51.85603332519531,59,,,,,,,,
2020-12-15,61.0,61.0,59.400001525878906,59.599998474121094,50.665897369384766,565,,,,,,,,
2020-12-16,59.599998474121094,59.79999923706055,58.20000076293945,59.0,50.15583801269531,1600,,,,,,,,
2020-12-17,59.0,59.599998474121094,59.0,59.599998474121094,50.665897369384766,191,,,,,,,,
2020-12-18,59.400001525878906,59.79999923706055,59.20000076293945,59.599998474121094,50.665897369384766,460,,,,,,,,
2020-12-21,59.20000076293945,59.79999923706055,59.20000076293945,59.400001525878906,50.495880126953125,416,,,,,,,,
2020-12-22,59.20000076293945,59.20000076293945,58.20000076293945,58.400001525878906,49.64577865600586,500,,,,,,,,
2020-12-23,58.400001525878906,60.20000076293945,58.20000076293945,60.20000076293945,51.175960540771484,354,,,,,,,,
2020-12-24,60.400001525878906,60.400001525878906,60.0,60.0,51.00593566894531,231,,,,,,,,
2020-12-28,60.20000076293945,60.20000076293945,59.20000076293945,59.20000076293945,50.32585525512695,154,,,,,,,,
2020-12-29,59.20000076293945,59.599998474121094,59.0,59.0,50.15583801269531,136,,,,,,,,
2020-12-30,59.20000076293945,60.0,59.20000076293945,59.400001525878906,50.495880126953125,291,,,,,,,,
2020-12-31,59.400001525878906,59.599998474121094,59.20000076293945,59.20000076293945,50.32585525512695,156,,,,,,,,
2021-01-04,58.79999923706055,59.599998474121094,58.20000076293945,58.400001525878906,49.64577865600586,861,,,,,,,,
2021-01-05,59.0,59.0,58.79999923706055,59.0,50.15583801269531,95,,,,,,,,
2021-01-06,58.599998474121094,59.20000076293945,58.599998474121094,59.20000076293945,50.32585525512695,164,,,,,,,,
2021-01-07,59.400001525878906,60.0,59.400001525878906,60.0,51.00593566894531,71,,,,,,,,
2021-01-08,60.0,60.0,59.20000076293945,59.400001525878906,50.495880126953125,244,,,,,,,,
2021-01-11,59.400001525878906,60.0,59.0,59.0,50.15583801269531,157,,,,,,,,
2021-01-12,58.599998474121094,58.599998474121094,58.20000076293945,58.400001525878906,49.64577865600586,672,,,,,,,,
2021-01-13,58.79999923706055,59.20000076293945,58.400001525878906,58.400001525878906,49.64577865600586,355,,,,,,,,
2021-01-14,58.599998474121094,58.599998474121094,58.400001525878906,58.400001525878906,49.64577865600586,117,,,,,,,,
2021-01-15,58.400001525878906,58.79999923706055,58.20000076293945,58.20000076293945,49.47575759887695,173,,,,,,,,
2021-01-18,58.0,58.599998474121094,58.0,58.599998474121094,49.8157958984375,176,,,,,,,,
2021-01-19,58.599998474121094,58.79999923706055,58.599998474121094,58.79999923706055,49.985816955566406,13,,,,,,,,
2021-01-20,58.79999923706055,59.20000076293945,58.400001525878906,58.400001525878906,49.64577865600586,226,,,,,,,,
2021-01-21,58.20000076293945,58.20000076293945,58.20000076293945,58.20000076293945,49.47575759887695,32,,,,,,,,
2021-01-22,58.400001525878906,58.400001525878906,58.20000076293945,58.20000076293945,49.47575759887695,62,,,,,,,,
2021-01-25,58.0,58.0,57.79999923706055,58.0,49.30574035644531,1055,,,,,,,,
2021-01-26,58.0,58.20000076293945,58.0,58.20000076293945,49.47575759887695,294,,,,,,,,
2021-01-27,58.20000076293945,58.20000076293945,57.599998474121094,57.599998474121094,48.9656982421875,145,,,,,,,,
2021-01-28,57.400001525878906,57.400001525878906,54.20000076293945,56.0,47.60554122924805,717,,,,,,,,
2021-01-29,55.400001525878906,56.599998474121094,54.400001525878906,54.400001525878906,46.245384216308594,823,,,,,,,,
