date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LECO')","('high', 'LECO')","('low', 'LECO')","('close', 'LECO')","('adj_close', 'LECO')","('volume', 'LECO')","('currency', '')"
2020-01-02,97.52999877929688,98.16000366210938,96.1500015258789,98.16000366210938,89.2503433227539,386500,,,,,,,,
2020-01-03,96.7300033569336,97.37000274658203,96.06999969482422,97.2300033569336,88.4047622680664,228900,,,,,,,,
2020-01-06,96.33000183105469,97.2300033569336,96.23999786376953,97.06999969482422,88.25928497314453,239900,,,,,,,,
2020-01-07,97.05999755859375,97.44999694824219,95.94000244140625,97.01000213623047,88.2047348022461,199400,,,,,,,,
2020-01-08,96.83999633789062,98.02999877929688,96.83999633789062,97.33000183105469,88.49568176269531,225300,,,,,,,,
2020-01-09,97.55999755859375,97.91000366210938,97.20999908447266,97.76000213623047,88.88664245605469,215700,,,,,,,,
2020-01-10,97.80000305175781,97.91999816894531,96.36000061035156,96.58000183105469,87.81375122070312,215100,,,,,,,,
2020-01-13,96.55000305175781,97.01000213623047,96.20999908447266,96.7300033569336,87.95014190673828,362500,,,,,,,,
2020-01-14,96.98999786376953,97.18000030517578,96.0199966430664,96.37000274658203,87.622802734375,215200,,,,,,,,
2020-01-15,96.04000091552734,96.62000274658203,95.19000244140625,95.83999633789062,87.14090728759766,383100,,,,,,,,
2020-01-16,96.44000244140625,97.45999908447266,96.23999786376953,97.45999908447266,88.61388397216797,200600,,,,,,,,
2020-01-17,97.44999694824219,97.79000091552734,96.6500015258789,96.83000183105469,88.04105377197266,156500,,,,,,,,
2020-01-21,96.36000061035156,96.36000061035156,95.18000030517578,95.38999938964844,86.73177337646484,229500,,,,,,,,
2020-01-22,95.7300033569336,96.13999938964844,94.3499984741211,94.52999877929688,85.94981384277344,208500,,,,,,,,
2020-01-23,94.36000061035156,95.25,93.33000183105469,94.79000091552734,86.18624114990234,277000,,,,,,,,
2020-01-24,94.98999786376953,94.98999786376953,92.93000030517578,93.04000091552734,84.59506225585938,268300,,,,,,,,
2020-01-27,91.2699966430664,92.41999816894531,90.80999755859375,91.2699966430664,82.9857177734375,366300,,,,,,,,
2020-01-28,91.7300033569336,93.6500015258789,91.37000274658203,93.12999725341797,84.6769027709961,257300,,,,,,,,
2020-01-29,93.48999786376953,94.0,92.93000030517578,92.9800033569336,84.54052734375,160100,,,,,,,,
2020-01-30,92.33000183105469,93.13999938964844,91.7300033569336,92.93000030517578,84.49506378173828,320000,,,,,,,,
2020-01-31,92.47000122070312,92.47000122070312,88.94000244140625,89.18000030517578,81.0854263305664,566000,,,,,,,,
2020-02-03,89.87000274658203,92.0,89.43000030517578,91.08000183105469,82.81297302246094,307000,,,,,,,,
2020-02-04,92.66999816894531,94.06999969482422,92.58000183105469,93.55000305175781,85.05879211425781,251200,,,,,,,,
2020-02-05,94.77999877929688,95.2300033569336,94.0999984741211,94.63999938964844,86.04984283447266,239600,,,,,,,,
2020-02-06,95.27999877929688,95.27999877929688,93.13999938964844,93.37999725341797,84.90421295166016,246700,,,,,,,,
2020-02-07,92.69000244140625,93.02999877929688,91.80000305175781,92.23999786376953,83.86767578125,250700,,,,,,,,
2020-02-10,91.87000274658203,92.58000183105469,91.41999816894531,92.52999877929688,84.13135528564453,316100,,,,,,,,
2020-02-11,93.06999969482422,94.37000274658203,93.06999969482422,93.80999755859375,85.29517364501953,332900,,,,,,,,
2020-02-12,94.62999725341797,95.18000030517578,93.55000305175781,94.69999694824219,86.10438537597656,481100,,,,,,,,
2020-02-13,97.58999633789062,98.19000244140625,92.94999694824219,93.08000183105469,84.63142395019531,740600,,,,,,,,
2020-02-14,93.41000366210938,94.70999908447266,92.33999633789062,92.58000183105469,84.17681884765625,323600,,,,,,,,
2020-02-18,91.87000274658203,92.4000015258789,90.5199966430664,91.30999755859375,83.0220947265625,317300,,,,,,,,
2020-02-19,91.87000274658203,92.08999633789062,88.8499984741211,89.62999725341797,81.49456787109375,684800,,,,,,,,
2020-02-20,89.56999969482422,90.72000122070312,89.23999786376953,89.75,81.60368347167969,323700,,,,,,,,
2020-02-21,89.4000015258789,89.61000061035156,87.9000015258789,88.13999938964844,80.13982391357422,339100,,,,,,,,
2020-02-24,85.05000305175781,87.13999938964844,84.51000213623047,85.56999969482422,77.8030776977539,484400,,,,,,,,
2020-02-25,85.98999786376953,86.31999969482422,83.16000366210938,83.26000213623047,75.70277404785156,425900,,,,,,,,
2020-02-26,83.9800033569336,85.45999908447266,82.94999694824219,83.04000091552734,75.50273895263672,464600,,,,,,,,
2020-02-27,81.16000366210938,85.1500015258789,80.01000213623047,82.18000030517578,74.7208023071289,645100,,,,,,,,
2020-02-28,79.80999755859375,82.08999633789062,79.31999969482422,81.88999938964844,74.45711517333984,665200,,,,,,,,
