date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NAK')","('high', 'NAK')","('low', 'NAK')","('close', 'NAK')","('adj_close', 'NAK')","('volume', 'NAK')","('currency', '')"
2020-01-02,0.4300000071525574,0.47999998927116394,0.4300000071525574,0.4699999988079071,0.4699999988079071,3596900,,,,,,,,
2020-01-03,0.49000000953674316,0.49000000953674316,0.4399999976158142,0.46000000834465027,0.46000000834465027,1930700,,,,,,,,
2020-01-06,0.46000000834465027,0.4699999988079071,0.44999998807907104,0.46000000834465027,0.46000000834465027,2002900,,,,,,,,
2020-01-07,0.46000000834465027,0.46000000834465027,0.4300000071525574,0.4300000071525574,0.4300000071525574,1960100,,,,,,,,
2020-01-08,0.41999998688697815,0.4300000071525574,0.4099999964237213,0.41999998688697815,0.41999998688697815,2773100,,,,,,,,
2020-01-09,0.41999998688697815,0.41999998688697815,0.4000000059604645,0.4000000059604645,0.4000000059604645,2477700,,,,,,,,
2020-01-10,0.4000000059604645,0.41999998688697815,0.4000000059604645,0.41999998688697815,0.41999998688697815,1338500,,,,,,,,
2020-01-13,0.4099999964237213,0.41999998688697815,0.4000000059604645,0.4099999964237213,0.4099999964237213,1474600,,,,,,,,
2020-01-14,0.4099999964237213,0.4099999964237213,0.4000000059604645,0.4099999964237213,0.4099999964237213,1115900,,,,,,,,
2020-01-15,0.4099999964237213,0.4099999964237213,0.4000000059604645,0.4099999964237213,0.4099999964237213,1087900,,,,,,,,
2020-01-16,0.4300000071525574,0.4300000071525574,0.4099999964237213,0.4099999964237213,0.4099999964237213,1048300,,,,,,,,
2020-01-17,0.4099999964237213,0.41999998688697815,0.4099999964237213,0.41999998688697815,0.41999998688697815,1008700,,,,,,,,
2020-01-21,0.41999998688697815,0.41999998688697815,0.4099999964237213,0.4099999964237213,0.4099999964237213,1178100,,,,,,,,
2020-01-22,0.41999998688697815,0.41999998688697815,0.4099999964237213,0.4099999964237213,0.4099999964237213,812100,,,,,,,,
