date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FANG')","('high', 'FANG')","('low', 'FANG')","('close', 'FANG')","('adj_close', 'FANG')","('volume', 'FANG')","('currency', '')"
2020-01-02,93.3499984741211,93.66000366210938,91.48999786376953,92.6500015258789,72.39918518066406,1822000,,,,,,,,
2020-01-03,95.0,95.75,93.43000030517578,94.41000366210938,73.77452087402344,2168500,,,,,,,,
2020-01-06,95.66000366210938,95.91000366210938,93.97000122070312,94.9000015258789,74.15737915039062,2018200,,,,,,,,
2020-01-07,94.6500015258789,96.54000091552734,94.6500015258789,96.41999816894531,75.34517669677734,2196900,,,,,,,,
2020-01-08,96.4800033569336,96.91999816894531,92.61000061035156,93.33000183105469,72.93057250976562,1991100,,,,,,,,
2020-01-09,93.29000091552734,94.63999938964844,92.02999877929688,94.1500015258789,73.57133483886719,1458900,,,,,,,,
2020-01-10,93.68000030517578,93.68000030517578,91.91000366210938,92.26000213623047,72.09443664550781,1684400,,,,,,,,
2020-01-13,91.98999786376953,92.11000061035156,90.31999969482422,90.4800033569336,70.70347595214844,2451800,,,,,,,,
2020-01-14,90.56999969482422,91.76000213623047,89.91000366210938,91.26000213623047,71.3130111694336,2048500,,,,,,,,
2020-01-15,90.7699966430664,91.72000122070312,89.56999969482422,91.30999755859375,71.35208892822266,1538700,,,,,,,,
2020-01-16,91.70999908447266,92.73999786376953,90.41999816894531,90.73999786376953,70.90666198730469,1586900,,,,,,,,
2020-01-17,90.88999938964844,91.6500015258789,89.30999755859375,89.54000091552734,69.96894836425781,1930400,,,,,,,,
2020-01-21,89.41999816894531,89.68000030517578,87.51000213623047,88.31999969482422,69.0156021118164,2215800,,,,,,,,
2020-01-22,87.87000274658203,88.06999969482422,85.27999877929688,85.44000244140625,66.76509094238281,2112200,,,,,,,,
2020-01-23,84.81999969482422,86.18000030517578,83.01000213623047,84.69999694824219,66.18685150146484,2058300,,,,,,,,
2020-01-24,84.01000213623047,84.01000213623047,81.87000274658203,82.83999633789062,64.7333984375,1608500,,,,,,,,
2020-01-27,81.23999786376953,81.5,79.16999816894531,79.37000274658203,62.0218391418457,2338600,,,,,,,,
2020-01-28,80.25,80.41000366210938,78.70999908447266,79.12000274658203,61.826499938964844,2815100,,,,,,,,
2020-01-29,79.94999694824219,80.5,77.5199966430664,77.56999969482422,60.61526870727539,1379400,,,,,,,,
2020-01-30,76.26000213623047,77.13999938964844,74.37000274658203,76.48999786376953,59.771331787109375,3936700,,,,,,,,
2020-01-31,75.5,75.81999969482422,73.55000305175781,74.4000015258789,58.138153076171875,2437700,,,,,,,,
2020-02-03,74.19999694824219,74.51000213623047,72.51000213623047,73.08000183105469,57.10667419433594,2568400,,,,,,,,
2020-02-04,74.55999755859375,75.16000366210938,72.98999786376953,73.22000122070312,57.2160758972168,2249200,,,,,,,,
2020-02-05,74.94999694824219,78.3499984741211,74.68000030517578,77.4000015258789,60.482444763183594,2996200,,,,,,,,
2020-02-06,77.66999816894531,77.83999633789062,75.72000122070312,76.2300033569336,59.56814956665039,1309600,,,,,,,,
2020-02-07,75.30999755859375,75.68000030517578,73.81999969482422,74.23999786376953,58.01313018798828,1549500,,,,,,,,
2020-02-10,73.27999877929688,73.77999877929688,71.72000122070312,72.0,56.262725830078125,3973100,,,,,,,,
2020-02-11,73.12999725341797,73.47000122070312,72.08000183105469,72.51000213623047,56.66126251220703,1898200,,,,,,,,
2020-02-12,72.87000274658203,75.08000183105469,72.87000274658203,74.3499984741211,58.099082946777344,1999300,,,,,,,,
2020-02-13,74.23999786376953,74.93000030517578,73.69999694824219,74.54000091552734,58.247554779052734,2526600,,,,,,,,
2020-02-14,75.0,75.26000213623047,73.91999816894531,74.97000122070312,58.583560943603516,2084200,,,,,,,,
2020-02-18,74.51000213623047,75.56999969482422,73.87999725341797,74.55999755859375,58.26316833496094,2282400,,,,,,,,
2020-02-19,77.37000274658203,79.97000122070312,77.19999694824219,79.29000091552734,61.95933151245117,4359300,,,,,,,,
