date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FURCF')","('high', 'FURCF')","('low', 'FURCF')","('close', 'FURCF')","('adj_close', 'FURCF')","('volume', 'FURCF')","('currency', '')"
2020-01-02,55.56399917602539,55.56399917602539,55.56399917602539,55.56399917602539,52.52639389038086,0,,,,,,,,
2020-01-03,55.56399917602539,55.56399917602539,55.56399917602539,55.56399917602539,52.52639389038086,0,,,,,,,,
2020-01-06,55.56399917602539,55.56399917602539,55.56399917602539,55.56399917602539,52.52639389038086,0,,,,,,,,
2020-01-07,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,300,,,,,,,,
2020-01-08,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-09,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-10,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-13,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-14,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-15,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-16,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-17,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-21,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-22,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-23,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-24,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-27,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-28,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-29,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-30,53.29999923706055,53.29999923706055,53.29999923706055,53.29999923706055,50.386165618896484,0,,,,,,,,
2020-01-31,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,200,,,,,,,,
2020-02-03,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-04,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-05,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-06,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-07,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-10,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-11,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-12,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-13,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-14,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-18,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-19,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-20,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-21,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-24,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-25,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-26,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-27,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-02-28,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-03-02,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-03-03,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-03-04,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-03-05,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
2020-03-06,47.88100051879883,47.88100051879883,47.88100051879883,47.88100051879883,45.2634162902832,0,,,,,,,,
