date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FNV')","('high', 'FNV')","('low', 'FNV')","('close', 'FNV')","('adj_close', 'FNV')","('volume', 'FNV')","('currency', '')"
2020-01-02,104.0,104.2300033569336,102.75,103.44999694824219,98.06641387939453,421200,,,,,,,,
2020-01-03,105.63999938964844,105.87000274658203,102.77999877929688,103.2300033569336,97.8578872680664,767700,,,,,,,,
2020-01-06,104.83000183105469,105.23999786376953,103.5199966430664,103.87999725341797,98.47405242919922,519300,,,,,,,,
2020-01-07,103.61000061035156,104.38999938964844,103.22000122070312,104.08000183105469,98.66365051269531,434300,,,,,,,,
2020-01-08,103.93000030517578,104.16000366210938,100.6500015258789,100.83000183105469,95.58277893066406,598600,,,,,,,,
2020-01-09,100.0,101.23999786376953,99.66000366210938,100.80999755859375,95.5638198852539,517600,,,,,,,,
2020-01-10,101.25,102.72000122070312,101.12000274658203,102.41000366210938,97.0805435180664,417600,,,,,,,,
2020-01-13,102.01000213623047,102.33999633789062,101.31999969482422,101.36000061035156,96.08519744873047,311200,,,,,,,,
2020-01-14,101.27999877929688,102.66999816894531,100.80000305175781,102.5,97.1658706665039,501100,,,,,,,,
2020-01-15,103.51000213623047,105.18000030517578,102.93000030517578,105.1500015258789,99.67796325683594,586700,,,,,,,,
2020-01-16,104.66000366210938,105.37999725341797,103.91000366210938,105.37999725341797,99.89598083496094,576800,,,,,,,,
2020-01-17,106.38999938964844,106.4000015258789,104.83999633789062,105.62999725341797,100.13298797607422,697500,,,,,,,,
2020-01-21,105.18000030517578,108.70999908447266,105.13999938964844,108.70999908447266,103.05270385742188,753900,,,,,,,,
2020-01-22,109.02999877929688,109.02999877929688,107.83000183105469,108.08000183105469,102.45549011230469,477600,,,,,,,,
2020-01-23,107.7699966430664,109.11000061035156,107.30000305175781,108.70999908447266,103.05270385742188,508400,,,,,,,,
2020-01-24,108.69999694824219,110.45999908447266,108.4800033569336,110.30999755859375,104.56944274902344,410600,,,,,,,,
2020-01-27,111.01000213623047,112.13999938964844,109.5,110.0,104.27556610107422,714500,,,,,,,,
2020-01-28,109.56999969482422,110.98999786376953,109.01000213623047,110.58000183105469,104.82537841796875,715900,,,,,,,,
2020-01-29,110.25,112.27999877929688,110.0,112.13999938964844,106.30419921875,603700,,,,,,,,
2020-01-30,112.81999969482422,113.29000091552734,111.9000015258789,113.18000030517578,107.29007720947266,1022800,,,,,,,,
2020-01-31,113.19999694824219,114.5,112.81999969482422,113.63999938964844,107.72616577148438,1079000,,,,,,,,
2020-02-03,113.19999694824219,113.7300033569336,112.19000244140625,112.97000122070312,107.09098815917969,936900,,,,,,,,
2020-02-04,112.18000030517578,112.5999984741211,110.20999908447266,112.16999816894531,106.33265686035156,715200,,,,,,,,
2020-02-05,111.87000274658203,112.13999938964844,110.70999908447266,111.87999725341797,106.05773162841797,491700,,,,,,,,
2020-02-06,112.41000366210938,114.30999755859375,111.87999725341797,114.16000366210938,108.21907043457031,441500,,,,,,,,
2020-02-07,114.33999633789062,114.62000274658203,112.75,112.94999694824219,107.07205200195312,393200,,,,,,,,
2020-02-10,113.36000061035156,114.16999816894531,113.0,113.79000091552734,107.86831665039062,406400,,,,,,,,
2020-02-11,113.72000122070312,114.68000030517578,113.29000091552734,114.62999725341797,108.66461181640625,422200,,,,,,,,
2020-02-12,114.2300033569336,114.91999816894531,113.76000213623047,113.93000030517578,108.00105285644531,485000,,,,,,,,
2020-02-13,114.36000061035156,115.25,113.61000061035156,114.61000061035156,108.6456527709961,479800,,,,,,,,
2020-02-14,114.5,116.06999969482422,114.26000213623047,115.5999984741211,109.58414459228516,442100,,,,,,,,
2020-02-18,116.37999725341797,117.0,115.7300033569336,116.97000122070312,110.8828353881836,597400,,,,,,,,
2020-02-19,117.5,117.58999633789062,116.23999786376953,117.30000305175781,111.19568634033203,516700,,,,,,,,
2020-02-20,117.37000274658203,117.63999938964844,114.75,116.16000366210938,110.11499786376953,604500,,,,,,,,
2020-02-21,118.87000274658203,119.38999938964844,117.52999877929688,119.18000030517578,112.97784423828125,635000,,,,,,,,
2020-02-24,122.6500015258789,122.6500015258789,119.30999755859375,120.23999786376953,113.982666015625,1144000,,,,,,,,
2020-02-25,119.25,120.77999877929688,117.80000305175781,117.91000366210938,111.77393341064453,1025100,,,,,,,,
