date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FISK')","('high', 'FISK')","('low', 'FISK')","('close', 'FISK')","('adj_close', 'FISK')","('volume', 'FISK')","('currency', '')"
2020-01-02,13.880000114440918,13.880000114440918,13.880000114440918,13.880000114440918,12.610806465148926,100,,,,,,,,
2020-01-03,13.75,13.770000457763672,13.75,13.770000457763672,12.5108642578125,600,,,,,,,,
2020-01-06,13.75,13.779999732971191,13.710000038146973,13.75,12.492691993713379,5200,,,,,,,,
2020-01-07,13.75,13.75,13.75,13.75,12.492691993713379,0,,,,,,,,
2020-01-08,13.760000228881836,13.760000228881836,13.760000228881836,13.760000228881836,12.50178050994873,1500,,,,,,,,
2020-01-09,13.760000228881836,13.760000228881836,13.760000228881836,13.760000228881836,12.50178050994873,0,,,,,,,,
2020-01-10,13.760000228881836,13.760000228881836,13.760000228881836,13.760000228881836,12.50178050994873,0,,,,,,,,
2020-01-13,13.760000228881836,13.760000228881836,13.760000228881836,13.760000228881836,12.50178050994873,0,,,,,,,,
2020-01-14,13.760000228881836,13.760000228881836,13.760000228881836,13.760000228881836,12.50178050994873,0,,,,,,,,
2020-01-15,13.869999885559082,13.869999885559082,13.869999885559082,13.869999885559082,12.601720809936523,1000,,,,,,,,
2020-01-16,13.90999984741211,13.920000076293945,13.850000381469727,13.899999618530273,12.62897777557373,9700,,,,,,,,
2020-01-17,14.029999732971191,14.0600004196167,14.020000457763672,14.020000457763672,12.738004684448242,1100,,,,,,,,
2020-01-21,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,12.738004684448242,0,,,,,,,,
2020-01-22,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,12.738004684448242,0,,,,,,,,
2020-01-23,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,12.738004684448242,1000,,,,,,,,
2020-01-24,14.029999732971191,14.069999694824219,14.020000457763672,14.069999694824219,12.783430099487305,2000,,,,,,,,
2020-01-27,14.069999694824219,14.069999694824219,14.069999694824219,14.069999694824219,12.783430099487305,0,,,,,,,,
2020-01-28,14.069999694824219,14.069999694824219,14.069999694824219,14.069999694824219,12.783430099487305,0,,,,,,,,
2020-01-29,13.800000190734863,13.800000190734863,13.789999961853027,13.789999961853027,12.529037475585938,2100,,,,,,,,
2020-01-30,13.5600004196167,13.5600004196167,13.550000190734863,13.550000190734863,12.310983657836914,1900,,,,,,,,
2020-01-31,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,12.310983657836914,0,,,,,,,,
2020-02-03,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,12.310983657836914,0,,,,,,,,
2020-02-04,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,12.310983657836914,0,,,,,,,,
2020-02-05,13.729999542236328,13.729999542236328,13.710000038146973,13.720000267028809,12.465437889099121,11900,,,,,,,,
2020-02-06,13.680000305175781,13.720000267028809,13.680000305175781,13.720000267028809,12.465437889099121,400,,,,,,,,
2020-02-07,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,12.13835334777832,800,,,,,,,,
2020-02-10,13.40999984741211,13.479999542236328,13.40999984741211,13.420000076293945,12.192870140075684,5000,,,,,,,,
2020-02-11,13.420000076293945,13.420000076293945,13.420000076293945,13.420000076293945,12.192870140075684,0,,,,,,,,
2020-02-12,13.489999771118164,13.489999771118164,13.489999771118164,13.489999771118164,12.256467819213867,200,,,,,,,,
2020-02-13,13.59000015258789,13.59000015258789,13.59000015258789,13.59000015258789,12.347323417663574,400,,,,,,,,
2020-02-14,13.600000381469727,13.600000381469727,13.59000015258789,13.600000381469727,12.356410026550293,5400,,,,,,,,
2020-02-18,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,12.356410026550293,0,,,,,,,,
2020-02-19,13.300000190734863,13.300000190734863,13.300000190734863,13.300000190734863,12.083841323852539,600,,,,,,,,
