date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SMA')","('high', 'SMA')","('low', 'SMA')","('close', 'SMA')","('adj_close', 'SMA')","('volume', 'SMA')","('currency', '')"
2025-04-02,32.47999954223633,33.91999816894531,32.119998931884766,32.75,31.772184371948242,10043400,,,,,,,,
2025-04-03,32.0,33.400001525878906,32.0,33.099998474121094,32.11173629760742,3944100,,,,,,,,
2025-04-04,32.22999954223633,34.25,32.22999954223633,32.88999938964844,31.90801239013672,1962500,,,,,,,,
2025-04-07,32.2599983215332,33.2869987487793,30.610000610351562,32.20000076293945,31.238609313964844,1765100,,,,,,,,
2025-04-08,32.20000076293945,33.2400016784668,29.889999389648438,31.219999313354492,30.28786849975586,1798200,,,,,,,,
2025-04-09,30.18000030517578,33.119998931884766,30.0,31.920000076293945,30.966968536376953,782000,,,,,,,,
2025-04-10,31.3700008392334,32.41999816894531,30.34000015258789,32.0,31.044580459594727,703600,,,,,,,,
2025-04-11,32.470001220703125,32.9900016784668,31.31999969482422,32.349998474121094,31.38412857055664,389500,,,,,,,,
2025-04-14,32.459999084472656,35.06999969482422,31.510000228881836,32.75,31.772184371948242,342000,,,,,,,,
2025-04-15,32.56999969482422,33.1349983215332,32.04999923706055,32.560001373291016,31.58785629272461,383100,,,,,,,,
2025-04-16,32.81999969482422,33.36000061035156,32.119998931884766,33.33000183105469,32.33487319946289,361200,,,,,,,,
2025-04-17,33.36000061035156,34.15999984741211,32.974998474121094,33.939998626708984,32.92665481567383,531100,,,,,,,,
2025-04-21,33.81999969482422,34.0,32.41999816894531,33.130001068115234,32.140838623046875,448100,,,,,,,,
2025-04-22,33.13999938964844,34.29899978637695,32.93000030517578,33.22999954223633,32.237857818603516,470000,,,,,,,,
2025-04-23,33.5099983215332,34.54999923706055,32.869998931884766,33.06999969482422,32.082637786865234,407600,,,,,,,,
2025-04-24,33.400001525878906,33.650001525878906,32.75,33.650001525878906,32.64531326293945,495100,,,,,,,,
2025-04-25,33.650001525878906,34.349998474121094,33.275001525878906,33.45000076293945,32.451290130615234,297500,,,,,,,,
2025-04-28,33.900001525878906,34.20000076293945,32.97999954223633,34.0,32.98486328125,335900,,,,,,,,
2025-04-29,33.720001220703125,35.0,33.665000915527344,34.04999923706055,33.03337478637695,628900,,,,,,,,
2025-04-30,33.720001220703125,35.38999938964844,33.720001220703125,35.13999938964844,34.2234992980957,789900,,,,,,,,
2025-05-01,35.25,35.630001068115234,34.81999969482422,35.31999969482422,34.3988037109375,403900,,,,,,,,
2025-05-02,35.81999969482422,36.33000183105469,35.349998474121094,35.79999923706055,34.86628341674805,442200,,,,,,,,
2025-05-05,36.40999984741211,36.40999984741211,34.95000076293945,35.41999816894531,34.49620056152344,314100,,,,,,,,
2025-05-06,35.150001525878906,35.974998474121094,34.52000045776367,34.599998474121094,33.69758224487305,435400,,,,,,,,
2025-05-07,34.900001525878906,35.29499816894531,34.0,34.7400016784668,33.83393478393555,499800,,,,,,,,
2025-05-08,34.970001220703125,35.970001220703125,34.79999923706055,35.970001220703125,35.03185272216797,582700,,,,,,,,
2025-05-09,35.75,37.7400016784668,35.5,36.560001373291016,35.60646438598633,558900,,,,,,,,
2025-05-12,37.31999969482422,37.65999984741211,36.040000915527344,36.529998779296875,35.57724380493164,299100,,,,,,,,
2025-05-13,36.970001220703125,37.33000183105469,35.08000183105469,36.0,35.06106948852539,396700,,,,,,,,
2025-05-14,36.209999084472656,36.4900016784668,35.58000183105469,35.939998626708984,35.00263595581055,423500,,,,,,,,
2025-05-15,36.41999816894531,36.75,35.5,36.66999816894531,35.71359634399414,308300,,,,,,,,
2025-05-16,37.060001373291016,37.290000915527344,36.41999816894531,36.959999084472656,35.996028900146484,293600,,,,,,,,
2025-05-19,37.04999923706055,37.06999969482422,36.41999816894531,36.77000045776367,35.81098556518555,258600,,,,,,,,
2025-05-20,36.84000015258789,37.369998931884766,36.36000061035156,36.650001525878906,35.69411849975586,293200,,,,,,,,
2025-05-21,36.4900016784668,36.88999938964844,35.59000015258789,35.880001068115234,34.9442024230957,245400,,,,,,,,
2025-05-22,35.619998931884766,36.65999984741211,35.36000061035156,36.540000915527344,35.58698654174805,496300,,,,,,,,
2025-05-23,36.09000015258789,36.650001525878906,36.09000015258789,36.599998474121094,35.645423889160156,256800,,,,,,,,
2025-05-27,37.06999969482422,37.20000076293945,36.61000061035156,36.849998474121094,35.88889694213867,373400,,,,,,,,
2025-05-28,36.70000076293945,37.32500076293945,36.314998626708984,36.56999969482422,35.61620330810547,441300,,,,,,,,
2025-05-29,36.529998779296875,37.029998779296875,35.86000061035156,36.5,35.54803466796875,339500,,,,,,,,
2025-05-30,35.9900016784668,36.83000183105469,35.31999969482422,36.540000915527344,35.72007751464844,396800,,,,,,,,
2025-06-02,36.540000915527344,36.959999084472656,36.31999969482422,36.54999923706055,35.729854583740234,435200,,,,,,,,
2025-06-03,36.43000030517578,37.05500030517578,36.029998779296875,36.66999816894531,35.84716033935547,448600,,,,,,,,
2025-06-04,36.709999084472656,36.82500076293945,36.20000076293945,36.75,35.92536544799805,592900,,,,,,,,
