date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PHK')","('high', 'PHK')","('low', 'PHK')","('close', 'PHK')","('adj_close', 'PHK')","('volume', 'PHK')","('currency', '')"
2020-01-02,7.579999923706055,7.579999923706055,7.510000228881836,7.519999980926514,3.891350507736206,766000,,,,,,,,
2020-01-03,7.519999980926514,7.590000152587891,7.519999980926514,7.590000152587891,3.92757248878479,722600,,,,,,,,
2020-01-06,7.570000171661377,7.650000095367432,7.559999942779541,7.619999885559082,3.943096399307251,753200,,,,,,,,
2020-01-07,7.619999885559082,7.670000076293945,7.610000133514404,7.659999847412109,3.9637951850891113,522400,,,,,,,,
2020-01-08,7.650000095367432,7.679999828338623,7.619999885559082,7.650000095367432,3.9586215019226074,651000,,,,,,,,
2020-01-09,7.659999847412109,7.670000076293945,7.619999885559082,7.639999866485596,3.9534451961517334,566700,,,,,,,,
2020-01-10,7.599999904632568,7.619999885559082,7.559999942779541,7.599999904632568,3.964399576187134,613500,,,,,,,,
2020-01-13,7.590000152587891,7.599999904632568,7.559999942779541,7.570000171661377,3.9487502574920654,636300,,,,,,,,
2020-01-14,7.570000171661377,7.599999904632568,7.539999961853027,7.550000190734863,3.9383177757263184,613500,,,,,,,,
2020-01-15,7.550000190734863,7.599999904632568,7.550000190734863,7.590000152587891,3.959184169769287,349100,,,,,,,,
2020-01-16,7.599999904632568,7.599999904632568,7.559999942779541,7.579999923706055,3.953967809677124,432400,,,,,,,,
2020-01-17,7.570000171661377,7.619999885559082,7.570000171661377,7.590000152587891,3.959184169769287,425200,,,,,,,,
2020-01-21,7.599999904632568,7.619999885559082,7.590000152587891,7.590000152587891,3.959184169769287,462200,,,,,,,,
2020-01-22,7.599999904632568,7.619999885559082,7.590000152587891,7.619999885559082,3.9748318195343018,352100,,,,,,,,
2020-01-23,7.619999885559082,7.630000114440918,7.610000133514404,7.619999885559082,3.9748318195343018,202200,,,,,,,,
2020-01-24,7.630000114440918,7.630000114440918,7.599999904632568,7.599999904632568,3.964399576187134,295800,,,,,,,,
2020-01-27,7.599999904632568,7.599999904632568,7.559999942779541,7.559999942779541,3.9435348510742188,393600,,,,,,,,
2020-01-28,7.590000152587891,7.619999885559082,7.579999923706055,7.599999904632568,3.964399576187134,295000,,,,,,,,
2020-01-29,7.590000152587891,7.619999885559082,7.590000152587891,7.599999904632568,3.964399576187134,381100,,,,,,,,
2020-01-30,7.599999904632568,7.619999885559082,7.590000152587891,7.599999904632568,3.964399576187134,258600,,,,,,,,
2020-01-31,7.590000152587891,7.650000095367432,7.590000152587891,7.590000152587891,3.959184169769287,632700,,,,,,,,
2020-02-03,7.599999904632568,7.610000133514404,7.559999942779541,7.559999942779541,3.9435348510742188,584000,,,,,,,,
2020-02-04,7.610000133514404,7.630000114440918,7.599999904632568,7.619999885559082,3.9748318195343018,448500,,,,,,,,
2020-02-05,7.619999885559082,7.650000095367432,7.610000133514404,7.639999866485596,3.9852638244628906,363600,,,,,,,,
2020-02-06,7.650000095367432,7.690000057220459,7.630000114440918,7.690000057220459,4.011345863342285,448400,,,,,,,,
2020-02-07,7.690000057220459,7.710000038146973,7.679999828338623,7.699999809265137,4.0165629386901855,522000,,,,,,,,
2020-02-10,7.690000057220459,7.690000057220459,7.659999847412109,7.670000076293945,4.000913619995117,464800,,,,,,,,
2020-02-11,7.710000038146973,7.710000038146973,7.679999828338623,7.679999828338623,4.006131172180176,545300,,,,,,,,
2020-02-12,7.650000095367432,7.650000095367432,7.599999904632568,7.610000133514404,4.001398086547852,472000,,,,,,,,
2020-02-13,7.599999904632568,7.610000133514404,7.590000152587891,7.599999904632568,3.9961390495300293,375500,,,,,,,,
2020-02-14,7.599999904632568,7.610000133514404,7.590000152587891,7.590000152587891,3.99088191986084,489300,,,,,,,,
2020-02-18,7.579999923706055,7.599999904632568,7.579999923706055,7.579999923706055,3.9856245517730713,471500,,,,,,,,
2020-02-19,7.579999923706055,7.619999885559082,7.579999923706055,7.619999885559082,4.006655693054199,351700,,,,,,,,
2020-02-20,7.619999885559082,7.639999866485596,7.610000133514404,7.630000114440918,4.01191520690918,317600,,,,,,,,
2020-02-21,7.630000114440918,7.639999866485596,7.599999904632568,7.599999904632568,3.9961390495300293,454200,,,,,,,,
2020-02-24,7.550000190734863,7.590000152587891,7.480000019073486,7.5,3.9435596466064453,1083700,,,,,,,,
2020-02-25,7.510000228881836,7.53000020980835,7.210000038146973,7.329999923706055,3.8541712760925293,2499900,,,,,,,,
