date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MNKD')","('high', 'MNKD')","('low', 'MNKD')","('close', 'MNKD')","('adj_close', 'MNKD')","('volume', 'MNKD')","('currency', '')"
2020-01-02,1.3300000429153442,1.3300000429153442,1.25,1.2999999523162842,1.2999999523162842,1990500,,,,,,,,
2020-01-03,1.309999942779541,1.309999942779541,1.25,1.2699999809265137,1.2699999809265137,1642800,,,,,,,,
2020-01-06,1.25,1.3600000143051147,1.25,1.3300000429153442,1.3300000429153442,2208000,,,,,,,,
2020-01-07,1.340000033378601,1.3899999856948853,1.3300000429153442,1.3899999856948853,1.3899999856948853,2178700,,,,,,,,
2020-01-08,1.3899999856948853,1.3899999856948853,1.350000023841858,1.3899999856948853,1.3899999856948853,1500500,,,,,,,,
2020-01-09,1.399999976158142,1.5,1.399999976158142,1.4299999475479126,1.4299999475479126,4247000,,,,,,,,
2020-01-10,1.440000057220459,1.5399999618530273,1.4299999475479126,1.5099999904632568,1.5099999904632568,4135700,,,,,,,,
2020-01-13,1.559999942779541,1.649999976158142,1.5099999904632568,1.6200000047683716,1.6200000047683716,6359300,,,,,,,,
2020-01-14,1.659999966621399,1.6799999475479126,1.5,1.5399999618530273,1.5399999618530273,5449900,,,,,,,,
2020-01-15,1.5499999523162842,1.5700000524520874,1.4700000286102295,1.5199999809265137,1.5199999809265137,3357600,,,,,,,,
2020-01-16,1.5199999809265137,1.5700000524520874,1.5,1.5700000524520874,1.5700000524520874,2335500,,,,,,,,
2020-01-17,1.5499999523162842,1.5700000524520874,1.5,1.5099999904632568,1.5099999904632568,2222400,,,,,,,,
2020-01-21,1.5499999523162842,1.7899999618530273,1.5099999904632568,1.7100000381469727,1.7100000381469727,9457100,,,,,,,,
2020-01-22,1.7300000190734863,1.8700000047683716,1.6299999952316284,1.690000057220459,1.690000057220459,7300700,,,,,,,,
2020-01-23,1.690000057220459,1.7699999809265137,1.600000023841858,1.7000000476837158,1.7000000476837158,4056100,,,,,,,,
2020-01-24,1.7200000286102295,1.809999942779541,1.690000057220459,1.7599999904632568,1.7599999904632568,4819400,,,,,,,,
2020-01-27,1.7599999904632568,1.8799999952316284,1.6200000047683716,1.6200000047683716,1.6200000047683716,6394900,,,,,,,,
2020-01-28,1.649999976158142,1.659999966621399,1.5099999904632568,1.559999942779541,1.559999942779541,4419400,,,,,,,,
2020-01-29,1.5700000524520874,1.600000023841858,1.5199999809265137,1.5700000524520874,1.5700000524520874,1584800,,,,,,,,
2020-01-30,1.5499999523162842,1.5700000524520874,1.5,1.5199999809265137,1.5199999809265137,2143600,,,,,,,,
2020-01-31,1.5099999904632568,1.5299999713897705,1.4199999570846558,1.4700000286102295,1.4700000286102295,2767500,,,,,,,,
2020-02-03,1.4700000286102295,1.5299999713897705,1.440000057220459,1.5,1.5,1903500,,,,,,,,
2020-02-04,1.5299999713897705,1.559999942779541,1.4600000381469727,1.5,1.5,1782700,,,,,,,,
2020-02-05,1.5,1.5399999618530273,1.4700000286102295,1.5199999809265137,1.5199999809265137,1821700,,,,,,,,
2020-02-06,1.5399999618530273,1.559999942779541,1.5,1.5299999713897705,1.5299999713897705,1306200,,,,,,,,
2020-02-07,1.5099999904632568,1.5199999809265137,1.440000057220459,1.4500000476837158,1.4500000476837158,2123800,,,,,,,,
2020-02-10,1.5,1.5,1.4299999475479126,1.4299999475479126,1.4299999475479126,2244800,,,,,,,,
2020-02-11,1.4600000381469727,1.4800000190734863,1.3899999856948853,1.4600000381469727,1.4600000381469727,1861800,,,,,,,,
2020-02-12,1.4600000381469727,1.5,1.440000057220459,1.4600000381469727,1.4600000381469727,1240000,,,,,,,,
2020-02-13,1.4500000476837158,1.5,1.4299999475479126,1.4700000286102295,1.4700000286102295,1380700,,,,,,,,
2020-02-14,1.4900000095367432,1.5499999523162842,1.4500000476837158,1.4600000381469727,1.4600000381469727,2337700,,,,,,,,
2020-02-18,1.4800000190734863,1.4800000190734863,1.4500000476837158,1.4700000286102295,1.4700000286102295,1159300,,,,,,,,
2020-02-19,1.4800000190734863,1.5,1.4199999570846558,1.4299999475479126,1.4299999475479126,2092300,,,,,,,,
2020-02-20,1.440000057220459,1.5099999904632568,1.4299999475479126,1.5099999904632568,1.5099999904632568,2356100,,,,,,,,
2020-02-21,1.5299999713897705,1.690000057220459,1.5099999904632568,1.559999942779541,1.559999942779541,4925900,,,,,,,,
2020-02-24,1.5499999523162842,1.649999976158142,1.4600000381469727,1.5199999809265137,1.5199999809265137,4692600,,,,,,,,
2020-02-25,1.5199999809265137,1.5499999523162842,1.2999999523162842,1.350000023841858,1.350000023841858,6147300,,,,,,,,
2020-02-26,1.350000023841858,1.4500000476837158,1.3300000429153442,1.399999976158142,1.399999976158142,2690600,,,,,,,,
2020-02-27,1.3700000047683716,1.3899999856948853,1.2999999523162842,1.309999942779541,1.309999942779541,4016600,,,,,,,,
2020-02-28,1.2699999809265137,1.3300000429153442,1.2200000286102295,1.2699999809265137,1.2699999809265137,4584300,,,,,,,,
2020-03-02,1.2899999618530273,1.2999999523162842,1.2200000286102295,1.2899999618530273,1.2899999618530273,2621600,,,,,,,,
2020-03-03,1.2999999523162842,1.3200000524520874,1.2300000190734863,1.2599999904632568,1.2599999904632568,2632900,,,,,,,,
2020-03-04,1.2999999523162842,1.2999999523162842,1.2200000286102295,1.25,1.25,2148100,,,,,,,,
2020-03-05,1.2599999904632568,1.2699999809265137,1.2300000190734863,1.2699999809265137,1.2699999809265137,1959400,,,,,,,,
2020-03-06,1.25,1.350000023841858,1.2400000095367432,1.340000033378601,1.340000033378601,3443700,,,,,,,,
2020-03-09,1.25,1.2699999809265137,1.2100000381469727,1.2400000095367432,1.2400000095367432,3624500,,,,,,,,
2020-03-10,1.2400000095367432,1.25,1.1299999952316284,1.1799999475479126,1.1799999475479126,3491900,,,,,,,,
2020-03-11,1.1699999570846558,1.190000057220459,1.0399999618530273,1.100000023841858,1.100000023841858,3842400,,,,,,,,
2020-03-12,0.9300000071525574,1.0499999523162842,0.8999999761581421,0.9399999976158142,0.9399999976158142,5672600,,,,,,,,
2020-03-13,0.9700000286102295,1.0,0.8399999737739563,0.949999988079071,0.949999988079071,3873500,,,,,,,,
2020-03-16,0.800000011920929,0.9300000071525574,0.800000011920929,0.8399999737739563,0.8399999737739563,3199000,,,,,,,,
2020-03-17,1.1399999856948853,1.1399999856948853,0.9100000262260437,1.0499999523162842,1.0499999523162842,4811400,,,,,,,,
2020-03-18,1.0499999523162842,1.0499999523162842,0.9399999976158142,0.9900000095367432,0.9900000095367432,2385900,,,,,,,,
2020-03-19,0.949999988079071,1.090000033378601,0.9399999976158142,1.090000033378601,1.090000033378601,2288200,,,,,,,,
2020-03-20,1.059999942779541,1.1100000143051147,1.0,1.0099999904632568,1.0099999904632568,3150200,,,,,,,,
2020-03-23,1.0,1.0299999713897705,0.949999988079071,0.9800000190734863,0.9800000190734863,2140000,,,,,,,,
2020-03-24,1.0099999904632568,1.0700000524520874,0.9800000190734863,1.0700000524520874,1.0700000524520874,2377700,,,,,,,,
2020-03-25,1.0700000524520874,1.090000033378601,1.0,1.0700000524520874,1.0700000524520874,1580000,,,,,,,,
2020-03-26,1.059999942779541,1.100000023841858,1.0399999618530273,1.100000023841858,1.100000023841858,1792800,,,,,,,,
2020-03-27,1.090000033378601,1.100000023841858,1.0399999618530273,1.059999942779541,1.059999942779541,1252500,,,,,,,,
2020-03-30,1.059999942779541,1.0800000429153442,1.0199999809265137,1.0800000429153442,1.0800000429153442,1373400,,,,,,,,
2020-03-31,1.0800000429153442,1.0800000429153442,1.0099999904632568,1.0299999713897705,1.0299999713897705,2344100,,,,,,,,
2020-04-01,1.0,1.0,0.9200000166893005,0.9599999785423279,0.9599999785423279,2180600,,,,,,,,
2020-04-02,0.9599999785423279,0.9800000190734863,0.9300000071525574,0.9399999976158142,0.9399999976158142,2006700,,,,,,,,
2020-04-03,0.9399999976158142,0.949999988079071,0.9100000262260437,0.9399999976158142,0.9399999976158142,1330700,,,,,,,,
2020-04-06,0.949999988079071,0.9900000095367432,0.949999988079071,0.9900000095367432,0.9900000095367432,2589600,,,,,,,,
2020-04-07,1.0,1.0399999618530273,0.9800000190734863,0.9900000095367432,0.9900000095367432,1961600,,,,,,,,
2020-04-08,0.9900000095367432,1.0299999713897705,0.9900000095367432,1.0299999713897705,1.0299999713897705,1371400,,,,,,,,
2020-04-09,1.0399999618530273,1.0499999523162842,1.0099999904632568,1.0399999618530273,1.0399999618530273,1393600,,,,,,,,
2020-04-13,1.0399999618530273,1.1699999570846558,1.0199999809265137,1.159999966621399,1.159999966621399,3022000,,,,,,,,
2020-04-14,1.2000000476837158,1.2899999618530273,1.2000000476837158,1.2599999904632568,1.2599999904632568,3706700,,,,,,,,
2020-04-15,1.2599999904632568,1.2799999713897705,1.1699999570846558,1.2599999904632568,1.2599999904632568,2049400,,,,,,,,
2020-04-16,1.2599999904632568,1.3200000524520874,1.1799999475479126,1.2200000286102295,1.2200000286102295,1556500,,,,,,,,
2020-04-17,1.190000057220459,1.2899999618530273,1.190000057220459,1.2799999713897705,1.2799999713897705,1608000,,,,,,,,
2020-04-20,1.2599999904632568,1.2999999523162842,1.2100000381469727,1.2300000190734863,1.2300000190734863,1575800,,,,,,,,
2020-04-21,1.2100000381469727,1.2599999904632568,1.2000000476837158,1.2300000190734863,1.2300000190734863,1086500,,,,,,,,
2020-04-22,1.2000000476837158,1.2999999523162842,1.2000000476837158,1.2699999809265137,1.2699999809265137,1421500,,,,,,,,
2020-04-23,1.2799999713897705,1.2999999523162842,1.2400000095367432,1.25,1.25,1423300,,,,,,,,
2020-04-24,1.25,1.2899999618530273,1.25,1.2899999618530273,1.2899999618530273,1130900,,,,,,,,
2020-04-27,1.2999999523162842,1.3899999856948853,1.25,1.3799999952316284,1.3799999952316284,2554600,,,,,,,,
2020-04-28,1.3899999856948853,1.4299999475479126,1.2899999618530273,1.340000033378601,1.340000033378601,1810400,,,,,,,,
2020-04-29,1.3600000143051147,1.409999966621399,1.340000033378601,1.3899999856948853,1.3899999856948853,2208500,,,,,,,,
2020-04-30,1.350000023841858,1.399999976158142,1.2999999523162842,1.2999999523162842,1.2999999523162842,1971600,,,,,,,,
2020-05-01,1.409999966621399,1.409999966621399,1.2100000381469727,1.25,1.25,3681600,,,,,,,,
2020-05-04,1.25,1.3200000524520874,1.2200000286102295,1.309999942779541,1.309999942779541,1209900,,,,,,,,
2020-05-05,1.309999942779541,1.3799999952316284,1.2999999523162842,1.340000033378601,1.340000033378601,1795800,,,,,,,,
2020-05-06,1.350000023841858,1.3700000047683716,1.2899999618530273,1.3200000524520874,1.3200000524520874,2037600,,,,,,,,
2020-05-07,1.340000033378601,1.3799999952316284,1.2999999523162842,1.309999942779541,1.309999942779541,1480000,,,,,,,,
2020-05-08,1.350000023841858,1.350000023841858,1.309999942779541,1.309999942779541,1.309999942779541,1445800,,,,,,,,
2020-05-11,1.309999942779541,1.350000023841858,1.2799999713897705,1.3300000429153442,1.3300000429153442,2590500,,,,,,,,
2020-05-12,1.3200000524520874,1.350000023841858,1.2699999809265137,1.2799999713897705,1.2799999713897705,2503500,,,,,,,,
2020-05-13,1.2899999618530273,1.2999999523162842,1.1699999570846558,1.190000057220459,1.190000057220459,2505400,,,,,,,,
2020-05-14,1.190000057220459,1.2300000190734863,1.1399999856948853,1.2000000476837158,1.2000000476837158,2140300,,,,,,,,
2020-05-15,1.2100000381469727,1.2400000095367432,1.190000057220459,1.2200000286102295,1.2200000286102295,1319500,,,,,,,,
2020-05-18,1.2899999618530273,1.2999999523162842,1.2400000095367432,1.2699999809265137,1.2699999809265137,2173500,,,,,,,,
2020-05-19,1.2699999809265137,1.2899999618530273,1.2300000190734863,1.25,1.25,1447500,,,,,,,,
2020-05-20,1.2799999713897705,1.3300000429153442,1.2400000095367432,1.3300000429153442,1.3300000429153442,1636100,,,,,,,,
2020-05-21,1.3300000429153442,1.3799999952316284,1.2999999523162842,1.340000033378601,1.340000033378601,2582600,,,,,,,,
2020-05-22,1.3600000143051147,1.5399999618530273,1.3300000429153442,1.5,1.5,5817000,,,,,,,,
