date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HLNE')","('high', 'HLNE')","('low', 'HLNE')","('close', 'HLNE')","('adj_close', 'HLNE')","('volume', 'HLNE')","('currency', '')"
2020-01-02,60.11000061035156,60.810001373291016,58.66999816894531,60.349998474121094,54.22105407714844,94000,,,,,,,,
2020-01-03,59.52000045776367,60.6349983215332,58.9900016784668,60.09000015258789,53.98746871948242,106800,,,,,,,,
2020-01-06,59.59000015258789,60.5,59.060001373291016,60.5,54.35580825805664,78200,,,,,,,,
2020-01-07,60.369998931884766,61.70000076293945,60.099998474121094,61.560001373291016,55.308170318603516,83300,,,,,,,,
2020-01-08,61.68000030517578,62.68000030517578,61.56999969482422,62.150001525878906,55.83824920654297,127800,,,,,,,,
2020-01-09,62.59000015258789,62.88999938964844,61.290000915527344,61.41999816894531,55.18238067626953,143700,,,,,,,,
2020-01-10,61.65999984741211,62.36000061035156,61.0,62.06999969482422,55.76637268066406,104000,,,,,,,,
2020-01-13,62.36000061035156,63.97999954223633,62.08000183105469,63.970001220703125,57.473419189453125,62000,,,,,,,,
2020-01-14,63.79999923706055,64.94999694824219,63.18000030517578,64.04499816894531,57.540809631347656,128100,,,,,,,,
2020-01-15,64.12000274658203,65.18000030517578,64.12000274658203,64.95999908447266,58.362876892089844,75000,,,,,,,,
2020-01-16,65.58000183105469,67.34500122070312,65.38999938964844,67.2300033569336,60.40236282348633,76800,,,,,,,,
2020-01-17,67.83999633789062,68.20600128173828,66.87000274658203,67.2300033569336,60.40236282348633,108400,,,,,,,,
2020-01-21,67.12999725341797,67.55000305175781,66.5199966430664,67.3499984741211,60.51014709472656,120200,,,,,,,,
2020-01-22,67.7300033569336,68.61000061035156,67.7300033569336,68.5999984741211,61.63319396972656,99400,,,,,,,,
2020-01-23,68.5999984741211,69.68000030517578,68.37999725341797,69.16999816894531,62.145328521728516,106100,,,,,,,,
2020-01-24,69.12000274658203,69.2750015258789,67.1500015258789,67.37000274658203,60.52812576293945,83300,,,,,,,,
2020-01-27,65.88999938964844,66.31500244140625,65.70999908447266,65.87000274658203,59.18046188354492,131700,,,,,,,,
2020-01-28,66.48999786376953,66.69999694824219,65.69000244140625,65.80000305175781,59.11756896972656,101000,,,,,,,,
2020-01-29,66.06999969482422,66.2699966430664,64.77999877929688,65.87999725341797,59.18943786621094,263400,,,,,,,,
2020-01-30,65.37000274658203,66.98999786376953,64.33999633789062,65.45999908447266,58.812095642089844,134100,,,,,,,,
2020-01-31,65.37999725341797,65.65299987792969,64.2699966430664,64.94999694824219,58.353878021240234,159000,,,,,,,,
2020-02-03,65.54000091552734,66.9749984741211,65.27999877929688,65.66000366210938,58.99178695678711,257700,,,,,,,,
2020-02-04,63.72999954223633,67.3499984741211,62.95000076293945,66.5999984741211,59.83631896972656,326900,,,,,,,,
2020-02-05,67.41000366210938,68.0999984741211,64.48999786376953,67.26000213623047,60.429290771484375,170500,,,,,,,,
2020-02-06,67.66000366210938,68.47000122070312,67.33000183105469,67.44000244140625,60.591026306152344,79100,,,,,,,,
2020-02-07,67.26000213623047,69.77999877929688,67.05000305175781,69.41000366210938,62.36094665527344,140800,,,,,,,,
2020-02-10,69.31999969482422,71.55999755859375,69.31999969482422,71.19000244140625,63.96018600463867,143900,,,,,,,,
2020-02-11,71.70999908447266,72.88999938964844,71.21499633789062,72.79000091552734,65.3976821899414,138500,,,,,,,,
2020-02-12,73.26000213623047,74.01000213623047,72.47000122070312,72.53500366210938,65.16859436035156,109700,,,,,,,,
2020-02-13,72.12999725341797,73.75,71.86000061035156,73.05999755859375,65.6402587890625,103400,,,,,,,,
2020-02-14,73.19000244140625,73.4800033569336,71.56999969482422,71.80000305175781,64.50823211669922,89900,,,,,,,,
2020-02-18,71.9800033569336,72.13999938964844,70.91999816894531,71.94999694824219,64.6429672241211,67700,,,,,,,,
2020-02-19,72.26000213623047,73.83000183105469,71.87000274658203,72.20999908447266,64.87659454345703,76700,,,,,,,,
2020-02-20,71.94000244140625,72.5,70.19599914550781,71.4000015258789,64.14884185791016,128200,,,,,,,,
2020-02-21,71.37999725341797,71.37999725341797,69.76000213623047,70.19000244140625,63.06173324584961,100800,,,,,,,,
2020-02-24,68.02999877929688,69.2300033569336,67.6500015258789,68.55000305175781,61.588287353515625,130900,,,,,,,,
2020-02-25,69.01000213623047,69.01000213623047,66.05999755859375,66.51000213623047,59.755470275878906,116500,,,,,,,,
2020-02-26,66.88999938964844,67.98999786376953,66.0999984741211,66.76000213623047,59.98008346557617,78600,,,,,,,,
2020-02-27,65.5199966430664,66.37999725341797,64.36000061035156,64.37000274658203,57.832794189453125,240300,,,,,,,,
2020-02-28,62.13999938964844,63.34700012207031,53.459999084472656,62.13999938964844,55.82926940917969,548300,,,,,,,,
2020-03-02,62.72999954223633,66.55999755859375,62.33000183105469,66.33000183105469,59.59375,175900,,,,,,,,
2020-03-03,66.41999816894531,67.31999969482422,63.7400016784668,64.55999755859375,58.00349044799805,179400,,,,,,,,
2020-03-04,65.41000366210938,65.41000366210938,63.849998474121094,64.56999969482422,58.012489318847656,110700,,,,,,,,
2020-03-05,63.16999816894531,63.689998626708984,61.86000061035156,62.709999084472656,56.341373443603516,125400,,,,,,,,
2020-03-06,60.70000076293945,62.82500076293945,60.5,62.0,55.70347595214844,114400,,,,,,,,
2020-03-09,57.560001373291016,59.58700180053711,55.709999084472656,57.779998779296875,51.91205978393555,435900,,,,,,,,
2020-03-10,59.599998474121094,59.599998474121094,55.16999816894531,58.02000045776367,52.127681732177734,238700,,,,,,,,
2020-03-11,56.77000045776367,57.2400016784668,55.08000183105469,56.900001525878906,51.12143325805664,178300,,,,,,,,
2020-03-12,53.040000915527344,55.93000030517578,50.11000061035156,52.33000183105469,47.015533447265625,258100,,,,,,,,
2020-03-13,54.13999938964844,58.779998779296875,52.459999084472656,58.2599983215332,52.61983108520508,270600,,,,,,,,
2020-03-16,50.435001373291016,58.2599983215332,48.040000915527344,48.400001525878906,43.714378356933594,353000,,,,,,,,
2020-03-17,48.97999954223633,51.689998626708984,44.16999816894531,51.529998779296875,46.54136276245117,231600,,,,,,,,
2020-03-18,48.66999816894531,50.08000183105469,36.27000045776367,41.209999084472656,37.22045135498047,494200,,,,,,,,
2020-03-19,40.43000030517578,48.89500045776367,39.619998931884766,46.9900016784668,42.440879821777344,279800,,,,,,,,
2020-03-20,46.310001373291016,52.91999816894531,42.849998474121094,44.029998779296875,39.76744079589844,466500,,,,,,,,
2020-03-23,44.47999954223633,48.314998626708984,40.86000061035156,44.5,40.19194030761719,303000,,,,,,,,
2020-03-24,46.91999816894531,49.18000030517578,43.47999954223633,48.90999984741211,44.17500305175781,285400,,,,,,,,
2020-03-25,48.81999969482422,50.91999816894531,46.90999984741211,49.5099983215332,44.7169189453125,356200,,,,,,,,
2020-03-26,50.029998779296875,57.22999954223633,49.654998779296875,56.709999084472656,51.21988296508789,344700,,,,,,,,
2020-03-27,54.16999816894531,57.959999084472656,53.55500030517578,55.61000061035156,50.22637939453125,201900,,,,,,,,
2020-03-30,57.15999984741211,58.39699935913086,53.95500183105469,57.099998474121094,51.572120666503906,195000,,,,,,,,
2020-03-31,56.77000045776367,58.5099983215332,54.39799880981445,55.310001373291016,49.955421447753906,184600,,,,,,,,
2020-04-01,52.54999923706055,52.755001068115234,50.04999923706055,50.779998779296875,45.86396408081055,326500,,,,,,,,
2020-04-02,50.400001525878906,52.90999984741211,48.91999816894531,50.77000045776367,45.85493469238281,112400,,,,,,,,
2020-04-03,49.97999954223633,51.80699920654297,48.099998474121094,49.11000061035156,44.355648040771484,163700,,,,,,,,
2020-04-06,51.58000183105469,54.86000061035156,51.29999923706055,54.41999816894531,49.151580810546875,226400,,,,,,,,
2020-04-07,55.43000030517578,57.790000915527344,54.369998931884766,55.790000915527344,50.38895034790039,230400,,,,,,,,
2020-04-08,57.16999816894531,57.349998474121094,54.77000045776367,55.2599983215332,49.91025924682617,235600,,,,,,,,
2020-04-09,56.86000061035156,61.5099983215332,56.7400016784668,58.9900016784668,53.27915954589844,175500,,,,,,,,
2020-04-13,58.91999816894531,58.91999816894531,54.73500061035156,56.040000915527344,50.614749908447266,168600,,,,,,,,
2020-04-14,57.58000183105469,58.72999954223633,55.380001068115234,56.099998474121094,50.6689338684082,124800,,,,,,,,
2020-04-15,54.029998779296875,56.68000030517578,53.619998931884766,55.619998931884766,50.23540496826172,124300,,,,,,,,
2020-04-16,55.709999084472656,56.529998779296875,55.08000183105469,56.099998474121094,50.6689338684082,125300,,,,,,,,
2020-04-17,58.06999969482422,58.314998626708984,56.70000076293945,57.84000015258789,52.24048614501953,138900,,,,,,,,
2020-04-20,56.56999969482422,57.81999969482422,54.810001373291016,55.869998931884766,50.46120071411133,73000,,,,,,,,
2020-04-21,54.290000915527344,55.11000061035156,53.599998474121094,54.59000015258789,49.30512237548828,97000,,,,,,,,
2020-04-22,55.459999084472656,57.68000030517578,54.650001525878906,57.0,51.481807708740234,104600,,,,,,,,
2020-04-23,57.5099983215332,58.439998626708984,56.869998931884766,57.400001525878906,51.84308624267578,139700,,,,,,,,
2020-04-24,57.849998474121094,58.137001037597656,56.595001220703125,57.9900016784668,52.37596893310547,71900,,,,,,,,
2020-04-27,58.689998626708984,62.72999954223633,58.150001525878906,61.4900016784668,55.537139892578125,185900,,,,,,,,
2020-04-28,63.150001525878906,64.98999786376953,61.11000061035156,62.33000183105469,56.295806884765625,161600,,,,,,,,
2020-04-29,64.48999786376953,68.05999755859375,63.84000015258789,65.44000244140625,59.10472106933594,197500,,,,,,,,
2020-04-30,63.95000076293945,66.08000183105469,62.29999923706055,64.8499984741211,58.57184982299805,230600,,,,,,,,
2020-05-01,63.29999923706055,63.29999923706055,61.0,61.70000076293945,55.726802825927734,122000,,,,,,,,
2020-05-04,61.33000183105469,62.13999938964844,59.900001525878906,62.099998474121094,56.08808135986328,114600,,,,,,,,
2020-05-05,63.0,67.16999816894531,62.560001373291016,64.66999816894531,58.40927505493164,166700,,,,,,,,
2020-05-06,64.87999725341797,65.83000183105469,64.47000122070312,65.43000030517578,59.0956916809082,111100,,,,,,,,
2020-05-07,66.87000274658203,67.30000305175781,63.0,66.05000305175781,59.65568161010742,125200,,,,,,,,
2020-05-08,67.23999786376953,67.26499938964844,65.51000213623047,65.98999786376953,59.601478576660156,160100,,,,,,,,
2020-05-11,65.63999938964844,66.7300033569336,64.30000305175781,65.4800033569336,59.1408576965332,250300,,,,,,,,
2020-05-12,65.83999633789062,66.12999725341797,63.22999954223633,63.27000045776367,57.14480209350586,215800,,,,,,,,
2020-05-13,63.099998474121094,64.91999816894531,62.529998779296875,62.66999816894531,56.6028938293457,187300,,,,,,,,
