date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FIGR')","('high', 'FIGR')","('low', 'FIGR')","('close', 'FIGR')","('adj_close', 'FIGR')","('volume', 'FIGR')","('currency', '')"
2025-09-11,36.0,38.04999923706055,30.1299991607666,31.110000610351562,31.110000610351562,39451400,,,,,,,,
2025-09-12,30.209999084472656,36.58000183105469,30.010000228881836,32.5,32.5,10779300,,,,,,,,
2025-09-15,33.5,40.38999938964844,33.470001220703125,37.33000183105469,37.33000183105469,10161700,,,,,,,,
2025-09-16,39.32500076293945,42.75,37.79999923706055,40.47999954223633,40.47999954223633,8147300,,,,,,,,
2025-09-17,42.525001525878906,43.79999923706055,36.45000076293945,37.16999816894531,37.16999816894531,12140100,,,,,,,,
2025-09-18,38.51499938964844,46.19900131225586,38.2599983215332,43.17499923706055,43.17499923706055,7559100,,,,,,,,
2025-09-19,42.95500183105469,45.7400016784668,41.099998474121094,44.959999084472656,44.959999084472656,6005500,,,,,,,,
2025-09-22,45.849998474121094,45.900001525878906,42.042999267578125,43.09000015258789,43.09000015258789,3788700,,,,,,,,
2025-09-23,43.07500076293945,43.07500076293945,39.08000183105469,39.599998474121094,39.599998474121094,3989200,,,,,,,,
2025-09-24,40.15999984741211,41.20000076293945,38.310001373291016,40.689998626708984,40.689998626708984,2432700,,,,,,,,
2025-09-25,38.689998626708984,41.5,36.540000915527344,40.33000183105469,40.33000183105469,3018300,,,,,,,,
2025-09-26,39.400001525878906,39.88999938964844,38.29999923706055,39.25,39.25,2172000,,,,,,,,
2025-09-29,39.970001220703125,41.18000030517578,37.0,37.75,37.75,4144400,,,,,,,,
2025-09-30,37.7400016784668,38.13999938964844,35.56999969482422,36.369998931884766,36.369998931884766,3475400,,,,,,,,
2025-10-01,36.349998474121094,39.349998474121094,35.880001068115234,37.81999969482422,37.81999969482422,2897100,,,,,,,,
2025-10-02,37.900001525878906,41.720001220703125,37.15999984741211,41.279998779296875,41.279998779296875,3810100,,,,,,,,
2025-10-03,41.20000076293945,42.5,39.54999923706055,40.29999923706055,40.29999923706055,2596300,,,,,,,,
2025-10-06,41.02000045776367,44.4900016784668,41.02000045776367,43.59000015258789,43.59000015258789,2814000,,,,,,,,
2025-10-07,44.0,49.45000076293945,43.099998474121094,44.22999954223633,44.22999954223633,6909700,,,,,,,,
2025-10-08,45.85499954223633,49.25,43.599998474121094,49.16999816894531,49.16999816894531,3979000,,,,,,,,
2025-10-09,49.0,49.5,46.0099983215332,48.029998779296875,48.029998779296875,2615000,,,,,,,,
2025-10-10,48.029998779296875,48.5,42.04100036621094,42.25,42.25,4240400,,,,,,,,
2025-10-13,43.7599983215332,44.880001068115234,41.5,44.0,44.0,2843600,,,,,,,,
2025-10-14,41.88999938964844,45.849998474121094,40.5099983215332,44.540000915527344,44.540000915527344,1877100,,,,,,,,
2025-10-15,46.02000045776367,46.099998474121094,42.630001068115234,44.619998931884766,44.619998931884766,2200900,,,,,,,,
2025-10-16,44.34000015258789,44.55500030517578,39.79999923706055,40.459999084472656,40.459999084472656,2889200,,,,,,,,
2025-10-17,39.5,40.31999969482422,37.275001525878906,38.459999084472656,38.459999084472656,2408900,,,,,,,,
2025-10-20,39.8849983215332,42.150001525878906,39.38999938964844,40.689998626708984,40.689998626708984,1526300,,,,,,,,
2025-10-21,40.400001525878906,40.97999954223633,39.209999084472656,39.2400016784668,39.2400016784668,912100,,,,,,,,
2025-10-22,39.0099983215332,39.689998626708984,37.56999969482422,38.04999923706055,38.04999923706055,1680900,,,,,,,,
2025-10-23,38.4900016784668,40.4900016784668,38.28499984741211,40.029998779296875,40.029998779296875,1283800,,,,,,,,
2025-10-24,41.0,41.58000183105469,39.91999816894531,39.970001220703125,39.970001220703125,1280000,,,,,,,,
2025-10-27,41.13999938964844,43.0,40.5,41.75,41.75,1653800,,,,,,,,
2025-10-28,42.25,44.97999954223633,41.77000045776367,43.2599983215332,43.2599983215332,1797200,,,,,,,,
2025-10-29,43.599998474121094,44.310001373291016,42.38999938964844,42.560001373291016,42.560001373291016,1227700,,,,,,,,
2025-10-30,41.7599983215332,41.849998474121094,37.79999923706055,40.65999984741211,40.65999984741211,2334100,,,,,,,,
2025-10-31,41.0,41.13999938964844,38.84000015258789,39.599998474121094,39.599998474121094,1490300,,,,,,,,
2025-11-03,39.34000015258789,41.95500183105469,39.150001525878906,41.84000015258789,41.84000015258789,1374600,,,,,,,,
2025-11-04,39.58000183105469,40.11000061035156,37.650001525878906,38.27000045776367,38.27000045776367,1529400,,,,,,,,
2025-11-05,38.27000045776367,39.529998779296875,37.560001373291016,38.685001373291016,38.685001373291016,787100,,,,,,,,
2025-11-06,38.810001373291016,39.09000015258789,34.88999938964844,35.689998626708984,35.689998626708984,1765800,,,,,,,,
2025-11-07,34.650001525878906,37.0099983215332,33.54999923706055,36.560001373291016,36.560001373291016,1004100,,,,,,,,
2025-11-10,37.34000015258789,38.650001525878906,36.314998626708984,37.599998474121094,37.599998474121094,847100,,,,,,,,
2025-11-11,37.02000045776367,37.63999938964844,34.900001525878906,36.16999816894531,36.16999816894531,1187900,,,,,,,,
2025-11-12,36.400001525878906,37.59000015258789,34.83000183105469,37.310001373291016,37.310001373291016,1878100,,,,,,,,
2025-11-13,36.25,36.720001220703125,33.86000061035156,34.59000015258789,34.59000015258789,2617600,,,,,,,,
2025-11-14,35.5,43.619998931884766,35.46699905395508,40.2400016784668,40.2400016784668,5207800,,,,,,,,
2025-11-17,42.36000061035156,46.459999084472656,41.869998931884766,42.2400016784668,42.2400016784668,4756300,,,,,,,,
2025-11-18,40.012001037597656,41.900001525878906,37.779998779296875,39.189998626708984,39.189998626708984,4371200,,,,,,,,
2025-11-19,39.290000915527344,39.47999954223633,36.029998779296875,37.20000076293945,37.20000076293945,1921600,,,,,,,,
2025-11-20,38.54999923706055,39.369998931884766,34.70000076293945,35.61000061035156,35.61000061035156,3162300,,,,,,,,
2025-11-21,34.9900016784668,35.34000015258789,32.79999923706055,34.79999923706055,34.79999923706055,3636400,,,,,,,,
2025-11-24,35.5,36.31999969482422,34.599998474121094,35.77000045776367,35.77000045776367,2798300,,,,,,,,
2025-11-25,35.11000061035156,35.34000015258789,32.93000030517578,33.7400016784668,33.7400016784668,2219300,,,,,,,,
2025-11-26,33.75,35.33000183105469,32.90999984741211,35.310001373291016,35.310001373291016,2666700,,,,,,,,
2025-11-28,35.86000061035156,37.25,35.310001373291016,36.2400016784668,36.2400016784668,1057800,,,,,,,,
2025-12-01,34.880001068115234,35.459999084472656,33.900001525878906,35.08000183105469,35.08000183105469,1129600,,,,,,,,
2025-12-02,35.2400016784668,36.108001708984375,34.20000076293945,35.27000045776367,35.27000045776367,1540600,,,,,,,,
2025-12-03,35.220001220703125,35.95000076293945,34.380001068115234,35.380001068115234,35.380001068115234,1672500,,,,,,,,
2025-12-04,35.400001525878906,39.70000076293945,35.327999114990234,39.02000045776367,39.02000045776367,1950800,,,,,,,,
2025-12-05,38.77000045776367,39.4900016784668,37.599998474121094,39.0,39.0,2697600,,,,,,,,
2025-12-08,39.400001525878906,41.16999816894531,39.119998931884766,40.7400016784668,40.7400016784668,2500100,,,,,,,,
2025-12-09,40.13999938964844,41.400001525878906,39.95000076293945,40.56999969482422,40.56999969482422,1278400,,,,,,,,
2025-12-10,40.65999984741211,40.900001525878906,38.0099983215332,39.75,39.75,2449200,,,,,,,,
2025-12-11,39.529998779296875,42.849998474121094,38.7400016784668,42.04999923706055,42.04999923706055,2136300,,,,,,,,
2025-12-12,42.22999954223633,42.77899932861328,39.72999954223633,41.15999984741211,41.15999984741211,3344400,,,,,,,,
2025-12-15,40.65999984741211,41.29999923706055,37.68000030517578,38.08000183105469,38.08000183105469,1782800,,,,,,,,
2025-12-16,38.02000045776367,38.845001220703125,37.33000183105469,38.689998626708984,38.689998626708984,1572900,,,,,,,,
2025-12-17,38.97999954223633,40.369998931884766,37.189998626708984,37.290000915527344,37.290000915527344,1370800,,,,,,,,
2025-12-18,38.630001068115234,40.689998626708984,38.630001068115234,39.7599983215332,39.7599983215332,1209900,,,,,,,,
2025-12-19,39.849998474121094,42.68000030517578,39.75,42.209999084472656,42.209999084472656,5908400,,,,,,,,
2025-12-22,42.5,45.369998931884766,42.404998779296875,45.209999084472656,45.209999084472656,2272700,,,,,,,,
2025-12-23,44.54499816894531,45.18000030517578,42.91999816894531,44.66999816894531,44.66999816894531,2042000,,,,,,,,
2025-12-24,44.900001525878906,45.400001525878906,44.39099884033203,45.2400016784668,45.2400016784668,768200,,,,,,,,
2025-12-26,45.40999984741211,45.45000076293945,43.65999984741211,44.04999923706055,44.04999923706055,1190900,,,,,,,,
2025-12-29,43.119998931884766,43.93000030517578,42.04999923706055,42.66999816894531,42.66999816894531,1023100,,,,,,,,
2025-12-30,42.790000915527344,42.790000915527344,41.47999954223633,41.68000030517578,41.68000030517578,1036900,,,,,,,,
