date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PVH')","('high', 'PVH')","('low', 'PVH')","('close', 'PVH')","('adj_close', 'PVH')","('volume', 'PVH')","('currency', '')"
2020-01-02,105.94000244140625,106.41000366210938,104.55000305175781,105.3499984741211,104.4159164428711,835400,,,,,,,,
2020-01-03,103.56999969482422,104.83999633789062,102.8499984741211,103.29000091552734,102.37418365478516,642000,,,,,,,,
2020-01-06,102.37999725341797,105.70999908447266,101.97000122070312,105.63999938964844,104.70335388183594,684100,,,,,,,,
2020-01-07,105.63999938964844,106.80000305175781,104.69000244140625,105.6500015258789,104.7132568359375,549700,,,,,,,,
2020-01-08,106.72000122070312,108.05999755859375,105.61000061035156,106.2300033569336,105.28813171386719,631900,,,,,,,,
2020-01-09,106.54000091552734,107.4000015258789,100.33000183105469,103.30000305175781,102.38408660888672,1921000,,,,,,,,
2020-01-10,103.2699966430664,103.43000030517578,100.41999816894531,100.4800033569336,99.5890884399414,930700,,,,,,,,
2020-01-13,100.62999725341797,101.25,99.75,100.25,99.36113739013672,657700,,,,,,,,
2020-01-14,100.01000213623047,101.2699966430664,99.81999969482422,99.9000015258789,99.01422882080078,792200,,,,,,,,
2020-01-15,99.20999908447266,99.94000244140625,98.19000244140625,98.73999786376953,97.86450958251953,741700,,,,,,,,
2020-01-16,99.5199966430664,100.77999877929688,99.04000091552734,99.38999938964844,98.50875091552734,603200,,,,,,,,
2020-01-17,99.9800033569336,100.9800033569336,99.4000015258789,100.94999694824219,100.05491638183594,717000,,,,,,,,
2020-01-21,100.43000030517578,100.62000274658203,98.76000213623047,98.7699966430664,97.89424896240234,840400,,,,,,,,
2020-01-22,99.11000061035156,99.48999786376953,98.05000305175781,98.08000183105469,97.21038055419922,471200,,,,,,,,
2020-01-23,96.81999969482422,97.48999786376953,95.08999633789062,96.88999938964844,96.03092193603516,569400,,,,,,,,
2020-01-24,97.1500015258789,97.47000122070312,94.05999755859375,94.94999694824219,94.10812377929688,556200,,,,,,,,
2020-01-27,92.44000244140625,93.23999786376953,91.23999786376953,91.41999816894531,90.60942077636719,997900,,,,,,,,
2020-01-28,92.25,92.47000122070312,90.05999755859375,90.19999694824219,89.40025329589844,895300,,,,,,,,
2020-01-29,90.80000305175781,91.76000213623047,89.75,89.91000366210938,89.11280822753906,851400,,,,,,,,
2020-01-30,88.83999633789062,91.55999755859375,88.37999725341797,91.4000015258789,90.58961486816406,719500,,,,,,,,
2020-01-31,91.05999755859375,91.16999816894531,86.66999816894531,87.16999816894531,86.39712524414062,931600,,,,,,,,
2020-02-03,87.5999984741211,88.69000244140625,86.26000213623047,86.41999816894531,85.65377044677734,1042400,,,,,,,,
2020-02-04,88.41999816894531,89.98999786376953,87.02999877929688,87.1500015258789,86.37728118896484,1177400,,,,,,,,
2020-02-05,88.88999938964844,91.19999694824219,88.75,90.0,89.20201873779297,2265600,,,,,,,,
2020-02-06,90.62999725341797,91.0,88.61000061035156,88.87999725341797,88.09193420410156,951000,,,,,,,,
2020-02-07,87.87000274658203,88.87999725341797,86.27999877929688,86.44999694824219,85.68350219726562,883900,,,,,,,,
2020-02-10,85.93000030517578,86.80000305175781,85.0999984741211,85.37000274658203,84.61305236816406,1145400,,,,,,,,
2020-02-11,85.93000030517578,86.98999786376953,85.11000061035156,86.16000366210938,85.39607238769531,753600,,,,,,,,
2020-02-12,88.70999908447266,91.93000030517578,88.22000122070312,89.88999938964844,89.0929946899414,1486500,,,,,,,,
2020-02-13,88.61000061035156,89.66999816894531,88.12999725341797,89.27999877929688,88.48839569091797,901000,,,,,,,,
2020-02-14,89.25,89.75,88.2699966430664,89.37000274658203,88.57760620117188,863400,,,,,,,,
2020-02-18,88.05000305175781,89.0999984741211,85.72000122070312,86.3499984741211,85.58438873291016,1154800,,,,,,,,
2020-02-19,86.41999816894531,86.93000030517578,85.86000061035156,86.12999725341797,85.3663330078125,947100,,,,,,,,
2020-02-20,86.01000213623047,88.11000061035156,86.01000213623047,86.87999725341797,86.10966491699219,812500,,,,,,,,
2020-02-21,85.9000015258789,86.08000183105469,84.06999969482422,84.66999816894531,83.91925811767578,798000,,,,,,,,
2020-02-24,80.4000015258789,82.4000015258789,79.51000213623047,81.2300033569336,80.50977325439453,1162600,,,,,,,,
2020-02-25,81.88999938964844,82.02999877929688,76.45999908447266,76.95999908447266,76.27764129638672,1255600,,,,,,,,
