date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MKC-V')","('high', 'MKC-V')","('low', 'MKC-V')","('close', 'MKC-V')","('adj_close', 'MKC-V')","('volume', 'MKC-V')","('currency', '')"
2020-01-02,83.4800033569336,83.4800033569336,83.44999694824219,83.44999694824219,74.19241333007812,1400,,,,,,,,
2020-01-03,83.69000244140625,85.09500122070312,83.69000244140625,85.09500122070312,75.65493774414062,3200,,,,,,,,
2020-01-06,87.04499816894531,87.04499816894531,84.99500274658203,85.0,75.57044982910156,1000,,,,,,,,
2020-01-07,84.82499694824219,84.82499694824219,84.82499694824219,84.82499694824219,75.41487884521484,200,,,,,,,,
2020-01-08,85.76499938964844,85.76499938964844,83.65499877929688,84.21499633789062,74.87254333496094,1600,,,,,,,,
2020-01-09,84.43499755859375,84.43499755859375,80.28500366210938,80.375,71.45853424072266,7800,,,,,,,,
2020-01-10,82.0999984741211,82.0999984741211,82.0999984741211,82.0999984741211,72.99217224121094,600,,,,,,,,
2020-01-13,82.86499786376953,82.86499786376953,82.75,82.75,73.570068359375,1600,,,,,,,,
2020-01-14,83.0,83.0,83.0,83.0,73.79232788085938,800,,,,,,,,
2020-01-15,84.5,84.5,84.38999938964844,84.38999938964844,75.02813720703125,600,,,,,,,,
2020-01-16,83.53500366210938,83.53500366210938,83.16500091552734,83.16500091552734,73.93903350830078,1200,,,,,,,,
2020-01-17,83.16000366210938,84.1500015258789,83.16000366210938,84.125,74.79253387451172,9400,,,,,,,,
2020-01-21,83.51499938964844,85.05999755859375,83.51499938964844,84.83000183105469,75.41931915283203,4400,,,,,,,,
2020-01-22,85.63500213623047,86.57499694824219,85.58999633789062,86.0,76.45951080322266,11000,,,,,,,,
2020-01-23,85.36000061035156,86.30000305175781,85.36000061035156,86.30000305175781,76.72624969482422,10000,,,,,,,,
2020-01-24,87.04499816894531,87.04499816894531,86.36499786376953,86.36499786376953,76.78401947021484,1800,,,,,,,,
2020-01-27,86.25,86.75,86.25,86.58999633789062,76.98407745361328,5200,,,,,,,,
2020-01-28,83.49500274658203,84.7750015258789,82.25,83.09500122070312,73.8768081665039,4600,,,,,,,,
2020-01-29,83.09500122070312,83.09500122070312,83.09500122070312,83.09500122070312,73.8768081665039,0,,,,,,,,
2020-01-30,83.19999694824219,83.20999908447266,82.11499786376953,82.49500274658203,73.34337615966797,13200,,,,,,,,
2020-01-31,83.25,83.2750015258789,81.98999786376953,81.98999786376953,72.89436340332031,6400,,,,,,,,
2020-02-03,81.55000305175781,82.25,81.54499816894531,81.54499816894531,72.49874877929688,1600,,,,,,,,
2020-02-04,83.20999908447266,83.20999908447266,80.98999786376953,80.98999786376953,72.00531768798828,2400,,,,,,,,
2020-02-05,81.16000366210938,81.16000366210938,80.5199966430664,80.5199966430664,71.58746337890625,1600,,,,,,,,
2020-02-06,80.68000030517578,81.68499755859375,79.82499694824219,80.93000030517578,71.95198059082031,7400,,,,,,,,
2020-02-07,81.69999694824219,81.69999694824219,81.00499725341797,81.00499725341797,72.01864624023438,800,,,,,,,,
2020-02-10,81.00499725341797,81.00499725341797,81.00499725341797,81.00499725341797,72.01864624023438,0,,,,,,,,
2020-02-11,82.23999786376953,82.23999786376953,81.47000122070312,81.79000091552734,72.71658325195312,1600,,,,,,,,
2020-02-12,81.79000091552734,81.79000091552734,81.79000091552734,81.79000091552734,72.71658325195312,0,,,,,,,,
2020-02-13,82.58999633789062,83.5250015258789,81.68000030517578,83.125,73.9034652709961,6200,,,,,,,,
2020-02-14,83.80000305175781,84.0,83.5,83.5,74.23686981201172,3400,,,,,,,,
2020-02-18,76.3949966430664,82.5,76.3949966430664,82.5,73.34780883789062,1600,,,,,,,,
2020-02-19,82.50499725341797,82.58499908447266,81.84500122070312,82.29000091552734,73.16110229492188,39200,,,,,,,,
2020-02-20,80.6449966430664,81.57499694824219,80.6449966430664,81.4000015258789,72.3698501586914,6200,,,,,,,,
2020-02-21,81.21499633789062,81.21499633789062,81.21499633789062,81.21499633789062,72.20533752441406,800,,,,,,,,
2020-02-24,78.71499633789062,80.98500061035156,78.71499633789062,80.98500061035156,72.0008773803711,3000,,,,,,,,
2020-02-25,80.0,80.0,79.5,79.5,70.68061065673828,1000,,,,,,,,
2020-02-26,78.7300033569336,78.7300033569336,76.6050033569336,76.6050033569336,68.10676574707031,3800,,,,,,,,
2020-02-27,77.02999877929688,77.02999877929688,75.33499908447266,75.3550033569336,66.99545288085938,3200,,,,,,,,
2020-02-28,73.48999786376953,73.82499694824219,71.75499725341797,72.375,64.34603118896484,6600,,,,,,,,
2020-03-02,70.16500091552734,76.12999725341797,70.16500091552734,76.12999725341797,67.68445587158203,13800,,,,,,,,
2020-03-03,78.43000030517578,79.38999938964844,74.68499755859375,75.31500244140625,66.95989227294922,5200,,,,,,,,
2020-03-04,76.5,76.5,76.5,76.5,68.0134048461914,3000,,,,,,,,
2020-03-05,76.1050033569336,76.1050033569336,76.1050033569336,76.1050033569336,67.6622314453125,200,,,,,,,,
2020-03-06,74.5999984741211,74.5999984741211,74.5999984741211,74.5999984741211,66.32421875,800,,,,,,,,
2020-03-09,74.5999984741211,74.5999984741211,74.5999984741211,74.5999984741211,66.32421875,0,,,,,,,,
2020-03-10,74.5999984741211,74.5999984741211,74.5999984741211,74.5999984741211,66.32421875,0,,,,,,,,
2020-03-11,74.5999984741211,74.5999984741211,74.5999984741211,74.5999984741211,66.32421875,0,,,,,,,,
2020-03-12,71.16000366210938,71.16000366210938,65.69000244140625,65.69000244140625,58.40264129638672,4200,,,,,,,,
2020-03-13,67.20500183105469,67.20500183105469,65.24500274658203,67.19999694824219,59.74510955810547,4000,,,,,,,,
2020-03-16,60.54999923706055,63.34000015258789,59.560001373291016,59.560001373291016,52.95267105102539,6200,,,,,,,,
2020-03-17,65.40499877929688,67.20500183105469,65.37000274658203,67.20500183105469,59.749568939208984,3000,,,,,,,,
2020-03-18,70.0,73.48500061035156,68.66500091552734,68.66500091552734,61.047607421875,8000,,,,,,,,
2020-03-19,66.16500091552734,68.19499969482422,62.584999084472656,62.584999084472656,55.642086029052734,9200,,,,,,,,
2020-03-20,64.66000366210938,66.47000122070312,62.189998626708984,62.349998474121094,55.43315887451172,3400,,,,,,,,
2020-03-23,59.904998779296875,60.334999084472656,56.560001373291016,57.040000915527344,50.71222686767578,4200,,,,,,,,
2020-03-24,59.540000915527344,59.540000915527344,59.540000915527344,59.540000915527344,52.93489456176758,1000,,,,,,,,
2020-03-25,62.040000915527344,62.849998474121094,60.59000015258789,62.849998474121094,55.877689361572266,3000,,,,,,,,
2020-03-26,63.755001068115234,65.90499877929688,62.404998779296875,65.90499877929688,58.59376525878906,2800,,,,,,,,
2020-03-27,66.29000091552734,66.30000305175781,66.29000091552734,66.30000305175781,58.94497299194336,600,,,,,,,,
2020-03-30,67.94999694824219,71.3499984741211,67.94999694824219,71.3499984741211,63.43474197387695,5200,,,,,,,,
2020-03-31,71.21499633789062,71.21499633789062,71.21499633789062,71.21499633789062,63.314697265625,800,,,,,,,,
2020-04-01,72.20999908447266,72.20999908447266,68.375,68.375,60.789764404296875,1000,,,,,,,,
2020-04-02,70.4000015258789,72.51000213623047,70.4000015258789,72.5,64.45716857910156,8600,,,,,,,,
2020-04-03,72.90499877929688,73.24500274658203,72.57499694824219,72.57499694824219,64.52383422851562,1200,,,,,,,,
2020-04-06,73.08499908447266,74.29499816894531,73.08499908447266,74.29499816894531,66.05303192138672,1400,,,,,,,,
2020-04-07,80.0,80.0,74.62000274658203,74.62000274658203,66.34198760986328,1000,,,,,,,,
2020-04-08,75.5,75.5,74.25,74.25,66.01302337646484,1400,,,,,,,,
2020-04-09,73.32499694824219,76.06500244140625,73.32499694824219,76.06500244140625,67.91020202636719,1800,,,,,,,,
2020-04-13,78.71499633789062,78.71499633789062,73.94999694824219,73.94999694824219,66.0219497680664,1000,,,,,,,,
2020-04-14,77.42500305175781,77.42500305175781,75.91999816894531,76.05000305175781,67.89682006835938,1400,,,,,,,,
2020-04-15,76.00499725341797,76.00499725341797,76.00499725341797,76.00499725341797,67.85663604736328,600,,,,,,,,
2020-04-16,75.87000274658203,79.02999877929688,75.87000274658203,79.02999877929688,70.55733489990234,800,,,,,,,,
2020-04-17,80.0,80.0,77.21499633789062,77.5999984741211,69.28063201904297,2800,,,,,,,,
2020-04-20,79.99500274658203,79.99500274658203,79.99500274658203,79.99500274658203,71.41889190673828,600,,,,,,,,
2020-04-21,79.99500274658203,79.99500274658203,79.99500274658203,79.99500274658203,71.41889190673828,0,,,,,,,,
2020-04-22,75.36000061035156,75.95999908447266,75.36000061035156,75.95999908447266,67.81643676757812,600,,,,,,,,
2020-04-23,80.0,80.0,75.0999984741211,75.44499969482422,67.35667419433594,3000,,,,,,,,
2020-04-24,75.44499969482422,75.44499969482422,75.44499969482422,75.44499969482422,67.35667419433594,0,,,,,,,,
2020-04-27,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,70.84304809570312,600,,,,,,,,
2020-04-28,78.4000015258789,78.87999725341797,78.4000015258789,78.87999725341797,70.42340850830078,800,,,,,,,,
2020-04-29,78.87999725341797,78.87999725341797,78.87999725341797,78.87999725341797,70.42340850830078,0,,,,,,,,
2020-04-30,78.24500274658203,78.28500366210938,78.24500274658203,78.28500366210938,69.89220428466797,600,,,,,,,,
2020-05-01,76.54000091552734,79.99500274658203,76.54000091552734,79.99500274658203,71.41889190673828,800,,,,,,,,
2020-05-04,79.99500274658203,79.99500274658203,79.99500274658203,79.99500274658203,71.41889190673828,0,,,,,,,,
2020-05-05,80.0,80.0,79.75,80.0,71.42334747314453,4200,,,,,,,,
2020-05-06,80.5,80.80000305175781,80.5,80.80000305175781,72.1375732421875,1400,,,,,,,,
2020-05-07,80.01000213623047,80.01000213623047,80.01000213623047,80.01000213623047,71.43225860595703,400,,,,,,,,
2020-05-08,81.0,81.43000030517578,80.83999633789062,81.43000030517578,72.70001220703125,2400,,,,,,,,
2020-05-11,82.69499969482422,82.69499969482422,82.69499969482422,82.69499969482422,73.82940673828125,800,,,,,,,,
2020-05-12,83.38999938964844,84.29000091552734,83.18499755859375,83.9800033569336,74.97665405273438,5400,,,,,,,,
2020-05-13,84.98500061035156,84.98500061035156,83.91500091552734,83.91500091552734,74.91861724853516,4200,,,,,,,,
2020-05-14,86.0250015258789,88.0999984741211,86.0,87.2300033569336,77.87822723388672,9200,,,,,,,,
2020-05-15,87.0,89.9000015258789,87.0,89.9000015258789,80.261962890625,3600,,,,,,,,
2020-05-18,90.0,90.0,87.9800033569336,88.55500030517578,79.06117248535156,3200,,,,,,,,
2020-05-19,87.88999938964844,88.0199966430664,86.51499938964844,86.51499938964844,77.23988342285156,5200,,,,,,,,
2020-05-20,90.0,90.0,85.16999816894531,86.29499816894531,77.0434799194336,3000,,,,,,,,
2020-05-21,84.18499755859375,85.55000305175781,84.16000366210938,85.19999694824219,76.06585693359375,1600,,,,,,,,
2020-05-22,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,76.869384765625,400,,,,,,,,
2020-05-26,85.08499908447266,86.0,85.08499908447266,86.0,76.78009796142578,3000,,,,,,,,
