date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FGOVF')","('high', 'FGOVF')","('low', 'FGOVF')","('close', 'FGOVF')","('adj_close', 'FGOVF')","('volume', 'FGOVF')","('currency', '')"
2020-01-02,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-01-03,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-01-06,0.054999999701976776,0.054999999701976776,0.054999999701976776,0.054999999701976776,0.054999999701976776,1000,,,,,,,,
2020-01-07,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,10000,,,,,,,,
2020-01-08,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0,,,,,,,,
2020-01-09,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0,,,,,,,,
2020-01-10,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,200,,,,,,,,
2020-01-13,0.03999999910593033,0.03999999910593033,0.039000000804662704,0.039000000804662704,0.039000000804662704,29400,,,,,,,,
2020-01-14,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,5000,,,,,,,,
2020-01-15,0.050999999046325684,0.050999999046325684,0.050999999046325684,0.050999999046325684,0.050999999046325684,14000,,,,,,,,
2020-01-16,0.03999999910593033,0.03999999910593033,0.039000000804662704,0.03999999910593033,0.03999999910593033,66500,,,,,,,,
2020-01-17,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,18000,,,,,,,,
2020-01-21,0.03999999910593033,0.04800000041723251,0.03999999910593033,0.04699999839067459,0.04699999839067459,485500,,,,,,,,
2020-01-22,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,10000,,,,,,,,
2020-01-23,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,5000,,,,,,,,
2020-01-24,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,0.04699999839067459,10000,,,,,,,,
2020-01-27,0.050999999046325684,0.050999999046325684,0.0430000014603138,0.04399999976158142,0.04399999976158142,40000,,,,,,,,
2020-01-28,0.04100000113248825,0.041999999433755875,0.039000000804662704,0.04100000113248825,0.04100000113248825,62500,,,,,,,,
2020-01-29,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,0,,,,,,,,
2020-01-30,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,5000,,,,,,,,
2020-01-31,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0,,,,,,,,
2020-02-03,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0,,,,,,,,
2020-02-04,0.035999998450279236,0.0430000014603138,0.035999998450279236,0.0430000014603138,0.0430000014603138,61400,,,,,,,,
2020-02-05,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,0.0430000014603138,0,,,,,,,,
2020-02-06,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,12000,,,,,,,,
2020-02-07,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,18000,,,,,,,,
2020-02-10,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-02-11,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-02-12,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-02-13,0.04399999976158142,0.04800000041723251,0.041999999433755875,0.041999999433755875,0.041999999433755875,40000,,,,,,,,
2020-02-14,0.041999999433755875,0.041999999433755875,0.041999999433755875,0.041999999433755875,0.041999999433755875,0,,,,,,,,
2020-02-18,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,2100,,,,,,,,
2020-02-19,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,0.04100000113248825,0,,,,,,,,
2020-02-20,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,44500,,,,,,,,
2020-02-21,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,0,,,,,,,,
2020-02-24,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.04399999976158142,0,,,,,,,,
2020-02-25,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,75000,,,,,,,,
2020-02-26,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.03999999910593033,0,,,,,,,,
2020-02-27,0.03799999877810478,0.03999999910593033,0.03799999877810478,0.03999999910593033,0.03999999910593033,155500,,,,,,,,
2020-02-28,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,20000,,,,,,,,
2020-03-02,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0,,,,,,,,
2020-03-03,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0.039000000804662704,0,,,,,,,,
2020-03-04,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,1600,,,,,,,,
2020-03-05,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0.04500000178813934,0,,,,,,,,
2020-03-06,0.03999999910593033,0.04399999976158142,0.035999998450279236,0.039000000804662704,0.039000000804662704,104000,,,,,,,,
