date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MCY')","('high', 'MCY')","('low', 'MCY')","('close', 'MCY')","('adj_close', 'MCY')","('volume', 'MCY')","('currency', '')"
2020-01-02,48.95000076293945,49.09000015258789,48.310001373291016,48.810001373291016,38.90092849731445,229500,,,,,,,,
2020-01-03,48.63999938964844,48.88999938964844,48.45000076293945,48.83000183105469,38.91686248779297,450800,,,,,,,,
2020-01-06,48.7400016784668,49.060001373291016,48.36000061035156,48.81999969482422,38.90888977050781,527200,,,,,,,,
2020-01-07,48.720001220703125,48.720001220703125,47.58000183105469,47.70000076293945,38.01626205444336,274800,,,,,,,,
2020-01-08,47.720001220703125,48.31999969482422,47.599998474121094,47.650001525878906,37.976417541503906,235900,,,,,,,,
2020-01-09,47.77000045776367,48.2400016784668,47.77000045776367,47.9900016784668,38.24739456176758,195800,,,,,,,,
2020-01-10,48.0,48.369998931884766,47.290000915527344,47.31999969482422,37.713409423828125,205800,,,,,,,,
2020-01-13,47.38999938964844,47.790000915527344,47.2400016784668,47.290000915527344,37.68950271606445,456500,,,,,,,,
2020-01-14,47.29999923706055,48.2599983215332,47.209999084472656,48.099998474121094,38.335060119628906,802600,,,,,,,,
2020-01-15,48.02000045776367,48.65999984741211,48.02000045776367,48.349998474121094,38.53430938720703,329500,,,,,,,,
2020-01-16,48.400001525878906,48.88999938964844,48.27000045776367,48.5,38.65385818481445,163800,,,,,,,,
2020-01-17,48.400001525878906,48.81999969482422,47.77000045776367,47.900001525878906,38.17566680908203,220500,,,,,,,,
2020-01-21,47.869998931884766,48.209999084472656,47.709999084472656,47.72999954223633,38.040164947509766,191100,,,,,,,,
2020-01-22,47.81999969482422,48.0099983215332,47.59000015258789,47.95000076293945,38.215518951416016,363900,,,,,,,,
2020-01-23,47.720001220703125,48.31999969482422,47.25,48.08000183105469,38.319122314453125,425200,,,,,,,,
2020-01-24,48.16999816894531,48.65999984741211,48.0099983215332,48.59000015258789,38.72557830810547,206800,,,,,,,,
2020-01-27,48.08000183105469,48.9900016784668,48.0099983215332,48.400001525878906,38.57416534423828,183800,,,,,,,,
2020-01-28,48.540000915527344,49.22999954223633,48.540000915527344,48.83000183105469,38.91686248779297,196800,,,,,,,,
2020-01-29,49.0,49.380001068115234,48.90999984741211,48.97999954223633,39.03640365600586,210900,,,,,,,,
2020-01-30,48.959999084472656,49.66999816894531,48.939998626708984,49.63999938964844,39.56241226196289,125800,,,,,,,,
2020-01-31,49.439998626708984,49.72999954223633,48.720001220703125,49.09000015258789,39.12407684326172,377200,,,,,,,,
2020-02-03,49.16999816894531,49.95000076293945,49.16999816894531,49.40999984741211,39.37911605834961,232500,,,,,,,,
2020-02-04,49.84000015258789,49.84000015258789,49.22999954223633,49.27000045776367,39.26752853393555,149600,,,,,,,,
2020-02-05,49.75,50.029998779296875,49.52000045776367,50.0099983215332,39.85730743408203,207000,,,,,,,,
2020-02-06,50.04999923706055,50.189998626708984,49.06999969482422,49.09000015258789,39.12407684326172,299200,,,,,,,,
