date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MKSI')","('high', 'MKSI')","('low', 'MKSI')","('close', 'MKSI')","('adj_close', 'MKSI')","('volume', 'MKSI')","('currency', '')"
2020-01-02,112.06999969482422,112.72000122070312,109.83999633789062,111.83000183105469,106.85305786132812,350300,,,,,,,,
2020-01-03,109.72000122070312,110.5999984741211,107.37999725341797,107.76000213623047,102.96417236328125,790100,,,,,,,,
2020-01-06,106.51000213623047,107.72000122070312,105.12999725341797,105.91000366210938,101.19649505615234,647100,,,,,,,,
2020-01-07,106.5,109.83999633789062,106.0,108.69999694824219,103.86235809326172,500000,,,,,,,,
2020-01-08,108.8499984741211,109.7699966430664,107.97000122070312,108.16000366210938,103.34638214111328,325700,,,,,,,,
2020-01-09,109.48999786376953,110.12999725341797,107.91999816894531,110.0999984741211,105.20003509521484,424000,,,,,,,,
2020-01-10,109.97000122070312,110.58000183105469,107.19999694824219,107.66000366210938,102.8686294555664,270100,,,,,,,,
2020-01-13,107.76000213623047,109.7699966430664,107.61000061035156,109.66999816894531,104.78915405273438,243900,,,,,,,,
2020-01-14,110.66000366210938,115.16999816894531,110.33000183105469,113.88999938964844,108.82135772705078,648900,,,,,,,,
2020-01-15,113.1500015258789,114.19000244140625,112.16999816894531,113.08999633789062,108.05697631835938,569700,,,,,,,,
2020-01-16,113.98999786376953,115.77999877929688,113.97000122070312,115.5,110.3597183227539,440800,,,,,,,,
2020-01-17,115.56999969482422,115.7699966430664,113.76000213623047,114.77999877929688,109.67176818847656,329400,,,,,,,,
2020-01-21,114.54000091552734,116.8499984741211,114.54000091552734,116.52999877929688,111.3438720703125,385500,,,,,,,,
2020-01-22,117.62000274658203,119.22000122070312,117.19000244140625,117.61000061035156,112.37579345703125,432600,,,,,,,,
2020-01-23,117.86000061035156,117.86000061035156,116.12999725341797,116.80999755859375,111.61141204833984,601100,,,,,,,,
2020-01-24,117.93000030517578,118.20999908447266,112.02999877929688,112.91000366210938,107.88497924804688,448700,,,,,,,,
2020-01-27,109.2300033569336,110.41999816894531,106.55999755859375,108.62999725341797,103.79544830322266,543500,,,,,,,,
2020-01-28,110.2699966430664,114.01000213623047,108.88999938964844,113.43000030517578,108.3818359375,871400,,,,,,,,
2020-01-29,110.01000213623047,115.98999786376953,107.2699966430664,110.20999908447266,105.30514526367188,1268900,,,,,,,,
2020-01-30,111.13999938964844,113.44000244140625,107.0,109.20999908447266,104.3496322631836,882300,,,,,,,,
2020-01-31,107.95999908447266,107.95999908447266,104.5,104.81999969482422,100.15501403808594,571900,,,,,,,,
2020-02-03,105.66999816894531,109.69000244140625,104.81999969482422,109.43000030517578,104.55986022949219,570900,,,,,,,,
2020-02-04,112.33999633789062,114.27999877929688,111.52999877929688,113.7699966430664,108.70668029785156,435500,,,,,,,,
2020-02-05,115.9800033569336,116.37000274658203,112.80000305175781,115.48999786376953,110.35014343261719,391600,,,,,,,,
2020-02-06,115.7699966430664,115.98999786376953,112.01000213623047,113.72000122070312,108.65892028808594,475100,,,,,,,,
2020-02-07,112.5,112.5,109.55000305175781,110.30999755859375,105.40068817138672,288700,,,,,,,,
2020-02-10,109.05999755859375,113.01000213623047,109.02999877929688,112.9000015258789,107.87540435791016,206300,,,,,,,,
2020-02-11,113.79000091552734,116.97000122070312,112.97000122070312,116.4000015258789,111.21967315673828,320000,,,,,,,,
2020-02-12,118.19000244140625,118.5199966430664,116.47000122070312,117.55000305175781,112.3184814453125,330000,,,,,,,,
2020-02-13,118.4800033569336,122.30000305175781,117.2699966430664,120.83999633789062,115.46207427978516,796100,,,,,,,,
2020-02-14,121.13999938964844,121.72000122070312,116.94000244140625,118.01000213623047,112.75799560546875,328000,,,,,,,,
2020-02-18,114.9800033569336,118.97000122070312,112.56999969482422,113.87000274658203,108.80224609375,491500,,,,,,,,
2020-02-19,115.48999786376953,118.1500015258789,115.08999633789062,117.12999725341797,111.91715240478516,299500,,,,,,,,
2020-02-20,116.22000122070312,117.56999969482422,113.75,115.9000015258789,110.74188995361328,324900,,,,,,,,
2020-02-21,114.51000213623047,114.52999877929688,111.04000091552734,112.01000213623047,107.21002197265625,361600,,,,,,,,
2020-02-24,106.05999755859375,106.87000274658203,104.52999877929688,104.88999938964844,100.3951416015625,380500,,,,,,,,
2020-02-25,106.19000244140625,106.5199966430664,101.52999877929688,101.79000091552734,97.42799377441406,467400,,,,,,,,
2020-02-26,101.72000122070312,106.0999984741211,101.72000122070312,102.87000274658203,98.46170806884766,328100,,,,,,,,
2020-02-27,98.66999816894531,101.16999816894531,96.44000244140625,97.88999938964844,93.69512176513672,427400,,,,,,,,
2020-02-28,93.83000183105469,100.55000305175781,93.44999694824219,100.19000244140625,95.89656066894531,636000,,,,,,,,
2020-03-02,100.68000030517578,100.97000122070312,95.43000030517578,100.77999877929688,96.46126556396484,652100,,,,,,,,
2020-03-03,100.77999877929688,102.66999816894531,94.87000274658203,96.44999694824219,92.31680297851562,583800,,,,,,,,
2020-03-04,98.30999755859375,102.63999938964844,97.11000061035156,102.52999877929688,98.13627624511719,338800,,,,,,,,
2020-03-05,99.38999938964844,102.04000091552734,98.36000061035156,99.41000366210938,95.14998626708984,297700,,,,,,,,
2020-03-06,95.8499984741211,101.1500015258789,95.0,100.83999633789062,96.51870727539062,516200,,,,,,,,
