date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STZ')","('high', 'STZ')","('low', 'STZ')","('close', 'STZ')","('adj_close', 'STZ')","('volume', 'STZ')","('currency', '')"
2020-02-25,202.0,202.42999267578125,193.6999969482422,195.2899932861328,177.5333709716797,1369600,,,,,,,,
2020-02-26,196.44000244140625,197.66000366210938,190.77999877929688,190.97000122070312,173.60614013671875,1125400,,,,,,,,
2020-02-27,188.08999633789062,188.41000366210938,175.5500030517578,175.66000366210938,159.68817138671875,2282200,,,,,,,,
2020-02-28,170.27000427246094,172.38999938964844,163.52999877929688,172.3800048828125,156.7064208984375,3359800,,,,,,,,
2020-03-02,173.25,177.22000122070312,169.27000427246094,177.22000122070312,161.10633850097656,2010400,,,,,,,,
2020-03-03,178.27999877929688,183.4499969482422,174.9199981689453,177.58999633789062,161.44268798828125,1956900,,,,,,,,
2020-03-04,179.47000122070312,186.8000030517578,178.0,185.9600067138672,169.05166625976562,1444800,,,,,,,,
2020-03-05,181.69000244140625,186.19000244140625,179.4499969482422,182.77000427246094,166.1516876220703,1602000,,,,,,,,
2020-03-06,176.69000244140625,181.30999755859375,175.25,179.07000732421875,162.78814697265625,1667400,,,,,,,,
2020-03-09,168.0,172.08999633789062,161.4600067138672,164.24000549316406,149.30654907226562,1775400,,,,,,,,
2020-03-10,168.41000366210938,169.9199981689453,160.50999450683594,165.32000732421875,150.28836059570312,2004200,,,,,,,,
2020-03-11,161.16000366210938,162.80999755859375,153.85000610351562,155.07000732421875,140.97036743164062,1912500,,,,,,,,
2020-03-12,144.10000610351562,144.6999969482422,129.85000610351562,131.42999267578125,119.47977447509766,3220900,,,,,,,,
2020-03-13,141.24000549316406,143.24000549316406,122.37000274658203,132.97999572753906,120.88886260986328,3842200,,,,,,,,
2020-03-16,118.2300033569336,127.4000015258789,107.0,124.75,113.40718078613281,3623300,,,,,,,,
2020-03-17,125.58000183105469,127.11000061035156,110.04000091552734,124.44999694824219,113.1344223022461,3369600,,,,,,,,
2020-03-18,116.43000030517578,124.30999755859375,107.16000366210938,121.25,110.22541046142578,3366600,,,,,,,,
2020-03-19,120.0,125.52999877929688,114.66999816894531,123.05999755859375,111.87083435058594,2497200,,,,,,,,
2020-03-20,126.5999984741211,129.97999572753906,116.38999938964844,119.69999694824219,108.81632232666016,3165500,,,,,,,,
2020-03-23,117.25,119.69999694824219,104.27999877929688,105.63999938964844,96.03473663330078,5876300,,,,,,,,
2020-03-24,111.13999938964844,125.0,107.69000244140625,123.81999969482422,112.56172943115234,3815000,,,,,,,,
2020-03-25,124.75,133.72999572753906,123.7300033569336,126.61000061035156,115.09806060791016,3302500,,,,,,,,
2020-03-26,128.38999938964844,142.50999450683594,127.80000305175781,140.69000244140625,127.89783477783203,2699600,,,,,,,,
2020-03-27,135.0,148.8000030517578,135.0,144.8800048828125,131.70687866210938,3154000,,,,,,,,
2020-03-30,144.1999969482422,147.88999938964844,140.0,146.44000244140625,133.1250457763672,1793600,,,,,,,,
2020-03-31,144.60000610351562,149.47999572753906,142.0,143.36000061035156,130.32504272460938,1790500,,,,,,,,
2020-04-01,138.5800018310547,142.66000366210938,135.52000427246094,136.8800048828125,124.43425750732422,1643200,,,,,,,,
2020-04-02,127.0,132.92999267578125,117.72000122070312,131.22000122070312,119.28887176513672,5828600,,,,,,,,
2020-04-03,135.00999450683594,135.00999450683594,125.61000061035156,132.1699981689453,120.15252685546875,3291100,,,,,,,,
2020-04-06,138.0500030517578,143.80999755859375,137.00999450683594,142.25999450683594,129.3250732421875,2402100,,,,,,,,
2020-04-07,156.49000549316406,162.99000549316406,149.52999877929688,149.58999633789062,135.98855590820312,2491800,,,,,,,,
2020-04-08,150.00999450683594,163.8000030517578,149.00999450683594,157.77000427246094,143.4248504638672,3432700,,,,,,,,
2020-04-09,162.63999938964844,167.75,161.11000061035156,166.24000549316406,151.1246795654297,2346600,,,,,,,,
2020-04-13,165.8800048828125,166.8000030517578,157.30999755859375,157.6300048828125,143.29759216308594,1783300,,,,,,,,
2020-04-14,162.0,169.3699951171875,161.5,167.8300018310547,152.5701446533203,2111900,,,,,,,,
2020-04-15,164.0,164.55999755859375,159.3699951171875,162.36000061035156,147.59750366210938,1735900,,,,,,,,
2020-04-16,163.30999755859375,164.3300018310547,159.80999755859375,162.14999389648438,147.40658569335938,1358300,,,,,,,,
2020-04-17,167.27999877929688,168.0800018310547,160.80999755859375,162.6999969482422,147.90660095214844,1540600,,,,,,,,
2020-04-20,159.88999938964844,163.3699951171875,156.5,156.6199951171875,142.37942504882812,1520300,,,,,,,,
2020-04-21,153.2100067138672,155.22999572753906,151.25,153.02000427246094,139.1067352294922,1437400,,,,,,,,
2020-04-22,157.0,157.0,152.3699951171875,155.22000122070312,141.10667419433594,1531400,,,,,,,,
2020-04-23,156.52999877929688,158.32000732421875,152.41000366210938,153.0500030517578,139.134033203125,1185100,,,,,,,,
2020-04-24,155.08999633789062,159.08999633789062,153.50999450683594,158.8300018310547,144.38848876953125,1266000,,,,,,,,
2020-04-27,160.0,164.05999755859375,155.82000732421875,163.14999389648438,148.315673828125,1679100,,,,,,,,
2020-04-28,166.1999969482422,169.2899932861328,164.0800018310547,167.42999267578125,152.20652770996094,1410300,,,,,,,,
2020-04-29,169.38999938964844,172.77000427246094,168.27999877929688,169.4199981689453,154.01556396484375,1230400,,,,,,,,
2020-04-30,166.9499969482422,167.61000061035156,162.38999938964844,164.69000244140625,149.7156524658203,1161100,,,,,,,,
2020-05-01,162.60000610351562,164.77999877929688,160.75,161.57000732421875,146.8793487548828,968500,,,,,,,,
2020-05-04,159.58999633789062,164.2100067138672,158.4199981689453,163.75,149.5553741455078,911800,,,,,,,,
2020-05-05,164.0,165.61000061035156,162.3800048828125,163.00999450683594,148.87950134277344,1054900,,,,,,,,
2020-05-06,164.11000061035156,166.9600067138672,163.13999938964844,165.47999572753906,151.13536071777344,931900,,,,,,,,
2020-05-07,167.72999572753906,168.0,163.6699981689453,164.77000427246094,150.48690795898438,860000,,,,,,,,
2020-05-08,160.8000030517578,166.85000610351562,159.5500030517578,166.05999755859375,151.66513061523438,1129100,,,,,,,,
2020-05-11,163.02000427246094,166.3300018310547,162.1199951171875,163.3000030517578,149.1443634033203,1262400,,,,,,,,
2020-05-12,165.19000244140625,165.3699951171875,160.47000122070312,160.52000427246094,146.60531616210938,917700,,,,,,,,
2020-05-13,161.0,161.0,153.10000610351562,155.32000732421875,141.85609436035156,1669200,,,,,,,,
2020-05-14,152.77000427246094,158.27999877929688,151.52999877929688,157.9600067138672,144.2672576904297,1376900,,,,,,,,
2020-05-15,157.22999572753906,160.08999633789062,155.89999389648438,158.49000549316406,144.7513427734375,1112400,,,,,,,,
2020-05-18,161.83999633789062,169.47999572753906,161.83999633789062,168.50999450683594,153.9027099609375,1848200,,,,,,,,
2020-05-19,167.6300048828125,172.66000366210938,165.4499969482422,168.89999389648438,154.2589111328125,1094300,,,,,,,,
2020-05-20,171.38999938964844,173.6199951171875,169.36000061035156,172.47000122070312,157.51947021484375,1125500,,,,,,,,
2020-05-21,171.7899932861328,172.50999450683594,168.2899932861328,171.0,156.1768798828125,971800,,,,,,,,
2020-05-22,170.8699951171875,172.82000732421875,168.16000366210938,172.30999755859375,157.37330627441406,1051300,,,,,,,,
2020-05-26,175.10000610351562,179.0800018310547,174.9499969482422,176.41000366210938,161.11793518066406,1505500,,,,,,,,
2020-05-27,179.24000549316406,179.42999267578125,171.36000061035156,179.3800048828125,163.83047485351562,1428400,,,,,,,,
2020-05-28,180.0,180.0,175.22999572753906,175.44000244140625,160.2320098876953,823000,,,,,,,,
2020-05-29,172.7100067138672,176.22999572753906,170.5399932861328,172.6999969482422,157.7294921875,1668800,,,,,,,,
2020-06-01,172.39999389648438,176.27999877929688,171.27999877929688,173.25,158.2318115234375,1401200,,,,,,,,
2020-06-02,174.2899932861328,175.24000549316406,171.3699951171875,173.22999572753906,158.21353149414062,1158300,,,,,,,,
2020-06-03,173.47000122070312,176.1699981689453,172.77000427246094,174.82000732421875,159.66574096679688,1201500,,,,,,,,
2020-06-04,174.69000244140625,176.25999450683594,173.36000061035156,175.72999572753906,160.49688720703125,1898800,,,,,,,,
2020-06-05,179.07000732421875,183.25999450683594,177.58999633789062,181.4199981689453,165.69358825683594,1753200,,,,,,,,
2020-06-08,183.52999877929688,186.3300018310547,183.00999450683594,185.92999267578125,169.81268310546875,960100,,,,,,,,
2020-06-09,182.63999938964844,183.80999755859375,180.07000732421875,183.39999389648438,167.50196838378906,1135300,,,,,,,,
2020-06-10,183.58999633789062,183.58999633789062,179.2899932861328,180.3000030517578,164.6707000732422,1299400,,,,,,,,
2020-06-11,173.86000061035156,175.57000732421875,167.82000732421875,168.6699981689453,154.048828125,1500700,,,,,,,,
2020-06-12,172.94000244140625,173.8300018310547,167.27000427246094,170.27999877929688,155.519287109375,929300,,,,,,,,
2020-06-15,166.52999877929688,174.9499969482422,164.25,173.69000244140625,158.63369750976562,1132800,,,,,,,,
2020-06-16,179.27999877929688,180.25999450683594,173.6999969482422,177.4600067138672,162.07691955566406,1276300,,,,,,,,
2020-06-17,178.7100067138672,180.4600067138672,177.42999267578125,178.7100067138672,163.21852111816406,978200,,,,,,,,
2020-06-18,178.5500030517578,184.50999450683594,177.85000610351562,184.25,168.27828979492188,1229700,,,,,,,,
2020-06-19,187.64999389648438,189.3699951171875,181.22000122070312,181.41000366210938,165.6844482421875,2638300,,,,,,,,
2020-06-22,180.44000244140625,181.99000549316406,178.1199951171875,179.7100067138672,164.13189697265625,984300,,,,,,,,
2020-06-23,181.22000122070312,182.1300048828125,179.33999633789062,180.4600067138672,164.81687927246094,857300,,,,,,,,
2020-06-24,178.64999389648438,179.74000549316406,171.41000366210938,171.66000366210938,156.7796630859375,1418700,,,,,,,,
2020-06-25,171.74000549316406,174.00999450683594,168.74000549316406,173.3300018310547,158.30490112304688,1132200,,,,,,,,
2020-06-26,174.08999633789062,174.08999633789062,166.52000427246094,168.99000549316406,154.34109497070312,1662800,,,,,,,,
2020-06-29,170.0,174.49000549316406,168.39999389648438,174.1699981689453,159.07208251953125,1160500,,,,,,,,
2020-06-30,174.7899932861328,175.11000061035156,172.33999633789062,174.9499969482422,159.7844696044922,1134200,,,,,,,,
2020-07-01,182.92999267578125,189.9199981689453,182.0399932861328,185.8800048828125,169.7670135498047,3465200,,,,,,,,
2020-07-02,189.17999267578125,190.74000549316406,185.38999938964844,185.8000030517578,169.69393920898438,1895100,,,,,,,,
2020-07-06,188.1199951171875,189.3800048828125,185.2100067138672,186.49000549316406,170.32411193847656,1004800,,,,,,,,
2020-07-07,184.17999267578125,186.58999633789062,182.27000427246094,182.4600067138672,166.64349365234375,904900,,,,,,,,
2020-07-08,183.27999877929688,184.11000061035156,181.3000030517578,183.47999572753906,167.57504272460938,800200,,,,,,,,
2020-07-09,184.24000549316406,185.5,181.7100067138672,182.38999938964844,166.57952880859375,1202100,,,,,,,,
2020-07-10,182.92999267578125,184.99000549316406,182.11000061035156,184.92999267578125,168.8993377685547,567600,,,,,,,,
2020-07-13,185.5,185.72999572753906,179.24000549316406,179.69000244140625,164.1135711669922,1136100,,,,,,,,
2020-07-14,179.0,179.89999389648438,176.24000549316406,179.17999267578125,163.6477813720703,1538000,,,,,,,,
2020-07-15,181.0500030517578,182.66000366210938,179.69000244140625,182.6300048828125,166.79873657226562,1365400,,,,,,,,
2020-07-16,181.88999938964844,183.72999572753906,180.61000061035156,181.24000549316406,165.5292510986328,1154900,,,,,,,,
2020-07-17,182.2899932861328,183.1300048828125,180.39999389648438,180.61000061035156,164.95379638671875,1093500,,,,,,,,
2020-07-20,179.64999389648438,180.32000732421875,175.39999389648438,177.60000610351562,162.2047576904297,1221100,,,,,,,,
2020-07-21,178.55999755859375,184.07000732421875,178.41000366210938,180.77000427246094,165.0999755859375,1225300,,,,,,,,
2020-07-22,180.39999389648438,181.0,178.8300018310547,179.49000549316406,163.93093872070312,1011600,,,,,,,,
2020-07-23,180.3800048828125,182.9199981689453,178.7899932861328,179.0,163.48338317871094,1536700,,,,,,,,
2020-07-24,179.1999969482422,180.22000122070312,177.7100067138672,179.85000610351562,164.2597198486328,803900,,,,,,,,
2020-07-27,179.3000030517578,179.8800048828125,177.25999450683594,178.88999938964844,163.38291931152344,886600,,,,,,,,
2020-07-28,178.58999633789062,182.11000061035156,178.1699981689453,179.52000427246094,163.9583282470703,961800,,,,,,,,
2020-07-29,180.5500030517578,182.3000030517578,179.5,181.61000061035156,165.86712646484375,556100,,,,,,,,
2020-07-30,180.2100067138672,181.8800048828125,178.82000732421875,180.8300018310547,165.15476989746094,622600,,,,,,,,
2020-07-31,180.3000030517578,180.91000366210938,175.74000549316406,178.1999969482422,162.75274658203125,1095800,,,,,,,,
2020-08-03,178.1999969482422,178.1999969482422,172.74000549316406,173.2899932861328,158.2683563232422,1233900,,,,,,,,
2020-08-04,173.0,174.49000549316406,171.57000732421875,171.69000244140625,156.8070831298828,1208500,,,,,,,,
2020-08-05,172.11000061035156,173.57000732421875,172.11000061035156,173.42999267578125,158.39622497558594,736100,,,,,,,,
2020-08-06,171.00999450683594,173.0,170.25,171.08999633789062,156.2590789794922,1426300,,,,,,,,
2020-08-07,170.38999938964844,173.00999450683594,170.0500030517578,172.27000427246094,157.33682250976562,1456100,,,,,,,,
2020-08-10,171.7100067138672,172.94000244140625,170.94000244140625,171.4499969482422,157.27259826660156,757400,,,,,,,,
2020-08-11,173.77000427246094,174.50999450683594,171.88999938964844,172.8699951171875,158.57513427734375,926500,,,,,,,,
2020-08-12,174.3800048828125,177.10000610351562,173.88999938964844,175.5,160.9876708984375,1185300,,,,,,,,
2020-08-13,174.42999267578125,177.13999938964844,174.1199951171875,176.6199951171875,162.0150604248047,587300,,,,,,,,
2020-08-14,176.11000061035156,178.0800018310547,175.77000427246094,176.02999877929688,161.47384643554688,574000,,,,,,,,
2020-08-17,176.36000061035156,177.14999389648438,173.38999938964844,173.69000244140625,159.3273162841797,833400,,,,,,,,
2020-08-18,174.05999755859375,178.6199951171875,173.72999572753906,178.17999267578125,163.446044921875,1515700,,,,,,,,
2020-08-19,178.19000244140625,180.39999389648438,177.7899932861328,180.0,165.11557006835938,971700,,,,,,,,
2020-08-20,178.3000030517578,179.6300048828125,177.75999450683594,178.33999633789062,163.59283447265625,875200,,,,,,,,
2020-08-21,179.0,179.55999755859375,177.13999938964844,179.2899932861328,164.46426391601562,916700,,,,,,,,
2020-08-24,178.75999450683594,181.5,177.8800048828125,181.49000549316406,166.4823455810547,695600,,,,,,,,
2020-08-25,181.25999450683594,181.55999755859375,179.1999969482422,180.17999267578125,165.28067016601562,703700,,,,,,,,
2020-08-26,179.94000244140625,181.77000427246094,179.11000061035156,181.36000061035156,166.3631134033203,748700,,,,,,,,
2020-08-27,182.0,183.94000244140625,181.63999938964844,182.64999389648438,167.5464324951172,733000,,,,,,,,
2020-08-28,182.6699981689453,185.75,181.19000244140625,185.3699951171875,170.04151916503906,775200,,,,,,,,
2020-08-31,185.4600067138672,185.8300018310547,183.3300018310547,184.47999572753906,169.22508239746094,733400,,,,,,,,
2020-09-01,183.89999389648438,186.10000610351562,183.3800048828125,185.94000244140625,170.56439208984375,973100,,,,,,,,
2020-09-02,186.97999572753906,189.47000122070312,185.97000122070312,188.00999450683594,172.46319580078125,1296500,,,,,,,,
2020-09-03,189.44000244140625,191.36000061035156,187.82000732421875,190.5800018310547,174.82070922851562,1614700,,,,,,,,
2020-09-04,191.05999755859375,192.47999572753906,187.5500030517578,191.52000427246094,175.68299865722656,1043200,,,,,,,,
2020-09-08,190.10000610351562,190.88999938964844,185.47999572753906,187.75999450683594,172.23390197753906,983000,,,,,,,,
2020-09-09,189.50999450683594,191.35000610351562,185.7899932861328,189.92999267578125,174.2244415283203,1443900,,,,,,,,
2020-09-10,189.72999572753906,191.11000061035156,188.08999633789062,188.72999572753906,173.1236572265625,884900,,,,,,,,
2020-09-11,188.7899932861328,190.2899932861328,186.4600067138672,188.80999755859375,173.197021484375,863100,,,,,,,,
2020-09-14,189.8699951171875,196.47000122070312,189.24000549316406,195.30999755859375,179.1595458984375,1467600,,,,,,,,
2020-09-15,196.72000122070312,197.97000122070312,195.25,196.58999633789062,180.33372497558594,1042000,,,,,,,,
2020-09-16,197.0,197.22999572753906,192.8300018310547,193.1999969482422,177.22402954101562,1030900,,,,,,,,
2020-09-17,192.32000732421875,194.92999267578125,190.74000549316406,192.2100067138672,176.31585693359375,765500,,,,,,,,
2020-09-18,191.1699981689453,193.05999755859375,185.05999755859375,187.80999755859375,172.27975463867188,1624100,,,,,,,,
2020-09-21,185.4499969482422,185.5,180.57000732421875,185.05999755859375,169.75711059570312,1109700,,,,,,,,
2020-09-22,185.08999633789062,189.3000030517578,185.07000732421875,188.5,172.9126739501953,611800,,,,,,,,
2020-09-23,188.24000549316406,190.47999572753906,186.47999572753906,186.57000732421875,171.14230346679688,899100,,,,,,,,
2020-09-24,185.47000122070312,185.99000549316406,179.7899932861328,181.8699951171875,166.8309326171875,1262500,,,,,,,,
2020-09-25,181.05999755859375,182.24000549316406,180.1199951171875,181.82000732421875,166.78506469726562,1865200,,,,,,,,
2020-09-28,184.69000244140625,186.0500030517578,183.8800048828125,185.4499969482422,170.11489868164062,1578200,,,,,,,,
2020-09-29,186.75999450683594,190.16000366210938,186.02999877929688,187.52000427246094,172.0137176513672,991800,,,,,,,,
2020-09-30,187.97000122070312,190.57000732421875,187.55999755859375,189.50999450683594,173.8391571044922,1309500,,,,,,,,
2020-10-01,191.0,191.0,183.41000366210938,184.61000061035156,169.34434509277344,1899400,,,,,,,,
2020-10-02,184.36000061035156,189.3000030517578,183.3000030517578,185.60000610351562,170.2525177001953,1328700,,,,,,,,
2020-10-05,185.39999389648438,186.0500030517578,182.82000732421875,183.60000610351562,168.4178924560547,961400,,,,,,,,
2020-10-06,183.5,184.8699951171875,180.30999755859375,180.5800018310547,165.6476287841797,850600,,,,,,,,
2020-10-07,182.02000427246094,183.97999572753906,181.1199951171875,181.47999572753906,166.4731903076172,848600,,,,,,,,
2020-10-08,181.5800018310547,185.22999572753906,180.6999969482422,185.14999389648438,169.8397216796875,1095500,,,,,,,,
2020-10-09,186.24000549316406,187.44000244140625,184.83999633789062,186.64999389648438,171.21563720703125,865900,,,,,,,,
2020-10-12,187.25999450683594,189.55999755859375,186.35000610351562,187.00999450683594,171.5458984375,642100,,,,,,,,
2020-10-13,185.88999938964844,188.16000366210938,185.49000549316406,187.52999877929688,172.02285766601562,665800,,,,,,,,
2020-10-14,184.25999450683594,186.3800048828125,183.0500030517578,183.11000061035156,167.96841430664062,698200,,,,,,,,
2020-10-15,180.49000549316406,182.8699951171875,180.49000549316406,181.5500030517578,166.5373992919922,790900,,,,,,,,
2020-10-16,182.3000030517578,184.14999389648438,181.25,181.47999572753906,166.4731903076172,827400,,,,,,,,
2020-10-19,182.0,183.52999877929688,179.3000030517578,180.63999938964844,165.70262145996094,967800,,,,,,,,
2020-10-20,182.5,183.4600067138672,180.3000030517578,180.3300018310547,165.41827392578125,617800,,,,,,,,
2020-10-21,180.0,181.5,179.19000244140625,179.63999938964844,164.7853546142578,619300,,,,,,,,
2020-10-22,179.07000732421875,179.92999267578125,177.6999969482422,178.39999389648438,163.64785766601562,1035200,,,,,,,,
2020-10-23,180.0,180.49000549316406,176.9499969482422,179.4600067138672,164.62022399902344,1108300,,,,,,,,
2020-10-26,178.22000122070312,178.33999633789062,173.82000732421875,174.97000122070312,160.5015106201172,1294500,,,,,,,,
2020-10-27,174.5399932861328,177.3000030517578,172.1300048828125,172.16000366210938,157.92388916015625,843700,,,,,,,,
2020-10-28,169.60000610351562,169.75,164.89999389648438,165.00999450683594,151.3650665283203,1828500,,,,,,,,
2020-10-29,164.72000122070312,167.10000610351562,163.67999267578125,165.85000610351562,152.1356201171875,1192500,,,,,,,,
2020-10-30,164.7899932861328,165.24000549316406,160.6300048828125,165.22999572753906,151.56690979003906,1549200,,,,,,,,
2020-11-02,168.5500030517578,176.9600067138672,166.86000061035156,176.38999938964844,161.80404663085938,1699600,,,,,,,,
2020-11-03,180.00999450683594,185.74000549316406,180.00999450683594,184.83999633789062,169.55532836914062,1684300,,,,,,,,
2020-11-04,185.36000061035156,186.3699951171875,180.74000549316406,180.85000610351562,165.8953094482422,1130400,,,,,,,,
2020-11-05,183.0800018310547,184.72000122070312,182.42999267578125,183.47999572753906,169.00868225097656,979900,,,,,,,,
2020-11-06,183.08999633789062,186.97000122070312,182.13999938964844,185.77999877929688,171.12730407714844,886000,,,,,,,,
2020-11-09,195.16000366210938,206.86000061035156,193.49000549316406,200.75,184.91659545898438,2394000,,,,,,,,
2020-11-10,202.88999938964844,203.64999389648438,198.44000244140625,200.55999755859375,184.74154663085938,1968400,,,,,,,,
2020-11-11,202.4499969482422,202.58999633789062,194.0800018310547,194.52999877929688,179.1871795654297,1741000,,,,,,,,
2020-11-12,193.5,197.50999450683594,192.1999969482422,194.89999389648438,179.52796936035156,863000,,,,,,,,
2020-11-13,196.02999877929688,202.49000549316406,195.5,202.00999450683594,186.07720947265625,919900,,,,,,,,
2020-11-16,205.9499969482422,207.89999389648438,203.3300018310547,206.10000610351562,189.84461975097656,937600,,,,,,,,
2020-11-17,204.0,205.92999267578125,201.1999969482422,205.0500030517578,188.87747192382812,944900,,,,,,,,
2020-11-18,205.08999633789062,207.64999389648438,203.10000610351562,203.75,187.6799774169922,807300,,,,,,,,
2020-11-19,202.3800048828125,204.33999633789062,201.35000610351562,204.2100067138672,188.10369873046875,759100,,,,,,,,
2020-11-20,203.47000122070312,204.27000427246094,200.1300048828125,200.57000732421875,184.7507781982422,569700,,,,,,,,
2020-11-23,201.0800018310547,203.4199981689453,200.36000061035156,201.5800018310547,185.68112182617188,656200,,,,,,,,
2020-11-24,203.35000610351562,208.66000366210938,202.83999633789062,207.8000030517578,191.4105682373047,1015700,,,,,,,,
2020-11-25,207.1999969482422,207.3800048828125,204.0500030517578,204.6999969482422,188.5550537109375,1144100,,,,,,,,
2020-11-27,204.64999389648438,205.55999755859375,203.4199981689453,204.80999755859375,188.6563720703125,534000,,,,,,,,
2020-11-30,203.52999877929688,205.94000244140625,202.5399932861328,205.83999633789062,189.60513305664062,1104400,,,,,,,,
2020-12-01,208.35000610351562,210.5,205.0,205.74000549316406,189.5130157470703,1040000,,,,,,,,
2020-12-02,205.0,206.2100067138672,202.6999969482422,204.99000549316406,188.82217407226562,749100,,,,,,,,
2020-12-03,205.91000366210938,211.63999938964844,205.0,209.77999877929688,193.234375,1335700,,,,,,,,
2020-12-04,210.11000061035156,213.7899932861328,209.6699981689453,213.7899932861328,196.92813110351562,1231600,,,,,,,,
2020-12-07,214.02000427246094,214.11000061035156,211.50999450683594,212.0399932861328,195.31610107421875,993800,,,,,,,,
2020-12-08,212.44000244140625,214.63999938964844,211.64999389648438,213.00999450683594,196.20960998535156,762500,,,,,,,,
2020-12-09,212.25,212.60000610351562,208.55999755859375,209.3800048828125,192.865966796875,806900,,,,,,,,
2020-12-10,208.1300048828125,210.19000244140625,206.77000427246094,207.2899932861328,190.9407501220703,1054900,,,,,,,,
2020-12-11,206.0,207.60000610351562,204.4600067138672,205.2899932861328,189.0985107421875,1312600,,,,,,,,
2020-12-14,207.5399932861328,208.86000061035156,206.0500030517578,207.0,190.6736297607422,1377900,,,,,,,,
2020-12-15,207.83999633789062,214.82000732421875,207.75999450683594,212.25,195.509521484375,1814800,,,,,,,,
