date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GILD')","('high', 'GILD')","('low', 'GILD')","('close', 'GILD')","('adj_close', 'GILD')","('volume', 'GILD')","('currency', '')"
2020-01-02,65.52999877929688,65.73999786376953,65.04000091552734,65.2300033569336,51.734962463378906,5038200,,,,,,,,
2020-01-03,64.62999725341797,65.37000274658203,64.55999755859375,65.06999969482422,51.608070373535156,4689700,,,,,,,,
2020-01-06,64.66999816894531,65.83000183105469,64.66000366210938,65.6500015258789,52.06806945800781,8248700,,,,,,,,
2020-01-07,65.26000213623047,65.29000091552734,64.16999816894531,65.12000274658203,51.6477165222168,8082600,,,,,,,,
2020-01-08,65.11000061035156,66.23999786376953,64.80999755859375,65.80000305175781,52.18703842163086,6607300,,,,,,,,
2020-01-09,65.80999755859375,66.06999969482422,65.30000305175781,65.83999633789062,52.21875762939453,5942300,,,,,,,,
2020-01-10,66.0,66.08999633789062,64.9800033569336,65.02999877929688,51.57633972167969,5153900,,,,,,,,
2020-01-13,65.05000305175781,65.26000213623047,64.08000183105469,64.30999755859375,51.00529479980469,6868900,,,,,,,,
2020-01-14,64.41000366210938,64.55999755859375,63.90999984741211,64.19999694824219,50.918052673339844,9929700,,,,,,,,
2020-01-15,64.06999969482422,64.93000030517578,63.97999954223633,64.0999984741211,50.8387336730957,7080600,,,,,,,,
2020-01-16,64.29000091552734,64.37999725341797,63.119998931884766,63.20000076293945,50.12493133544922,10633900,,,,,,,,
2020-01-17,63.5,63.5,62.56999969482422,62.97999954223633,49.95044708251953,13457600,,,,,,,,
2020-01-21,62.90999984741211,62.91999816894531,62.22999954223633,62.630001068115234,49.67286682128906,12261100,,,,,,,,
2020-01-22,62.79999923706055,63.43000030517578,62.599998474121094,63.400001525878906,50.28356170654297,7906100,,,,,,,,
2020-01-23,63.25,64.05999755859375,62.7400016784668,63.939998626708984,50.71184158325195,14648700,,,,,,,,
2020-01-24,64.06999969482422,64.19999694824219,62.84000015258789,63.150001525878906,50.08528518676758,18685100,,,,,,,,
2020-01-27,63.0,64.27999877929688,62.79999923706055,63.83000183105469,50.624595642089844,10421600,,,,,,,,
2020-01-28,64.25,64.87999725341797,64.08999633789062,64.36000061035156,51.044944763183594,10241100,,,,,,,,
2020-01-29,64.41999816894531,65.13999938964844,64.22000122070312,64.30000305175781,50.99735641479492,7071000,,,,,,,,
2020-01-30,63.900001525878906,64.0999984741211,63.029998779296875,64.02999877929688,50.7832145690918,8771800,,,,,,,,
2020-01-31,63.79999923706055,63.93000030517578,62.599998474121094,63.20000076293945,50.12493133544922,11416800,,,,,,,,
2020-02-03,67.73999786376953,68.68000030517578,65.48999786376953,66.36000061035156,52.63117218017578,35527100,,,,,,,,
2020-02-04,68.0,68.01000213623047,66.87999725341797,67.4000015258789,53.45602798461914,15904100,,,,,,,,
2020-02-05,66.22000122070312,66.55000305175781,64.06999969482422,65.87000274658203,52.24254608154297,21184500,,,,,,,,
2020-02-06,67.29000091552734,69.9000015258789,66.05000305175781,68.20999908447266,54.09843826293945,28805500,,,,,,,,
2020-02-07,69.9800033569336,71.19000244140625,68.38999938964844,68.87000274658203,54.62190628051758,27320100,,,,,,,,
2020-02-10,69.31999969482422,69.4000015258789,67.61000061035156,68.98999786376953,54.71708297729492,24347800,,,,,,,,
2020-02-11,68.93000030517578,68.98999786376953,67.5,67.76000213623047,53.74155044555664,12858700,,,,,,,,
2020-02-12,67.5,67.81999969482422,66.31999969482422,66.94999694824219,53.09912109375,13927100,,,,,,,,
2020-02-13,67.12999725341797,67.7699966430664,66.5199966430664,66.80000305175781,52.98015213012695,8031000,,,,,,,,
2020-02-14,67.41000366210938,67.66000366210938,67.04000091552734,67.55999755859375,53.58292007446289,9109100,,,,,,,,
2020-02-18,67.55999755859375,67.80000305175781,66.70999908447266,67.01000213623047,53.146705627441406,9904700,,,,,,,,
2020-02-19,67.19999694824219,67.54000091552734,66.81999969482422,67.3499984741211,53.416358947753906,7754000,,,,,,,,
2020-02-20,67.26000213623047,67.36000061035156,66.0999984741211,67.0,53.138771057128906,8697200,,,,,,,,
2020-02-21,67.18000030517578,69.77999877929688,66.80999755859375,69.69999694824219,55.280189514160156,22478200,,,,,,,,
2020-02-24,73.88999938964844,74.5199966430664,71.58999633789062,72.9000015258789,57.81816864013672,42905000,,,,,,,,
2020-02-25,73.7300033569336,73.8499984741211,69.0199966430664,70.0999984741211,55.59743881225586,39199200,,,,,,,,
2020-02-26,71.31999969482422,75.47000122070312,70.72000122070312,74.69999694824219,59.24576187133789,35000500,,,,,,,,
2020-02-27,78.30999755859375,78.87999725341797,72.26000213623047,72.66000366210938,57.6278190612793,51482500,,,,,,,,
2020-02-28,70.16999816894531,71.08000183105469,66.62999725341797,69.36000061035156,55.010528564453125,33786900,,,,,,,,
2020-03-02,70.31999969482422,75.41000366210938,70.08000183105469,75.4000015258789,59.80095672607422,31113000,,,,,,,,
2020-03-03,74.2699966430664,74.81999969482422,71.51000213623047,74.20999908447266,58.857147216796875,24482000,,,,,,,,
2020-03-04,74.9000015258789,76.01000213623047,72.58999633789062,76.01000213623047,60.28474807739258,23741700,,,,,,,,
2020-03-05,75.0,77.5,74.52999877929688,76.12999725341797,60.379913330078125,22727600,,,,,,,,
2020-03-06,75.31999969482422,80.4000015258789,75.0999984741211,80.22000122070312,63.6237678527832,31704700,,,,,,,,
2020-03-09,77.91999816894531,78.19000244140625,73.08999633789062,73.5199966430664,58.30988693237305,32839400,,,,,,,,
2020-03-10,75.51000213623047,75.55999755859375,68.77999877929688,72.33999633789062,57.37400436401367,27660000,,,,,,,,
2020-03-11,73.9000015258789,75.37999725341797,72.77999877929688,73.69999694824219,58.4526481628418,32018600,,,,,,,,
2020-03-12,70.44000244140625,72.86000061035156,67.87999725341797,68.58000183105469,54.8984375,26364600,,,,,,,,
2020-03-13,71.93000030517578,72.0,67.5,70.75,56.6355094909668,30116100,,,,,,,,
2020-03-16,67.23999786376953,72.80000305175781,64.41000366210938,68.9000015258789,55.15459060668945,26764600,,,,,,,,
2020-03-17,70.0,76.08000183105469,69.0,74.5199966430664,59.65340805053711,28823700,,,,,,,,
2020-03-18,73.61000061035156,80.0,72.97000122070312,79.41999816894531,63.57585144042969,34965900,,,,,,,,
2020-03-19,80.9800033569336,85.97000122070312,78.29000091552734,78.55000305175781,62.87942123413086,46268200,,,,,,,,
2020-03-20,79.5,81.5999984741211,72.16999816894531,73.26000213623047,58.64476013183594,35110200,,,,,,,,
2020-03-23,75.30000305175781,75.30000305175781,68.86000061035156,72.61000061035156,58.124446868896484,19875200,,,,,,,,
2020-03-24,75.12999725341797,75.83000183105469,72.11000061035156,73.95999908447266,59.205116271972656,20608100,,,,,,,,
2020-03-25,73.87000274658203,74.48999786376953,69.33999633789062,69.66000366210938,55.76296615600586,24138100,,,,,,,,
2020-03-26,69.9000015258789,73.91000366210938,69.75,73.86000061035156,59.12508010864258,18351900,,,,,,,,
2020-03-27,73.70999908447266,75.38999938964844,71.91000366210938,72.8499984741211,58.31657409667969,16521600,,,,,,,,
2020-03-30,75.3499984741211,76.41999816894531,73.88999938964844,75.93000030517578,60.7821159362793,15929400,,,,,,,,
2020-03-31,75.94999694824219,76.33000183105469,73.79000091552734,74.76000213623047,59.84553146362305,12111900,,,,,,,,
2020-04-01,74.31999969482422,74.38999938964844,72.0,72.51000213623047,58.044395446777344,12177600,,,,,,,,
2020-04-02,71.80999755859375,77.4800033569336,71.37999725341797,76.9800033569336,61.6226692199707,20482100,,,,,,,,
2020-04-03,77.41000366210938,79.47000122070312,76.36000061035156,78.20999908447266,62.607261657714844,19421800,,,,,,,,
2020-04-06,79.23999786376953,79.6500015258789,75.87999725341797,77.7300033569336,62.22303009033203,19101100,,,,,,,,
2020-04-07,77.30000305175781,77.68000030517578,72.5,74.66999816894531,59.77349853515625,19917900,,,,,,,,
2020-04-08,74.7300033569336,75.12999725341797,73.56999969482422,74.98999786376953,60.02965545654297,12215400,,,,,,,,
2020-04-09,74.37000274658203,74.5999984741211,72.94999694824219,73.51000213623047,58.84489822387695,12798600,,,,,,,,
2020-04-13,75.80000305175781,76.0,73.72000122070312,75.27999877929688,60.26179504394531,16255600,,,,,,,,
2020-04-14,75.9800033569336,77.8499984741211,75.33999633789062,77.75,62.2390251159668,14379300,,,,,,,,
2020-04-15,76.16000366210938,76.58999633789062,74.47000122070312,74.62999725341797,59.7414665222168,11397400,,,,,,,,
2020-04-16,74.83999633789062,76.95999908447266,74.44999694824219,76.54000091552734,61.270423889160156,20935400,,,,,,,,
2020-04-17,85.16999816894531,85.79000091552734,81.01000213623047,83.98999786376953,67.23417663574219,94348500,,,,,,,,
2020-04-20,82.98999786376953,85.18000030517578,80.6500015258789,81.26000213623047,65.04878234863281,31003600,,,,,,,,
2020-04-21,80.25,82.23999786376953,78.26000213623047,78.52999877929688,62.86341094970703,19989400,,,,,,,,
2020-04-22,79.58000183105469,81.55999755859375,78.80999755859375,81.30999755859375,65.08882141113281,13970300,,,,,,,,
2020-04-23,82.16999816894531,84.0,74.4000015258789,77.77999877929688,62.2630500793457,65439700,,,,,,,,
2020-04-24,77.0999984741211,80.1500015258789,76.25,79.63999938964844,63.75198745727539,24424200,,,,,,,,
2020-04-27,79.9000015258789,80.4000015258789,78.23999786376953,79.9000015258789,63.96010208129883,14640700,,,,,,,,
2020-04-28,79.88999938964844,80.06999969482422,78.08000183105469,78.66999816894531,62.97548294067383,9778200,,,,,,,,
2020-04-29,83.97000122070312,85.01000213623047,80.05000305175781,83.13999938964844,66.55372619628906,78230200,,,,,,,,
2020-04-30,85.47000122070312,85.66999816894531,81.33000183105469,84.0,67.24217224121094,39332600,,,,,,,,
2020-05-01,81.19999694824219,81.4000015258789,77.62000274658203,79.94999694824219,64.00013732910156,34498100,,,,,,,,
2020-05-04,81.62000274658203,81.76000213623047,79.19000244140625,80.25,64.24027252197266,19203000,,,,,,,,
2020-05-05,79.33000183105469,79.83000183105469,78.51000213623047,79.13999938964844,63.35173416137695,14925900,,,,,,,,
2020-05-06,78.9000015258789,79.36000061035156,77.26000213623047,77.47000122070312,62.01490020751953,12591900,,,,,,,,
2020-05-07,77.9000015258789,78.43000030517578,76.80999755859375,77.61000061035156,62.12697982788086,13491700,,,,,,,,
2020-05-08,77.76000213623047,78.44000244140625,76.87000274658203,77.48999786376953,62.030906677246094,10539200,,,,,,,,
2020-05-11,77.7699966430664,80.91999816894531,77.62000274658203,80.80000305175781,64.68055725097656,13340500,,,,,,,,
2020-05-12,80.20999908447266,80.4800033569336,77.91000366210938,77.94999694824219,62.399112701416016,12140800,,,,,,,,
2020-05-13,79.30000305175781,79.3499984741211,76.9000015258789,77.05999755859375,61.686683654785156,11166300,,,,,,,,
2020-05-14,76.55000305175781,77.80999755859375,75.83000183105469,77.2300033569336,61.822776794433594,10711900,,,,,,,,
