date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KDDIF')","('high', 'KDDIF')","('low', 'KDDIF')","('close', 'KDDIF')","('adj_close', 'KDDIF')","('volume', 'KDDIF')","('currency', '')"
2020-01-02,30.0,30.0,30.0,30.0,26.983545303344727,0,,,,,,,,
2020-01-03,30.0,30.0,30.0,30.0,26.983545303344727,0,,,,,,,,
2020-01-06,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,42200,,,,,,,,
2020-01-07,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-08,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-09,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-10,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-13,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-14,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-15,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-16,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-17,30.08099937438965,30.08099937438965,30.08099937438965,30.08099937438965,27.056400299072266,0,,,,,,,,
2020-01-21,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,100,,,,,,,,
2020-01-22,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-23,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-24,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-27,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-28,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-29,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-30,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-01-31,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-02-03,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-02-04,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-02-05,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,26.848628997802734,0,,,,,,,,
2020-02-06,30.649999618530273,30.649999618530273,30.649999618530273,30.649999618530273,27.568187713623047,600,,,,,,,,
2020-02-07,30.649999618530273,30.649999618530273,30.649999618530273,30.649999618530273,27.568187713623047,0,,,,,,,,
2020-02-10,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,100,,,,,,,,
2020-02-11,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-12,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-13,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-14,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-18,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-19,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-20,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,200,,,,,,,,
2020-02-21,30.790000915527344,30.790000915527344,30.790000915527344,30.790000915527344,27.69411277770996,0,,,,,,,,
2020-02-24,30.5,30.5,30.5,30.5,27.433273315429688,100,,,,,,,,
2020-02-25,30.5,30.5,30.5,30.5,27.433273315429688,500,,,,,,,,
2020-02-26,30.5,30.5,30.5,30.5,27.433273315429688,0,,,,,,,,
2020-02-27,30.5,30.5,30.5,30.5,27.433273315429688,500,,,,,,,,
2020-02-28,27.5,27.5,27.190000534057617,27.190000534057617,24.45608901977539,300,,,,,,,,
2020-03-02,27.190000534057617,27.190000534057617,27.190000534057617,27.190000534057617,24.45608901977539,0,,,,,,,,
2020-03-03,27.190000534057617,27.190000534057617,27.190000534057617,27.190000534057617,24.45608901977539,0,,,,,,,,
2020-03-04,27.190000534057617,27.190000534057617,27.190000534057617,27.190000534057617,24.45608901977539,0,,,,,,,,
2020-03-05,27.190000534057617,27.190000534057617,27.190000534057617,27.190000534057617,24.45608901977539,800,,,,,,,,
2020-03-06,30.8799991607666,30.8799991607666,30.8799991607666,30.8799991607666,27.77506446838379,100,,,,,,,,
2020-03-09,30.8799991607666,30.8799991607666,30.8799991607666,30.8799991607666,27.77506446838379,0,,,,,,,,
2020-03-10,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,27.6131649017334,200,,,,,,,,
2020-03-11,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,27.6131649017334,0,,,,,,,,
2020-03-12,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,27.6131649017334,0,,,,,,,,
2020-03-13,30.700000762939453,30.700000762939453,30.700000762939453,30.700000762939453,27.6131649017334,8800,,,,,,,,
2020-03-16,26.82200050354004,26.82200050354004,26.82200050354004,26.82200050354004,24.125089645385742,1000,,,,,,,,
2020-03-17,27.200000762939453,27.200000762939453,27.200000762939453,27.200000762939453,24.465085983276367,400,,,,,,,,
2020-03-18,26.75,26.75,26.75,26.75,24.060327529907227,7700,,,,,,,,
2020-03-19,26.75,26.75,26.75,26.75,24.060327529907227,0,,,,,,,,
2020-03-20,26.270000457763672,26.270000457763672,26.270000457763672,26.270000457763672,23.62859344482422,1500,,,,,,,,
2020-03-23,26.270000457763672,26.270000457763672,26.270000457763672,26.270000457763672,23.62859344482422,4800,,,,,,,,
2020-03-24,26.270000457763672,26.270000457763672,26.270000457763672,26.270000457763672,23.62859344482422,2600,,,,,,,,
2020-03-25,26.270000457763672,26.270000457763672,26.270000457763672,26.270000457763672,23.62859344482422,0,,,,,,,,
2020-03-26,29.350000381469727,31.350000381469727,29.350000381469727,31.350000381469727,28.197803497314453,15800,,,,,,,,
2020-03-27,31.350000381469727,31.350000381469727,31.350000381469727,31.350000381469727,28.197803497314453,0,,,,,,,,
2020-03-30,31.350000381469727,31.350000381469727,31.350000381469727,31.350000381469727,28.450092315673828,0,,,,,,,,
2020-03-31,29.0,29.0,29.0,29.0,26.317468643188477,8100,,,,,,,,
2020-04-01,29.0,29.0,29.0,29.0,26.317468643188477,5300,,,,,,,,
2020-04-02,29.0,29.0,29.0,29.0,26.317468643188477,0,,,,,,,,
2020-04-03,29.0,29.0,29.0,29.0,26.317468643188477,0,,,,,,,,
2020-04-06,29.0,29.0,29.0,29.0,26.317468643188477,0,,,,,,,,
2020-04-07,29.0,29.0,29.0,29.0,26.317468643188477,0,,,,,,,,
2020-04-08,29.0,29.0,29.0,29.0,26.317468643188477,0,,,,,,,,
2020-04-09,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,26.408218383789062,800,,,,,,,,
2020-04-13,29.100000381469727,29.100000381469727,29.100000381469727,29.100000381469727,26.408218383789062,0,,,,,,,,
2020-04-14,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,1200,,,,,,,,
2020-04-15,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,1100,,,,,,,,
2020-04-16,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-17,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-20,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-21,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-22,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-23,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,26.50804328918457,0,,,,,,,,
2020-04-24,29.200000762939453,29.450000762939453,29.200000762939453,29.450000762939453,26.725841522216797,100,,,,,,,,
2020-04-27,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,26.725841522216797,0,,,,,,,,
2020-04-28,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,26.725841522216797,0,,,,,,,,
