date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FNAC.PA')","('high', 'FNAC.PA')","('low', 'FNAC.PA')","('close', 'FNAC.PA')","('adj_close', 'FNAC.PA')","('volume', 'FNAC.PA')","('currency', '')"
2020-01-02,53.04999923706055,53.849998474121094,52.54999923706055,52.900001525878906,45.539058685302734,36564,,,,,,,,
2020-01-03,53.0,53.0,50.900001525878906,51.5,44.333858489990234,58440,,,,,,,,
2020-01-06,51.5,51.70000076293945,50.099998474121094,50.400001525878906,43.38692855834961,42543,,,,,,,,
2020-01-07,50.5,51.599998474121094,50.5,50.75,43.68822479248047,33620,,,,,,,,
2020-01-08,50.599998474121094,50.75,49.63999938964844,50.75,43.68822479248047,43217,,,,,,,,
2020-01-09,50.95000076293945,51.04999923706055,50.45000076293945,50.650001525878906,43.602142333984375,33693,,,,,,,,
2020-01-10,50.54999923706055,50.75,50.45000076293945,50.650001525878906,43.602142333984375,24015,,,,,,,,
2020-01-13,50.70000076293945,51.45000076293945,50.650001525878906,50.75,43.68822479248047,18634,,,,,,,,
2020-01-14,51.0,51.20000076293945,50.45000076293945,50.95000076293945,43.86039352416992,21154,,,,,,,,
2020-01-15,51.0,51.150001525878906,50.04999923706055,50.599998474121094,43.5590934753418,27419,,,,,,,,
2020-01-16,50.5,51.29999923706055,50.349998474121094,50.650001525878906,43.602142333984375,27943,,,,,,,,
2020-01-17,46.0,47.0,41.599998474121094,46.97999954223633,40.44281768798828,702513,,,,,,,,
2020-01-20,46.779998779296875,46.880001068115234,45.720001220703125,46.119998931884766,39.70248031616211,155713,,,,,,,,
2020-01-21,46.0,46.7400016784668,45.68000030517578,46.599998474121094,40.11568832397461,209402,,,,,,,,
2020-01-22,46.52000045776367,47.099998474121094,46.0,46.68000030517578,40.1845588684082,121054,,,,,,,,
2020-01-23,46.65999984741211,46.939998626708984,45.97999954223633,46.20000076293945,39.7713508605957,84481,,,,,,,,
2020-01-24,46.5,46.63999938964844,45.79999923706055,45.939998626708984,39.54752731323242,100176,,,,,,,,
2020-01-27,45.5,45.880001068115234,45.040000915527344,45.779998779296875,39.409793853759766,76360,,,,,,,,
2020-01-28,45.7599983215332,46.0,45.060001373291016,45.65999984741211,39.30649185180664,88874,,,,,,,,
2020-01-29,45.84000015258789,45.900001525878906,44.52000045776367,44.599998474121094,38.393985748291016,149583,,,,,,,,
2020-01-30,44.31999969482422,44.58000183105469,43.68000030517578,44.380001068115234,38.2046012878418,56064,,,,,,,,
2020-01-31,44.459999084472656,44.84000015258789,43.86000061035156,44.060001373291016,37.92912673950195,79931,,,,,,,,
2020-02-03,43.900001525878906,43.900001525878906,41.79999923706055,43.040000915527344,37.051063537597656,120688,,,,,,,,
2020-02-04,43.2400016784668,44.619998931884766,43.2400016784668,44.279998779296875,38.11851119995117,84232,,,,,,,,
2020-02-05,44.459999084472656,45.63999938964844,44.31999969482422,44.70000076293945,38.480072021484375,47440,,,,,,,,
2020-02-06,45.0,45.380001068115234,44.68000030517578,45.0,38.73832702636719,36842,,,,,,,,
2020-02-07,45.0,45.0,43.5,43.79999923706055,37.705299377441406,57242,,,,,,,,
2020-02-10,43.599998474121094,44.279998779296875,43.29999923706055,43.70000076293945,37.61922073364258,48406,,,,,,,,
2020-02-11,43.959999084472656,44.58000183105469,43.36000061035156,44.52000045776367,38.32512283325195,45022,,,,,,,,
2020-02-12,44.68000030517578,45.2400016784668,44.619998931884766,44.97999954223633,38.72111129760742,43189,,,,,,,,
2020-02-13,45.0,45.040000915527344,44.060001373291016,44.720001220703125,38.497291564941406,29465,,,,,,,,
2020-02-14,44.70000076293945,45.36000061035156,44.5,44.52000045776367,38.32512283325195,37038,,,,,,,,
2020-02-17,44.29999923706055,44.880001068115234,43.7599983215332,43.900001525878906,37.7913932800293,42389,,,,,,,,
2020-02-18,43.400001525878906,43.5,42.5,42.91999816894531,36.94775390625,64087,,,,,,,,
2020-02-19,43.20000076293945,43.880001068115234,43.20000076293945,43.2599983215332,37.240447998046875,41906,,,,,,,,
2020-02-20,43.220001220703125,43.2599983215332,42.540000915527344,43.0,37.01662826538086,81183,,,,,,,,
2020-02-21,42.7400016784668,42.939998626708984,42.20000076293945,42.31999969482422,36.431243896484375,46270,,,,,,,,
2020-02-24,41.939998626708984,41.939998626708984,39.20000076293945,40.0,34.43406677246094,153299,,,,,,,,
2020-02-25,39.900001525878906,40.220001220703125,39.2400016784668,39.560001373291016,34.0552978515625,90303,,,,,,,,
2020-02-26,39.599998474121094,40.29999923706055,38.599998474121094,39.84000015258789,34.296329498291016,129260,,,,,,,,
2020-02-27,41.5,43.36000061035156,41.5,41.97999954223633,36.13855743408203,218556,,,,,,,,
2020-02-28,41.119998931884766,42.599998474121094,39.84000015258789,41.119998931884766,35.39822006225586,168816,,,,,,,,
2020-03-02,41.099998474121094,41.619998931884766,39.18000030517578,39.540000915527344,34.0380744934082,98571,,,,,,,,
2020-03-03,39.5,40.900001525878906,39.31999969482422,39.540000915527344,34.0380744934082,129717,,,,,,,,
2020-03-04,39.7599983215332,41.13999938964844,39.31999969482422,39.79999923706055,34.26189422607422,94132,,,,,,,,
2020-03-05,40.0,40.0,38.52000045776367,38.52000045776367,33.16000747680664,60640,,,,,,,,
2020-03-06,38.400001525878906,38.400001525878906,34.939998626708984,35.2400016784668,30.33641815185547,146587,,,,,,,,
2020-03-09,32.279998779296875,34.040000915527344,30.5,33.279998779296875,28.649145126342773,147952,,,,,,,,
2020-03-10,33.560001373291016,35.400001525878906,32.29999923706055,32.29999923706055,27.805511474609375,147928,,,,,,,,
