date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NKTR')","('high', 'NKTR')","('low', 'NKTR')","('close', 'NKTR')","('adj_close', 'NKTR')","('volume', 'NKTR')","('currency', '')"
2020-01-02,327.0,328.95001220703125,310.6499938964844,314.3999938964844,314.3999938964844,121180,,,,,,,,
2020-01-03,309.29998779296875,310.79998779296875,302.3999938964844,307.95001220703125,307.95001220703125,84347,,,,,,,,
2020-01-06,304.20001220703125,317.25,299.25,315.0,315.0,98900,,,,,,,,
2020-01-07,316.79998779296875,320.54998779296875,310.20001220703125,318.8999938964844,318.8999938964844,88900,,,,,,,,
2020-01-08,319.5,328.6499938964844,315.75,326.3999938964844,326.3999938964844,118287,,,,,,,,
2020-01-09,328.5,329.25,320.1000061035156,323.8500061035156,323.8500061035156,126947,,,,,,,,
2020-01-10,338.70001220703125,405.29998779296875,337.20001220703125,403.79998779296875,403.79998779296875,781433,,,,,,,,
2020-01-13,429.0,429.0,385.04998779296875,411.0,411.0,426540,,,,,,,,
2020-01-14,410.25,427.3500061035156,405.1499938964844,419.3999938964844,419.3999938964844,449273,,,,,,,,
2020-01-15,366.6000061035156,383.54998779296875,341.25,352.3500061035156,352.3500061035156,684060,,,,,,,,
2020-01-16,351.75,363.75,348.0,358.5,358.5,206087,,,,,,,,
2020-01-17,358.04998779296875,358.04998779296875,334.20001220703125,337.20001220703125,337.20001220703125,232140,,,,,,,,
2020-01-21,337.5,344.70001220703125,334.04998779296875,336.29998779296875,336.29998779296875,126080,,,,,,,,
2020-01-22,338.25,344.54998779296875,331.5,331.95001220703125,331.95001220703125,99567,,,,,,,,
2020-01-23,329.25,333.0,320.3999938964844,326.54998779296875,326.54998779296875,106240,,,,,,,,
2020-01-24,326.8500061035156,327.1499938964844,309.1499938964844,316.95001220703125,316.95001220703125,126787,,,,,,,,
2020-01-27,305.70001220703125,308.1000061035156,295.04998779296875,296.54998779296875,296.54998779296875,143733,,,,,,,,
2020-01-28,298.95001220703125,310.20001220703125,298.6499938964844,305.54998779296875,305.54998779296875,90627,,,,,,,,
2020-01-29,304.79998779296875,313.95001220703125,303.8999938964844,308.54998779296875,308.54998779296875,98267,,,,,,,,
2020-01-30,306.6000061035156,310.20001220703125,297.6000061035156,304.3500061035156,304.3500061035156,84987,,,,,,,,
2020-01-31,302.70001220703125,303.45001220703125,293.3999938964844,298.3500061035156,298.3500061035156,102260,,,,,,,,
2020-02-03,311.25,325.95001220703125,309.0,323.1000061035156,323.1000061035156,145780,,,,,,,,
2020-02-04,325.5,341.25,324.1499938964844,330.6000061035156,330.6000061035156,115627,,,,,,,,
2020-02-05,334.95001220703125,350.25,333.0,343.95001220703125,343.95001220703125,115333,,,,,,,,
2020-02-06,343.95001220703125,347.25,337.79998779296875,342.1499938964844,342.1499938964844,86573,,,,,,,,
2020-02-07,339.8999938964844,344.70001220703125,337.20001220703125,339.1499938964844,339.1499938964844,56113,,,,,,,,
2020-02-10,333.1499938964844,343.79998779296875,330.75,335.3999938964844,335.3999938964844,85213,,,,,,,,
2020-02-11,341.54998779296875,343.04998779296875,330.75,336.0,336.0,74047,,,,,,,,
2020-02-12,340.04998779296875,360.0,338.3999938964844,352.20001220703125,352.20001220703125,164820,,,,,,,,
2020-02-13,351.0,354.29998779296875,341.8500061035156,342.75,342.75,77847,,,,,,,,
2020-02-14,344.54998779296875,354.0,337.04998779296875,346.95001220703125,346.95001220703125,144353,,,,,,,,
2020-02-18,345.8999938964844,347.3999938964844,330.0,330.75,330.75,90533,,,,,,,,
2020-02-19,331.5,343.3500061035156,330.8999938964844,342.6000061035156,342.6000061035156,70447,,,,,,,,
2020-02-20,342.0,358.95001220703125,337.3500061035156,355.04998779296875,355.04998779296875,89853,,,,,,,,
2020-02-21,352.3500061035156,358.3500061035156,348.1499938964844,352.95001220703125,352.95001220703125,81900,,,,,,,,
2020-02-24,337.5,342.0,324.0,335.3999938964844,335.3999938964844,117113,,,,,,,,
2020-02-25,338.3999938964844,340.20001220703125,325.5,332.25,332.25,138420,,,,,,,,
2020-02-26,336.29998779296875,340.3500061035156,317.1000061035156,321.1499938964844,321.1499938964844,99593,,,,,,,,
2020-02-27,313.6499938964844,325.20001220703125,296.54998779296875,307.95001220703125,307.95001220703125,137787,,,,,,,,
2020-02-28,277.6499938964844,314.1000061035156,270.8999938964844,312.1499938964844,312.1499938964844,214900,,,,,,,,
2020-03-02,312.45001220703125,314.25,294.45001220703125,301.5,301.5,162447,,,,,,,,
2020-03-03,301.5,316.20001220703125,285.29998779296875,291.45001220703125,291.45001220703125,117540,,,,,,,,
2020-03-04,300.29998779296875,313.79998779296875,296.70001220703125,305.70001220703125,305.70001220703125,120773,,,,,,,,
2020-03-05,296.25,307.5,293.8500061035156,302.25,302.25,80433,,,,,,,,
2020-03-06,291.0,308.25,288.45001220703125,295.6499938964844,295.6499938964844,97300,,,,,,,,
2020-03-09,273.1499938964844,279.45001220703125,255.4499969482422,265.79998779296875,265.79998779296875,120333,,,,,,,,
2020-03-10,281.25,281.25,250.5,269.70001220703125,269.70001220703125,116733,,,,,,,,
2020-03-11,256.20001220703125,268.04998779296875,242.6999969482422,247.0500030517578,247.0500030517578,108953,,,,,,,,
2020-03-12,220.0500030517578,244.5,211.5,241.64999389648438,241.64999389648438,136447,,,,,,,,
2020-03-13,253.64999389648438,258.45001220703125,224.25,249.0,249.0,129207,,,,,,,,
2020-03-16,210.0,233.39999389648438,204.4499969482422,217.0500030517578,217.0500030517578,142047,,,,,,,,
2020-03-17,219.89999389648438,247.35000610351562,213.89999389648438,238.5,238.5,156667,,,,,,,,
2020-03-18,225.0,244.64999389648438,218.10000610351562,244.64999389648438,244.64999389648438,130913,,,,,,,,
2020-03-19,240.60000610351562,284.1000061035156,238.5,258.1499938964844,258.1499938964844,134393,,,,,,,,
2020-03-20,261.29998779296875,265.04998779296875,237.3000030517578,244.0500030517578,244.0500030517578,142940,,,,,,,,
2020-03-23,246.75,252.4499969482422,236.6999969482422,241.0500030517578,241.0500030517578,129887,,,,,,,,
2020-03-24,253.5,262.3500061035156,241.1999969482422,252.89999389648438,252.89999389648438,109607,,,,,,,,
2020-03-25,253.1999969482422,264.75,246.75,253.9499969482422,253.9499969482422,96280,,,,,,,,
2020-03-26,254.10000610351562,267.1499938964844,252.75,262.6499938964844,262.6499938964844,83547,,,,,,,,
2020-03-27,253.64999389648438,262.95001220703125,246.14999389648438,258.45001220703125,258.45001220703125,82940,,,,,,,,
2020-03-30,257.1000061035156,277.3500061035156,257.1000061035156,270.8999938964844,270.8999938964844,105073,,,,,,,,
2020-03-31,267.6000061035156,271.04998779296875,257.70001220703125,267.75,267.75,74840,,,,,,,,
2020-04-01,260.8500061035156,271.5,253.9499969482422,263.70001220703125,263.70001220703125,74053,,,,,,,,
2020-04-02,262.04998779296875,270.75,250.0500030517578,256.20001220703125,256.20001220703125,69800,,,,,,,,
2020-04-03,255.3000030517578,265.04998779296875,249.0,252.89999389648438,252.89999389648438,57233,,,,,,,,
2020-04-06,259.6499938964844,275.8500061035156,259.6499938964844,270.8999938964844,270.8999938964844,79340,,,,,,,,
2020-04-07,275.3999938964844,282.75,263.1000061035156,263.8500061035156,263.8500061035156,78687,,,,,,,,
2020-04-08,267.6000061035156,281.3999938964844,261.6000061035156,276.6000061035156,276.6000061035156,87347,,,,,,,,
2020-04-09,280.5,288.1499938964844,274.95001220703125,281.70001220703125,281.70001220703125,113933,,,,,,,,
2020-04-13,282.0,284.70001220703125,269.70001220703125,279.8999938964844,279.8999938964844,52980,,,,,,,,
2020-04-14,285.1499938964844,294.0,280.79998779296875,288.1499938964844,288.1499938964844,113387,,,,,,,,
2020-04-15,285.0,287.25,269.1000061035156,276.0,276.0,88113,,,,,,,,
2020-04-16,277.6499938964844,283.5,271.20001220703125,275.54998779296875,275.54998779296875,96220,,,,,,,,
2020-04-17,281.25,292.79998779296875,279.1499938964844,291.45001220703125,291.45001220703125,136513,,,,,,,,
2020-04-20,288.8999938964844,310.20001220703125,286.6499938964844,301.6499938964844,301.6499938964844,94320,,,,,,,,
2020-04-21,296.1000061035156,299.25,284.54998779296875,285.29998779296875,285.29998779296875,63073,,,,,,,,
2020-04-22,294.1499938964844,298.20001220703125,288.1499938964844,292.5,292.5,52580,,,,,,,,
2020-04-23,294.75,301.5,290.1000061035156,290.8500061035156,290.8500061035156,46327,,,,,,,,
2020-04-24,293.1000061035156,297.45001220703125,288.75,294.0,294.0,59293,,,,,,,,
2020-04-27,298.5,304.5,295.04998779296875,301.3500061035156,301.3500061035156,58620,,,,,,,,
2020-04-28,304.5,304.5,296.3999938964844,298.3500061035156,298.3500061035156,78560,,,,,,,,
2020-04-29,303.75,305.1000061035156,294.29998779296875,295.20001220703125,295.20001220703125,80347,,,,,,,,
2020-04-30,291.1499938964844,303.1499938964844,287.70001220703125,288.0,288.0,113740,,,,,,,,
2020-05-01,284.1000061035156,286.20001220703125,267.45001220703125,270.8999938964844,270.8999938964844,74500,,,,,,,,
2020-05-04,270.1499938964844,286.20001220703125,264.45001220703125,286.04998779296875,286.04998779296875,72533,,,,,,,,
2020-05-05,292.5,298.04998779296875,288.0,292.20001220703125,292.20001220703125,70940,,,,,,,,
2020-05-06,297.45001220703125,297.75,288.6000061035156,292.95001220703125,292.95001220703125,46753,,,,,,,,
2020-05-07,297.75,305.54998779296875,289.5,298.20001220703125,298.20001220703125,75580,,,,,,,,
2020-05-08,306.1499938964844,339.45001220703125,303.0,311.54998779296875,311.54998779296875,156933,,,,,,,,
2020-05-11,305.3999938964844,344.70001220703125,305.25,340.04998779296875,340.04998779296875,144833,,,,,,,,
2020-05-12,340.04998779296875,346.79998779296875,325.6499938964844,325.95001220703125,325.95001220703125,118007,,,,,,,,
2020-05-13,326.1000061035156,328.95001220703125,316.79998779296875,326.25,326.25,80507,,,,,,,,
2020-05-14,321.0,323.70001220703125,314.3999938964844,320.25,320.25,71640,,,,,,,,
2020-05-15,318.45001220703125,331.3500061035156,317.70001220703125,330.29998779296875,330.29998779296875,47753,,,,,,,,
2020-05-18,341.25,341.8500061035156,334.04998779296875,339.29998779296875,339.29998779296875,83093,,,,,,,,
2020-05-19,339.29998779296875,342.0,335.25,335.25,335.25,54527,,,,,,,,
2020-05-20,342.1499938964844,345.8999938964844,338.3999938964844,344.54998779296875,344.54998779296875,84867,,,,,,,,
2020-05-21,344.3999938964844,346.04998779296875,337.95001220703125,343.04998779296875,343.04998779296875,76667,,,,,,,,
2020-05-22,345.0,346.04998779296875,342.6000061035156,345.6000061035156,345.6000061035156,55947,,,,,,,,
2020-05-26,353.1000061035156,356.1000061035156,340.95001220703125,341.8500061035156,341.8500061035156,71240,,,,,,,,
2020-05-27,345.0,345.0,331.3500061035156,342.75,342.75,55167,,,,,,,,
2020-05-28,345.0,350.25,331.5,333.1499938964844,333.1499938964844,75893,,,,,,,,
2020-05-29,334.5,334.5,316.20001220703125,325.5,325.5,98733,,,,,,,,
2020-06-01,325.6499938964844,328.5,317.3999938964844,324.45001220703125,324.45001220703125,76020,,,,,,,,
2020-06-02,324.6000061035156,331.3500061035156,318.6000061035156,327.0,327.0,87280,,,,,,,,
2020-06-03,329.3999938964844,341.1000061035156,328.3500061035156,339.45001220703125,339.45001220703125,121540,,,,,,,,
2020-06-04,339.75,350.25,335.3999938964844,346.5,346.5,120213,,,,,,,,
2020-06-05,348.75,352.3500061035156,333.6000061035156,334.04998779296875,334.04998779296875,78433,,,,,,,,
2020-06-08,334.20001220703125,343.5,328.20001220703125,339.0,339.0,81747,,,,,,,,
2020-06-09,338.8500061035156,341.3999938964844,329.8500061035156,332.3999938964844,332.3999938964844,84227,,,,,,,,
2020-06-10,334.79998779296875,336.0,321.0,327.29998779296875,327.29998779296875,73840,,,,,,,,
2020-06-11,319.6499938964844,324.8999938964844,302.1000061035156,303.8999938964844,303.8999938964844,88180,,,,,,,,
2020-06-12,312.0,314.25,297.8999938964844,307.3500061035156,307.3500061035156,94113,,,,,,,,
2020-06-15,303.1499938964844,313.95001220703125,297.1499938964844,311.1000061035156,311.1000061035156,52307,,,,,,,,
2020-06-16,316.95001220703125,319.79998779296875,311.1000061035156,319.5,319.5,63227,,,,,,,,
2020-06-17,322.5,328.04998779296875,319.95001220703125,325.6499938964844,325.6499938964844,64553,,,,,,,,
2020-06-18,325.20001220703125,332.8500061035156,320.54998779296875,329.70001220703125,329.70001220703125,48500,,,,,,,,
2020-06-19,333.6000061035156,344.70001220703125,328.6499938964844,342.29998779296875,342.29998779296875,129900,,,,,,,,
2020-06-22,342.1499938964844,352.04998779296875,339.75,351.6000061035156,351.6000061035156,97220,,,,,,,,
2020-06-23,355.3500061035156,359.3999938964844,344.1000061035156,344.54998779296875,344.54998779296875,65393,,,,,,,,
2020-06-24,344.1000061035156,346.3500061035156,330.8999938964844,331.3500061035156,331.3500061035156,85307,,,,,,,,
2020-06-25,328.5,342.0,327.75,337.3500061035156,337.3500061035156,56533,,,,,,,,
2020-06-26,335.8500061035156,338.3999938964844,329.1000061035156,330.75,330.75,94160,,,,,,,,
2020-06-29,335.25,343.79998779296875,327.1499938964844,336.29998779296875,336.29998779296875,57733,,,,,,,,
2020-06-30,333.8999938964844,349.95001220703125,332.25,347.3999938964844,347.3999938964844,68273,,,,,,,,
2020-07-01,348.75,361.6499938964844,347.3999938964844,351.75,351.75,102300,,,,,,,,
2020-07-02,356.3999938964844,365.1000061035156,351.75,352.79998779296875,352.79998779296875,68347,,,,,,,,
2020-07-06,358.3500061035156,366.6000061035156,352.20001220703125,359.70001220703125,359.70001220703125,62500,,,,,,,,
2020-07-07,354.45001220703125,369.45001220703125,351.29998779296875,362.1000061035156,362.1000061035156,47453,,,,,,,,
2020-07-08,363.45001220703125,373.20001220703125,357.8999938964844,371.8500061035156,371.8500061035156,56933,,,,,,,,
2020-07-09,373.20001220703125,375.8999938964844,361.3500061035156,366.1499938964844,366.1499938964844,55593,,,,,,,,
2020-07-10,364.20001220703125,367.95001220703125,358.20001220703125,360.45001220703125,360.45001220703125,34867,,,,,,,,
2020-07-13,362.1000061035156,368.8500061035156,349.20001220703125,350.3999938964844,350.3999938964844,48533,,,,,,,,
2020-07-14,350.3999938964844,354.45001220703125,340.95001220703125,353.8500061035156,353.8500061035156,63273,,,,,,,,
2020-07-15,360.1499938964844,374.70001220703125,359.8500061035156,369.8999938964844,369.8999938964844,55527,,,,,,,,
2020-07-16,367.95001220703125,367.95001220703125,354.8999938964844,359.3999938964844,359.3999938964844,48740,,,,,,,,
2020-07-17,362.70001220703125,367.79998779296875,357.8999938964844,365.54998779296875,365.54998779296875,58820,,,,,,,,
2020-07-20,366.8999938964844,371.70001220703125,363.1499938964844,368.70001220703125,368.70001220703125,41653,,,,,,,,
2020-07-21,371.25,373.04998779296875,361.95001220703125,364.6499938964844,364.6499938964844,30700,,,,,,,,
2020-07-22,364.04998779296875,369.45001220703125,358.5,360.1499938964844,360.1499938964844,33500,,,,,,,,
2020-07-23,361.20001220703125,365.54998779296875,354.45001220703125,356.3999938964844,356.3999938964844,30227,,,,,,,,
2020-07-24,353.70001220703125,355.20001220703125,345.75,346.20001220703125,346.20001220703125,48960,,,,,,,,
2020-07-27,346.5,355.20001220703125,342.6000061035156,354.75,354.75,33453,,,,,,,,
2020-07-28,355.3500061035156,356.3999938964844,346.79998779296875,347.8500061035156,347.8500061035156,31707,,,,,,,,
2020-07-29,347.3999938964844,348.0,336.75,340.79998779296875,340.79998779296875,66293,,,,,,,,
2020-07-30,335.25,354.1499938964844,333.45001220703125,349.04998779296875,349.04998779296875,52680,,,,,,,,
2020-07-31,349.95001220703125,349.95001220703125,331.04998779296875,332.3999938964844,332.3999938964844,70853,,,,,,,,
2020-08-03,335.3999938964844,336.75,329.3999938964844,331.20001220703125,331.20001220703125,75360,,,,,,,,
2020-08-04,330.0,332.54998779296875,323.54998779296875,328.79998779296875,328.79998779296875,50160,,,,,,,,
2020-08-05,325.5,331.04998779296875,321.45001220703125,326.25,326.25,46920,,,,,,,,
2020-08-06,325.04998779296875,327.45001220703125,317.1000061035156,322.6499938964844,322.6499938964844,57700,,,,,,,,
2020-08-07,337.5,344.70001220703125,326.1000061035156,327.75,327.75,84007,,,,,,,,
2020-08-10,327.45001220703125,330.0,319.5,320.3999938964844,320.3999938964844,48320,,,,,,,,
2020-08-11,320.3999938964844,320.3999938964844,305.54998779296875,306.0,306.0,49347,,,,,,,,
2020-08-12,306.1499938964844,312.1499938964844,300.8999938964844,301.5,301.5,45020,,,,,,,,
2020-08-13,300.75,307.3500061035156,298.6499938964844,300.75,300.75,45880,,,,,,,,
2020-08-14,298.20001220703125,299.54998779296875,291.75,293.25,293.25,50273,,,,,,,,
2020-08-17,293.8500061035156,300.0,289.5,294.1499938964844,294.1499938964844,57853,,,,,,,,
2020-08-18,295.20001220703125,297.45001220703125,285.8999938964844,292.3500061035156,292.3500061035156,42327,,,,,,,,
2020-08-19,292.3500061035156,294.45001220703125,289.20001220703125,289.6499938964844,289.6499938964844,52780,,,,,,,,
2020-08-20,286.5,290.70001220703125,284.54998779296875,287.70001220703125,287.70001220703125,44113,,,,,,,,
2020-08-21,286.20001220703125,289.95001220703125,284.54998779296875,287.25,287.25,60613,,,,,,,,
2020-08-24,287.3999938964844,291.75,283.95001220703125,287.3999938964844,287.3999938964844,61873,,,,,,,,
2020-08-25,288.29998779296875,295.3500061035156,284.1000061035156,290.1000061035156,290.1000061035156,55973,,,,,,,,
2020-08-26,287.70001220703125,291.8999938964844,285.8999938964844,291.75,291.75,66500,,,,,,,,
2020-08-27,291.0,293.54998779296875,285.29998779296875,287.54998779296875,287.54998779296875,74753,,,,,,,,
2020-08-28,287.70001220703125,289.3500061035156,282.8999938964844,287.1000061035156,287.1000061035156,55660,,,,,,,,
2020-08-31,286.95001220703125,291.8999938964844,286.3500061035156,290.1000061035156,290.1000061035156,42380,,,,,,,,
2020-09-01,290.8500061035156,292.04998779296875,284.25,287.25,287.25,80540,,,,,,,,
2020-09-02,288.0,291.1499938964844,285.8999938964844,288.0,288.0,47660,,,,,,,,
2020-09-03,285.8999938964844,293.54998779296875,282.75,287.25,287.25,79887,,,,,,,,
2020-09-04,288.45001220703125,291.1499938964844,272.3999938964844,283.79998779296875,283.79998779296875,100813,,,,,,,,
