date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KBGGY')","('high', 'KBGGY')","('low', 'KBGGY')","('close', 'KBGGY')","('adj_close', 'KBGGY')","('volume', 'KBGGY')","('currency', '')"
2023-05-19,4.415999889373779,4.415999889373779,4.415999889373779,4.415999889373779,4.321994304656982,605,,,,,,,,
2023-05-22,4.415999889373779,4.415999889373779,4.415999889373779,4.415999889373779,4.321994304656982,0,,,,,,,,
2023-05-23,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,1980,,,,,,,,
2023-05-24,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-05-25,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-05-26,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-05-30,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-05-31,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-01,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-02,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-05,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-06,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-07,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-08,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-09,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-12,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-13,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-14,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-15,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
2023-06-16,4.303999900817871,4.303999900817871,4.303999900817871,4.303999900817871,4.21237850189209,0,,,,,,,,
