date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TTC')","('high', 'TTC')","('low', 'TTC')","('close', 'TTC')","('adj_close', 'TTC')","('volume', 'TTC')","('currency', '')"
2020-01-02,80.0,80.47000122070312,79.08000183105469,80.2699966430664,73.36945343017578,622700,,,,,,,,
2020-01-03,79.9800033569336,80.75,79.31999969482422,80.66999816894531,73.7350845336914,545600,,,,,,,,
2020-01-06,80.27999877929688,81.12999725341797,79.77999877929688,81.0999984741211,74.12811279296875,524300,,,,,,,,
2020-01-07,81.0999984741211,81.48999786376953,80.75,80.83000183105469,73.88133239746094,299300,,,,,,,,
2020-01-08,80.91000366210938,81.69999694824219,80.91000366210938,81.5999984741211,74.58515167236328,303000,,,,,,,,
2020-01-09,82.0,83.06999969482422,81.87999725341797,82.30999755859375,75.23408508300781,642100,,,,,,,,
2020-01-10,82.47000122070312,82.80999755859375,81.88999938964844,81.93000030517578,74.88675689697266,378600,,,,,,,,
2020-01-13,82.11000061035156,82.98999786376953,81.94999694824219,82.91000366210938,75.78253173828125,192500,,,,,,,,
2020-01-14,82.73999786376953,83.30000305175781,82.63999938964844,83.11000061035156,75.96531677246094,321000,,,,,,,,
2020-01-15,83.12000274658203,83.88999938964844,82.87000274658203,83.05999755859375,75.91961669921875,387700,,,,,,,,
2020-01-16,83.55999755859375,83.80999755859375,83.18000030517578,83.75,76.55028533935547,287800,,,,,,,,
2020-01-17,83.88999938964844,84.26000213623047,83.02999877929688,83.08000183105469,75.93790435791016,379100,,,,,,,,
2020-01-21,83.0,83.31999969482422,81.9000015258789,82.79000091552734,75.67281341552734,498200,,,,,,,,
2020-01-22,82.9800033569336,83.55999755859375,82.54000091552734,82.56999969482422,75.47174835205078,239500,,,,,,,,
2020-01-23,82.33999633789062,83.30000305175781,81.91999816894531,82.83000183105469,75.70940399169922,289100,,,,,,,,
2020-01-24,82.91999816894531,83.1500015258789,81.61000061035156,82.0199966430664,74.96902465820312,261800,,,,,,,,
2020-01-27,80.8499984741211,82.0999984741211,80.12000274658203,81.27999877929688,74.29264068603516,412400,,,,,,,,
2020-01-28,81.62000274658203,81.75,81.0,81.41999816894531,74.42060089111328,320700,,,,,,,,
2020-01-29,81.62999725341797,82.06999969482422,81.02999877929688,81.2699966430664,74.28349304199219,278800,,,,,,,,
2020-01-30,80.54000091552734,80.91000366210938,79.56999969482422,80.72000122070312,73.78079223632812,343400,,,,,,,,
2020-01-31,80.29000091552734,80.55999755859375,79.16000366210938,80.0199966430664,73.14094543457031,470700,,,,,,,,
2020-02-03,80.31999969482422,82.44999694824219,80.19000244140625,81.98999786376953,74.94159698486328,514800,,,,,,,,
2020-02-04,82.69999694824219,83.6500015258789,82.16000366210938,82.30000305175781,75.22496032714844,401500,,,,,,,,
2020-02-05,83.16000366210938,83.27999877929688,82.26000213623047,82.44999694824219,75.36205291748047,272200,,,,,,,,
2020-02-06,82.70999908447266,82.70999908447266,81.69999694824219,81.95999908447266,74.91419219970703,252200,,,,,,,,
2020-02-07,81.58000183105469,82.05000305175781,80.95999908447266,81.5999984741211,74.58515167236328,219300,,,,,,,,
2020-02-10,81.5199966430664,81.88999938964844,81.16999816894531,81.8499984741211,74.81363677978516,238700,,,,,,,,
2020-02-11,82.18000030517578,82.37999725341797,81.70999908447266,82.05000305175781,74.9964599609375,217900,,,,,,,,
2020-02-12,82.41999816894531,82.75,81.73999786376953,82.66000366210938,75.55400848388672,229600,,,,,,,,
2020-02-13,82.3499984741211,83.16999816894531,82.0999984741211,82.68000030517578,75.5722885131836,184200,,,,,,,,
2020-02-14,82.58000183105469,83.2300033569336,82.55999755859375,83.05999755859375,75.91961669921875,222800,,,,,,,,
2020-02-18,82.87999725341797,83.23999786376953,82.44999694824219,82.87000274658203,75.7459487915039,243600,,,,,,,,
2020-02-19,83.04000091552734,83.52999877929688,82.33999633789062,82.37999725341797,75.29808044433594,183900,,,,,,,,
2020-02-20,82.1500015258789,82.80999755859375,81.44000244140625,82.02999877929688,74.97816467285156,253100,,,,,,,,
2020-02-21,81.7300033569336,82.62999725341797,81.55000305175781,81.8499984741211,74.81363677978516,307300,,,,,,,,
2020-02-24,80.05000305175781,80.66000366210938,79.36000061035156,79.76000213623047,72.90330505371094,276100,,,,,,,,
2020-02-25,79.95999908447266,80.30999755859375,77.5199966430664,77.54000091552734,70.87416076660156,388600,,,,,,,,
2020-02-26,78.01000213623047,78.86000061035156,76.69000244140625,77.20999908447266,70.5725326538086,383100,,,,,,,,
2020-02-27,75.94000244140625,76.5,74.62000274658203,74.66999816894531,68.25088500976562,382000,,,,,,,,
2020-02-28,72.76000213623047,73.20999908447266,70.16000366210938,71.43000030517578,65.28942108154297,812000,,,,,,,,
2020-03-02,71.87000274658203,75.88999938964844,70.94000244140625,75.06999969482422,68.61650085449219,692400,,,,,,,,
2020-03-03,75.12999725341797,76.91999816894531,74.3499984741211,74.77999877929688,68.35142517089844,370500,,,,,,,,
2020-03-04,75.98999786376953,77.54000091552734,74.80999755859375,77.5,70.83760070800781,430300,,,,,,,,
2020-03-05,75.80999755859375,77.44000244140625,71.05000305175781,72.61000061035156,66.36796569824219,741600,,,,,,,,
2020-03-06,70.4800033569336,75.87999725341797,70.44999694824219,75.61000061035156,69.11006927490234,695200,,,,,,,,
2020-03-09,70.87999725341797,74.13999938964844,67.19000244140625,73.44000244140625,67.12661743164062,749200,,,,,,,,
2020-03-10,74.69999694824219,75.91999816894531,70.7300033569336,73.8499984741211,67.5013656616211,650200,,,,,,,,
2020-03-11,72.2300033569336,72.9000015258789,68.62999725341797,69.56999969482422,63.58930206298828,576600,,,,,,,,
2020-03-12,66.1500015258789,69.0,57.54999923706055,66.5199966430664,60.801509857177734,895800,,,,,,,,
2020-03-13,69.0,70.0,66.83000183105469,69.97000122070312,63.95491027832031,911500,,,,,,,,
2020-03-16,62.0,65.95999908447266,60.040000915527344,60.04999923706055,54.88771057128906,780100,,,,,,,,
2020-03-17,61.099998474121094,62.709999084472656,56.470001220703125,60.220001220703125,55.043094635009766,1047400,,,,,,,,
2020-03-18,57.18000030517578,59.52000045776367,52.06999969482422,56.52000045776367,51.66118240356445,796800,,,,,,,,
2020-03-19,56.060001373291016,60.86000061035156,55.08000183105469,58.939998626708984,53.87313461303711,689200,,,,,,,,
2020-03-20,58.90999984741211,60.27000045776367,56.11000061035156,57.439998626708984,52.50208282470703,1043000,,,,,,,,
2020-03-23,55.380001068115234,56.209999084472656,52.18000030517578,54.279998779296875,49.613731384277344,774300,,,,,,,,
2020-03-24,55.65999984741211,59.25,55.65999984741211,59.130001068115234,54.04680252075195,801300,,,,,,,,
2020-03-25,59.83000183105469,62.83000183105469,58.18000030517578,60.45000076293945,55.253326416015625,671600,,,,,,,,
2020-03-26,61.279998779296875,64.45999908447266,60.619998931884766,64.45999908447266,58.91859817504883,482600,,,,,,,,
2020-03-27,62.41999816894531,65.20999908447266,61.790000915527344,63.060001373291016,57.863365173339844,775400,,,,,,,,
2020-03-30,63.529998779296875,66.55999755859375,62.88999938964844,66.30999755859375,60.84553909301758,509800,,,,,,,,
2020-03-31,65.97000122070312,66.91000366210938,64.36000061035156,65.08999633789062,59.726078033447266,510900,,,,,,,,
2020-04-01,62.91999816894531,64.43000030517578,61.0099983215332,61.56999969482422,56.49614715576172,447100,,,,,,,,
