date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IBP')","('high', 'IBP')","('low', 'IBP')","('close', 'IBP')","('adj_close', 'IBP')","('volume', 'IBP')","('currency', '')"
2020-01-02,69.66999816894531,70.1500015258789,67.97000122070312,69.05999755859375,63.641353607177734,193600,,,,,,,,
2020-01-03,68.5,69.87000274658203,68.5,69.54000091552734,64.08370208740234,275600,,,,,,,,
2020-01-06,69.29000091552734,70.2699966430664,68.8499984741211,69.81999969482422,64.34171295166016,259500,,,,,,,,
2020-01-07,69.81999969482422,70.29000091552734,68.88999938964844,69.04000091552734,63.62291717529297,137300,,,,,,,,
2020-01-08,69.36000061035156,71.48999786376953,69.05999755859375,70.08999633789062,64.59052276611328,197800,,,,,,,,
2020-01-09,70.0,70.98999786376953,69.27999877929688,69.36000061035156,63.917808532714844,128100,,,,,,,,
2020-01-10,69.5,70.80000305175781,69.18000030517578,69.91999816894531,64.4338607788086,192500,,,,,,,,
2020-01-13,69.91999816894531,71.55000305175781,69.91999816894531,71.30000305175781,65.70560455322266,129400,,,,,,,,
2020-01-14,71.12000274658203,73.08000183105469,70.7300033569336,72.61000061035156,66.91281127929688,259600,,,,,,,,
2020-01-15,72.61000061035156,75.93000030517578,72.54000091552734,75.77999877929688,69.83406829833984,257200,,,,,,,,
2020-01-16,76.45999908447266,76.45999908447266,73.20999908447266,74.94999694824219,69.06919860839844,277800,,,,,,,,
2020-01-17,75.55000305175781,76.48999786376953,74.47000122070312,74.7300033569336,68.86647033691406,163300,,,,,,,,
2020-01-21,74.75,76.56999969482422,74.6500015258789,76.05000305175781,70.08290100097656,193800,,,,,,,,
2020-01-22,76.69999694824219,77.25,76.11000061035156,76.5,70.49758911132812,308700,,,,,,,,
2020-01-23,76.69999694824219,79.43000030517578,76.38999938964844,79.0999984741211,72.89360046386719,424000,,,,,,,,
2020-01-24,79.0999984741211,80.25,76.4000015258789,77.02999877929688,70.98599243164062,202300,,,,,,,,
2020-01-27,76.05999755859375,77.66999816894531,75.66000366210938,76.37000274658203,70.37779235839844,182000,,,,,,,,
2020-01-28,77.18000030517578,78.8499984741211,76.66999816894531,77.31999969482422,71.25323486328125,226000,,,,,,,,
2020-01-29,77.41999816894531,78.0999984741211,75.4800033569336,76.63999938964844,70.6265869140625,134300,,,,,,,,
2020-01-30,76.45999908447266,77.76000213623047,75.7699966430664,76.58000183105469,70.5713119506836,126400,,,,,,,,
2020-01-31,76.62000274658203,76.93000030517578,73.76000213623047,74.12999725341797,68.31354522705078,183400,,,,,,,,
2020-02-03,74.4000015258789,76.38999938964844,74.4000015258789,75.48999786376953,69.56681823730469,205000,,,,,,,,
