date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NKE')","('high', 'NKE')","('low', 'NKE')","('close', 'NKE')","('adj_close', 'NKE')","('volume', 'NKE')","('currency', '')"
2020-01-02,101.36000061035156,102.20999908447266,101.0199966430664,102.19999694824219,94.27328491210938,5644100,,,,,,,,
2020-01-03,100.58999633789062,102.0,100.30999755859375,101.91999816894531,94.01500701904297,4541800,,,,,,,,
2020-01-06,100.94999694824219,101.83999633789062,100.87000274658203,101.83000183105469,93.93199920654297,4612400,,,,,,,,
2020-01-07,101.80999755859375,102.73999786376953,100.80999755859375,101.77999877929688,93.88584899902344,6719900,,,,,,,,
2020-01-08,101.30999755859375,102.13999938964844,100.8499984741211,101.55000305175781,93.6736831665039,4942200,,,,,,,,
2020-01-09,101.94000244140625,102.41000366210938,101.38999938964844,101.4800033569336,93.6091079711914,5007500,,,,,,,,
2020-01-10,101.88999938964844,101.93000030517578,100.76000213623047,100.9000015258789,93.07410430908203,5135300,,,,,,,,
2020-01-13,101.0,102.33999633789062,100.81999969482422,102.16000366210938,94.23639678955078,6722400,,,,,,,,
2020-01-14,102.44999694824219,103.88999938964844,102.3499984741211,102.91999816894531,94.93743896484375,5088500,,,,,,,,
2020-01-15,103.25,103.69999694824219,102.4800033569336,102.79000091552734,94.81753540039062,4209200,,,,,,,,
2020-01-16,102.87999725341797,103.56999969482422,102.8499984741211,103.37000274658203,95.35255432128906,6571700,,,,,,,,
2020-01-17,103.43000030517578,104.55000305175781,103.33999633789062,104.52999877929688,96.42255401611328,6271200,,,,,,,,
2020-01-21,104.25,104.69000244140625,103.80999755859375,104.58000183105469,96.46870422363281,4854700,,,,,,,,
2020-01-22,105.0,105.62000274658203,104.41999816894531,104.48999786376953,96.38567352294922,5031400,,,,,,,,
2020-01-23,104.02999877929688,104.37000274658203,102.62000274658203,103.0199966430664,95.02967834472656,7102900,,,,,,,,
2020-01-24,103.58999633789062,103.88999938964844,101.66000366210938,102.02999877929688,94.11646270751953,3839300,,,,,,,,
