date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MNYFF')","('high', 'MNYFF')","('low', 'MNYFF')","('close', 'MNYFF')","('adj_close', 'MNYFF')","('volume', 'MNYFF')","('currency', '')"
2024-06-06,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,100,,,,,,,,
2024-06-07,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-10,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-11,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-12,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-13,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-14,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-17,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-18,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-20,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-21,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-24,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-25,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-26,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-27,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-06-28,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-07-01,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-07-02,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
2024-07-03,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,31.989999771118164,0,,,,,,,,
