date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NTES')","('high', 'NTES')","('low', 'NTES')","('close', 'NTES')","('adj_close', 'NTES')","('volume', 'NTES')","('currency', '')"
2020-01-02,62.75600051879883,67.57599639892578,62.71799850463867,65.73999786376953,59.11271667480469,6872000,,,,,,,,
2020-01-03,64.65799713134766,66.37200164794922,64.43800354003906,64.93199920654297,58.38616943359375,3287500,,,,,,,,
2020-01-06,64.73400115966797,64.90799713134766,63.86399841308594,64.81199645996094,58.278263092041016,2796000,,,,,,,,
2020-01-07,64.90799713134766,66.14800262451172,64.58000183105469,65.60600280761719,58.99222183227539,2577000,,,,,,,,
2020-01-08,65.36000061035156,66.81199645996094,65.36000061035156,66.2020034790039,59.528141021728516,2141000,,,,,,,,
2020-01-09,66.80000305175781,67.83200073242188,66.51399993896484,67.67400360107422,60.851741790771484,3510000,,,,,,,,
2020-01-10,67.87200164794922,68.46199798583984,67.64399719238281,67.78199768066406,60.948856353759766,2850000,,,,,,,,
2020-01-13,68.3499984741211,70.19599914550781,68.3499984741211,69.90599822998047,62.858734130859375,4160500,,,,,,,,
2020-01-14,69.90399932861328,70.26599884033203,69.21199798583984,69.78199768066406,62.74723815917969,4023000,,,,,,,,
2020-01-15,70.0,70.28199768066406,69.09600067138672,69.13600158691406,62.16636657714844,3155500,,,,,,,,
2020-01-16,69.05999755859375,70.10199737548828,68.28800201416016,70.0260009765625,62.966651916503906,3255000,,,,,,,,
2020-01-17,70.38800048828125,70.4000015258789,69.08599853515625,69.96399688720703,62.910884857177734,3912000,,,,,,,,
2020-01-21,69.6780014038086,69.6780014038086,67.83599853515625,68.16200256347656,61.29054260253906,4951000,,,,,,,,
2020-01-22,68.50199890136719,68.91799926757812,67.96800231933594,68.02999877929688,61.17184066772461,2515000,,,,,,,,
2020-01-23,67.08399963378906,67.80000305175781,66.43000030517578,66.98799896240234,60.23489761352539,4300000,,,,,,,,
2020-01-24,67.24800109863281,67.83399963378906,65.40799713134766,65.62999725341797,59.013790130615234,4986000,,,,,,,,
2020-01-27,63.56999969482422,64.9020004272461,63.49599838256836,64.4219970703125,57.927574157714844,5760500,,,,,,,,
2020-01-28,64.91400146484375,65.73600006103516,64.53399658203125,65.5780029296875,58.9670524597168,3364000,,,,,,,,
2020-01-29,66.29199981689453,66.72000122070312,65.81400299072266,66.66999816894531,59.94894790649414,3063500,,,,,,,,
2020-01-30,65.77999877929688,66.49400329589844,65.43000030517578,65.5999984741211,58.98682403564453,2598500,,,,,,,,
2020-01-31,65.34600067138672,65.34600067138672,63.944000244140625,64.1520004272461,57.684791564941406,4017000,,,,,,,,
2020-02-03,64.7959976196289,66.4739990234375,64.65399932861328,65.9000015258789,59.2565803527832,4653500,,,,,,,,
