date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GVA')","('high', 'GVA')","('low', 'GVA')","('close', 'GVA')","('adj_close', 'GVA')","('volume', 'GVA')","('currency', '')"
2020-01-02,28.0,28.0,27.09000015258789,27.59000015258789,25.3841495513916,419700,,,,,,,,
2020-01-03,27.25,28.049999237060547,27.18000030517578,27.940000534057617,25.70616912841797,536800,,,,,,,,
2020-01-06,27.559999465942383,28.299999237060547,27.139999389648438,28.030000686645508,25.788972854614258,554000,,,,,,,,
2020-01-07,27.8799991607666,28.100000381469727,27.34000015258789,27.75,25.53136444091797,335200,,,,,,,,
2020-01-08,27.780000686645508,27.969999313354492,27.530000686645508,27.579999923706055,25.37495231628418,519700,,,,,,,,
2020-01-09,27.75,27.850000381469727,27.309999465942383,27.670000076293945,25.457754135131836,520300,,,,,,,,
2020-01-10,27.81999969482422,28.049999237060547,27.1200008392334,27.68000030517578,25.466955184936523,648400,,,,,,,,
2020-01-13,26.510000228881836,26.610000610351562,25.690000534057617,26.1200008392334,24.03168487548828,926800,,,,,,,,
2020-01-14,26.1200008392334,27.329999923706055,25.989999771118164,26.889999389648438,24.740114212036133,968400,,,,,,,,
2020-01-15,26.860000610351562,27.389999389648438,26.860000610351562,27.31999969482422,25.1357364654541,339000,,,,,,,,
2020-01-16,27.690000534057617,28.139999389648438,27.299999237060547,27.540000915527344,25.338150024414062,415800,,,,,,,,
2020-01-17,27.700000762939453,27.81999969482422,26.68000030517578,26.760000228881836,24.620512008666992,383300,,,,,,,,
2020-01-21,26.479999542236328,26.850000381469727,26.139999389648438,26.780000686645508,24.638912200927734,394900,,,,,,,,
2020-01-22,26.950000762939453,27.049999237060547,26.309999465942383,26.559999465942383,24.436504364013672,282700,,,,,,,,
2020-01-23,26.520000457763672,27.209999084472656,26.020000457763672,27.149999618530273,24.979331970214844,682700,,,,,,,,
2020-01-24,27.239999771118164,27.239999771118164,26.450000762939453,26.809999465942383,24.666515350341797,460500,,,,,,,,
2020-01-27,26.219999313354492,27.1299991607666,26.0,26.860000610351562,24.7125186920166,675700,,,,,,,,
2020-01-28,27.260000228881836,28.059999465942383,27.010000228881836,27.040000915527344,24.878129959106445,450800,,,,,,,,
2020-01-29,27.139999389648438,28.079999923706055,27.049999237060547,27.75,25.53136444091797,818800,,,,,,,,
2020-01-30,27.489999771118164,27.739999771118164,26.959999084472656,27.719999313354492,25.50375747680664,464500,,,,,,,,
2020-01-31,27.690000534057617,27.690000534057617,26.989999771118164,27.1299991607666,24.96092414855957,410000,,,,,,,,
2020-02-03,27.229999542236328,27.75,26.899999618530273,27.010000228881836,24.850522994995117,718000,,,,,,,,
2020-02-04,27.56999969482422,27.829999923706055,27.209999084472656,27.43000030517578,25.236940383911133,436400,,,,,,,,
2020-02-05,27.8799991607666,28.43000030517578,27.709999084472656,28.299999237060547,26.037385940551758,1256000,,,,,,,,
2020-02-06,28.40999984741211,28.40999984741211,27.0,27.030000686645508,24.868921279907227,617500,,,,,,,,
2020-02-07,26.8799991607666,27.239999771118164,26.670000076293945,27.059999465942383,24.896528244018555,420500,,,,,,,,
