date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EME')","('high', 'EME')","('low', 'EME')","('close', 'EME')","('adj_close', 'EME')","('volume', 'EME')","('currency', '')"
2020-01-02,87.16000366210938,87.16000366210938,85.62000274658203,86.55000305175781,84.61471557617188,185300,,,,,,,,
2020-01-03,85.29000091552734,86.9800033569336,85.01000213623047,86.6500015258789,84.71249389648438,180900,,,,,,,,
2020-01-06,85.83999633789062,86.18000030517578,85.30999755859375,85.94999694824219,84.02814483642578,267800,,,,,,,,
2020-01-07,85.63999938964844,85.87999725341797,84.5,85.25,83.34380340576172,199800,,,,,,,,
2020-01-08,85.06999969482422,85.7300033569336,84.70999908447266,84.79000091552734,82.89410400390625,214700,,,,,,,,
2020-01-09,85.16000366210938,86.79000091552734,84.91000366210938,86.5,84.56587982177734,214800,,,,,,,,
2020-01-10,86.37999725341797,87.12000274658203,85.52999877929688,86.0,84.07701873779297,225000,,,,,,,,
2020-01-13,86.0,86.62000274658203,85.91000366210938,86.5199966430664,84.58541107177734,138100,,,,,,,,
2020-01-14,86.25,86.68000030517578,85.52999877929688,85.75,83.83264923095703,190200,,,,,,,,
2020-01-15,85.54000091552734,86.9000015258789,85.4000015258789,85.98999786376953,84.0672607421875,211400,,,,,,,,
2020-01-16,86.54000091552734,87.58000183105469,86.31999969482422,86.55999755859375,84.70332336425781,373500,,,,,,,,
2020-01-17,86.8499984741211,87.69999694824219,86.05000305175781,87.16000366210938,85.29045104980469,337400,,,,,,,,
2020-01-21,86.88999938964844,87.01000213623047,86.25,86.58000183105469,84.7228775024414,534800,,,,,,,,
2020-01-22,86.7699966430664,87.4000015258789,86.54000091552734,86.76000213623047,84.89903259277344,202900,,,,,,,,
2020-01-23,86.41999816894531,87.05999755859375,85.12999725341797,86.6500015258789,84.7913818359375,256400,,,,,,,,
2020-01-24,86.61000061035156,87.08000183105469,85.63999938964844,86.22000122070312,84.3706283569336,310400,,,,,,,,
2020-01-27,84.5199966430664,86.1500015258789,84.5,85.3499984741211,83.519287109375,276300,,,,,,,,
2020-01-28,85.91999816894531,86.5,85.27999877929688,85.91000366210938,84.06727600097656,271900,,,,,,,,
2020-01-29,86.12000274658203,86.37999725341797,84.5199966430664,84.58999633789062,82.77556610107422,316700,,,,,,,,
2020-01-30,83.97000122070312,85.47000122070312,83.19000244140625,85.37000274658203,83.53882598876953,178900,,,,,,,,
2020-01-31,84.70999908447266,85.0999984741211,81.87999725341797,82.16999816894531,80.407470703125,298900,,,,,,,,
2020-02-03,82.72000122070312,84.16999816894531,82.43000030517578,82.7300033569336,80.95549011230469,345800,,,,,,,,
2020-02-04,83.93000030517578,84.12999725341797,82.62000274658203,83.11000061035156,81.32731628417969,171700,,,,,,,,
2020-02-05,84.23999786376953,85.5999984741211,83.91000366210938,85.54000091552734,83.70519256591797,356100,,,,,,,,
2020-02-06,86.19999694824219,86.25,84.83999633789062,85.83000183105469,83.98896789550781,207600,,,,,,,,
2020-02-07,85.5199966430664,85.5199966430664,84.27999877929688,84.44999694824219,82.6385726928711,204900,,,,,,,,
2020-02-10,84.4000015258789,86.72000122070312,84.0199966430664,86.47000122070312,84.61524200439453,262800,,,,,,,,
2020-02-11,87.16999816894531,88.1500015258789,86.27999877929688,86.54000091552734,84.68375396728516,241400,,,,,,,,
2020-02-12,87.25,88.0,86.23999786376953,87.5,85.6231689453125,395200,,,,,,,,
2020-02-13,87.0,87.97000122070312,86.68000030517578,87.70999908447266,85.82865142822266,262600,,,,,,,,
2020-02-14,87.95999908447266,87.95999908447266,86.91999816894531,87.45999908447266,85.58402252197266,174300,,,,,,,,
2020-02-18,87.04000091552734,87.5,86.12000274658203,86.41999816894531,84.56633758544922,260500,,,,,,,,
2020-02-19,86.91000366210938,89.0199966430664,86.81999969482422,88.43000030517578,86.533203125,273500,,,,,,,,
2020-02-20,87.93000030517578,89.43000030517578,87.36000061035156,89.30000305175781,87.38453674316406,434700,,,,,,,,
2020-02-21,89.11000061035156,90.41999816894531,88.79000091552734,89.70999908447266,87.78575897216797,500400,,,,,,,,
2020-02-24,87.36000061035156,90.83999633789062,84.22000122070312,84.33000183105469,82.52116394042969,426600,,,,,,,,
2020-02-25,84.75,84.75,80.4800033569336,80.5199966430664,78.79286193847656,323200,,,,,,,,
2020-02-26,81.2699966430664,81.70999908447266,79.12000274658203,79.12000274658203,77.42291259765625,492000,,,,,,,,
2020-02-27,74.5999984741211,80.69999694824219,71.75,78.38999938964844,76.70855712890625,810600,,,,,,,,
2020-02-28,75.30000305175781,77.83000183105469,73.93000030517578,76.91999816894531,75.27010345458984,792300,,,,,,,,
2020-03-02,77.11000061035156,79.66999816894531,75.58000183105469,79.55999755859375,77.85346221923828,527200,,,,,,,,
2020-03-03,80.45999908447266,81.75,77.43000030517578,77.91000366210938,76.23887634277344,520800,,,,,,,,
2020-03-04,79.05999755859375,81.55000305175781,78.54000091552734,80.58999633789062,78.86135864257812,472300,,,,,,,,
2020-03-05,78.30999755859375,79.70999908447266,77.2699966430664,77.83000183105469,76.16057586669922,332700,,,,,,,,
2020-03-06,75.31999969482422,77.3499984741211,75.02999877929688,76.94999694824219,75.29944610595703,444800,,,,,,,,
2020-03-09,70.18000030517578,72.8499984741211,69.33000183105469,69.86000061035156,68.36151885986328,521900,,,,,,,,
2020-03-10,71.37000274658203,71.98999786376953,66.08000183105469,69.01000213623047,67.5297622680664,968200,,,,,,,,
2020-03-11,66.86000061035156,68.48999786376953,66.04000091552734,67.26000213623047,65.81729125976562,609500,,,,,,,,
2020-03-12,62.439998626708984,63.099998474121094,54.83000183105469,54.939998626708984,53.76156234741211,919500,,,,,,,,
2020-03-13,57.90999984741211,62.86000061035156,55.540000915527344,62.849998474121094,61.50188064575195,797500,,,,,,,,
2020-03-16,60.849998474121094,60.849998474121094,52.16999816894531,52.56999969482422,51.4423828125,649300,,,,,,,,
2020-03-17,53.77000045776367,53.77000045776367,45.150001525878906,48.34000015258789,47.30312728881836,1304200,,,,,,,,
2020-03-18,44.709999084472656,55.849998474121094,41.849998474121094,48.779998779296875,47.73368453979492,1124900,,,,,,,,
2020-03-19,48.5,51.880001068115234,47.47999954223633,50.880001068115234,49.78864669799805,891700,,,,,,,,
2020-03-20,50.63999938964844,52.68000030517578,49.470001220703125,49.619998931884766,48.55567169189453,1183800,,,,,,,,
2020-03-23,49.54999923706055,51.599998474121094,48.560001373291016,51.119998931884766,50.023502349853516,750700,,,,,,,,
2020-03-24,53.119998931884766,54.41999816894531,50.560001373291016,52.91999816894531,51.784881591796875,604800,,,,,,,,
2020-03-25,52.83000183105469,56.77000045776367,52.720001220703125,54.47999954223633,53.31142044067383,486000,,,,,,,,
2020-03-26,55.04999923706055,62.15999984741211,55.04999923706055,61.779998779296875,60.454837799072266,390600,,,,,,,,
2020-03-27,59.7400016784668,60.869998931884766,57.77000045776367,57.86000061035156,56.61893081665039,672300,,,,,,,,
2020-03-30,57.880001068115234,59.61000061035156,56.439998626708984,59.13999938964844,57.87146759033203,618800,,,,,,,,
2020-03-31,58.9900016784668,62.2599983215332,58.95000076293945,61.31999969482422,60.004703521728516,502100,,,,,,,,
2020-04-01,58.66999816894531,59.689998626708984,55.75,56.599998474121094,55.38595199584961,529800,,,,,,,,
2020-04-02,56.5,59.939998626708984,56.45000076293945,58.70000076293945,57.44091033935547,309900,,,,,,,,
2020-04-03,58.189998626708984,58.900001525878906,54.68000030517578,56.06999969482422,54.867313385009766,458000,,,,,,,,
2020-04-06,58.400001525878906,61.06999969482422,58.13999938964844,59.02000045776367,57.75404739379883,700200,,,,,,,,
2020-04-07,61.7400016784668,63.060001373291016,59.22999954223633,59.91999816894531,58.63473129272461,501700,,,,,,,,
2020-04-08,60.97999954223633,61.630001068115234,59.459999084472656,60.34000015258789,59.04572296142578,516600,,,,,,,,
2020-04-09,61.70000076293945,63.93000030517578,60.5099983215332,63.349998474121094,61.99115753173828,378700,,,,,,,,
2020-04-13,62.91999816894531,63.02000045776367,60.099998474121094,60.88999938964844,59.58393859863281,266400,,,,,,,,
2020-04-14,62.33000183105469,63.209999084472656,60.93000030517578,62.11000061035156,60.77777099609375,234300,,,,,,,,
2020-04-15,59.63999938964844,60.470001220703125,58.5099983215332,58.91999816894531,57.65618896484375,341800,,,,,,,,
2020-04-16,59.06999969482422,59.79999923706055,58.040000915527344,59.099998474121094,57.91095733642578,590800,,,,,,,,
2020-04-17,60.779998779296875,63.459999084472656,60.16999816894531,63.310001373291016,62.0362548828125,266800,,,,,,,,
2020-04-20,61.68000030517578,62.52000045776367,60.97999954223633,61.06999969482422,59.84132385253906,321600,,,,,,,,
2020-04-21,59.220001220703125,62.029998779296875,58.900001525878906,61.08000183105469,59.85111999511719,683500,,,,,,,,
2020-04-22,62.65999984741211,62.86000061035156,61.150001525878906,61.400001525878906,60.1646842956543,530100,,,,,,,,
2020-04-23,61.90999984741211,64.16999816894531,61.90999984741211,62.599998474121094,61.34054946899414,268100,,,,,,,,
2020-04-24,62.849998474121094,63.97999954223633,61.689998626708984,62.97999954223633,61.71290588378906,218700,,,,,,,,
2020-04-27,63.0,64.54000091552734,63.0,63.630001068115234,62.349815368652344,470100,,,,,,,,
2020-04-28,65.69999694824219,67.88999938964844,65.25,67.2300033569336,65.87740325927734,329900,,,,,,,,
2020-04-29,69.54000091552734,71.91000366210938,68.0,69.83999633789062,68.43488311767578,452800,,,,,,,,
2020-04-30,67.2300033569336,68.25,63.43000030517578,63.529998779296875,62.251827239990234,742000,,,,,,,,
2020-05-01,61.349998474121094,61.9900016784668,57.81999969482422,59.630001068115234,58.430301666259766,657500,,,,,,,,
2020-05-04,58.38999938964844,60.040000915527344,57.900001525878906,59.47999954223633,58.28330993652344,487700,,,,,,,,
2020-05-05,60.59000015258789,61.650001525878906,59.900001525878906,60.04999923706055,58.84184265136719,422300,,,,,,,,
2020-05-06,60.09000015258789,60.310001373291016,58.099998474121094,58.15999984741211,56.9898681640625,301900,,,,,,,,
2020-05-07,59.189998626708984,60.369998931884766,58.790000915527344,60.040000915527344,58.832054138183594,230300,,,,,,,,
2020-05-08,61.43000030517578,62.689998626708984,60.88999938964844,62.529998779296875,61.271942138671875,240900,,,,,,,,
2020-05-11,61.619998931884766,61.619998931884766,59.290000915527344,59.34000015258789,58.14612579345703,559100,,,,,,,,
2020-05-12,59.599998474121094,59.61000061035156,56.25,56.38999938964844,55.25547790527344,545900,,,,,,,,
2020-05-13,55.7599983215332,56.04999923706055,54.65999984741211,55.91999816894531,54.79493713378906,668300,,,,,,,,
2020-05-14,54.54999923706055,56.47999954223633,52.95000076293945,56.40999984741211,55.27507781982422,505200,,,,,,,,
2020-05-15,56.130001068115234,57.45000076293945,55.22999954223633,57.0,55.85321044921875,1026000,,,,,,,,
2020-05-18,59.54999923706055,62.59000015258789,59.54999923706055,61.959999084472656,60.713417053222656,641700,,,,,,,,
2020-05-19,61.630001068115234,62.459999084472656,61.5099983215332,61.54999923706055,60.31166076660156,363700,,,,,,,,
2020-05-20,62.93000030517578,64.41000366210938,61.619998931884766,61.959999084472656,60.713417053222656,517500,,,,,,,,
2020-05-21,61.959999084472656,64.23999786376953,61.959999084472656,63.66999816894531,62.38901138305664,453600,,,,,,,,
2020-05-22,63.599998474121094,63.83000183105469,61.560001373291016,62.060001373291016,60.811405181884766,341500,,,,,,,,
2020-05-26,64.88999938964844,65.58999633789062,64.25,65.2300033569336,63.9176139831543,404300,,,,,,,,
2020-05-27,66.88999938964844,69.33000183105469,66.66000366210938,68.83999633789062,67.45499420166016,346000,,,,,,,,
2020-05-28,69.7300033569336,69.79000091552734,64.91000366210938,65.33999633789062,64.02540588378906,479900,,,,,,,,
2020-05-29,64.01000213623047,64.75,63.20000076293945,63.54999923706055,62.27141189575195,426200,,,,,,,,
