date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SW')","('high', 'SW')","('low', 'SW')","('close', 'SW')","('adj_close', 'SW')","('volume', 'SW')","('currency', '')"
2020-01-02,39.2400016784668,39.2400016784668,38.86000061035156,38.86000061035156,30.54471778869629,300,,,,,,,,
2020-01-03,38.86000061035156,38.86000061035156,38.86000061035156,38.86000061035156,30.54471778869629,0,,,,,,,,
2020-01-06,37.59000015258789,38.41999816894531,37.59000015258789,38.41999816894531,30.198869705200195,700,,,,,,,,
2020-01-07,37.779998779296875,37.779998779296875,37.779998779296875,37.779998779296875,29.695812225341797,200,,,,,,,,
2020-01-08,36.959999084472656,36.959999084472656,36.959999084472656,36.959999084472656,29.051280975341797,200,,,,,,,,
2020-01-09,36.959999084472656,36.959999084472656,36.959999084472656,36.959999084472656,29.051280975341797,0,,,,,,,,
2020-01-10,37.0,37.0,37.0,37.0,29.082719802856445,200,,,,,,,,
2020-01-13,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-14,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-15,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-16,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-17,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-21,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-22,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-23,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-24,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-27,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-28,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-29,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-30,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-01-31,37.0,37.0,37.0,37.0,29.082719802856445,0,,,,,,,,
2020-02-03,35.65999984741211,35.65999984741211,35.65999984741211,35.65999984741211,28.029455184936523,1100,,,,,,,,
2020-02-04,35.65999984741211,35.65999984741211,35.65999984741211,35.65999984741211,28.029455184936523,0,,,,,,,,
