date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MLAB')","('high', 'MLAB')","('low', 'MLAB')","('close', 'MLAB')","('adj_close', 'MLAB')","('volume', 'MLAB')","('currency', '')"
2020-01-02,250.11000061035156,252.0,245.25,248.99000549316406,242.6798095703125,30400,,,,,,,,
2020-01-03,246.25999450683594,250.9499969482422,246.19000244140625,250.0,243.66416931152344,35200,,,,,,,,
2020-01-06,248.6300048828125,249.0,245.25,246.66000366210938,240.4088592529297,15200,,,,,,,,
2020-01-07,246.11000061035156,248.30999755859375,242.94000244140625,247.64999389648438,241.37371826171875,26500,,,,,,,,
2020-01-08,248.2100067138672,252.49000549316406,248.2100067138672,251.91000366210938,245.52578735351562,38100,,,,,,,,
2020-01-09,253.02000427246094,256.3800048828125,251.88999938964844,253.39999389648438,246.97799682617188,52300,,,,,,,,
2020-01-10,255.0,258.1400146484375,253.69000244140625,257.8999938964844,251.36398315429688,30400,,,,,,,,
2020-01-13,257.7799987792969,260.5,253.3800048828125,258.0,251.46148681640625,56600,,,,,,,,
2020-01-14,258.95001220703125,262.3800048828125,256.7099914550781,260.1199951171875,253.52772521972656,28800,,,,,,,,
2020-01-15,258.6099853515625,261.95001220703125,258.6099853515625,261.95001220703125,255.31134033203125,41700,,,,,,,,
2020-01-16,263.70001220703125,266.0,259.3999938964844,262.3299865722656,255.68173217773438,36100,,,,,,,,
2020-01-17,264.20001220703125,265.6400146484375,261.54998779296875,265.54998779296875,258.8200378417969,18700,,,,,,,,
2020-01-21,264.260009765625,267.8999938964844,264.0,264.6000061035156,257.89422607421875,45600,,,,,,,,
2020-01-22,267.2099914550781,270.9700012207031,265.54998779296875,270.0,263.1573181152344,46400,,,,,,,,
2020-01-23,269.5899963378906,270.0,264.1000061035156,269.25,262.4263610839844,56300,,,,,,,,
2020-01-24,269.7900085449219,271.1099853515625,262.9200134277344,265.0,258.2840576171875,22200,,,,,,,,
2020-01-27,261.0,265.04998779296875,257.0299987792969,264.2900085449219,257.5920715332031,71900,,,,,,,,
2020-01-28,264.7900085449219,266.4100036621094,256.1499938964844,264.4100036621094,257.7090759277344,50100,,,,,,,,
2020-01-29,265.0299987792969,267.79998779296875,260.6700134277344,266.1400146484375,259.3951721191406,27800,,,,,,,,
2020-01-30,264.69000244140625,267.8500061035156,259.3999938964844,267.0899963378906,260.3210754394531,35100,,,,,,,,
2020-01-31,266.45001220703125,266.45001220703125,262.0,262.44000244140625,255.78892517089844,69700,,,,,,,,
2020-02-03,264.1199951171875,266.8999938964844,261.30999755859375,265.0,258.2840576171875,49500,,,,,,,,
2020-02-04,267.5899963378906,268.8800048828125,260.0,263.8900146484375,257.2021484375,23300,,,,,,,,
2020-02-05,265.8800048828125,267.9700012207031,263.2699890136719,263.92999267578125,257.2411193847656,34300,,,,,,,,
2020-02-06,264.5299987792969,270.25,263.0,270.25,263.4010009765625,41600,,,,,,,,
2020-02-07,268.6000061035156,270.8999938964844,266.54998779296875,268.2099914550781,261.41265869140625,19700,,,,,,,,
2020-02-10,265.29998779296875,265.6000061035156,250.47999572753906,253.27999877929688,246.8610382080078,57900,,,,,,,,
2020-02-11,246.17999267578125,252.02000427246094,246.17999267578125,248.88999938964844,242.5823516845703,78300,,,,,,,,
2020-02-12,250.02000427246094,259.5,250.02000427246094,257.6199951171875,251.091064453125,43600,,,,,,,,
2020-02-13,258.17999267578125,260.0,256.7300109863281,259.75,253.16705322265625,39600,,,,,,,,
2020-02-14,259.0,262.989990234375,256.20001220703125,261.8399963378906,255.20416259765625,53500,,,,,,,,
2020-02-18,262.69000244140625,267.82000732421875,259.8599853515625,263.8599853515625,257.1729736328125,30700,,,,,,,,
2020-02-19,266.6600036621094,268.0,265.55999755859375,267.70001220703125,260.9156494140625,23700,,,,,,,,
2020-02-20,267.0,270.2099914550781,266.17999267578125,269.70001220703125,262.86492919921875,28100,,,,,,,,
2020-02-21,269.54998779296875,271.4599914550781,264.5,269.4800109863281,262.6505432128906,29700,,,,,,,,
2020-02-24,262.8500061035156,267.3999938964844,261.5799865722656,267.0,260.2333068847656,37600,,,,,,,,
2020-02-25,268.260009765625,268.260009765625,257.6000061035156,261.0,254.38536071777344,59400,,,,,,,,
2020-02-26,262.42999267578125,264.67999267578125,256.0299987792969,256.8699951171875,250.36013793945312,26800,,,,,,,,
2020-02-27,252.66000366210938,259.8900146484375,247.00999450683594,247.00999450683594,240.90000915527344,37700,,,,,,,,
2020-02-28,244.0,251.38999938964844,235.00999450683594,239.2899932861328,233.37095642089844,63900,,,,,,,,
2020-03-02,239.8000030517578,253.27000427246094,239.8000030517578,251.33999633789062,245.1228790283203,30600,,,,,,,,
2020-03-03,251.61000061035156,262.0,242.64999389648438,245.85000610351562,239.76873779296875,37300,,,,,,,,
2020-03-04,249.89999389648438,258.5,247.22000122070312,254.8800048828125,248.57533264160156,105600,,,,,,,,
2020-03-05,249.6699981689453,258.94000244140625,244.77999877929688,257.20001220703125,250.83798217773438,43700,,,,,,,,
2020-03-06,253.39999389648438,256.0,244.61000061035156,249.30999755859375,243.1431427001953,35000,,,,,,,,
2020-03-09,238.72000122070312,244.25999450683594,233.49000549316406,235.99000549316406,230.15260314941406,35900,,,,,,,,
2020-03-10,241.4600067138672,241.5800018310547,226.0,236.5500030517578,230.69876098632812,26500,,,,,,,,
2020-03-11,231.89999389648438,238.80999755859375,224.27000427246094,230.99000549316406,225.27627563476562,37000,,,,,,,,
2020-03-12,220.0,226.0,209.22000122070312,213.0,207.73126220703125,44600,,,,,,,,
2020-03-13,220.17999267578125,225.0,193.99000549316406,203.9199981689453,198.87588500976562,62500,,,,,,,,
2020-03-16,194.14999389648438,194.14999389648438,181.89999389648438,192.5,187.7383575439453,48400,,,,,,,,
2020-03-17,195.42999267578125,208.9499969482422,182.02000427246094,198.6999969482422,193.7849884033203,73000,,,,,,,,
2020-03-18,190.22000122070312,208.11000061035156,182.47999572753906,203.0,197.9786376953125,58300,,,,,,,,
2020-03-19,202.97000122070312,242.0,196.80999755859375,215.92999267578125,210.5887908935547,64100,,,,,,,,
2020-03-20,216.4199981689453,224.00999450683594,194.5800018310547,197.35000610351562,192.46836853027344,39000,,,,,,,,
2020-03-23,198.24000549316406,210.0,185.55999755859375,190.69000244140625,185.97314453125,55200,,,,,,,,
2020-03-24,198.00999450683594,216.85000610351562,198.00999450683594,215.7899932861328,210.45228576660156,49700,,,,,,,,
2020-03-25,217.44000244140625,223.24000549316406,194.75,214.8699951171875,209.5550537109375,97100,,,,,,,,
2020-03-26,217.11000061035156,223.0800018310547,205.72999572753906,220.13999938964844,214.69468688964844,31400,,,,,,,,
2020-03-27,214.58999633789062,217.13999938964844,198.9199981689453,205.97999572753906,200.88490295410156,32900,,,,,,,,
2020-03-30,206.0,219.19000244140625,201.00999450683594,218.85000610351562,213.4365692138672,32100,,,,,,,,
2020-03-31,218.7100067138672,232.10000610351562,211.4600067138672,226.08999633789062,220.4975128173828,58900,,,,,,,,
2020-04-01,215.25,221.0,207.41000366210938,208.97999572753906,203.8107452392578,22700,,,,,,,,
2020-04-02,208.0,219.1199951171875,202.47999572753906,219.02999877929688,213.61212158203125,16700,,,,,,,,
2020-04-03,217.3000030517578,220.0,208.3699951171875,209.02999877929688,203.8594512939453,85700,,,,,,,,
2020-04-06,213.8300018310547,217.00999450683594,210.5,213.2899932861328,208.0140838623047,35700,,,,,,,,
2020-04-07,214.10000610351562,219.75,203.3000030517578,210.02000427246094,204.82501220703125,39100,,,,,,,,
2020-04-08,211.25,211.64999389648438,204.5,210.07000732421875,204.87379455566406,47100,,,,,,,,
2020-04-09,214.1999969482422,226.77000427246094,209.99000549316406,225.3699951171875,219.7952880859375,39100,,,,,,,,
2020-04-13,223.02999877929688,227.13999938964844,209.99000549316406,214.6199951171875,209.3112030029297,22700,,,,,,,,
2020-04-14,219.3699951171875,229.00999450683594,213.39999389648438,223.99000549316406,218.44949340820312,26100,,,,,,,,
2020-04-15,215.86000061035156,218.9199981689453,209.60000610351562,211.07000732421875,205.84901428222656,21600,,,,,,,,
2020-04-16,210.05999755859375,218.83999633789062,208.99000549316406,215.0,209.68179321289062,36200,,,,,,,,
2020-04-17,220.0,228.3000030517578,213.66000366210938,221.41000366210938,215.93324279785156,19100,,,,,,,,
2020-04-20,218.24000549316406,224.49000549316406,218.16000366210938,221.8000030517578,216.31358337402344,14400,,,,,,,,
2020-04-21,217.0,221.47999572753906,208.74000549316406,216.22000122070312,210.8716583251953,13100,,,,,,,,
2020-04-22,219.80999755859375,225.0,218.80999755859375,222.91000366210938,217.3961639404297,14800,,,,,,,,
