date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IEX')","('high', 'IEX')","('low', 'IEX')","('close', 'IEX')","('adj_close', 'IEX')","('volume', 'IEX')","('currency', '')"
2020-01-02,172.8300018310547,173.32000732421875,171.14999389648438,173.3000030517578,161.0276336669922,326500,,,,,,,,
2020-01-03,170.91000366210938,172.8800048828125,170.42999267578125,172.75999450683594,160.5259246826172,309100,,,,,,,,
2020-01-06,172.36000061035156,172.97000122070312,170.72999572753906,172.94000244140625,160.69317626953125,289700,,,,,,,,
2020-01-07,172.3699951171875,172.4499969482422,170.6699981689453,170.80999755859375,158.71395874023438,372700,,,,,,,,
2020-01-08,171.1999969482422,172.75,170.5800018310547,172.17999267578125,159.98695373535156,357200,,,,,,,,
2020-01-09,173.00999450683594,174.39999389648438,172.6199951171875,173.88999938964844,161.5758514404297,243000,,,,,,,,
2020-01-10,174.16000366210938,174.16000366210938,171.6999969482422,172.07000732421875,159.88473510742188,258300,,,,,,,,
2020-01-13,172.60000610351562,174.05999755859375,172.32000732421875,173.33999633789062,161.06480407714844,309400,,,,,,,,
2020-01-14,172.7100067138672,173.7899932861328,171.8000030517578,172.4600067138672,160.71075439453125,309300,,,,,,,,
2020-01-15,172.7100067138672,174.47000122070312,172.47999572753906,173.1199951171875,161.3257293701172,264300,,,,,,,,
2020-01-16,174.27999877929688,175.6999969482422,173.4499969482422,175.6699981689453,163.70199584960938,364000,,,,,,,,
2020-01-17,176.38999938964844,176.6999969482422,175.27999877929688,175.85000610351562,163.8697967529297,333700,,,,,,,,
2020-01-21,174.88999938964844,175.97000122070312,174.57000732421875,174.86000061035156,162.94720458984375,350800,,,,,,,,
2020-01-22,175.8000030517578,176.6199951171875,172.8000030517578,173.0,161.21392822265625,344400,,,,,,,,
2020-01-23,172.33999633789062,173.97000122070312,171.5500030517578,173.74000549316406,161.90353393554688,406700,,,,,,,,
2020-01-24,174.1199951171875,174.1199951171875,171.02000427246094,172.13999938964844,160.4125518798828,237300,,,,,,,,
2020-01-27,169.38999938964844,170.77999877929688,168.5,169.77999877929688,158.2133026123047,477500,,,,,,,,
2020-01-28,170.67999267578125,172.77000427246094,170.0500030517578,171.27999877929688,159.61114501953125,490000,,,,,,,,
2020-01-29,172.1300048828125,174.0399932861328,171.6300048828125,172.13999938964844,160.4125518798828,261400,,,,,,,,
2020-01-30,162.19000244140625,167.6199951171875,158.69000244140625,165.9199981689453,154.6162567138672,864400,,,,,,,,
2020-01-31,164.74000549316406,165.57000732421875,163.08999633789062,163.85000610351562,152.6873016357422,486500,,,,,,,,
2020-02-03,165.08999633789062,167.02999877929688,164.6699981689453,165.05999755859375,153.81484985351562,382700,,,,,,,,
2020-02-04,167.69000244140625,169.9499969482422,167.58999633789062,169.08999633789062,157.5703125,515800,,,,,,,,
2020-02-05,170.2899932861328,171.6999969482422,169.5,170.4199981689453,158.80970764160156,547200,,,,,,,,
2020-02-06,170.97999572753906,171.42999267578125,168.5800018310547,171.19000244140625,159.52725219726562,332900,,,,,,,,
2020-02-07,170.19000244140625,171.55999755859375,169.8000030517578,171.35000610351562,159.67628479003906,490600,,,,,,,,
2020-02-10,170.58999633789062,174.8000030517578,170.58999633789062,174.47000122070312,162.5837860107422,348200,,,,,,,,
2020-02-11,174.63999938964844,178.05999755859375,174.63999938964844,176.0500030517578,164.05612182617188,313400,,,,,,,,
2020-02-12,176.8300018310547,178.13999938964844,176.1999969482422,176.80999755859375,164.76434326171875,350000,,,,,,,,
2020-02-13,175.63999938964844,176.5,174.41000366210938,174.69000244140625,162.78878784179688,289700,,,,,,,,
2020-02-14,174.77000427246094,175.35000610351562,174.02999877929688,174.7899932861328,162.88197326660156,426500,,,,,,,,
2020-02-18,174.27999877929688,175.58999633789062,173.27000427246094,174.9499969482422,163.0310821533203,301600,,,,,,,,
2020-02-19,175.83999633789062,176.0,173.52999877929688,173.5399932861328,161.71713256835938,283100,,,,,,,,
2020-02-20,173.08999633789062,175.07000732421875,172.63999938964844,173.5800018310547,161.75442504882812,344800,,,,,,,,
2020-02-21,172.64999389648438,173.8800048828125,171.77999877929688,173.35000610351562,161.54006958007812,231300,,,,,,,,
2020-02-24,168.5,170.61000061035156,167.72000122070312,169.44000244140625,157.896484375,390700,,,,,,,,
2020-02-25,170.1199951171875,170.1300048828125,161.94000244140625,162.83999633789062,151.74609375,454100,,,,,,,,
2020-02-26,164.0399932861328,164.52000427246094,159.3000030517578,159.30999755859375,148.45660400390625,555100,,,,,,,,
2020-02-27,155.92999267578125,158.97000122070312,152.14999389648438,152.14999389648438,141.7843780517578,666500,,,,,,,,
2020-02-28,147.64999389648438,151.97999572753906,145.57000732421875,148.0,137.91714477539062,979200,,,,,,,,
2020-03-02,149.35000610351562,153.74000549316406,148.5500030517578,153.0399932861328,142.61370849609375,1001400,,,,,,,,
2020-03-03,153.22999572753906,156.16000366210938,148.82000732421875,149.4199981689453,139.2403564453125,600400,,,,,,,,
2020-03-04,152.1699981689453,154.27999877929688,149.8800048828125,153.89999389648438,143.41514587402344,556600,,,,,,,,
2020-03-05,150.1300048828125,151.3699951171875,147.8800048828125,148.2100067138672,138.11282348632812,640700,,,,,,,,
2020-03-06,143.85000610351562,146.6199951171875,142.5,146.24000549316406,136.2770538330078,508600,,,,,,,,
2020-03-09,135.9499969482422,140.82000732421875,132.8000030517578,135.69000244140625,126.4457778930664,929200,,,,,,,,
2020-03-10,139.9499969482422,144.50999450683594,136.9499969482422,144.4499969482422,134.6089630126953,774800,,,,,,,,
2020-03-11,140.33999633789062,140.74000549316406,133.97000122070312,134.8699951171875,125.68161010742188,504300,,,,,,,,
2020-03-12,125.69000244140625,135.19000244140625,122.4800033569336,123.13999938964844,114.75077056884766,1103600,,,,,,,,
2020-03-13,130.88999938964844,130.88999938964844,121.95999908447266,130.85000610351562,121.93550872802734,1185500,,,,,,,,
2020-03-16,116.66999816894531,123.45999908447266,115.01000213623047,115.69999694824219,107.8176498413086,816000,,,,,,,,
2020-03-17,118.33000183105469,126.3499984741211,117.16000366210938,125.95999908447266,117.37865447998047,959700,,,,,,,,
2020-03-18,109.91000366210938,119.58999633789062,104.55999755859375,114.0,106.23343658447266,1052100,,,,,,,,
2020-03-19,113.37999725341797,124.91999816894531,111.56999969482422,123.36000061035156,114.9557876586914,1286100,,,,,,,,
2020-03-20,125.41000366210938,125.41000366210938,114.80000305175781,116.4800033569336,108.54449462890625,1066600,,,,,,,,
2020-03-23,115.6500015258789,120.26000213623047,109.72000122070312,114.6500015258789,106.83917236328125,944900,,,,,,,,
2020-03-24,120.33000183105469,121.44000244140625,116.26000213623047,119.98999786376953,111.81535339355469,1354000,,,,,,,,
2020-03-25,119.83999633789062,125.06999969482422,118.54000091552734,119.36000061035156,111.2282943725586,1326700,,,,,,,,
2020-03-26,120.4800033569336,127.4800033569336,117.0199966430664,125.80999755859375,117.23888397216797,1468000,,,,,,,,
2020-03-27,122.66000366210938,134.19000244140625,121.62000274658203,131.17999267578125,122.2430191040039,860200,,,,,,,,
2020-03-30,132.4499969482422,137.60000610351562,127.4800033569336,136.8800048828125,127.55469512939453,940900,,,,,,,,
2020-03-31,138.7100067138672,140.6999969482422,135.1999969482422,138.11000061035156,128.70089721679688,1064300,,,,,,,,
2020-04-01,132.75,135.3300018310547,130.74000549316406,133.1999969482422,124.12538146972656,1031200,,,,,,,,
2020-04-02,132.67999267578125,138.33999633789062,132.67999267578125,136.3800048828125,127.08873748779297,971300,,,,,,,,
2020-04-03,135.02000427246094,139.39999389648438,135.02000427246094,138.50999450683594,129.07363891601562,852300,,,,,,,,
2020-04-06,143.25999450683594,145.9499969482422,142.55999755859375,143.9600067138672,134.15234375,1056600,,,,,,,,
2020-04-07,148.0399932861328,151.05999755859375,145.75999450683594,146.08999633789062,136.13723754882812,902100,,,,,,,,
2020-04-08,145.80999755859375,152.55999755859375,145.13999938964844,151.0,140.71275329589844,571600,,,,,,,,
2020-04-09,152.66000366210938,155.27999877929688,150.61000061035156,151.52000427246094,141.19728088378906,573000,,,,,,,,
2020-04-13,151.5800018310547,152.77000427246094,145.27999877929688,146.6300048828125,136.64047241210938,470200,,,,,,,,
2020-04-14,150.08999633789062,152.08999633789062,148.9600067138672,150.22000122070312,139.98587036132812,537700,,,,,,,,
2020-04-15,146.24000549316406,147.27999877929688,143.27999877929688,145.39999389648438,135.49424743652344,451700,,,,,,,,
2020-04-16,145.60000610351562,147.22000122070312,143.1199951171875,146.8300018310547,136.82681274414062,496400,,,,,,,,
2020-04-17,150.27000427246094,153.6300048828125,150.14999389648438,152.72999572753906,142.3248291015625,550500,,,,,,,,
2020-04-20,150.57000732421875,153.08999633789062,148.2899932861328,151.5800018310547,141.25323486328125,389100,,,,,,,,
2020-04-21,148.0800018310547,150.35000610351562,146.6999969482422,148.6300048828125,138.5041961669922,457400,,,,,,,,
2020-04-22,151.7100067138672,152.49000549316406,147.58999633789062,151.66000366210938,141.32778930664062,415800,,,,,,,,
2020-04-23,151.5,155.3699951171875,151.32000732421875,152.36000061035156,141.98008728027344,536400,,,,,,,,
2020-04-24,146.3699951171875,154.2100067138672,143.6300048828125,152.72000122070312,142.3155517578125,772500,,,,,,,,
2020-04-27,154.77000427246094,157.3000030517578,153.02000427246094,156.2899932861328,145.64231872558594,543300,,,,,,,,
2020-04-28,158.5,162.1199951171875,155.97999572753906,157.77999877929688,147.03079223632812,496000,,,,,,,,
2020-04-29,160.0,161.64999389648438,156.85000610351562,157.8800048828125,147.1240234375,470500,,,,,,,,
2020-04-30,156.22000122070312,156.25,152.97000122070312,153.6300048828125,143.16355895996094,660300,,,,,,,,
2020-05-01,151.6300048828125,153.02999877929688,149.6999969482422,151.2899932861328,140.98300170898438,362400,,,,,,,,
2020-05-04,150.0,150.77000427246094,147.42999267578125,150.6300048828125,140.367919921875,406300,,,,,,,,
2020-05-05,152.75999450683594,153.8699951171875,151.49000549316406,151.77999877929688,141.43955993652344,346700,,,,,,,,
2020-05-06,152.3800048828125,153.08999633789062,150.25,151.6999969482422,141.3650360107422,512400,,,,,,,,
2020-05-07,154.10000610351562,155.2100067138672,152.88999938964844,153.39999389648438,142.94923400878906,448200,,,,,,,,
2020-05-08,155.82000732421875,157.97000122070312,153.6199951171875,154.6999969482422,144.16065979003906,479500,,,,,,,,
2020-05-11,153.08999633789062,153.89999389648438,150.86000061035156,153.55999755859375,143.0983123779297,491900,,,,,,,,
2020-05-12,153.9600067138672,153.9600067138672,148.0,148.07000732421875,137.9823455810547,347500,,,,,,,,
2020-05-13,147.6699981689453,148.83999633789062,144.30999755859375,146.8000030517578,136.7989044189453,573800,,,,,,,,
2020-05-14,144.4199981689453,149.24000549316406,141.86000061035156,149.02999877929688,139.35159301757812,752900,,,,,,,,
2020-05-15,148.13999938964844,152.88999938964844,147.92999267578125,148.4199981689453,138.78118896484375,2239500,,,,,,,,
2020-05-18,152.4600067138672,155.6300048828125,152.4600067138672,154.6300048828125,144.58790588378906,452700,,,,,,,,
2020-05-19,154.2100067138672,155.39999389648438,150.92999267578125,151.14999389648438,141.33387756347656,445600,,,,,,,,
2020-05-20,152.92999267578125,154.75,152.00999450683594,152.3699951171875,142.4746856689453,402200,,,,,,,,
2020-05-21,151.94000244140625,152.50999450683594,149.69000244140625,151.55999755859375,141.71726989746094,376800,,,,,,,,
2020-05-22,151.5500030517578,151.94000244140625,148.82000732421875,150.4499969482422,140.67935180664062,383200,,,,,,,,
2020-05-26,154.1999969482422,157.02999877929688,153.6999969482422,155.08999633789062,145.0180206298828,398900,,,,,,,,
2020-05-27,157.38999938964844,159.32000732421875,155.49000549316406,159.2100067138672,148.87046813964844,509000,,,,,,,,
2020-05-28,160.67999267578125,160.97999572753906,156.99000549316406,157.47000122070312,147.2434844970703,657700,,,,,,,,
2020-05-29,156.92999267578125,159.66000366210938,155.75999450683594,159.3699951171875,149.02005004882812,538100,,,,,,,,
2020-06-01,159.50999450683594,160.4600067138672,157.00999450683594,158.1199951171875,147.85125732421875,361100,,,,,,,,
2020-06-02,158.77999877929688,159.9199981689453,157.64999389648438,159.89999389648438,149.51564025878906,475800,,,,,,,,
2020-06-03,161.4499969482422,166.2100067138672,161.16000366210938,165.86000061035156,155.08860778808594,657700,,,,,,,,
2020-06-04,164.39999389648438,164.39999389648438,162.32000732421875,163.9600067138672,153.31198120117188,484400,,,,,,,,
2020-06-05,167.38999938964844,167.8000030517578,163.75,167.2899932861328,156.42572021484375,469600,,,,,,,,
2020-06-08,167.16000366210938,169.17999267578125,165.44000244140625,166.86000061035156,156.0236053466797,545800,,,,,,,,
2020-06-09,165.07000732421875,165.91000366210938,161.8800048828125,162.11000061035156,151.5821075439453,501500,,,,,,,,
2020-06-10,162.50999450683594,163.3000030517578,159.72000122070312,160.17999267578125,149.7774658203125,416200,,,,,,,,
2020-06-11,156.14999389648438,156.27000427246094,151.02999877929688,151.1199951171875,141.30581665039062,656400,,,,,,,,
2020-06-12,155.50999450683594,155.50999450683594,149.22999572753906,152.58999633789062,142.68035888671875,592800,,,,,,,,
2020-06-15,149.25999450683594,154.02000427246094,148.4499969482422,152.72000122070312,142.80194091796875,456100,,,,,,,,
2020-06-16,157.27000427246094,158.55999755859375,152.91000366210938,154.99000549316406,144.92453002929688,351100,,,,,,,,
2020-06-17,155.77000427246094,156.49000549316406,154.14999389648438,154.67999267578125,144.6346435546875,322000,,,,,,,,
2020-06-18,153.88999938964844,155.1199951171875,152.32000732421875,153.11000061035156,143.1666259765625,308100,,,,,,,,
2020-06-19,156.22999572753906,156.22999572753906,151.7899932861328,153.24000549316406,143.28819274902344,552700,,,,,,,,
2020-06-22,151.75999450683594,154.5800018310547,150.6300048828125,153.44000244140625,143.4751739501953,392900,,,,,,,,
2020-06-23,155.00999450683594,155.9499969482422,154.19000244140625,154.3000030517578,144.27932739257812,447500,,,,,,,,
2020-06-24,152.80999755859375,152.80999755859375,148.4199981689453,148.75999450683594,139.09910583496094,426100,,,,,,,,
2020-06-25,148.6999969482422,152.3000030517578,145.85000610351562,152.19000244140625,142.30633544921875,559300,,,,,,,,
2020-06-26,151.60000610351562,155.5800018310547,151.5,154.75999450683594,144.7094268798828,1808600,,,,,,,,
2020-06-29,155.83999633789062,156.0500030517578,153.49000549316406,154.38999938964844,144.36349487304688,412000,,,,,,,,
