date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PGR')","('high', 'PGR')","('low', 'PGR')","('close', 'PGR')","('adj_close', 'PGR')","('volume', 'PGR')","('currency', '')"
2020-02-13,83.19999694824219,83.94999694824219,82.86000061035156,83.86000061035156,75.71732330322266,1689700,,,,,,,,
2020-02-14,83.86000061035156,84.08999633789062,83.33000183105469,83.7699966430664,75.63606262207031,1709100,,,,,,,,
2020-02-18,83.77999877929688,84.19999694824219,83.01000213623047,83.4000015258789,75.3019790649414,2720000,,,,,,,,
2020-02-19,81.7300033569336,83.30000305175781,80.98999786376953,81.41999816894531,73.51422882080078,4417500,,,,,,,,
2020-02-20,80.72000122070312,81.61000061035156,80.5199966430664,80.83999633789062,72.99055480957031,2835600,,,,,,,,
2020-02-21,80.62000274658203,81.72000122070312,80.26000213623047,81.45999908447266,73.55035400390625,2730500,,,,,,,,
2020-02-24,80.1500015258789,81.25,79.70999908447266,80.97000122070312,73.10792541503906,3660400,,,,,,,,
2020-02-25,80.93000030517578,81.02999877929688,79.58000183105469,80.0,72.23210144042969,4476300,,,,,,,,
2020-02-26,80.41000366210938,81.52999877929688,79.45999908447266,79.6500015258789,71.91609191894531,3293700,,,,,,,,
2020-02-27,79.13999938964844,79.91000366210938,76.2300033569336,76.27999877929688,68.87332916259766,3187800,,,,,,,,
2020-02-28,74.87999725341797,75.93000030517578,71.6500015258789,73.16000366210938,66.05628204345703,7029900,,,,,,,,
2020-03-02,73.5999984741211,78.91000366210938,73.58999633789062,78.87999725341797,71.22085571289062,4671600,,,,,,,,
2020-03-03,78.69000244140625,79.97000122070312,76.20999908447266,77.23999786376953,69.7400894165039,3930600,,,,,,,,
2020-03-04,78.02999877929688,81.19999694824219,77.80000305175781,81.05000305175781,73.18016052246094,3717100,,,,,,,,
2020-03-05,78.77999877929688,80.97000122070312,78.5199966430664,80.54000091552734,72.71968841552734,4157800,,,,,,,,
2020-03-06,77.93000030517578,80.9800033569336,77.62000274658203,80.5199966430664,72.70162963867188,4836100,,,,,,,,
2020-03-09,75.41999816894531,77.4800033569336,73.4000015258789,75.29000091552734,67.97944641113281,6472600,,,,,,,,
2020-03-10,77.26000213623047,78.0,74.5999984741211,77.95999908447266,70.39021301269531,4653600,,,,,,,,
2020-03-11,75.54000091552734,75.66000366210938,73.23999786376953,75.11000061035156,67.81694030761719,5388100,,,,,,,,
2020-03-12,69.7699966430664,73.3499984741211,68.12999725341797,69.62000274658203,62.85999298095703,7255100,,,,,,,,
2020-03-13,73.43000030517578,78.13999938964844,71.01000213623047,78.06999969482422,70.48950958251953,5919000,,,,,,,,
2020-03-16,67.5199966430664,75.05000305175781,66.58999633789062,73.0,65.91181945800781,5809900,,,,,,,,
2020-03-17,75.11000061035156,78.63999938964844,72.93000030517578,77.29000091552734,69.78524017333984,6868800,,,,,,,,
2020-03-18,73.27999877929688,74.69000244140625,68.80000305175781,72.1500015258789,65.14433288574219,4979200,,,,,,,,
2020-03-19,71.3499984741211,71.75,66.22000122070312,67.04000091552734,60.530521392822266,6030000,,,,,,,,
2020-03-20,67.19999694824219,71.87000274658203,65.19000244140625,68.27999877929688,61.650108337402344,6943400,,,,,,,,
2020-03-23,67.0,68.7300033569336,62.18000030517578,66.55000305175781,60.088096618652344,5880300,,,,,,,,
2020-03-24,70.16999816894531,71.88999938964844,67.12000274658203,69.04000091552734,62.3363151550293,5913100,,,,,,,,
2020-03-25,68.98999786376953,72.77999877929688,68.11000061035156,69.94999694824219,63.157962799072266,4536400,,,,,,,,
2020-03-26,70.86000061035156,76.5999984741211,70.11000061035156,75.81999969482422,68.4579849243164,4861700,,,,,,,,
2020-03-27,72.7699966430664,74.73999786376953,71.5999984741211,73.54000091552734,66.39937591552734,4481900,,,,,,,,
2020-03-30,74.16999816894531,76.83000183105469,73.12000274658203,76.18000030517578,68.78305053710938,4367600,,,,,,,,
2020-03-31,75.38999938964844,75.80000305175781,73.36000061035156,73.83999633789062,66.67024230957031,3865800,,,,,,,,
2020-04-01,71.36000061035156,73.0999984741211,70.72000122070312,72.36000061035156,65.33395385742188,4397300,,,,,,,,
2020-04-02,71.87000274658203,77.54000091552734,71.73999786376953,76.55999755859375,69.12613677978516,3836400,,,,,,,,
2020-04-03,76.2300033569336,76.75,74.91999816894531,75.94000244140625,68.56633758544922,2745600,,,,,,,,
2020-04-06,77.75,78.43000030517578,74.08000183105469,75.98999786376953,68.70195007324219,4435300,,,,,,,,
2020-04-07,77.87999725341797,78.5999984741211,75.41000366210938,75.5999984741211,68.34935760498047,4581000,,,,,,,,
2020-04-08,76.0999984741211,78.55000305175781,74.63999938964844,77.80999755859375,70.34740447998047,4076300,,,,,,,,
2020-04-09,78.91000366210938,80.76000213623047,78.12000274658203,80.38999938964844,72.67996215820312,4811800,,,,,,,,
2020-04-13,80.0,80.0,76.87000274658203,77.0999984741211,69.70550537109375,2625300,,,,,,,,
2020-04-14,79.06999969482422,81.44999694824219,78.72000122070312,80.47000122070312,72.75228118896484,2912300,,,,,,,,
2020-04-15,74.30999755859375,80.08000183105469,72.68000030517578,79.25,71.64930725097656,3223800,,,,,,,,
2020-04-16,79.12000274658203,79.83999633789062,77.87999725341797,79.08999633789062,71.504638671875,2877400,,,,,,,,
2020-04-17,81.02999877929688,82.91000366210938,79.26000213623047,82.5,74.58759307861328,3507700,,,,,,,,
2020-04-20,81.68000030517578,82.19999694824219,80.87000274658203,81.94000244140625,74.08128356933594,2881700,,,,,,,,
2020-04-21,80.04000091552734,82.5199966430664,79.7699966430664,81.25,73.45746612548828,4441800,,,,,,,,
2020-04-22,82.54000091552734,82.83999633789062,81.54000091552734,82.48999786376953,74.57855224609375,2323900,,,,,,,,
2020-04-23,82.7300033569336,82.7300033569336,81.19000244140625,81.61000061035156,73.78294372558594,2667700,,,,,,,,
2020-04-24,82.18000030517578,82.97000122070312,80.87999725341797,82.87000274658203,74.92210388183594,2439600,,,,,,,,
2020-04-27,83.0,83.30000305175781,82.23999786376953,82.95999908447266,75.00347137451172,5399600,,,,,,,,
2020-04-28,83.58999633789062,83.83000183105469,80.97000122070312,81.13999938964844,73.3580093383789,3264000,,,,,,,,
2020-04-29,81.76000213623047,81.76000213623047,79.31999969482422,79.80000305175781,72.14654541015625,4780300,,,,,,,,
2020-04-30,78.80000305175781,79.37999725341797,76.86000061035156,77.30000305175781,69.88629913330078,3852600,,,,,,,,
2020-05-01,76.4000015258789,77.16000366210938,75.51000213623047,76.18000030517578,68.87374114990234,2869100,,,,,,,,
2020-05-04,75.87000274658203,76.06999969482422,74.80999755859375,75.8499984741211,68.57537841796875,2928800,,,,,,,,
2020-05-05,76.02999877929688,78.58999633789062,76.02999877929688,78.04000091552734,70.55532836914062,2475800,,,,,,,,
2020-05-06,78.61000061035156,78.80000305175781,75.91999816894531,76.19000244140625,68.88278198242188,2548700,,,,,,,,
2020-05-07,77.0,77.5,74.19000244140625,74.93000030517578,67.74359893798828,3724900,,,,,,,,
2020-05-08,75.75,75.93000030517578,73.93000030517578,74.2699966430664,67.14688110351562,4333800,,,,,,,,
2020-05-11,73.6500015258789,74.04000091552734,73.0199966430664,73.16999816894531,66.15238952636719,2808300,,,,,,,,
2020-05-12,73.36000061035156,73.5199966430664,71.5999984741211,72.19000244140625,65.26640319824219,3300800,,,,,,,,
2020-05-13,71.81999969482422,73.51000213623047,71.25,72.76000213623047,65.78173065185547,3968700,,,,,,,,
2020-05-14,72.2699966430664,73.8499984741211,71.91999816894531,73.73999786376953,66.66773986816406,4001800,,,,,,,,
2020-05-15,73.61000061035156,76.44000244140625,72.70999908447266,76.20999908447266,68.90084075927734,5593000,,,,,,,,
2020-05-18,77.31999969482422,77.83000183105469,75.62999725341797,76.62000274658203,69.27152252197266,3360500,,,,,,,,
2020-05-19,76.0999984741211,77.86000061035156,75.83000183105469,75.87000274658203,68.59344482421875,2610500,,,,,,,,
2020-05-20,76.41999816894531,76.75,74.6500015258789,74.88999938964844,67.70745849609375,2902900,,,,,,,,
2020-05-21,74.5199966430664,75.45999908447266,72.70999908447266,75.0199966430664,67.8249740600586,3899800,,,,,,,,
2020-05-22,75.16000366210938,75.73999786376953,74.2699966430664,74.72000122070312,67.55374908447266,2166000,,,,,,,,
2020-05-26,75.9000015258789,76.36000061035156,73.66000366210938,74.12999725341797,67.02031707763672,5212700,,,,,,,,
2020-05-27,75.31999969482422,77.31999969482422,74.06999969482422,76.47000122070312,69.13591766357422,4687900,,,,,,,,
2020-05-28,77.31999969482422,77.45999908447266,75.91000366210938,76.58999633789062,69.24440002441406,2613800,,,,,,,,
2020-05-29,76.7699966430664,77.87999725341797,76.44999694824219,77.68000030517578,70.22987365722656,4412400,,,,,,,,
2020-06-01,77.75,78.87999725341797,77.22000122070312,78.33999633789062,70.8265609741211,1749100,,,,,,,,
2020-06-02,78.56999969482422,79.27999877929688,78.29000091552734,79.08000183105469,71.49559020996094,2205200,,,,,,,,
2020-06-03,79.83000183105469,79.83000183105469,78.30000305175781,79.11000061035156,71.52272033691406,2288400,,,,,,,,
2020-06-04,78.58999633789062,78.97000122070312,77.56999969482422,78.80000305175781,71.2424545288086,2766400,,,,,,,,
2020-06-05,80.33000183105469,82.69999694824219,78.77999877929688,81.87000274658203,74.01798248291016,3838000,,,,,,,,
2020-06-08,81.52999877929688,81.69000244140625,80.48999786376953,81.51000213623047,73.69255828857422,3052300,,,,,,,,
2020-06-09,81.0,81.55999755859375,80.19999694824219,81.0199966430664,73.2495346069336,2468600,,,,,,,,
2020-06-10,80.80999755859375,81.83000183105469,79.94000244140625,80.27999877929688,72.58049774169922,2413800,,,,,,,,
2020-06-11,78.7699966430664,79.18000030517578,75.81999969482422,75.91999816894531,68.638671875,3302500,,,,,,,,
2020-06-12,77.41000366210938,78.2699966430664,75.0,76.5999984741211,69.25346374511719,2344300,,,,,,,,
2020-06-15,75.37999725341797,79.51000213623047,75.25,79.29000091552734,71.6854476928711,3258700,,,,,,,,
2020-06-16,81.19000244140625,81.5999984741211,78.91000366210938,80.43000030517578,72.71611022949219,3455000,,,,,,,,
2020-06-17,80.81999969482422,81.26000213623047,79.1500015258789,79.20999908447266,71.61311340332031,2714000,,,,,,,,
2020-06-18,78.91000366210938,81.6500015258789,78.58999633789062,80.87000274658203,73.1139144897461,2863500,,,,,,,,
2020-06-19,83.16000366210938,83.16000366210938,79.88999938964844,80.98999786376953,73.22240447998047,4534600,,,,,,,,
2020-06-22,80.54000091552734,81.72000122070312,80.27999877929688,80.81999969482422,73.06871795654297,1870000,,,,,,,,
2020-06-23,81.5199966430664,81.93000030517578,79.9800033569336,80.05999755859375,72.38159942626953,1786300,,,,,,,,
2020-06-24,79.38999938964844,79.68000030517578,77.18000030517578,77.29000091552734,69.87726593017578,3611600,,,,,,,,
2020-06-25,77.41000366210938,79.97000122070312,77.26000213623047,79.9000015258789,72.2369613647461,2242600,,,,,,,,
2020-06-26,79.18000030517578,80.29000091552734,77.3499984741211,77.88999938964844,70.41973114013672,3733400,,,,,,,,
2020-06-29,78.12000274658203,79.26000213623047,77.87999725341797,78.4000015258789,70.88081359863281,2806200,,,,,,,,
2020-06-30,78.5,80.5,78.41000366210938,80.11000061035156,72.42681121826172,2598000,,,,,,,,
2020-07-01,79.95999908447266,80.80000305175781,79.63999938964844,79.80000305175781,72.14654541015625,2970000,,,,,,,,
2020-07-02,80.48999786376953,80.48999786376953,78.80000305175781,79.2300033569336,71.63121032714844,2493800,,,,,,,,
2020-07-06,80.19000244140625,80.48999786376953,79.19000244140625,79.41999816894531,71.89371490478516,2312900,,,,,,,,
2020-07-07,79.0999984741211,79.25,77.72000122070312,78.0199966430664,70.62639617919922,2559700,,,,,,,,
2020-07-08,78.05999755859375,78.5,76.31999969482422,77.37000274658203,70.03800964355469,3326500,,,,,,,,
2020-07-09,77.37999725341797,77.97000122070312,76.16000366210938,77.79000091552734,70.41818237304688,2764700,,,,,,,,
2020-07-10,78.2699966430664,80.95999908447266,78.25,80.76000213623047,73.10673522949219,2313800,,,,,,,,
2020-07-13,80.91999816894531,81.31999969482422,79.68000030517578,80.33000183105469,72.71749114990234,2266400,,,,,,,,
2020-07-14,80.62999725341797,84.51000213623047,80.44999694824219,84.5,76.49230194091797,6820700,,,,,,,,
2020-07-15,85.0,86.48999786376953,84.3499984741211,85.88999938964844,77.75057983398438,3965200,,,,,,,,
2020-07-16,85.8499984741211,87.58999633789062,85.72000122070312,87.11000061035156,78.85497283935547,2652400,,,,,,,,
2020-07-17,87.36000061035156,87.76000213623047,86.38999938964844,87.62999725341797,79.32569122314453,2659000,,,,,,,,
2020-07-20,87.69999694824219,88.41000366210938,87.43000030517578,88.12999725341797,79.77830505371094,1825400,,,,,,,,
2020-07-21,88.05000305175781,89.38999938964844,88.05000305175781,88.8499984741211,80.43006896972656,1712600,,,,,,,,
2020-07-22,89.1500015258789,90.22000122070312,88.5199966430664,90.13999938964844,81.59782409667969,1789100,,,,,,,,
2020-07-23,89.97000122070312,90.72000122070312,88.33999633789062,88.63999938964844,80.24000549316406,1999900,,,,,,,,
2020-07-24,88.86000061035156,89.16999816894531,87.51000213623047,87.86000061035156,79.53388977050781,2204400,,,,,,,,
2020-07-27,87.83999633789062,88.30000305175781,86.80000305175781,87.30000305175781,79.02696228027344,2060100,,,,,,,,
2020-07-28,87.52999877929688,87.83000183105469,86.66000366210938,87.41999816894531,79.13561248779297,2470200,,,,,,,,
2020-07-29,87.01000213623047,89.26000213623047,87.01000213623047,88.91999816894531,80.4934310913086,1880500,,,,,,,,
2020-07-30,87.88999938964844,89.33000183105469,87.68000030517578,88.5199966430664,80.13136291503906,2119900,,,,,,,,
2020-07-31,87.88999938964844,90.41000366210938,87.88999938964844,90.33999633789062,81.77888488769531,4016500,,,,,,,,
2020-08-03,90.69999694824219,91.2300033569336,89.6500015258789,89.88999938964844,81.37153625488281,2134400,,,,,,,,
2020-08-04,89.58000183105469,90.47000122070312,89.43000030517578,90.25,81.6974105834961,2496900,,,,,,,,
2020-08-05,91.02999877929688,91.80999755859375,90.55999755859375,90.62000274658203,82.0323486328125,2073500,,,,,,,,
2020-08-06,90.69999694824219,91.37999725341797,88.91000366210938,89.61000061035156,81.1180648803711,2514600,,,,,,,,
2020-08-07,89.30999755859375,90.7699966430664,89.30999755859375,90.7300033569336,82.13191986083984,1735400,,,,,,,,
2020-08-10,90.98999786376953,91.13999938964844,89.70999908447266,90.12000274658203,81.57974243164062,2410700,,,,,,,,
2020-08-11,90.93000030517578,91.12000274658203,88.87000274658203,89.0199966430664,80.5839614868164,2468200,,,,,,,,
2020-08-12,90.02999877929688,90.4800033569336,88.72000122070312,89.01000213623047,80.57493591308594,2058900,,,,,,,,
2020-08-13,88.37999725341797,89.05000305175781,87.93000030517578,89.04000091552734,80.60208892822266,1994800,,,,,,,,
2020-08-14,89.0,89.55999755859375,88.5999984741211,88.97000122070312,80.5387191772461,1731200,,,,,,,,
2020-08-17,88.55000305175781,89.77999877929688,88.47000122070312,88.83000183105469,80.4119873046875,1709100,,,,,,,,
2020-08-18,88.95999908447266,89.95999908447266,88.9000015258789,89.73999786376953,81.23574829101562,1510200,,,,,,,,
2020-08-19,90.16000366210938,91.0199966430664,89.94999694824219,90.41000366210938,81.84225463867188,2728000,,,,,,,,
2020-08-20,90.27999877929688,91.05000305175781,90.08999633789062,90.83999633789062,82.23151397705078,1663200,,,,,,,,
2020-08-21,91.22000122070312,91.98999786376953,90.80999755859375,91.81999969482422,83.11861419677734,2085600,,,,,,,,
2020-08-24,92.0,92.33999633789062,91.43000030517578,92.0,83.28157043457031,2535000,,,,,,,,
2020-08-25,92.44999694824219,93.02999877929688,91.72000122070312,92.7699966430664,83.97860717773438,2443900,,,,,,,,
2020-08-26,92.06999969482422,92.73999786376953,91.5199966430664,92.16999816894531,83.43547058105469,1603500,,,,,,,,
2020-08-27,92.48999786376953,93.9000015258789,92.48999786376953,93.30999755859375,84.46741485595703,1407300,,,,,,,,
2020-08-28,93.68000030517578,93.81999969482422,93.12000274658203,93.68000030517578,84.80237579345703,1425600,,,,,,,,
2020-08-31,93.70999908447266,95.3499984741211,93.0999984741211,95.04000091552734,86.03347778320312,2169100,,,,,,,,
2020-09-01,94.80000305175781,95.29000091552734,93.08000183105469,93.87000274658203,84.97435760498047,2426200,,,,,,,,
2020-09-02,94.11000061035156,95.37000274658203,93.25,95.0,85.9972915649414,1774100,,,,,,,,
2020-09-03,95.58999633789062,96.19999694824219,92.66000366210938,93.29000091552734,84.4493179321289,2378000,,,,,,,,
2020-09-04,93.98999786376953,95.05000305175781,92.43000030517578,92.94000244140625,84.13249969482422,2059500,,,,,,,,
2020-09-08,93.08999633789062,93.08999633789062,90.62999725341797,91.80999755859375,83.10955810546875,2398200,,,,,,,,
2020-09-09,92.33999633789062,95.41000366210938,92.33999633789062,94.66999816894531,85.69852447509766,1826900,,,,,,,,
2020-09-10,94.47000122070312,95.58999633789062,94.1500015258789,94.3499984741211,85.40887451171875,1912000,,,,,,,,
2020-09-11,94.30000305175781,95.66999816894531,94.18000030517578,94.9800033569336,85.97917938232422,1494700,,,,,,,,
2020-09-14,95.68000030517578,96.58000183105469,95.37000274658203,96.26000213623047,87.13787841796875,1838700,,,,,,,,
2020-09-15,96.37000274658203,96.9000015258789,94.94000244140625,95.08000183105469,86.0697021484375,1764100,,,,,,,,
2020-09-16,95.88999938964844,96.25,95.05000305175781,95.08000183105469,86.0697021484375,1808200,,,,,,,,
2020-09-17,94.38999938964844,95.98999786376953,93.80999755859375,95.43000030517578,86.38653564453125,2322200,,,,,,,,
2020-09-18,95.12000274658203,97.5199966430664,94.94000244140625,96.86000061035156,87.6810073852539,3894600,,,,,,,,
2020-09-21,95.69000244140625,97.37999725341797,95.36000061035156,97.36000061035156,88.13363647460938,2740800,,,,,,,,
2020-09-22,96.70999908447266,97.80999755859375,93.4800033569336,94.41999816894531,85.47223663330078,2923100,,,,,,,,
2020-09-23,94.44000244140625,94.69999694824219,91.13999938964844,91.19000244140625,82.54834747314453,2881300,,,,,,,,
2020-09-24,91.7300033569336,92.91000366210938,90.88999938964844,92.19999694824219,83.46260833740234,1810400,,,,,,,,
2020-09-25,91.31999969482422,92.81999969482422,91.19999694824219,92.5999984741211,83.82470703125,1676800,,,,,,,,
2020-09-28,93.55999755859375,94.97000122070312,93.25,93.9800033569336,85.07392883300781,1826900,,,,,,,,
2020-09-29,94.12999725341797,94.7699966430664,93.58999633789062,94.1500015258789,85.22782135009766,1744700,,,,,,,,
2020-09-30,94.37999725341797,94.98999786376953,93.48999786376953,94.66999816894531,85.69852447509766,3119600,,,,,,,,
2020-10-01,95.08000183105469,95.44000244140625,92.72000122070312,93.45999908447266,84.60321807861328,2006300,,,,,,,,
2020-10-02,92.87000274658203,95.30000305175781,92.4000015258789,94.20999908447266,85.28214263916016,1586800,,,,,,,,
2020-10-05,95.18000030517578,96.08000183105469,94.27999877929688,95.9800033569336,86.88441467285156,1325200,,,,,,,,
2020-10-06,96.0999984741211,96.37999725341797,94.44999694824219,95.12000274658203,86.19571685791016,1971300,,,,,,,,
2020-10-07,95.25,97.0,95.25,96.41000366210938,87.36467742919922,2305500,,,,,,,,
2020-10-08,96.79000091552734,98.0199966430664,96.30999755859375,97.97000122070312,88.7783432006836,1393000,,,,,,,,
2020-10-09,98.04000091552734,99.9000015258789,97.68000030517578,99.87999725341797,90.50911712646484,1919500,,,,,,,,
2020-10-12,99.98999786376953,101.51000213623047,99.4800033569336,101.37999725341797,91.8683853149414,2081200,,,,,,,,
2020-10-13,101.3499984741211,102.05000305175781,99.95999908447266,100.2699966430664,90.86250305175781,2206900,,,,,,,,
2020-10-14,100.56999969482422,102.0,99.55999755859375,99.6500015258789,90.30071258544922,2107800,,,,,,,,
2020-10-15,96.13999938964844,99.05999755859375,96.01000213623047,97.51000213623047,88.36145782470703,2740800,,,,,,,,
2020-10-16,98.18000030517578,98.18000030517578,96.16999816894531,96.5199966430664,87.46435546875,2815700,,,,,,,,
2020-10-19,97.44999694824219,97.80000305175781,95.4800033569336,95.77999877929688,86.7938003540039,1459900,,,,,,,,
2020-10-20,96.41999816894531,96.7300033569336,94.2300033569336,94.58999633789062,85.71543884277344,1934700,,,,,,,,
2020-10-21,94.8499984741211,95.77999877929688,93.33000183105469,93.5999984741211,84.81832122802734,2098500,,,,,,,,
2020-10-22,93.3499984741211,95.22000122070312,92.87000274658203,94.38999938964844,85.53421020507812,1918200,,,,,,,,
2020-10-23,94.55999755859375,95.16999816894531,94.31999969482422,94.62000274658203,85.74263000488281,1562600,,,,,,,,
2020-10-26,93.87999725341797,94.51000213623047,92.58000183105469,93.83999633789062,85.03579711914062,1699900,,,,,,,,
2020-10-27,93.91999816894531,94.80000305175781,93.55000305175781,93.80000305175781,84.99956512451172,1505400,,,,,,,,
2020-10-28,92.5,93.48999786376953,91.13999938964844,91.56999969482422,82.9787826538086,1978500,,,,,,,,
2020-10-29,91.5199966430664,91.9800033569336,90.08000183105469,91.05999755859375,82.51663208007812,2176700,,,,,,,,
2020-10-30,90.97000122070312,92.08999633789062,90.11000061035156,91.9000015258789,83.27782440185547,2205600,,,,,,,,
2020-11-02,93.08999633789062,94.66000366210938,92.58000183105469,94.4000015258789,85.54325866699219,1913700,,,,,,,,
2020-11-03,94.68000030517578,96.18000030517578,94.16000366210938,94.47000122070312,85.60668182373047,2678700,,,,,,,,
2020-11-04,94.01000213623047,97.54000091552734,94.01000213623047,95.86000061035156,86.86627960205078,2979400,,,,,,,,
2020-11-05,96.81999969482422,98.04000091552734,96.0199966430664,97.29000091552734,88.16212463378906,2268500,,,,,,,,
2020-11-06,97.91000366210938,98.4800033569336,96.52999877929688,97.91000366210938,88.72394561767578,1976800,,,,,,,,
2020-11-09,99.81999969482422,100.33999633789062,90.37000274658203,90.38999938964844,81.90950012207031,5748500,,,,,,,,
2020-11-10,90.81999969482422,93.37000274658203,88.66999816894531,92.6500015258789,83.95745086669922,4402500,,,,,,,,
2020-11-11,93.19999694824219,94.18000030517578,92.08999633789062,92.72000122070312,84.02088165283203,2612700,,,,,,,,
2020-11-12,93.08999633789062,94.83000183105469,92.33000183105469,94.68000030517578,85.7969970703125,2740300,,,,,,,,
2020-11-13,95.0,95.95999908447266,94.52999877929688,95.66000366210938,86.68505096435547,2018900,,,,,,,,
2020-11-16,94.95999908447266,96.23999786376953,94.95999908447266,95.9000015258789,86.90254211425781,2291200,,,,,,,,
2020-11-17,95.0999984741211,95.63999938964844,93.75,94.93000030517578,86.0235366821289,2272600,,,,,,,,
2020-11-18,94.69000244140625,95.44999694824219,93.87999725341797,94.44999694824219,85.58856201171875,1942000,,,,,,,,
2020-11-19,93.55999755859375,94.88999938964844,93.01000213623047,94.2699966430664,85.42545318603516,2129600,,,,,,,,
2020-11-20,94.5,95.02999877929688,92.83999633789062,93.13999938964844,84.40147399902344,2562200,,,,,,,,
2020-11-23,93.12999725341797,93.48999786376953,92.02999877929688,92.93000030517578,84.21117401123047,2491500,,,,,,,,
2020-11-24,91.08000183105469,91.5,87.45999908447266,88.62999725341797,80.31458282470703,5954700,,,,,,,,
2020-11-25,88.75,89.45999908447266,88.02999877929688,89.4000015258789,81.01238250732422,2250200,,,,,,,,
2020-11-27,88.88999938964844,89.47000122070312,87.20999908447266,88.43000030517578,80.13338470458984,1113500,,,,,,,,
2020-11-30,88.5,88.66000366210938,86.22000122070312,87.11000061035156,78.93721771240234,4022300,,,,,,,,
2020-12-01,87.8499984741211,89.20999908447266,87.62999725341797,89.16000366210938,80.79489135742188,3097900,,,,,,,,
2020-12-02,89.94999694824219,90.94000244140625,88.77999877929688,89.19999694824219,80.83113098144531,2524500,,,,,,,,
2020-12-03,88.61000061035156,89.30000305175781,87.77999877929688,88.30000305175781,80.01557922363281,3240600,,,,,,,,
2020-12-04,88.29000091552734,89.5999984741211,87.55000305175781,89.5199966430664,81.12110900878906,2229100,,,,,,,,
2020-12-07,90.51000213623047,91.31999969482422,89.44000244140625,90.25,81.78263854980469,3141800,,,,,,,,
2020-12-08,88.91000366210938,94.4000015258789,88.69999694824219,92.83999633789062,84.129638671875,4211800,,,,,,,,
2020-12-09,92.31999969482422,93.93000030517578,92.12000274658203,93.5999984741211,84.81832122802734,2833500,,,,,,,,
