date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SLMBP')","('high', 'SLMBP')","('low', 'SLMBP')","('close', 'SLMBP')","('adj_close', 'SLMBP')","('volume', 'SLMBP')","('currency', '')"
2020-01-02,53.5,55.47999954223633,53.5,55.459999084472656,35.523216247558594,3000,,,,,,,,
2020-01-03,55.0,55.63999938964844,54.77000045776367,55.22999954223633,35.37590026855469,7300,,,,,,,,
2020-01-06,54.83000183105469,56.380001068115234,54.83000183105469,56.25,36.02922058105469,5700,,,,,,,,
2020-01-07,56.279998779296875,56.34000015258789,56.11000061035156,56.34000015258789,36.08686447143555,1600,,,,,,,,
2020-01-08,56.459999084472656,56.459999084472656,55.869998931884766,56.13999938964844,35.95876693725586,8000,,,,,,,,
2020-01-09,56.290000915527344,56.290000915527344,55.90999984741211,55.90999984741211,35.81145095825195,2900,,,,,,,,
2020-01-10,56.0,56.29999923706055,55.9900016784668,56.290000915527344,36.054840087890625,27300,,,,,,,,
2020-01-13,56.5,57.0,56.5,57.0,36.50960922241211,1000,,,,,,,,
2020-01-14,57.099998474121094,57.099998474121094,56.06999969482422,56.95000076293945,36.477596282958984,3700,,,,,,,,
2020-01-15,56.95000076293945,56.95000076293945,56.95000076293945,56.95000076293945,36.477596282958984,200,,,,,,,,
2020-01-16,56.63999938964844,57.0,56.349998474121094,56.349998474121094,36.093265533447266,1000,,,,,,,,
2020-01-17,56.25,56.900001525878906,56.25,56.900001525878906,36.445556640625,800,,,,,,,,
2020-01-21,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,36.445556640625,0,,,,,,,,
2020-01-22,56.2400016784668,56.2400016784668,56.2400016784668,56.2400016784668,36.02281188964844,1600,,,,,,,,
2020-01-23,57.20000076293945,59.0,57.20000076293945,59.0,37.7906494140625,133300,,,,,,,,
2020-01-24,58.560001373291016,60.0,58.279998779296875,59.220001220703125,37.93156433105469,232500,,,,,,,,
2020-01-27,58.84000015258789,59.0,58.560001373291016,58.86000061035156,37.70097732543945,30800,,,,,,,,
2020-01-28,58.869998931884766,59.11000061035156,58.56999969482422,58.77000045776367,37.64333724975586,2900,,,,,,,,
2020-01-29,58.650001525878906,59.380001068115234,58.5099983215332,58.81999969482422,37.67535400390625,10600,,,,,,,,
2020-01-30,58.56999969482422,59.09000015258789,58.349998474121094,59.09000015258789,37.84830093383789,12900,,,,,,,,
2020-01-31,58.70000076293945,59.38999938964844,58.70000076293945,58.880001068115234,37.71379089355469,28900,,,,,,,,
2020-02-03,59.0,59.0,59.0,59.0,37.7906494140625,800,,,,,,,,
