date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TLNC')","('high', 'TLNC')","('low', 'TLNC')","('close', 'TLNC')","('adj_close', 'TLNC')","('volume', 'TLNC')","('currency', '')"
2025-11-13,10.0,10.119999885559082,10.0,10.100000381469727,10.100000381469727,1000,,,,,,,,
2025-11-14,10.09000015258789,10.119999885559082,10.09000015258789,10.119999885559082,10.119999885559082,1800,,,,,,,,
2025-11-17,10.119999885559082,10.119999885559082,10.09000015258789,10.09000015258789,10.09000015258789,4400,,,,,,,,
2025-11-18,10.079999923706055,10.130000114440918,10.079999923706055,10.130000114440918,10.130000114440918,10400,,,,,,,,
2025-11-19,10.119999885559082,10.130000114440918,10.119999885559082,10.130000114440918,10.130000114440918,300,,,,,,,,
2025-11-20,10.130000114440918,10.140000343322754,10.079999923706055,10.079999923706055,10.079999923706055,7600,,,,,,,,
2025-11-21,10.079999923706055,10.119999885559082,10.079999923706055,10.109999656677246,10.109999656677246,13000,,,,,,,,
2025-11-24,10.119999885559082,10.149999618530273,10.119999885559082,10.149999618530273,10.149999618530273,1600,,,,,,,,
2025-11-25,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,100,,,,,,,,
2025-11-26,10.130000114440918,10.140000343322754,10.130000114440918,10.140000343322754,10.140000343322754,800,,,,,,,,
2025-11-28,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,200,,,,,,,,
2025-12-01,10.119999885559082,10.140000343322754,10.119999885559082,10.140000343322754,10.140000343322754,25300,,,,,,,,
2025-12-02,10.100000381469727,10.140000343322754,10.100000381469727,10.130000114440918,10.130000114440918,23900,,,,,,,,
2025-12-03,10.149999618530273,10.149999618530273,10.109999656677246,10.149999618530273,10.149999618530273,30500,,,,,,,,
2025-12-04,10.109999656677246,10.149999618530273,10.109999656677246,10.149999618530273,10.149999618530273,400,,,,,,,,
2025-12-05,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0,,,,,,,,
2025-12-08,10.100000381469727,10.149999618530273,10.100000381469727,10.140000343322754,10.140000343322754,400,,,,,,,,
2025-12-09,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,,,,,,,,
2025-12-10,10.100000381469727,10.140000343322754,10.100000381469727,10.140000343322754,10.140000343322754,600,,,,,,,,
2025-12-11,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,,,,,,,,
2025-12-12,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,600,,,,,,,,
2025-12-15,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,1800,,,,,,,,
2025-12-16,10.140000343322754,10.140000343322754,10.100000381469727,10.140000343322754,10.140000343322754,10100,,,,,,,,
2025-12-17,10.100000381469727,10.130000114440918,10.100000381469727,10.130000114440918,10.130000114440918,3000,,,,,,,,
2025-12-18,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,0,,,,,,,,
2025-12-19,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,0,,,,,,,,
2025-12-22,10.09000015258789,10.109999656677246,10.09000015258789,10.100000381469727,10.100000381469727,1200,,,,,,,,
2025-12-23,10.100000381469727,10.109999656677246,10.079999923706055,10.079999923706055,10.079999923706055,1600,,,,,,,,
2025-12-24,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,200,,,,,,,,
2025-12-26,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0,,,,,,,,
2025-12-29,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0,,,,,,,,
2025-12-30,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,1300,,,,,,,,
,TLNC,TLNC,TLNC,TLNC,TLNC,TLNC,,,,,,,,
