date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TLNC')","('high', 'TLNC')","('low', 'TLNC')","('close', 'TLNC')","('adj_close', 'TLNC')","('volume', 'TLNC')","('currency', '')"
2025-10-08,9.9399995803833,9.9399995803833,9.869999885559082,9.899999618530273,9.899999618530273,3300,,,,,,,,
2025-10-09,10.0,10.050000190734863,9.930000305175781,9.9399995803833,9.9399995803833,345500,,,,,,,,
2025-10-10,9.970000267028809,9.970000267028809,9.90999984741211,9.930000305175781,9.930000305175781,89500,,,,,,,,
2025-10-13,9.930000305175781,9.949999809265137,9.930000305175781,9.949999809265137,9.949999809265137,32400,,,,,,,,
2025-10-14,9.9399995803833,9.979999542236328,9.9399995803833,9.970000267028809,9.970000267028809,33100,,,,,,,,
2025-10-15,9.949999809265137,10.039999961853027,9.949999809265137,9.970000267028809,9.970000267028809,71800,,,,,,,,
2025-10-16,9.960000038146973,10.010000228881836,9.960000038146973,9.989999771118164,9.989999771118164,17600,,,,,,,,
2025-10-17,9.949999809265137,10.029999732971191,9.9399995803833,9.989999771118164,9.989999771118164,2600,,,,,,,,
2025-10-20,9.989999771118164,9.989999771118164,9.960000038146973,9.979999542236328,9.979999542236328,13000,,,,,,,,
2025-10-21,9.979999542236328,10.010000228881836,9.960000038146973,10.0,10.0,38900,,,,,,,,
2025-10-22,10.010000228881836,10.039999961853027,9.989999771118164,10.0,10.0,10200,,,,,,,,
2025-10-23,9.989999771118164,10.0,9.989999771118164,10.0,10.0,12800,,,,,,,,
2025-10-24,10.010000228881836,10.029999732971191,10.0,10.0,10.0,1700,,,,,,,,
2025-10-27,10.0,10.0,10.0,10.0,10.0,0,,,,,,,,
2025-10-28,10.0,10.0,10.0,10.0,10.0,4200,,,,,,,,
2025-10-29,10.0,10.010000228881836,9.989999771118164,10.0,10.0,102900,,,,,,,,
2025-10-30,10.0,10.020000457763672,10.0,10.020000457763672,10.020000457763672,32500,,,,,,,,
2025-10-31,10.029999732971191,10.050000190734863,10.029999732971191,10.050000190734863,10.050000190734863,7300,,,,,,,,
2025-11-03,10.029999732971191,10.069999694824219,10.029999732971191,10.069999694824219,10.069999694824219,8100,,,,,,,,
2025-11-04,10.029999732971191,10.180000305175781,10.0,10.09000015258789,10.09000015258789,621800,,,,,,,,
2025-11-05,10.09000015258789,10.119999885559082,10.09000015258789,10.119999885559082,10.119999885559082,35000,,,,,,,,
2025-11-06,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,0,,,,,,,,
2025-11-07,10.109999656677246,10.109999656677246,10.09000015258789,10.09000015258789,10.09000015258789,400,,,,,,,,
2025-11-10,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100,,,,,,,,
2025-11-11,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,9700,,,,,,,,
2025-11-12,10.100000381469727,10.119999885559082,10.100000381469727,10.119999885559082,10.119999885559082,300,,,,,,,,
