date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EXE')","('high', 'EXE')","('low', 'EXE')","('close', 'EXE')","('adj_close', 'EXE')","('volume', 'EXE')","('currency', '')"
2021-02-10,43.0,50.0,43.0,44.9900016784668,35.77783203125,1836900,,,,,,,,
2021-02-11,45.470001220703125,45.470001220703125,42.75,42.79999923706055,34.0362548828125,1652100,,,,,,,,
2021-02-12,43.0099983215332,43.5,41.54999923706055,42.5099983215332,33.80563735961914,2088200,,,,,,,,
2021-02-16,44.20000076293945,45.540000915527344,43.0099983215332,43.54999923706055,34.63268280029297,1369100,,,,,,,,
2021-02-17,44.029998779296875,44.599998474121094,43.5,44.2599983215332,35.19730758666992,1910200,,,,,,,,
2021-02-18,44.2400016784668,45.0,42.779998779296875,43.0,34.1953010559082,1589500,,,,,,,,
2021-02-19,43.65999984741211,44.630001068115234,43.0099983215332,44.0,34.990535736083984,1048200,,,,,,,,
2021-02-22,44.84000015258789,45.029998779296875,43.650001525878906,43.84000015258789,34.8632926940918,1449400,,,,,,,,
2021-02-23,43.95000076293945,43.95000076293945,42.0,43.65999984741211,34.72015380859375,888400,,,,,,,,
2021-02-24,43.2400016784668,45.08000183105469,42.63999938964844,45.0,35.78577423095703,3153100,,,,,,,,
2021-02-25,45.31999969482422,45.5,44.099998474121094,44.75,35.58695983886719,2485000,,,,,,,,
2021-02-26,44.560001373291016,44.939998626708984,43.415000915527344,44.18000030517578,35.13368606567383,466100,,,,,,,,
2021-03-01,44.45000076293945,45.279998779296875,44.08000183105469,44.66999816894531,35.52334976196289,718900,,,,,,,,
2021-03-02,44.66999816894531,46.75,44.66999816894531,45.29999923706055,36.024349212646484,756600,,,,,,,,
2021-03-03,45.5099983215332,47.63999938964844,45.220001220703125,47.25,37.57506561279297,1214600,,,,,,,,
2021-03-04,47.65999984741211,48.790000915527344,45.790000915527344,46.18000030517578,36.72417068481445,679700,,,,,,,,
2021-03-05,47.0,47.08000183105469,44.02000045776367,45.029998779296875,35.809635162353516,968200,,,,,,,,
2021-03-08,44.689998626708984,45.130001068115234,43.0099983215332,44.369998931884766,35.2847785949707,1125500,,,,,,,,
2021-03-09,43.689998626708984,44.939998626708984,43.61899948120117,44.279998779296875,35.21320724487305,183400,,,,,,,,
2021-03-10,44.2599983215332,44.869998931884766,43.77000045776367,44.75,35.58695983886719,484300,,,,,,,,
2021-03-11,44.75,45.81999969482422,44.5099983215332,45.34000015258789,36.05617141723633,578900,,,,,,,,
2021-03-12,46.130001068115234,46.310001373291016,44.88999938964844,45.75,36.38220977783203,684300,,,,,,,,
2021-03-15,45.91999816894531,46.25,45.099998474121094,45.75,36.38220977783203,626800,,,,,,,,
2021-03-16,45.779998779296875,45.875,43.94499969482422,44.810001373291016,35.634681701660156,717600,,,,,,,,
2021-03-17,44.869998931884766,45.599998474121094,44.20000076293945,45.279998779296875,36.00844192504883,543100,,,,,,,,
2021-03-18,44.91999816894531,45.25,43.220001220703125,43.5,34.592918395996094,886900,,,,,,,,
2021-03-19,43.29999923706055,43.7599983215332,42.79999923706055,43.310001373291016,34.44182586669922,537100,,,,,,,,
2021-03-22,43.22999954223633,43.5,41.91999816894531,42.75,33.996482849121094,539100,,,,,,,,
2021-03-23,42.279998779296875,42.720001220703125,41.040000915527344,41.70000076293945,33.161495208740234,447000,,,,,,,,
2021-03-24,42.5,42.79999923706055,41.279998779296875,41.599998474121094,33.081966400146484,688700,,,,,,,,
2021-03-25,41.150001525878906,42.33000183105469,40.0,42.15999984741211,33.52729797363281,675200,,,,,,,,
2021-03-26,42.27000045776367,43.34000015258789,42.13999938964844,43.33000183105469,34.457725524902344,325000,,,,,,,,
2021-03-29,43.400001525878906,43.5099983215332,42.34000015258789,42.52000045776367,33.81358337402344,204000,,,,,,,,
2021-03-30,42.27000045776367,43.400001525878906,41.290000915527344,43.13999938964844,34.30663299560547,480200,,,,,,,,
2021-03-31,43.029998779296875,44.518001556396484,42.189998626708984,43.38999938964844,34.50544738769531,446700,,,,,,,,
2021-04-01,43.09000015258789,45.79499816894531,42.82500076293945,44.93000030517578,35.73011016845703,619000,,,,,,,,
2021-04-05,44.81999969482422,45.154998779296875,43.5,44.65999984741211,35.51539611816406,580000,,,,,,,,
2021-04-06,45.0099983215332,45.95000076293945,44.04999923706055,45.209999084472656,35.95277404785156,725400,,,,,,,,
2021-04-07,45.11000061035156,46.0,44.400001525878906,45.099998474121094,35.865299224853516,943000,,,,,,,,
2021-04-08,44.9900016784668,45.81999969482422,44.77000045776367,45.33000183105469,36.048213958740234,732100,,,,,,,,
2021-04-09,45.20000076293945,45.90999984741211,44.47999954223633,45.540000915527344,36.2152099609375,686000,,,,,,,,
2021-04-12,45.66999816894531,45.91999816894531,45.25,45.45000076293945,36.14363479614258,640400,,,,,,,,
2021-04-13,45.349998474121094,45.81999969482422,45.31999969482422,45.5099983215332,36.191341400146484,312000,,,,,,,,
2021-04-14,45.66999816894531,46.310001373291016,45.25,46.189998626708984,36.732120513916016,821100,,,,,,,,
2021-04-15,46.15999984741211,46.58000183105469,45.349998474121094,46.189998626708984,36.732120513916016,465700,,,,,,,,
2021-04-16,46.70000076293945,46.88999938964844,45.32500076293945,45.650001525878906,36.30268859863281,390800,,,,,,,,
2021-04-19,45.709999084472656,46.625,45.40999984741211,45.970001220703125,36.557159423828125,386400,,,,,,,,
2021-04-20,45.970001220703125,46.310001373291016,44.310001373291016,45.709999084472656,36.35039520263672,595800,,,,,,,,
2021-04-21,45.540000915527344,46.59000015258789,44.78099822998047,46.2400016784668,36.771873474121094,593000,,,,,,,,
2021-04-22,46.27000045776367,46.900001525878906,45.849998474121094,46.08000183105469,36.64463424682617,1098600,,,,,,,,
2021-04-23,46.04999923706055,47.220001220703125,45.41999816894531,46.459999084472656,36.94682312011719,471700,,,,,,,,
2021-04-26,46.34000015258789,47.459999084472656,46.27000045776367,46.880001068115234,37.28083419799805,380100,,,,,,,,
2021-04-27,46.650001525878906,47.5,46.380001068115234,46.869998931884766,37.27287292480469,721700,,,,,,,,
2021-04-28,47.150001525878906,47.31999969482422,45.939998626708984,46.18000030517578,36.72417068481445,599700,,,,,,,,
2021-04-29,46.41999816894531,48.5,45.790000915527344,46.95000076293945,37.33649826049805,1033800,,,,,,,,
2021-04-30,46.5099983215332,47.47999954223633,45.31999969482422,45.56999969482422,36.239070892333984,766100,,,,,,,,
2021-05-03,45.970001220703125,46.619998931884766,45.40999984741211,46.36000061035156,36.86730194091797,870300,,,,,,,,
2021-05-04,46.5,46.5,45.599998474121094,46.0,36.581016540527344,772200,,,,,,,,
2021-05-05,46.22999954223633,47.630001068115234,46.095001220703125,46.7400016784668,37.16949462890625,1923400,,,,,,,,
2021-05-06,46.689998626708984,47.83000183105469,46.689998626708984,47.5099983215332,37.78183364868164,1222600,,,,,,,,
2021-05-07,47.15999984741211,49.5,47.15999984741211,49.16999816894531,39.10192108154297,1809500,,,,,,,,
2021-05-10,49.630001068115234,49.970001220703125,49.25,49.56999969482422,39.42001724243164,840000,,,,,,,,
2021-05-11,49.16999816894531,49.72999954223633,48.15999984741211,49.060001373291016,39.01445007324219,1135800,,,,,,,,
2021-05-12,52.68000030517578,52.68000030517578,48.279998779296875,49.47999954223633,39.348453521728516,2008400,,,,,,,,
2021-05-13,49.4900016784668,50.59000015258789,48.189998626708984,49.5,39.364356994628906,831200,,,,,,,,
2021-05-14,49.0,49.81999969482422,48.720001220703125,48.869998931884766,38.86335372924805,2141500,,,,,,,,
2021-05-17,48.970001220703125,50.400001525878906,48.810001373291016,49.9900016784668,39.754024505615234,1427100,,,,,,,,
2021-05-18,50.79999923706055,52.0,50.599998474121094,51.29999923706055,40.79579162597656,2565200,,,,,,,,
2021-05-19,50.40999984741211,51.24800109863281,50.012001037597656,51.0,40.557220458984375,928100,,,,,,,,
2021-05-20,50.900001525878906,51.37900161743164,50.32099914550781,50.4900016784668,40.151649475097656,913100,,,,,,,,
2021-05-21,50.439998626708984,50.720001220703125,49.67499923706055,50.43000030517578,40.37904739379883,1668000,,,,,,,,
2021-05-24,50.70000076293945,50.93000030517578,49.83000183105469,50.54999923706055,40.475120544433594,955800,,,,,,,,
2021-05-25,50.470001220703125,51.16999816894531,49.90999984741211,50.439998626708984,40.387046813964844,726400,,,,,,,,
2021-05-26,50.43000030517578,53.099998474121094,50.064998626708984,52.79999923706055,42.27668380737305,1400600,,,,,,,,
2021-05-27,53.25,53.25,51.540000915527344,52.95000076293945,42.396793365478516,1807600,,,,,,,,
2021-05-28,53.0,53.20000076293945,52.279998779296875,52.79999923706055,42.27668380737305,652500,,,,,,,,
2021-06-01,53.56999969482422,54.9900016784668,53.130001068115234,54.880001068115234,43.942138671875,1429300,,,,,,,,
2021-06-02,55.0,55.0,53.20000076293945,53.41999816894531,42.77311706542969,1079700,,,,,,,,
2021-06-03,53.38999938964844,53.88999938964844,52.47999954223633,53.47999954223633,42.82115173339844,755700,,,,,,,,
2021-06-04,53.56999969482422,54.650001525878906,52.880001068115234,54.43000030517578,43.581825256347656,929500,,,,,,,,
2021-06-07,55.59000015258789,56.06999969482422,54.619998931884766,55.540000915527344,44.470603942871094,1978600,,,,,,,,
2021-06-08,55.04999923706055,55.93000030517578,54.22999954223633,55.5099983215332,44.44656753540039,1999500,,,,,,,,
2021-06-09,55.599998474121094,55.84000015258789,54.5099983215332,55.43000030517578,44.38251495361328,886200,,,,,,,,
2021-06-10,55.709999084472656,55.83000183105469,54.7599983215332,55.58000183105469,44.502620697021484,1343100,,,,,,,,
2021-06-11,55.91999816894531,56.540000915527344,55.38999938964844,56.220001220703125,45.01506042480469,1086800,,,,,,,,
2021-06-14,56.150001525878906,56.709999084472656,55.459999084472656,55.83000183105469,44.702796936035156,1610100,,,,,,,,
2021-06-15,56.9900016784668,56.9900016784668,55.43000030517578,55.959999084472656,44.806880950927734,1689500,,,,,,,,
2021-06-16,55.959999084472656,56.36000061035156,53.84000015258789,54.09000015258789,43.3095817565918,2412100,,,,,,,,
2021-06-17,53.91999816894531,54.06999969482422,52.0099983215332,53.7599983215332,43.045352935791016,2991600,,,,,,,,
2021-06-18,53.08000183105469,53.79999923706055,52.720001220703125,53.11000061035156,42.524898529052734,3169900,,,,,,,,
2021-06-21,53.540000915527344,55.209999084472656,52.88999938964844,55.08000183105469,44.10226821899414,2881500,,,,,,,,
2021-06-22,55.209999084472656,55.209999084472656,52.86000061035156,53.61000061035156,42.92525100708008,2750100,,,,,,,,
