date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NGL')","('high', 'NGL')","('low', 'NGL')","('close', 'NGL')","('adj_close', 'NGL')","('volume', 'NGL')","('currency', '')"
2020-01-02,11.399999618530273,11.520000457763672,11.1899995803833,11.510000228881836,9.848712921142578,690300,,,,,,,,
2020-01-03,11.680000305175781,11.850000381469727,11.510000228881836,11.770000457763672,10.071185111999512,944100,,,,,,,,
2020-01-06,11.770000457763672,11.989999771118164,11.760000228881836,11.770000457763672,10.071185111999512,1249300,,,,,,,,
2020-01-07,11.720000267028809,11.869999885559082,11.529999732971191,11.869999885559082,10.156752586364746,736900,,,,,,,,
2020-01-08,11.84000015258789,11.859999656677246,11.300000190734863,11.550000190734863,9.882939338684082,1296600,,,,,,,,
2020-01-09,11.5,11.970000267028809,11.5,11.850000381469727,10.139638900756836,1226600,,,,,,,,
2020-01-10,11.869999885559082,11.920000076293945,11.5600004196167,11.680000305175781,9.994175910949707,814700,,,,,,,,
2020-01-13,11.680000305175781,11.829999923706055,11.579999923706055,11.609999656677246,9.93427848815918,883900,,,,,,,,
2020-01-14,11.630000114440918,11.859999656677246,11.600000381469727,11.8100004196167,10.105413436889648,659200,,,,,,,,
2020-01-15,11.8100004196167,11.920000076293945,11.720000267028809,11.880000114440918,10.165307998657227,484100,,,,,,,,
2020-01-16,11.8100004196167,12.0600004196167,11.8100004196167,11.979999542236328,10.250874519348145,277000,,,,,,,,
2020-01-17,12.079999923706055,12.079999923706055,11.850000381469727,11.970000267028809,10.242319107055664,519000,,,,,,,,
2020-01-21,11.9399995803833,11.970000267028809,11.539999961853027,11.5600004196167,9.891495704650879,918800,,,,,,,,
2020-01-22,11.529999732971191,11.609999656677246,11.079999923706055,11.260000228881836,9.634796142578125,1299100,,,,,,,,
2020-01-23,11.180000305175781,11.449999809265137,11.119999885559082,11.210000038146973,9.592011451721191,926700,,,,,,,,
2020-01-24,11.1899995803833,11.270000457763672,10.600000381469727,10.6899995803833,9.147065162658691,859500,,,,,,,,
2020-01-27,10.5,10.619999885559082,10.390000343322754,10.520000457763672,9.001604080200195,849300,,,,,,,,
