date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MAA-PI')","('high', 'MAA-PI')","('low', 'MAA-PI')","('close', 'MAA-PI')","('adj_close', 'MAA-PI')","('volume', 'MAA-PI')","('currency', '')"
2020-01-02,65.98999786376953,67.69999694824219,65.98999786376953,66.05000305175781,42.80477523803711,4761,,,,,,,,
2020-01-03,66.05000305175781,66.05000305175781,66.05000305175781,66.05000305175781,42.80477523803711,0,,,,,,,,
2020-01-06,68.45999908447266,68.45999908447266,67.5,67.5,43.74447250366211,716,,,,,,,,
2020-01-07,67.4000015258789,67.4000015258789,67.3687973022461,67.3687973022461,43.6594352722168,558,,,,,,,,
2020-01-08,68.37999725341797,68.37999725341797,67.4000015258789,67.4000015258789,43.67966079711914,245,,,,,,,,
2020-01-09,67.5199966430664,67.5199966430664,67.43000030517578,67.43000030517578,43.69911193847656,1500,,,,,,,,
2020-01-10,68.2300033569336,68.2300033569336,68.2300033569336,68.2300033569336,44.21756362915039,424,,,,,,,,
2020-01-13,67.75,67.75,67.25,67.25,43.58245849609375,400,,,,,,,,
2020-01-14,68.10749816894531,68.10749816894531,68.10749816894531,68.10749816894531,44.138160705566406,429,,,,,,,,
2020-01-15,67.73750305175781,67.73750305175781,67.73750305175781,67.73750305175781,43.89839172363281,245,,,,,,,,
2020-01-16,67.31999969482422,68.48750305175781,67.31999969482422,68.48750305175781,44.38444137573242,897,,,,,,,,
2020-01-17,68.48750305175781,68.48750305175781,68.48750305175781,68.48750305175781,44.38444137573242,0,,,,,,,,
2020-01-21,68.5,68.5,67.99410247802734,68.5,44.39253616333008,934,,,,,,,,
2020-01-22,68.5,68.5,68.5,68.5,44.39253616333008,0,,,,,,,,
2020-01-23,68.5,68.5,68.5,68.5,44.39253616333008,0,,,,,,,,
2020-01-24,68.5,68.5,68.5,68.5,44.39253616333008,0,,,,,,,,
2020-01-27,68.5,69.30139923095703,68.32659912109375,69.30139923095703,44.91189193725586,3210,,,,,,,,
2020-01-28,69.0,69.0,69.0,69.0,44.7165641784668,638,,,,,,,,
2020-01-29,68.81300354003906,68.81300354003906,68.81300354003906,68.81300354003906,44.59538269042969,353,,,,,,,,
2020-01-30,68.81300354003906,68.81300354003906,68.81300354003906,68.81300354003906,44.59538269042969,0,,,,,,,,
2020-01-31,68.28630065917969,68.76000213623047,68.1500015258789,68.76000213623047,44.56102752685547,1415,,,,,,,,
2020-02-03,69.0,69.0,68.99009704589844,68.99009704589844,44.71014404296875,520,,,,,,,,
2020-02-04,68.99009704589844,68.99009704589844,68.99009704589844,68.99009704589844,44.71014404296875,0,,,,,,,,
2020-02-05,68.99009704589844,68.99009704589844,68.99009704589844,68.99009704589844,44.71014404296875,0,,,,,,,,
2020-02-06,69.0,69.0,69.0,69.0,44.7165641784668,549,,,,,,,,
2020-02-07,69.0,69.0,69.0,69.0,44.7165641784668,0,,,,,,,,
2020-02-10,68.97429656982422,69.5,68.97429656982422,69.5,45.04059600830078,327,,,,,,,,
2020-02-11,69.05000305175781,69.38999938964844,69.0,69.0083999633789,44.722015380859375,551,,,,,,,,
2020-02-12,68.78359985351562,69.5,68.78359985351562,69.5,45.04059600830078,241,,,,,,,,
2020-02-13,69.5,69.5,69.36399841308594,69.36399841308594,44.952457427978516,370,,,,,,,,
2020-02-14,69.47000122070312,69.5,69.47000122070312,69.5,45.04059600830078,402,,,,,,,,
2020-02-18,69.5,69.5,69.5,69.5,45.04059600830078,0,,,,,,,,
2020-02-19,69.5,69.5,69.5,69.5,45.04059600830078,0,,,,,,,,
2020-02-20,69.5,69.5,69.31690216064453,69.31690216064453,44.92195129394531,1217,,,,,,,,
2020-02-21,68.6061019897461,69.5,68.6061019897461,69.5,45.04059600830078,234,,,,,,,,
2020-02-24,69.5,69.5,69.5,69.5,45.04059600830078,411,,,,,,,,
2020-02-25,67.5,67.5,67.5,67.5,43.74447250366211,2699,,,,,,,,
2020-02-26,69.5,69.5,69.43000030517578,69.43000030517578,44.995243072509766,400,,,,,,,,
2020-02-27,69.43000030517578,69.43000030517578,69.43000030517578,69.43000030517578,44.995243072509766,0,,,,,,,,
2020-02-28,67.0,67.5,67.0,67.5,43.74447250366211,635,,,,,,,,
2020-03-02,66.04000091552734,69.0,66.04000091552734,67.78009796142578,43.925987243652344,3153,,,,,,,,
2020-03-03,67.78009796142578,67.78009796142578,67.78009796142578,67.78009796142578,43.925987243652344,0,,,,,,,,
2020-03-04,65.0999984741211,69.0,64.5,67.0999984741211,43.48524475097656,899,,,,,,,,
2020-03-05,67.0999984741211,67.0999984741211,67.0999984741211,67.0999984741211,43.48524475097656,0,,,,,,,,
2020-03-06,67.5,68.5,67.5,68.5,44.39253616333008,662,,,,,,,,
2020-03-09,69.5,70.51000213623047,68.25080108642578,70.51000213623047,45.695159912109375,2221,,,,,,,,
2020-03-10,69.75,69.75,69.75,69.75,45.202613830566406,269,,,,,,,,
2020-03-11,71.5,71.5,70.25,70.25,45.52665328979492,483,,,,,,,,
2020-03-12,70.25,70.25,70.25,70.25,45.52665328979492,0,,,,,,,,
2020-03-13,64.5,64.5,64.5,64.5,42.44219207763672,781,,,,,,,,
2020-03-16,61.880001068115234,61.880001068115234,60.5,60.5,39.81011962890625,638,,,,,,,,
2020-03-17,63.176998138427734,63.29999923706055,63.176998138427734,63.29999923706055,41.652565002441406,354,,,,,,,,
2020-03-18,59.0,59.0,49.5,52.9900016784668,34.86840057373047,3009,,,,,,,,
2020-03-19,48.5099983215332,56.939998626708984,48.5099983215332,56.939998626708984,37.46757125854492,5014,,,,,,,,
2020-03-20,52.80009841918945,56.0,52.80009841918945,55.000099182128906,36.191070556640625,1935,,,,,,,,
2020-03-23,52.61439895629883,52.61439895629883,52.61439895629883,52.61439895629883,34.62125778198242,479,,,,,,,,
2020-03-24,53.0,58.689998626708984,53.0,58.689998626708984,38.61910629272461,950,,,,,,,,
2020-03-25,58.0,58.0,56.75,56.75,37.34254455566406,407,,,,,,,,
