date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SHLRF')","('high', 'SHLRF')","('low', 'SHLRF')","('close', 'SHLRF')","('adj_close', 'SHLRF')","('volume', 'SHLRF')","('currency', '')"
2020-04-17,217.0,217.0,217.0,217.0,196.64755249023438,0,,,,,,,,
2020-04-20,217.0,217.0,217.0,217.0,196.64755249023438,0,,,,,,,,
2020-04-21,217.0,217.0,217.0,217.0,196.64755249023438,0,,,,,,,,
2020-04-22,217.0,217.0,217.0,217.0,196.64755249023438,0,,,,,,,,
2020-04-23,217.0,217.0,217.0,217.0,196.64755249023438,0,,,,,,,,
2020-04-24,213.14999389648438,213.14999389648438,213.14999389648438,213.14999389648438,193.1586456298828,2800,,,,,,,,
2020-04-27,213.14999389648438,213.14999389648438,213.14999389648438,213.14999389648438,193.1586456298828,0,,,,,,,,
2020-04-28,213.14999389648438,213.14999389648438,213.14999389648438,213.14999389648438,193.1586456298828,0,,,,,,,,
2020-04-29,213.14999389648438,213.14999389648438,213.14999389648438,213.14999389648438,193.1586456298828,0,,,,,,,,
2020-04-30,220.0,220.0,214.0,214.0,193.92892456054688,200,,,,,,,,
2020-05-01,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-04,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-05,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-06,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-07,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-08,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-11,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-12,214.0,214.0,214.0,214.0,193.92892456054688,0,,,,,,,,
2020-05-13,217.0,217.0,217.0,217.0,196.64755249023438,100,,,,,,,,
2020-05-14,208.0,208.0,208.0,208.0,188.49168395996094,200,,,,,,,,
2020-05-15,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-18,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-19,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-20,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-21,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-22,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-26,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-27,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-28,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-05-29,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-01,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-02,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-03,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-04,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-05,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-08,208.0,208.0,208.0,208.0,188.49168395996094,0,,,,,,,,
2020-06-09,232.0,232.0,232.0,232.0,210.24069213867188,800,,,,,,,,
2020-06-10,235.0,235.0,235.0,235.0,212.95933532714844,800,,,,,,,,
2020-06-11,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-12,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-15,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-16,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-17,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-18,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-19,235.0,235.0,235.0,235.0,212.95933532714844,0,,,,,,,,
2020-06-22,238.0,238.0,238.0,238.0,215.677978515625,100,,,,,,,,
2020-06-23,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-06-24,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-06-25,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-06-26,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-06-29,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-06-30,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-07-01,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-07-02,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-07-06,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-07-07,238.0,238.0,238.0,238.0,215.677978515625,0,,,,,,,,
2020-07-08,251.5,251.5,251.5,251.5,227.91180419921875,100,,,,,,,,
2020-07-09,251.5,251.5,251.5,251.5,227.91180419921875,0,,,,,,,,
2020-07-10,251.5,251.5,251.5,251.5,227.91180419921875,0,,,,,,,,
2020-07-13,251.5,251.5,251.5,251.5,227.91180419921875,0,,,,,,,,
2020-07-14,251.5,251.5,251.5,251.5,227.91180419921875,0,,,,,,,,
2020-07-15,251.5,251.5,251.5,251.5,227.91180419921875,0,,,,,,,,
2020-07-16,254.0399932861328,254.0399932861328,254.0399932861328,254.0399932861328,230.2135467529297,300,,,,,,,,
2020-07-17,254.0399932861328,254.0399932861328,254.0399932861328,254.0399932861328,230.2135467529297,0,,,,,,,,
2020-07-20,258.5,258.5,258.5,258.5,234.25526428222656,100,,,,,,,,
2020-07-21,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-22,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-23,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-24,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-27,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-28,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-29,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-30,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-07-31,258.5,258.5,258.5,258.5,234.25526428222656,0,,,,,,,,
2020-08-03,251.4499969482422,253.0,249.63999938964844,253.0,229.27110290527344,100,,,,,,,,
2020-08-04,253.0,253.0,253.0,253.0,229.27110290527344,0,,,,,,,,
2020-08-05,253.0,253.0,253.0,253.0,229.27110290527344,0,,,,,,,,
2020-08-06,253.0,253.0,253.0,253.0,229.27110290527344,0,,,,,,,,
2020-08-07,253.0,253.0,253.0,253.0,229.27110290527344,0,,,,,,,,
2020-08-10,245.5,245.5,245.5,245.5,222.4745330810547,100,,,,,,,,
2020-08-11,256.0,256.0,256.0,256.0,231.98973083496094,100,,,,,,,,
2020-08-12,256.0,256.0,256.0,256.0,231.98973083496094,0,,,,,,,,
2020-08-13,257.92999267578125,257.92999267578125,257.92999267578125,257.92999267578125,233.73870849609375,100,,,,,,,,
2020-08-14,257.92999267578125,257.92999267578125,257.92999267578125,257.92999267578125,233.73870849609375,0,,,,,,,,
2020-08-17,257.92999267578125,257.92999267578125,257.92999267578125,257.92999267578125,233.73870849609375,0,,,,,,,,
2020-08-18,257.92999267578125,257.92999267578125,257.92999267578125,257.92999267578125,233.73870849609375,0,,,,,,,,
2020-08-19,257.92999267578125,257.92999267578125,257.92999267578125,257.92999267578125,233.73870849609375,0,,,,,,,,
2020-08-20,257.0,257.0,257.0,257.0,232.89596557617188,100,,,,,,,,
2020-08-21,246.05999755859375,246.05999755859375,246.05999755859375,246.05999755859375,222.98202514648438,100,,,,,,,,
2020-08-24,246.05999755859375,246.05999755859375,246.05999755859375,246.05999755859375,222.98202514648438,0,,,,,,,,
2020-08-25,246.05999755859375,246.05999755859375,246.05999755859375,246.05999755859375,222.98202514648438,0,,,,,,,,
2020-08-26,246.05999755859375,246.05999755859375,246.05999755859375,246.05999755859375,222.98202514648438,0,,,,,,,,
2020-08-27,262.80999755859375,262.80999755859375,262.80999755859375,262.80999755859375,238.1610107421875,500,,,,,,,,
2020-08-28,262.80999755859375,262.80999755859375,262.80999755859375,262.80999755859375,238.1610107421875,0,,,,,,,,
2020-08-31,262.80999755859375,262.80999755859375,262.80999755859375,262.80999755859375,238.1610107421875,0,,,,,,,,
2020-09-01,262.80999755859375,262.80999755859375,262.80999755859375,262.80999755859375,238.1610107421875,0,,,,,,,,
2020-09-02,268.0,268.0,268.0,268.0,242.86427307128906,100,,,,,,,,
2020-09-03,268.0,268.0,268.0,268.0,242.86427307128906,0,,,,,,,,
2020-09-04,263.5,263.5,263.5,263.5,238.7863311767578,100,,,,,,,,
2020-09-08,263.5,263.5,263.5,263.5,238.7863311767578,0,,,,,,,,
2020-09-09,263.5,263.5,263.5,263.5,238.7863311767578,0,,,,,,,,
2020-09-10,265.0,265.0,265.0,265.0,240.1456298828125,100,,,,,,,,
2020-09-11,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-14,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-15,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-16,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-17,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-18,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-21,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-22,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-23,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-24,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-25,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-28,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-29,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-09-30,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-01,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-02,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-05,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-06,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-07,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-08,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-09,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-12,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-13,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-14,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-15,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-16,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-19,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-20,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-21,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-22,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-23,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-26,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-27,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-28,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-29,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-10-30,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-11-02,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-11-03,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-11-04,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-11-05,265.0,265.0,265.0,265.0,240.1456298828125,0,,,,,,,,
2020-11-06,270.0,270.0,270.0,270.0,244.6766815185547,100,,,,,,,,
2020-11-09,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-10,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-11,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-12,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-13,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-16,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-17,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-18,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-19,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-20,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-23,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-24,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2020-11-25,260.0,260.0,260.0,260.0,235.6145782470703,100,,,,,,,,
2020-11-27,260.0,260.0,260.0,260.0,235.6145782470703,0,,,,,,,,
2020-11-30,240.5399932861328,240.5399932861328,240.5399932861328,240.5399932861328,217.97972106933594,100,,,,,,,,
2020-12-01,260.3599853515625,262.0,260.3599853515625,262.0,237.42698669433594,100,,,,,,,,
2020-12-02,262.0,262.0,262.0,262.0,237.42698669433594,0,,,,,,,,
2020-12-03,262.0,262.0,262.0,262.0,237.42698669433594,0,,,,,,,,
2020-12-04,262.0,262.0,262.0,262.0,237.42698669433594,0,,,,,,,,
2020-12-07,262.0,262.0,262.0,262.0,237.42698669433594,0,,,,,,,,
2020-12-08,262.0,262.0,262.0,262.0,237.42698669433594,0,,,,,,,,
2020-12-09,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,1200,,,,,,,,
2020-12-10,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-11,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-14,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-15,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-16,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-17,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-18,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-21,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-22,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-23,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-24,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-28,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-29,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-30,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2020-12-31,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2021-01-04,268.92999267578125,268.92999267578125,268.92999267578125,268.92999267578125,243.70701599121094,0,,,,,,,,
2021-01-05,274.0,274.0,274.0,274.0,248.301513671875,100,,,,,,,,
2021-01-06,274.0,274.0,274.0,274.0,248.301513671875,0,,,,,,,,
2021-01-07,272.0,272.0,272.0,272.0,246.4890594482422,200,,,,,,,,
2021-01-08,276.0,276.0,276.0,276.0,250.11392211914062,400,,,,,,,,
2021-01-11,276.0,276.0,276.0,276.0,250.11392211914062,0,,,,,,,,
2021-01-12,276.0,276.0,276.0,276.0,250.11392211914062,0,,,,,,,,
2021-01-13,276.0,276.0,276.0,276.0,250.11392211914062,0,,,,,,,,
2021-01-14,271.6700134277344,271.6700134277344,271.6700134277344,271.6700134277344,246.19007873535156,100,,,,,,,,
2021-01-15,270.0,270.0,270.0,270.0,244.6766815185547,100,,,,,,,,
2021-01-19,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-20,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-21,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-22,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-25,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-26,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-01-27,267.0,267.0,267.0,267.0,241.9580841064453,100,,,,,,,,
2021-01-28,274.0,274.0,274.0,274.0,248.301513671875,100,,,,,,,,
2021-01-29,274.0,274.0,274.0,274.0,248.301513671875,0,,,,,,,,
2021-02-01,266.0,266.0,266.0,266.0,241.05184936523438,100,,,,,,,,
2021-02-02,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-03,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-04,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-05,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-08,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-09,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-10,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-11,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-12,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-16,266.0,266.0,266.0,266.0,241.05184936523438,0,,,,,,,,
2021-02-17,271.3299865722656,271.3299865722656,271.3299865722656,271.3299865722656,245.88194274902344,100,,,,,,,,
2021-02-18,271.3299865722656,271.3299865722656,271.3299865722656,271.3299865722656,245.88194274902344,0,,,,,,,,
2021-02-19,271.3299865722656,271.3299865722656,271.3299865722656,271.3299865722656,245.88194274902344,0,,,,,,,,
2021-02-22,286.0,286.0,286.0,286.0,259.1760559082031,100,,,,,,,,
2021-02-23,275.9800109863281,277.0,275.9800109863281,277.0,251.02015686035156,100,,,,,,,,
2021-02-24,277.0,277.0,277.0,277.0,251.02015686035156,0,,,,,,,,
2021-02-25,280.0,280.0,280.0,280.0,253.73876953125,200,,,,,,,,
2021-02-26,272.0,272.0,272.0,272.0,246.4890594482422,100,,,,,,,,
2021-03-01,270.0,270.0,270.0,270.0,244.6766815185547,100,,,,,,,,
2021-03-02,270.0,270.0,270.0,270.0,244.6766815185547,0,,,,,,,,
2021-03-03,257.0,257.0,257.0,257.0,232.89596557617188,100,,,,,,,,
2021-03-04,257.0,257.0,257.0,257.0,232.89596557617188,0,,,,,,,,
2021-03-05,271.0,300.0,271.0,271.1499938964844,245.7187957763672,600,,,,,,,,
2021-03-08,271.1499938964844,271.1499938964844,271.1499938964844,271.1499938964844,245.7187957763672,0,,,,,,,,
2021-03-09,276.25,276.25,276.25,276.25,250.3404998779297,100,,,,,,,,
2021-03-10,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-11,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-12,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-15,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-16,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-17,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-18,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-19,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-22,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-23,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-24,276.25,276.25,276.25,276.25,250.3404998779297,0,,,,,,,,
2021-03-25,276.25,276.25,276.25,276.25,254.27450561523438,0,,,,,,,,
2021-03-26,283.45001220703125,283.45001220703125,283.45001220703125,283.45001220703125,260.9017333984375,100,,,,,,,,
2021-03-29,295.5,295.5,295.5,295.5,271.9931945800781,100,,,,,,,,
2021-03-30,291.5,291.5,291.5,291.5,268.31134033203125,100,,,,,,,,
2021-03-31,290.5,290.5,290.5,290.5,267.39093017578125,100,,,,,,,,
2021-04-01,290.5,290.5,290.5,290.5,267.39093017578125,0,,,,,,,,
