date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GIB')","('high', 'GIB')","('low', 'GIB')","('close', 'GIB')","('adj_close', 'GIB')","('volume', 'GIB')","('currency', '')"
2020-01-02,83.58999633789062,84.30000305175781,83.58000183105469,84.2300033569336,83.89403533935547,142400,,,,,,,,
2020-01-03,83.30999755859375,84.19999694824219,83.18000030517578,83.80999755859375,83.47570037841797,131600,,,,,,,,
2020-01-06,83.33999633789062,84.4000015258789,83.30999755859375,84.33999633789062,84.00358581542969,161700,,,,,,,,
2020-01-07,84.06999969482422,84.58000183105469,84.04000091552734,84.38999938964844,84.05339813232422,110700,,,,,,,,
2020-01-08,84.4000015258789,85.54000091552734,84.4000015258789,85.1500015258789,84.81036376953125,222700,,,,,,,,
2020-01-09,85.5,86.58999633789062,85.31999969482422,86.18000030517578,85.83625793457031,198200,,,,,,,,
2020-01-10,86.5199966430664,86.5199966430664,85.4000015258789,85.62999725341797,85.28844451904297,158600,,,,,,,,
2020-01-13,85.41000366210938,86.37999725341797,85.41000366210938,86.31999969482422,85.97570037841797,110300,,,,,,,,
2020-01-14,86.0999984741211,86.48999786376953,85.81999969482422,85.97000122070312,85.6270980834961,131700,,,,,,,,
2020-01-15,86.18000030517578,86.77999877929688,86.08000183105469,86.16999816894531,85.82628631591797,131200,,,,,,,,
2020-01-16,86.33000183105469,86.83000183105469,86.08000183105469,86.55000305175781,86.20478820800781,130000,,,,,,,,
2020-01-17,86.55000305175781,87.0999984741211,86.33999633789062,86.72000122070312,86.37410736083984,132500,,,,,,,,
2020-01-21,86.33999633789062,87.0,86.0199966430664,86.04000091552734,85.69681549072266,156800,,,,,,,,
2020-01-22,86.41000366210938,86.8499984741211,86.02999877929688,86.08999633789062,85.74662017822266,141700,,,,,,,,
2020-01-23,85.91999816894531,86.86000061035156,85.88999938964844,86.4800033569336,86.13506317138672,118200,,,,,,,,
2020-01-24,86.81999969482422,87.12999725341797,85.72000122070312,86.19999694824219,85.8561782836914,155900,,,,,,,,
2020-01-27,85.02999877929688,86.0199966430664,84.86000061035156,85.2300033569336,84.89004516601562,248600,,,,,,,,
2020-01-28,85.38999938964844,86.08999633789062,85.22000122070312,85.8499984741211,85.507568359375,207900,,,,,,,,
2020-01-29,85.45999908447266,85.58999633789062,78.7300033569336,78.80999755859375,78.49565124511719,771600,,,,,,,,
2020-01-30,78.19999694824219,79.33000183105469,77.3499984741211,77.91999816894531,77.60919189453125,473200,,,,,,,,
2020-01-31,77.7300033569336,77.7300033569336,75.61000061035156,76.5199966430664,76.21478271484375,571300,,,,,,,,
2020-02-03,76.9000015258789,77.22000122070312,76.19999694824219,76.73999786376953,76.43390655517578,399800,,,,,,,,
2020-02-04,77.05000305175781,77.36000061035156,76.1500015258789,76.2699966430664,75.96577453613281,428100,,,,,,,,
2020-02-05,76.7300033569336,76.7300033569336,75.33999633789062,75.91000366210938,75.60722351074219,253800,,,,,,,,
2020-02-06,75.9800033569336,78.2300033569336,75.94999694824219,78.19000244140625,77.87812805175781,255800,,,,,,,,
2020-02-07,77.9800033569336,77.9800033569336,76.76000213623047,77.13999938964844,76.83231353759766,229200,,,,,,,,
2020-02-10,76.9800033569336,77.80999755859375,76.72000122070312,77.76000213623047,77.44984436035156,143800,,,,,,,,
2020-02-11,77.91999816894531,77.98999786376953,76.9000015258789,76.94999694824219,76.64306640625,154100,,,,,,,,
