date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SGBAF')","('high', 'SGBAF')","('low', 'SGBAF')","('close', 'SGBAF')","('adj_close', 'SGBAF')","('volume', 'SGBAF')","('currency', '')"
2020-01-02,14.0,14.0600004196167,13.949999809265137,13.960000038146973,8.80602741241455,2800,,,,,,,,
2020-01-03,13.920000076293945,13.960000038146973,13.920000076293945,13.920000076293945,8.780795097351074,600,,,,,,,,
2020-01-06,14.25,14.25,14.199999809265137,14.199999809265137,8.957419395446777,2900,,,,,,,,
2020-01-07,14.239999771118164,14.239999771118164,14.0,14.020000457763672,8.843875885009766,4500,,,,,,,,
2020-01-08,13.949999809265137,14.229999542236328,13.899999618530273,14.229999542236328,8.976344108581543,2700,,,,,,,,
2020-01-09,14.0,14.0,14.0,14.0,8.831258773803711,200,,,,,,,,
2020-01-10,14.09000015258789,14.15999984741211,13.899999618530273,14.0,8.831258773803711,4900,,,,,,,,
2020-01-13,14.199999809265137,14.260000228881836,14.0,14.260000228881836,8.995269775390625,1100,,,,,,,,
2020-01-14,14.210000038146973,14.220000267028809,14.100000381469727,14.100000381469727,8.894339561462402,9300,,,,,,,,
2020-01-15,14.0,14.069999694824219,14.0,14.069999694824219,8.87541389465332,2000,,,,,,,,
2020-01-16,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,8.894339561462402,200,,,,,,,,
2020-01-17,14.140000343322754,14.170000076293945,13.9399995803833,13.949999809265137,8.79971981048584,4300,,,,,,,,
2020-01-21,14.1899995803833,14.59000015258789,14.1899995803833,14.550000190734863,9.178201675415039,5900,,,,,,,,
2020-01-22,14.25,14.550000190734863,14.220000267028809,14.220000267028809,8.970035552978516,4300,,,,,,,,
2020-01-23,14.010000228881836,14.039999961853027,14.010000228881836,14.039999961853027,8.856491088867188,2300,,,,,,,,
2020-01-24,14.069999694824219,14.069999694824219,14.039999961853027,14.039999961853027,8.856491088867188,500,,,,,,,,
2020-01-27,14.140000343322754,14.140000343322754,13.779999732971191,13.779999732971191,8.69248104095459,900,,,,,,,,
2020-01-28,14.0,14.0,14.0,14.0,8.831258773803711,200,,,,,,,,
2020-01-29,13.140000343322754,13.140000343322754,12.550000190734863,13.109999656677246,8.269843101501465,18300,,,,,,,,
2020-01-30,11.890000343322754,11.890000343322754,11.550000190734863,11.75,7.411949634552002,5900,,,,,,,,
2020-01-31,12.140000343322754,12.5,12.140000343322754,12.5,7.885053634643555,3100,,,,,,,,
2020-02-03,12.720000267028809,12.739999771118164,12.449999809265137,12.630000114440918,7.967059135437012,7600,,,,,,,,
2020-02-04,13.449999809265137,13.65999984741211,13.260000228881836,13.510000228881836,8.522165298461914,26400,,,,,,,,
2020-02-05,13.800000190734863,13.800000190734863,12.149999618530273,13.079999923706055,8.250919342041016,5800,,,,,,,,
2020-02-06,13.4399995803833,15.239999771118164,13.100000381469727,14.5,9.146661758422852,37500,,,,,,,,
2020-02-07,13.880000114440918,14.050000190734863,13.399999618530273,14.050000190734863,8.862799644470215,16400,,,,,,,,
2020-02-10,13.25,13.25,12.989999771118164,12.989999771118164,8.194146156311035,3800,,,,,,,,
2020-02-11,12.779999732971191,12.779999732971191,12.430000305175781,12.640000343322754,7.97336483001709,26800,,,,,,,,
2020-02-12,12.270000457763672,12.270000457763672,12.0,12.109999656677246,7.639039039611816,3300,,,,,,,,
2020-02-13,12.09000015258789,12.100000381469727,11.800000190734863,11.800000190734863,7.443490028381348,3000,,,,,,,,
2020-02-14,11.989999771118164,12.140000343322754,11.989999771118164,12.140000343322754,7.657962799072266,1200,,,,,,,,
2020-02-18,11.720000267028809,12.050000190734863,11.510000228881836,12.050000190734863,7.601190090179443,3400,,,,,,,,
2020-02-19,11.829999923706055,11.930000305175781,11.670000076293945,11.90999984741211,7.51287841796875,1700,,,,,,,,
2020-02-20,11.819999694824219,11.819999694824219,11.550000190734863,11.550000190734863,7.2857890129089355,3400,,,,,,,,
2020-02-21,11.9399995803833,11.960000038146973,11.84000015258789,11.84000015258789,7.468721866607666,1700,,,,,,,,
2020-02-24,11.84000015258789,11.930000305175781,11.710000038146973,11.930000305175781,7.525493621826172,2400,,,,,,,,
2020-02-25,11.899999618530273,11.899999618530273,11.600000381469727,11.600000381469727,7.3173298835754395,19800,,,,,,,,
