date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IGD')","('high', 'IGD')","('low', 'IGD')","('close', 'IGD')","('adj_close', 'IGD')","('volume', 'IGD')","('currency', '')"
2020-01-02,6.190000057220459,6.230000019073486,6.190000057220459,6.210000038146973,3.512819766998291,785800,,,,,,,,
2020-01-03,6.190000057220459,6.199999809265137,6.159999847412109,6.170000076293945,3.4901931285858154,630900,,,,,,,,
2020-01-06,6.159999847412109,6.179999828338623,6.150000095367432,6.179999828338623,3.495849370956421,583900,,,,,,,,
2020-01-07,6.190000057220459,6.25,6.190000057220459,6.199999809265137,3.5071630477905273,817400,,,,,,,,
2020-01-08,6.230000019073486,6.269999980926514,6.199999809265137,6.269999980926514,3.5467607975006104,497900,,,,,,,,
2020-01-09,6.289999961853027,6.289999961853027,6.260000228881836,6.260000228881836,3.541102886199951,359500,,,,,,,,
2020-01-10,6.269999980926514,6.269999980926514,6.199999809265137,6.21999979019165,3.5184762477874756,425300,,,,,,,,
2020-01-13,6.21999979019165,6.25,6.210000038146973,6.25,3.535447835922241,459300,,,,,,,,
2020-01-14,6.25,6.320000171661377,6.25,6.320000171661377,3.5750434398651123,727000,,,,,,,,
2020-01-15,6.320000171661377,6.349999904632568,6.289999961853027,6.329999923706055,3.580700635910034,334900,,,,,,,,
2020-01-16,6.349999904632568,6.360000133514404,6.340000152587891,6.349999904632568,3.592013359069824,292400,,,,,,,,
2020-01-17,6.349999904632568,6.369999885559082,6.329999923706055,6.340000152587891,3.5863566398620605,258500,,,,,,,,
2020-01-21,6.320000171661377,6.340000152587891,6.289999961853027,6.300000190734863,3.5637311935424805,382700,,,,,,,,
2020-01-22,6.309999942779541,6.360000133514404,6.309999942779541,6.340000152587891,3.5863566398620605,283000,,,,,,,,
2020-01-23,6.349999904632568,6.349999904632568,6.300000190734863,6.340000152587891,3.5863566398620605,325900,,,,,,,,
