date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PRK')","('high', 'PRK')","('low', 'PRK')","('close', 'PRK')","('adj_close', 'PRK')","('volume', 'PRK')","('currency', '')"
2020-01-02,102.29000091552734,102.80999755859375,101.3499984741211,102.43000030517578,82.12174987792969,31700,,,,,,,,
2020-01-03,102.4800033569336,102.4800033569336,100.51000213623047,101.58000183105469,81.44024658203125,28100,,,,,,,,
2020-01-06,100.56999969482422,102.44999694824219,100.56999969482422,102.12000274658203,81.87319946289062,46400,,,,,,,,
2020-01-07,101.5,101.87000274658203,100.83999633789062,101.05000305175781,81.01532745361328,21800,,,,,,,,
2020-01-08,100.83999633789062,103.0,100.83999633789062,102.25,81.9773941040039,41000,,,,,,,,
2020-01-09,102.75,102.75,101.04000091552734,101.58999633789062,81.4482650756836,26000,,,,,,,,
2020-01-10,101.25,101.66999816894531,100.69999694824219,101.08000183105469,81.03937530517578,30200,,,,,,,,
2020-01-13,101.16000366210938,101.94999694824219,100.83000183105469,101.94999694824219,81.73689270019531,30800,,,,,,,,
2020-01-14,101.30999755859375,102.6500015258789,101.30999755859375,101.98999786376953,81.76897430419922,35900,,,,,,,,
2020-01-15,101.81999969482422,101.8499984741211,100.6500015258789,101.48999786376953,81.36809539794922,28800,,,,,,,,
2020-01-16,101.4800033569336,102.91000366210938,101.4800033569336,102.44999694824219,82.13774871826172,21900,,,,,,,,
2020-01-17,102.94000244140625,104.56999969482422,101.44999694824219,101.91000366210938,81.7048110961914,20100,,,,,,,,
2020-01-21,101.5999984741211,101.5999984741211,100.75,100.80999755859375,80.82291412353516,22900,,,,,,,,
2020-01-22,100.94999694824219,101.16999816894531,100.5199966430664,100.5199966430664,80.59040832519531,16400,,,,,,,,
2020-01-23,100.04000091552734,101.05000305175781,99.33999633789062,100.12999725341797,80.27772521972656,45500,,,,,,,,
2020-01-24,100.19999694824219,100.69000244140625,99.41000366210938,99.95999908447266,80.14144134521484,30700,,,,,,,,
2020-01-27,99.5,100.2699966430664,99.20999908447266,99.94000244140625,80.12541198730469,23200,,,,,,,,
2020-01-28,94.12999725341797,96.66000366210938,91.06999969482422,95.41999816894531,76.50157165527344,88300,,,,,,,,
2020-01-29,95.6500015258789,96.9800033569336,94.33000183105469,94.62999725341797,75.8681869506836,67700,,,,,,,,
2020-01-30,94.5,97.52999877929688,94.5,97.05000305175781,77.80838775634766,42500,,,,,,,,
2020-01-31,96.83999633789062,97.20999908447266,94.83999633789062,94.97000122070312,76.14076232910156,47300,,,,,,,,
2020-02-03,95.56999969482422,97.16000366210938,95.12999725341797,96.9000015258789,77.68811798095703,47800,,,,,,,,
2020-02-04,97.1500015258789,98.91000366210938,97.1500015258789,98.23999786376953,78.76243591308594,30000,,,,,,,,
2020-02-05,98.83999633789062,100.80999755859375,97.70999908447266,100.58999633789062,80.64653015136719,35900,,,,,,,,
2020-02-06,100.95999908447266,100.95999908447266,99.97000122070312,100.19999694824219,80.3338623046875,26000,,,,,,,,
2020-02-07,99.2699966430664,99.44999694824219,98.79000091552734,98.79000091552734,79.20340728759766,22400,,,,,,,,
2020-02-10,97.9000015258789,99.79000091552734,97.9000015258789,99.7300033569336,79.95704650878906,24400,,,,,,,,
2020-02-11,100.0,101.12000274658203,99.69000244140625,99.91999816894531,80.10938262939453,30800,,,,,,,,
2020-02-12,100.26000213623047,101.16000366210938,99.9000015258789,100.5999984741211,80.65454864501953,24500,,,,,,,,
2020-02-13,100.3499984741211,101.97000122070312,100.3499984741211,101.93000030517578,81.72085571289062,28500,,,,,,,,
2020-02-14,101.81999969482422,101.86000061035156,99.72000122070312,99.72000122070312,79.94903564453125,24300,,,,,,,,
2020-02-18,99.72000122070312,100.37000274658203,99.54000091552734,99.72000122070312,79.94903564453125,21100,,,,,,,,
2020-02-19,100.22000122070312,100.5199966430664,99.88999938964844,100.5,80.57437133789062,27400,,,,,,,,
2020-02-20,99.12999725341797,99.69000244140625,98.27999877929688,99.6500015258789,80.87467956542969,19100,,,,,,,,
2020-02-21,99.63999938964844,99.63999938964844,98.33000183105469,98.87000274658203,80.24163055419922,17800,,,,,,,,
2020-02-24,96.11000061035156,97.30000305175781,96.11000061035156,96.22000122070312,78.0909194946289,50900,,,,,,,,
2020-02-25,96.58000183105469,96.58000183105469,92.5,92.69000244140625,75.22602844238281,71100,,,,,,,,
2020-02-26,93.4000015258789,94.30999755859375,92.19000244140625,92.47000122070312,75.04747009277344,55500,,,,,,,,
2020-02-27,91.25,94.26000213623047,89.2699966430664,89.29000091552734,72.46662139892578,37900,,,,,,,,
2020-02-28,88.01000213623047,88.76000213623047,85.11000061035156,87.31999969482422,70.86778259277344,78000,,,,,,,,
