date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TNET')","('high', 'TNET')","('low', 'TNET')","('close', 'TNET')","('adj_close', 'TNET')","('volume', 'TNET')","('currency', '')"
2020-01-02,57.040000915527344,57.22999954223633,56.400001525878906,57.16999816894531,55.97646713256836,326500,,,,,,,,
2020-01-03,56.2599983215332,57.029998779296875,55.95000076293945,56.470001220703125,55.29108810424805,265200,,,,,,,,
2020-01-06,56.04999923706055,56.970001220703125,55.61000061035156,56.880001068115234,55.69252395629883,232200,,,,,,,,
2020-01-07,56.630001068115234,56.97999954223633,56.119998931884766,56.13999938964844,54.96797561645508,169000,,,,,,,,
2020-01-08,56.04999923706055,56.2599983215332,55.290000915527344,55.650001525878906,54.48820114135742,288600,,,,,,,,
2020-01-09,55.91999816894531,56.459999084472656,55.7599983215332,55.91999816894531,54.7525634765625,188900,,,,,,,,
2020-01-10,56.0,56.349998474121094,55.119998931884766,55.959999084472656,54.791725158691406,213100,,,,,,,,
2020-01-13,56.08000183105469,56.84000015258789,56.08000183105469,56.22999954223633,55.056095123291016,198100,,,,,,,,
2020-01-14,56.25,56.81999969482422,56.0099983215332,56.470001220703125,55.29108810424805,158200,,,,,,,,
2020-01-15,56.15999984741211,57.459999084472656,56.15999984741211,57.380001068115234,56.18208694458008,238900,,,,,,,,
2020-01-16,57.56999969482422,58.4900016784668,57.56999969482422,58.04999923706055,56.83809280395508,299900,,,,,,,,
2020-01-17,58.41999816894531,59.27000045776367,58.16999816894531,58.84000015258789,57.611602783203125,242900,,,,,,,,
2020-01-21,58.630001068115234,58.81999969482422,57.2400016784668,57.41999816894531,56.22125244140625,266500,,,,,,,,
2020-01-22,57.84000015258789,58.36000061035156,57.650001525878906,57.66999816894531,56.46603012084961,229900,,,,,,,,
2020-01-23,57.459999084472656,57.54999923706055,56.66999816894531,57.0,55.81001663208008,212700,,,,,,,,
2020-01-24,57.09000015258789,57.130001068115234,56.040000915527344,56.31999969482422,55.14421463012695,255000,,,,,,,,
2020-01-27,55.38999938964844,56.06999969482422,55.029998779296875,55.04999923706055,53.90073013305664,203100,,,,,,,,
2020-01-28,55.16999816894531,55.58000183105469,54.58000183105469,55.349998474121094,54.19446563720703,276600,,,,,,,,
2020-01-29,55.459999084472656,56.560001373291016,55.33000183105469,56.0,54.830894470214844,336100,,,,,,,,
2020-01-30,55.5,57.529998779296875,55.5,57.43000030517578,56.231040954589844,236400,,,,,,,,
2020-01-31,57.29999923706055,57.66999816894531,56.779998779296875,57.060001373291016,55.868770599365234,370000,,,,,,,,
2020-02-03,57.439998626708984,58.869998931884766,57.02000045776367,57.709999084472656,56.50519561767578,405700,,,,,,,,
2020-02-04,58.58000183105469,59.7599983215332,58.060001373291016,58.86000061035156,57.63119125366211,411200,,,,,,,,
2020-02-05,59.4900016784668,59.88999938964844,58.66999816894531,59.439998626708984,58.19907760620117,190800,,,,,,,,
2020-02-06,59.400001525878906,59.66999816894531,57.86000061035156,58.02000045776367,56.8087272644043,202700,,,,,,,,
2020-02-07,57.970001220703125,57.970001220703125,56.90999984741211,57.099998474121094,55.90793228149414,219300,,,,,,,,
2020-02-10,56.20000076293945,56.54999923706055,55.099998474121094,55.36000061035156,54.20425796508789,465200,,,,,,,,
2020-02-11,55.56999969482422,55.849998474121094,54.08000183105469,54.22999954223633,53.09784698486328,411500,,,,,,,,
2020-02-12,52.95000076293945,53.09000015258789,50.959999084472656,51.04999923706055,49.98423385620117,1441000,,,,,,,,
2020-02-13,51.150001525878906,52.720001220703125,50.52000045776367,50.84000015258789,49.778621673583984,1065800,,,,,,,,
2020-02-14,55.22999954223633,61.58000183105469,54.7400016784668,61.0,59.72651290893555,2010300,,,,,,,,
2020-02-18,60.810001373291016,60.83000183105469,57.52000045776367,58.540000915527344,57.317867279052734,1363200,,,,,,,,
2020-02-19,59.119998931884766,62.810001373291016,58.880001068115234,62.0,60.70563888549805,966900,,,,,,,,
2020-02-20,61.5,62.209999084472656,59.88999938964844,61.540000915527344,60.25523376464844,742100,,,,,,,,
2020-02-21,61.16999816894531,61.16999816894531,59.13999938964844,59.599998474121094,58.355735778808594,464900,,,,,,,,
2020-02-24,57.599998474121094,59.20000076293945,57.31999969482422,58.7400016784668,57.513694763183594,521600,,,,,,,,
2020-02-25,58.790000915527344,58.790000915527344,55.810001373291016,56.02000045776367,54.85047912597656,425600,,,,,,,,
2020-02-26,56.560001373291016,56.81999969482422,53.150001525878906,53.20000076293945,52.089351654052734,440900,,,,,,,,
2020-02-27,51.709999084472656,53.34000015258789,51.2599983215332,51.5,50.42483901977539,461100,,,,,,,,
2020-02-28,49.560001373291016,53.0,49.5099983215332,52.86000061035156,51.756446838378906,865400,,,,,,,,
2020-03-02,52.65999984741211,54.58000183105469,52.54999923706055,54.56999969482422,53.43075180053711,522200,,,,,,,,
2020-03-03,54.38999938964844,55.61000061035156,52.81999969482422,53.33000183105469,52.21664047241211,683600,,,,,,,,
2020-03-04,54.20000076293945,56.349998474121094,53.060001373291016,56.189998626708984,55.01693344116211,405300,,,,,,,,
2020-03-05,54.939998626708984,55.18000030517578,52.63999938964844,53.540000915527344,52.42225646972656,407200,,,,,,,,
2020-03-06,51.540000915527344,54.119998931884766,51.33000183105469,53.86000061035156,52.735572814941406,542700,,,,,,,,
2020-03-09,50.11000061035156,52.36000061035156,49.61000061035156,51.34000015258789,50.268184661865234,593000,,,,,,,,
2020-03-10,53.16999816894531,55.040000915527344,51.630001068115234,54.959999084472656,53.8126106262207,727500,,,,,,,,
2020-03-11,53.560001373291016,54.290000915527344,49.77000045776367,50.09000015258789,49.04427719116211,849500,,,,,,,,
2020-03-12,46.68000030517578,48.880001068115234,44.97999954223633,47.0099983215332,46.02857208251953,816400,,,,,,,,
2020-03-13,49.41999816894531,49.470001220703125,44.810001373291016,47.09000015258789,46.10690689086914,905500,,,,,,,,
2020-03-16,42.099998474121094,46.849998474121094,41.02000045776367,41.04999923706055,40.1930046081543,836500,,,,,,,,
2020-03-17,41.790000915527344,42.040000915527344,37.779998779296875,38.470001220703125,37.6668701171875,703400,,,,,,,,
2020-03-18,36.13999938964844,36.61000061035156,27.790000915527344,29.56999969482422,28.952672958374023,879900,,,,,,,,
2020-03-19,29.479999542236328,35.7400016784668,28.75,34.9900016784668,34.259517669677734,662300,,,,,,,,
2020-03-20,35.33000183105469,39.4900016784668,35.33000183105469,36.15999984741211,35.405086517333984,1044100,,,,,,,,
2020-03-23,35.7599983215332,35.970001220703125,30.979999542236328,32.349998474121094,31.67463493347168,993500,,,,,,,,
2020-03-24,33.349998474121094,36.279998779296875,33.349998474121094,36.25,35.49321746826172,930300,,,,,,,,
2020-03-25,36.400001525878906,36.88999938964844,34.029998779296875,34.650001525878906,33.92662048339844,736600,,,,,,,,
2020-03-26,35.150001525878906,40.34000015258789,34.349998474121094,39.959999084472656,39.125762939453125,504800,,,,,,,,
2020-03-27,37.959999084472656,40.15999984741211,36.279998779296875,38.599998474121094,37.794151306152344,350100,,,,,,,,
2020-03-30,38.689998626708984,39.4900016784668,36.90999984741211,38.880001068115234,38.06830978393555,317700,,,,,,,,
2020-03-31,38.599998474121094,40.13999938964844,36.209999084472656,37.65999984741211,36.873775482177734,489900,,,,,,,,
2020-04-01,35.61000061035156,36.75,34.279998779296875,34.86000061035156,34.132232666015625,643300,,,,,,,,
2020-04-02,34.380001068115234,35.61000061035156,33.56999969482422,34.4900016784668,33.76995849609375,584800,,,,,,,,
2020-04-03,34.189998626708984,36.13999938964844,32.7400016784668,33.66999816894531,32.96707534790039,447800,,,,,,,,
2020-04-06,35.36000061035156,38.25,34.95000076293945,37.9900016784668,37.19688415527344,789100,,,,,,,,
2020-04-07,39.72999954223633,42.119998931884766,39.119998931884766,39.58000183105469,38.753692626953125,563800,,,,,,,,
2020-04-08,40.31999969482422,42.2400016784668,39.7599983215332,41.290000915527344,40.42799377441406,564200,,,,,,,,
2020-04-09,42.93000030517578,44.83000183105469,41.630001068115234,43.7599983215332,42.84642791748047,402400,,,,,,,,
2020-04-13,42.97999954223633,43.869998931884766,41.720001220703125,42.52000045776367,41.63231658935547,336500,,,,,,,,
