date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JCYGY')","('high', 'JCYGY')","('low', 'JCYGY')","('close', 'JCYGY')","('adj_close', 'JCYGY')","('volume', 'JCYGY')","('currency', '')"
2020-01-02,44.15999984741211,44.15999984741211,44.15999984741211,44.15999984741211,33.69904327392578,0,,,,,,,,
2020-01-03,44.15999984741211,44.15999984741211,44.15999984741211,44.15999984741211,33.69904327392578,0,,,,,,,,
2020-01-06,44.2400016784668,44.2400016784668,44.2400016784668,44.2400016784668,33.76009750366211,200,,,,,,,,
2020-01-07,44.2400016784668,44.2400016784668,44.2400016784668,44.2400016784668,33.76009750366211,0,,,,,,,,
2020-01-08,44.2400016784668,44.2400016784668,44.2400016784668,44.2400016784668,33.76009750366211,0,,,,,,,,
2020-01-09,44.08000183105469,44.08000183105469,44.08000183105469,44.08000183105469,33.63800048828125,1100,,,,,,,,
2020-01-10,44.08000183105469,44.08000183105469,44.08000183105469,44.08000183105469,33.63800048828125,0,,,,,,,,
2020-01-13,44.08000183105469,44.08000183105469,44.08000183105469,44.08000183105469,33.63800048828125,0,,,,,,,,
2020-01-14,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,200,,,,,,,,
2020-01-15,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-16,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-17,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-21,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-22,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-23,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-24,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-27,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-28,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-29,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-30,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-01-31,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-02-03,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-02-04,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-02-05,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
2020-02-06,45.77000045776367,45.77000045776367,45.77000045776367,45.77000045776367,34.92765808105469,0,,,,,,,,
