date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PG')","('high', 'PG')","('low', 'PG')","('close', 'PG')","('adj_close', 'PG')","('volume', 'PG')","('currency', '')"
2020-04-09,115.26000213623047,118.66000366210938,114.19999694824219,114.66000366210938,99.32488250732422,12747300,,,,,,,,
2020-04-13,113.61000061035156,116.75,113.16000366210938,115.94999694824219,100.44234466552734,7926700,,,,,,,,
2020-04-14,118.76000213623047,121.47000122070312,116.25,120.95999908447266,104.78231811523438,10474200,,,,,,,,
2020-04-15,120.86000061035156,123.41999816894531,119.58999633789062,121.22000122070312,105.00751495361328,14192900,,,,,,,,
2020-04-16,122.3499984741211,122.5,119.9000015258789,121.5,105.25007629394531,12020200,,,,,,,,
2020-04-17,122.44999694824219,124.98999786376953,120.54000091552734,124.69000244140625,108.01343536376953,15899800,,,,,,,,
2020-04-20,121.47000122070312,123.2300033569336,120.54000091552734,120.5999984741211,104.4704360961914,10832000,,,,,,,,
2020-04-21,119.5,120.30000305175781,118.43000030517578,119.68000030517578,103.67349243164062,9465400,,,,,,,,
2020-04-22,119.98999786376953,120.27999877929688,118.77999877929688,119.4000015258789,103.43095397949219,10259400,,,,,,,,
2020-04-23,118.6500015258789,119.66999816894531,118.05000305175781,119.4000015258789,104.12074279785156,17277000,,,,,,,,
2020-04-24,119.0999984741211,119.76000213623047,118.62000274658203,118.77999877929688,103.58004760742188,12751100,,,,,,,,
2020-04-27,119.19000244140625,119.19000244140625,116.9000015258789,117.44999694824219,102.42024993896484,10635700,,,,,,,,
2020-04-28,117.0999984741211,117.91000366210938,116.16999816894531,116.88999938964844,101.93192291259766,9958000,,,,,,,,
2020-04-29,117.5199966430664,118.05000305175781,115.08000183105469,117.08000183105469,102.09761810302734,8707900,,,,,,,,
2020-04-30,115.91999816894531,118.27999877929688,115.66000366210938,117.87000274658203,102.78651428222656,10026400,,,,,,,,
2020-05-01,117.5999984741211,118.37000274658203,116.31999969482422,116.81999969482422,101.8708724975586,7366400,,,,,,,,
2020-05-04,117.08999633789062,117.19999694824219,115.0,115.7699966430664,100.95524597167969,5636000,,,,,,,,
2020-05-05,115.80000305175781,117.26000213623047,115.20999908447266,116.01000213623047,101.16453552246094,5425200,,,,,,,,
2020-05-06,115.54000091552734,116.13999938964844,112.88999938964844,113.0999984741211,98.62692260742188,7892200,,,,,,,,
2020-05-07,114.05999755859375,114.13999938964844,111.81999969482422,112.16999816894531,97.81591796875,8762800,,,,,,,,
2020-05-08,113.5199966430664,116.30000305175781,113.38999938964844,115.94999694824219,101.1122055053711,9279900,,,,,,,,
2020-05-11,115.75,116.01000213623047,114.91999816894531,115.30999755859375,100.55409240722656,6947500,,,,,,,,
2020-05-12,115.19999694824219,115.9000015258789,114.13999938964844,114.55000305175781,99.89137268066406,6734400,,,,,,,,
2020-05-13,114.27999877929688,115.3499984741211,113.7300033569336,113.91999816894531,99.34197235107422,9312600,,,,,,,,
2020-05-14,113.54000091552734,114.44999694824219,111.25,113.80999755859375,99.24605560302734,9310000,,,,,,,,
2020-05-15,113.93000030517578,114.79000091552734,112.05000305175781,114.61000061035156,99.94367980957031,10694800,,,,,,,,
2020-05-18,116.02999877929688,116.98999786376953,114.70999908447266,116.20999908447266,101.33894348144531,10020800,,,,,,,,
2020-05-19,115.08999633789062,115.63999938964844,112.33999633789062,112.44000244140625,98.0513687133789,8047600,,,,,,,,
2020-05-20,113.0,113.7699966430664,112.12999725341797,113.27999877929688,98.78387451171875,6593800,,,,,,,,
2020-05-21,112.80000305175781,113.19999694824219,111.43000030517578,111.62000274658203,97.3363037109375,6552700,,,,,,,,
2020-05-22,112.29000091552734,113.5999984741211,111.76000213623047,112.5999984741211,98.19091033935547,5571900,,,,,,,,
2020-05-26,114.1500015258789,114.1500015258789,111.68000030517578,112.02999877929688,97.69384002685547,10432400,,,,,,,,
2020-05-27,112.5,113.97000122070312,111.81999969482422,113.88999938964844,99.31582641601562,8279700,,,,,,,,
2020-05-28,115.52999877929688,116.98999786376953,114.9000015258789,116.05999755859375,101.20813751220703,6586700,,,,,,,,
2020-05-29,116.12999725341797,116.72000122070312,114.62000274658203,115.91999816894531,101.08604431152344,7868000,,,,,,,,
2020-06-01,116.0,117.5,115.26000213623047,117.25,102.24585723876953,5105600,,,,,,,,
2020-06-02,117.06999969482422,118.13999938964844,116.81999969482422,118.05999755859375,102.95217895507812,6327900,,,,,,,,
2020-06-03,118.0999984741211,119.19000244140625,117.94999694824219,118.52999877929688,103.3620834350586,6171000,,,,,,,,
2020-06-04,118.0,118.83000183105469,115.56999969482422,116.05000305175781,101.19940948486328,6895800,,,,,,,,
2020-06-05,116.25,118.83000183105469,116.05000305175781,118.33000183105469,103.1876449584961,7337800,,,,,,,,
2020-06-08,117.44000244140625,119.12000274658203,116.83999633789062,119.05000305175781,103.81552124023438,6926700,,,,,,,,
2020-06-09,119.4000015258789,119.76000213623047,118.1500015258789,118.33999633789062,103.19637298583984,5563200,,,,,,,,
2020-06-10,119.0,119.88999938964844,118.11000061035156,119.2300033569336,103.97248077392578,6678200,,,,,,,,
2020-06-11,118.80999755859375,119.56999969482422,116.0,116.26000213623047,101.38253021240234,8937500,,,,,,,,
2020-06-12,116.58999633789062,118.05000305175781,115.26000213623047,115.62000274658203,100.82445526123047,7998500,,,,,,,,
2020-06-15,114.55000305175781,117.27999877929688,113.76000213623047,116.69000244140625,101.75749969482422,8786000,,,,,,,,
2020-06-16,118.52999877929688,118.97000122070312,116.93000030517578,118.12999725341797,103.01323699951172,8165200,,,,,,,,
2020-06-17,118.38999938964844,119.11000061035156,117.44000244140625,117.93000030517578,102.83882904052734,6320800,,,,,,,,
2020-06-18,117.45999908447266,119.95999908447266,117.37000274658203,119.27999877929688,104.01605987548828,6274400,,,,,,,,
2020-06-19,120.48999786376953,121.81999969482422,118.83000183105469,118.91999816894531,103.70213317871094,17506200,,,,,,,,
2020-06-22,118.77999877929688,119.08000183105469,117.33999633789062,117.75,102.68186950683594,5695600,,,,,,,,
2020-06-23,118.66999816894531,119.19000244140625,117.6500015258789,117.7300033569336,102.66443634033203,5340400,,,,,,,,
2020-06-24,117.22000122070312,117.95999908447266,116.27999877929688,116.41999816894531,101.52206420898438,6547800,,,,,,,,
2020-06-25,116.98999786376953,118.02999877929688,116.02999877929688,117.88999938964844,102.803955078125,5489300,,,,,,,,
2020-06-26,117.58999633789062,118.47000122070312,115.04000091552734,115.2300033569336,100.48433685302734,23201700,,,,,,,,
2020-06-29,116.51000213623047,118.05000305175781,116.3499984741211,117.66000366210938,102.60337829589844,6866900,,,,,,,,
2020-06-30,117.97000122070312,119.98999786376953,117.80000305175781,119.56999969482422,104.26895904541016,7818000,,,,,,,,
2020-07-01,119.6500015258789,120.38999938964844,118.9000015258789,119.9800033569336,104.62649536132812,6501200,,,,,,,,
2020-07-02,121.0,122.56999969482422,120.52999877929688,120.87999725341797,105.41133117675781,6150900,,,,,,,,
2020-07-06,121.7699966430664,122.41000366210938,120.87999725341797,121.62999725341797,106.06537628173828,6023300,,,,,,,,
2020-07-07,121.30000305175781,123.25,120.88999938964844,122.22000122070312,106.57986450195312,6866300,,,,,,,,
2020-07-08,122.1500015258789,123.23999786376953,122.0,122.88999938964844,107.16411590576172,6494100,,,,,,,,
2020-07-09,122.81999969482422,123.9800033569336,121.80999755859375,122.4800033569336,106.80659484863281,5341000,,,,,,,,
2020-07-10,122.56999969482422,124.5,122.47000122070312,123.88999938964844,108.0361557006836,6752600,,,,,,,,
2020-07-13,124.0,125.58999633789062,123.33999633789062,124.05000305175781,108.1756820678711,7681500,,,,,,,,
2020-07-14,123.98999786376953,125.66000366210938,123.5,125.08999633789062,109.08258819580078,6272100,,,,,,,,
2020-07-15,125.9800033569336,126.9000015258789,124.26000213623047,124.5,108.56810760498047,8145000,,,,,,,,
2020-07-16,125.08000183105469,125.5199966430664,123.91000366210938,124.76000213623047,108.79483032226562,3959300,,,,,,,,
2020-07-17,125.08999633789062,126.06999969482422,124.83000183105469,125.62999725341797,109.55348205566406,4868600,,,,,,,,
2020-07-20,125.47000122070312,125.83999633789062,124.79000091552734,125.23999786376953,109.21339416503906,4242100,,,,,,,,
2020-07-21,125.48999786376953,126.63999938964844,124.91999816894531,125.06999969482422,109.0651626586914,5162300,,,,,,,,
2020-07-22,125.5,126.4000015258789,124.20999908447266,126.13999938964844,109.99822235107422,5929200,,,,,,,,
2020-07-23,126.12000274658203,127.18000030517578,125.5999984741211,126.16000366210938,110.70991516113281,6664800,,,,,,,,
2020-07-24,126.98999786376953,127.7699966430664,125.31999969482422,125.95999908447266,110.5344009399414,6014200,,,,,,,,
2020-07-27,125.70999908447266,126.63999938964844,125.54000091552734,126.31999969482422,110.85031127929688,6464600,,,,,,,,
2020-07-28,126.37000274658203,128.4600067138672,126.29000091552734,127.87999725341797,112.21929931640625,7644400,,,,,,,,
2020-07-29,127.55999755859375,129.24000549316406,127.36000061035156,128.30999755859375,112.59659576416016,6702000,,,,,,,,
2020-07-30,130.66000366210938,132.02999877929688,129.64999389648438,131.4199981689453,115.32574462890625,10400700,,,,,,,,
2020-07-31,130.66000366210938,131.2100067138672,129.27000427246094,131.1199951171875,115.0624771118164,8487000,,,,,,,,
2020-08-03,130.47000122070312,131.9199981689453,130.47000122070312,131.2899932861328,115.21165466308594,7769400,,,,,,,,
2020-08-04,130.77000427246094,133.92999267578125,130.6999969482422,133.7899932861328,117.4054946899414,7773700,,,,,,,,
2020-08-05,133.58999633789062,134.64999389648438,133.1199951171875,133.44000244140625,117.09838104248047,5680000,,,,,,,,
2020-08-06,132.85000610351562,133.3699951171875,132.1199951171875,132.7100067138672,116.45774841308594,3974100,,,,,,,,
2020-08-07,132.88999938964844,133.63999938964844,132.4499969482422,133.5500030517578,117.19491577148438,4934900,,,,,,,,
2020-08-10,133.6999969482422,134.44000244140625,133.19000244140625,134.10000610351562,117.67755889892578,5812700,,,,,,,,
2020-08-11,134.27000427246094,134.74000549316406,132.7899932861328,133.22999572753906,116.91409301757812,5329900,,,,,,,,
2020-08-12,133.77000427246094,135.97000122070312,133.6999969482422,135.4600067138672,118.87098693847656,5920400,,,,,,,,
2020-08-13,135.0800018310547,135.8699951171875,134.92999267578125,135.77999877929688,119.15179443359375,4989500,,,,,,,,
2020-08-14,135.61000061035156,135.63999938964844,134.5500030517578,135.10000610351562,118.55508422851562,5845200,,,,,,,,
2020-08-17,134.94000244140625,135.6999969482422,134.66000366210938,135.5,118.90608215332031,5603800,,,,,,,,
2020-08-18,135.80999755859375,137.52000427246094,135.4199981689453,136.50999450683594,119.79241180419922,8670700,,,,,,,,
2020-08-19,135.5399932861328,136.32000732421875,135.5,135.77000427246094,119.14302825927734,6827700,,,,,,,,
2020-08-20,135.24000549316406,136.97999572753906,135.19000244140625,136.85000610351562,120.09075164794922,4352200,,,,,,,,
2020-08-21,136.60000610351562,138.10000610351562,135.91000366210938,137.44000244140625,120.60850524902344,5706600,,,,,,,,
2020-08-24,137.49000549316406,138.77999877929688,137.1999969482422,138.50999450683594,121.5474624633789,7420500,,,,,,,,
2020-08-25,139.0,139.14999389648438,137.8000030517578,139.05999755859375,122.03010559082031,4718300,,,,,,,,
2020-08-26,138.57000732421875,139.32000732421875,138.25,138.38999938964844,121.44218444824219,4746200,,,,,,,,
2020-08-27,138.83999633789062,139.69000244140625,138.17999267578125,138.2100067138672,121.28421020507812,6156100,,,,,,,,
2020-08-28,138.32000732421875,138.91000366210938,136.9499969482422,138.77000427246094,121.77561950683594,4166300,,,,,,,,
2020-08-31,138.19000244140625,138.72999572753906,137.82000732421875,138.3300018310547,121.3895263671875,5596800,,,,,,,,
2020-09-01,137.86000061035156,138.22000122070312,137.07000732421875,138.17999267578125,121.25787353515625,5671800,,,,,,,,
2020-09-02,138.11000061035156,141.44000244140625,137.61000061035156,140.50999450683594,123.30257415771484,8384800,,,,,,,,
2020-09-03,140.74000549316406,141.6999969482422,137.08999633789062,138.25999450683594,121.32807159423828,7277900,,,,,,,,
2020-09-04,137.80999755859375,139.19000244140625,136.1199951171875,137.9600067138672,121.06484985351562,7437700,,,,,,,,
2020-09-08,138.52000427246094,138.63999938964844,135.0399932861328,135.94000244140625,119.29219818115234,6847500,,,,,,,,
2020-09-09,136.4199981689453,139.55999755859375,136.27000427246094,138.14999389648438,121.23155975341797,6002900,,,,,,,,
2020-09-10,138.1199951171875,138.72000122070312,136.50999450683594,136.6999969482422,119.95913696289062,5242500,,,,,,,,
2020-09-11,137.69000244140625,138.66000366210938,137.16000366210938,138.13999938964844,121.22277069091797,4398000,,,,,,,,
2020-09-14,138.44000244140625,139.5800018310547,138.3300018310547,138.6300048828125,121.65276336669922,4767400,,,,,,,,
2020-09-15,138.7899932861328,139.77000427246094,138.38999938964844,138.6300048828125,121.65276336669922,4046500,,,,,,,,
2020-09-16,139.57000732421875,140.1699981689453,137.60000610351562,137.6999969482422,120.836669921875,6049900,,,,,,,,
2020-09-17,137.05999755859375,137.8800048828125,136.19000244140625,137.52000427246094,120.67871856689453,4648500,,,,,,,,
2020-09-18,136.91000366210938,137.92999267578125,136.25999450683594,137.3699951171875,120.54708862304688,10192800,,,,,,,,
2020-09-21,137.0,137.47000122070312,134.6999969482422,136.7100067138672,119.9678955078125,7092600,,,,,,,,
2020-09-22,136.49000549316406,139.02999877929688,136.24000549316406,137.9600067138672,121.06484985351562,4722800,,,,,,,,
2020-09-23,138.4199981689453,138.4199981689453,136.08999633789062,136.30999755859375,119.61689758300781,6373700,,,,,,,,
2020-09-24,136.6699981689453,137.14999389648438,135.7100067138672,136.9199981689453,120.15217590332031,5708200,,,,,,,,
2020-09-25,135.88999938964844,137.99000549316406,135.88999938964844,137.6199951171875,120.7664566040039,4969900,,,,,,,,
2020-09-28,138.55999755859375,139.94000244140625,137.77999877929688,138.00999450683594,121.10868835449219,5810800,,,,,,,,
2020-09-29,138.38999938964844,138.4199981689453,136.66000366210938,137.25999450683594,120.45055389404297,4492100,,,,,,,,
2020-09-30,138.16000366210938,139.85000610351562,137.80999755859375,138.99000549316406,121.96868896484375,8727800,,,,,,,,
2020-10-01,139.5800018310547,139.99000549316406,138.2100067138672,139.24000549316406,122.18807220458984,5713400,,,,,,,,
2020-10-02,137.92999267578125,139.1199951171875,136.9499969482422,138.1199951171875,121.20520782470703,6077900,,,,,,,,
2020-10-05,138.72000122070312,139.64999389648438,138.3000030517578,139.38999938964844,122.31974029541016,6333900,,,,,,,,
2020-10-06,139.4199981689453,140.77000427246094,138.80999755859375,139.61000061035156,122.51276397705078,6042900,,,,,,,,
2020-10-07,140.0800018310547,141.38999938964844,139.3699951171875,140.6999969482422,123.46925354003906,4640900,,,,,,,,
2020-10-08,140.55999755859375,141.92999267578125,140.36000061035156,141.64999389648438,124.30293273925781,4569800,,,,,,,,
2020-10-09,141.83999633789062,143.63999938964844,141.6999969482422,142.9199981689453,125.41742706298828,6551700,,,,,,,,
2020-10-12,143.3300018310547,145.3300018310547,143.3300018310547,144.49000549316406,126.79512786865234,5791500,,,,,,,,
2020-10-13,143.82000732421875,144.83999633789062,143.4600067138672,144.2100067138672,126.5494384765625,4509400,,,,,,,,
2020-10-14,144.17999267578125,145.10000610351562,143.0800018310547,144.0399932861328,126.4002456665039,3860700,,,,,,,,
2020-10-15,143.05999755859375,144.38999938964844,142.88999938964844,143.8300018310547,126.21598052978516,4997100,,,,,,,,
2020-10-16,144.4199981689453,145.8699951171875,143.9199981689453,144.38999938964844,126.70735168457031,6806100,,,,,,,,
2020-10-19,144.47000122070312,145.38999938964844,141.1300048828125,141.91000366210938,124.5311050415039,6427600,,,,,,,,
2020-10-20,145.61000061035156,145.69000244140625,141.89999389648438,142.47999572753906,125.03129577636719,7582100,,,,,,,,
2020-10-21,142.49000549316406,144.33999633789062,142.47000122070312,143.25,125.7070083618164,5649700,,,,,,,,
2020-10-22,141.49000549316406,142.75,141.0800018310547,141.4499969482422,124.8166732788086,4502900,,,,,,,,
2020-10-23,141.75999450683594,142.8800048828125,141.75999450683594,142.3800048828125,125.63727569580078,4278100,,,,,,,,
2020-10-26,141.5,142.0500030517578,140.00999450683594,141.3000030517578,124.68431091308594,5315500,,,,,,,,
2020-10-27,141.94000244140625,143.33999633789062,141.64999389648438,142.36000061035156,125.61965942382812,6806700,,,,,,,,
2020-10-28,140.4499969482422,140.94000244140625,137.30999755859375,137.66000366210938,121.47232818603516,8192200,,,,,,,,
2020-10-29,137.35000610351562,139.08999633789062,135.8000030517578,137.57000732421875,121.39289855957031,5476900,,,,,,,,
2020-10-30,137.17999267578125,137.99000549316406,134.67999267578125,137.10000610351562,120.9781723022461,6422000,,,,,,,,
2020-11-02,138.50999450683594,140.0,137.44000244140625,138.5,122.21356201171875,6682800,,,,,,,,
2020-11-03,139.32000732421875,142.66000366210938,139.32000732421875,141.22000122070312,124.61369323730469,6244200,,,,,,,,
2020-11-04,140.4600067138672,143.0,140.27000427246094,140.63999938964844,124.10189819335938,5820600,,,,,,,,
2020-11-05,142.44000244140625,143.52999877929688,141.77999877929688,142.3800048828125,125.63727569580078,5673100,,,,,,,,
2020-11-06,142.6699981689453,144.07000732421875,142.3800048828125,143.22999572753906,126.38733673095703,4702300,,,,,,,,
2020-11-09,146.14999389648438,146.9199981689453,137.60000610351562,137.99000549316406,121.76348876953125,12664700,,,,,,,,
2020-11-10,138.10000610351562,140.6199951171875,137.14999389648438,140.25999450683594,123.76658630371094,7854000,,,,,,,,
2020-11-11,141.85000610351562,143.0,140.64999389648438,142.07000732421875,125.36375427246094,5554300,,,,,,,,
2020-11-12,142.2899932861328,142.5500030517578,141.07000732421875,142.14999389648438,125.43431091308594,5631700,,,,,,,,
2020-11-13,142.2100067138672,144.47999572753906,141.8800048828125,144.27999877929688,127.31385040283203,6466800,,,,,,,,
2020-11-16,144.77999877929688,144.77999877929688,141.25999450683594,142.42999267578125,125.68140411376953,7976600,,,,,,,,
2020-11-17,141.88999938964844,143.47000122070312,141.75,141.8800048828125,125.19609069824219,6396800,,,,,,,,
2020-11-18,141.99000549316406,142.10000610351562,139.66000366210938,139.6999969482422,123.27245330810547,6097100,,,,,,,,
2020-11-19,139.8699951171875,140.1199951171875,138.4499969482422,139.52999877929688,123.1224365234375,5284100,,,,,,,,
2020-11-20,139.52999877929688,140.35000610351562,138.6300048828125,139.3000030517578,122.91947174072266,4726900,,,,,,,,
2020-11-23,139.32000732421875,139.9499969482422,137.86000061035156,138.75999450683594,122.44296264648438,4770600,,,,,,,,
2020-11-24,138.8300018310547,139.83999633789062,138.07000732421875,138.30999755859375,122.04588317871094,7101800,,,,,,,,
2020-11-25,138.16000366210938,139.38999938964844,138.0399932861328,138.67999267578125,122.37235260009766,8411300,,,,,,,,
2020-11-27,138.58999633789062,138.88999938964844,137.52999877929688,138.61000061035156,122.31060028076172,4252200,,,,,,,,
2020-11-30,138.0,139.1999969482422,136.74000549316406,138.8699951171875,122.5400390625,11640400,,,,,,,,
2020-12-01,139.16000366210938,139.5399932861328,138.16000366210938,139.3699951171875,122.9812240600586,7169700,,,,,,,,
2020-12-02,139.3699951171875,139.94000244140625,137.49000549316406,138.36000061035156,122.09000396728516,6963000,,,,,,,,
2020-12-03,138.08999633789062,138.35000610351562,135.5399932861328,137.33999633789062,121.18995666503906,8742500,,,,,,,,
2020-12-04,137.2100067138672,137.86000061035156,135.8699951171875,137.47000122070312,121.30465698242188,6617200,,,,,,,,
2020-12-07,136.61000061035156,137.74000549316406,136.55999755859375,137.67999267578125,121.4899673461914,6918000,,,,,,,,
2020-12-08,137.02000427246094,138.77999877929688,136.42999267578125,138.0500030517578,121.81647491455078,6493500,,,,,,,,
2020-12-09,137.8300018310547,138.0399932861328,136.25,136.41000366210938,120.36931610107422,6773400,,,,,,,,
