date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PG')","('high', 'PG')","('low', 'PG')","('close', 'PG')","('adj_close', 'PG')","('volume', 'PG')","('currency', '')"
2020-01-02,124.5,124.7300033569336,122.94000244140625,123.41000366210938,106.27323150634766,8130800,,,,,,,,
2020-01-03,122.16000366210938,123.52999877929688,121.86000061035156,122.58000183105469,105.55850219726562,7970500,,,,,,,,
2020-01-06,122.56999969482422,123.19000244140625,122.37999725341797,122.75,105.70488739013672,6674400,,,,,,,,
2020-01-07,122.87999725341797,123.20999908447266,121.87000274658203,121.98999786376953,105.0504150390625,7583400,,,,,,,,
2020-01-08,122.19000244140625,123.43000030517578,122.0,122.51000213623047,105.49823760986328,5385100,,,,,,,,
2020-01-09,122.51000213623047,123.87999725341797,122.51000213623047,123.8499984741211,106.65213775634766,5944000,,,,,,,,
2020-01-10,123.9000015258789,124.31999969482422,123.30000305175781,123.97000122070312,106.75547790527344,3927100,,,,,,,,
2020-01-13,124.0,124.9000015258789,123.80999755859375,124.87999725341797,107.53910064697266,8409200,,,,,,,,
2020-01-14,124.6500015258789,125.19999694824219,124.4800033569336,124.69000244140625,107.37550354003906,7829700,,,,,,,,
2020-01-15,125.05999755859375,126.12000274658203,125.01000213623047,125.95999908447266,108.4691390991211,4843700,,,,,,,,
2020-01-16,126.11000061035156,126.77999877929688,125.58999633789062,126.06999969482422,108.5638656616211,6233700,,,,,,,,
2020-01-17,126.3499984741211,127.0,125.87999725341797,126.41000366210938,108.856689453125,11315200,,,,,,,,
2020-01-21,126.41000366210938,126.62000274658203,124.83999633789062,126.08999633789062,108.58108520507812,8553100,,,,,,,,
2020-01-22,126.33000183105469,126.68000030517578,125.83000183105469,126.30999755859375,108.77055358886719,7396700,,,,,,,,
2020-01-23,124.30000305175781,126.55000305175781,123.6500015258789,124.98999786376953,108.2733154296875,11096500,,,,,,,,
2020-01-24,125.22000122070312,126.79000091552734,124.7699966430664,125.13999938964844,108.40324401855469,9508600,,,,,,,,
2020-01-27,124.75,126.38999938964844,124.75,125.69000244140625,108.87968444824219,9338400,,,,,,,,
2020-01-28,125.93000030517578,126.9800033569336,125.72000122070312,126.02999877929688,109.1742172241211,6200200,,,,,,,,
2020-01-29,125.91000366210938,126.06999969482422,125.02999877929688,125.05999755859375,108.3339614868164,5271000,,,,,,,,
2020-01-30,124.79000091552734,126.05999755859375,124.41999816894531,125.94999694824219,109.10491943359375,5894400,,,,,,,,
2020-01-31,125.98999786376953,126.94999694824219,124.45999908447266,124.62000274658203,107.95278930664062,6612900,,,,,,,,
2020-02-03,124.66000366210938,125.94999694824219,124.48999786376953,125.11000061035156,108.37725830078125,6052300,,,,,,,,
2020-02-04,125.70999908447266,127.3499984741211,125.36000061035156,125.66000366210938,108.85369110107422,6512200,,,,,,,,
2020-02-05,125.91000366210938,127.05999755859375,125.4000015258789,126.80999755859375,109.8498764038086,6125400,,,,,,,,
2020-02-06,126.9000015258789,128.08999633789062,126.5999984741211,127.13999938964844,110.13578033447266,9102700,,,,,,,,
2020-02-07,127.19000244140625,127.2699966430664,126.05000305175781,126.08000183105469,109.21753692626953,5915100,,,,,,,,
2020-02-10,126.45999908447266,126.83000183105469,125.76000213623047,126.16999816894531,109.29549407958984,5216100,,,,,,,,
2020-02-11,126.2699966430664,126.2699966430664,124.02999877929688,124.16000366210938,107.55433654785156,6105700,,,,,,,,
2020-02-12,123.68000030517578,123.97000122070312,122.8499984741211,123.44999694824219,106.93927001953125,6031700,,,,,,,,
2020-02-13,123.7300033569336,125.27999877929688,123.5199966430664,124.95999908447266,108.24732208251953,7159000,,,,,,,,
2020-02-14,125.29000091552734,126.1500015258789,124.79000091552734,126.13999938964844,109.26950073242188,5889100,,,,,,,,
2020-02-18,125.83000183105469,126.18000030517578,124.83000183105469,124.87000274658203,108.16937255859375,6767600,,,,,,,,
2020-02-19,124.8499984741211,126.47000122070312,124.6500015258789,125.44000244140625,108.66312408447266,4734000,,,,,,,,
2020-02-20,125.47000122070312,126.76000213623047,125.12999725341797,126.58000183105469,109.6506576538086,6094600,,,,,,,,
2020-02-21,126.12999725341797,128.07000732421875,125.9800033569336,126.69999694824219,109.7546157836914,8723900,,,,,,,,
2020-02-24,125.26000213623047,126.58999633789062,123.13999938964844,123.30000305175781,106.80934143066406,7533900,,,,,,,,
2020-02-25,123.0199966430664,123.95999908447266,120.87999725341797,121.43000030517578,105.18943786621094,8903200,,,,,,,,
2020-02-26,121.41999816894531,122.38999938964844,119.8499984741211,120.16000366210938,104.08927917480469,6894200,,,,,,,,
2020-02-27,119.12000274658203,119.91999816894531,113.43000030517578,113.5,98.32001495361328,13298900,,,,,,,,
2020-02-28,109.45999908447266,113.2300033569336,106.66999816894531,113.2300033569336,98.0861587524414,22784300,,,,,,,,
2020-03-02,113.19000244140625,119.79000091552734,112.55000305175781,119.55999755859375,103.56954956054688,12399800,,,,,,,,
2020-03-03,119.7300033569336,121.83999633789062,117.13999938964844,118.16999816894531,102.36544036865234,12510900,,,,,,,,
2020-03-04,119.87999725341797,124.69000244140625,119.5999984741211,124.5,107.84883117675781,9459300,,,,,,,,
2020-03-05,121.30000305175781,122.9000015258789,120.27999877929688,121.62999725341797,105.3626937866211,9363500,,,,,,,,
2020-03-06,118.02999877929688,122.61000061035156,117.55000305175781,121.66000366210938,105.38867950439453,9817400,,,,,,,,
2020-03-09,115.2699966430664,120.02999877929688,115.12000274658203,116.05999755859375,100.53765106201172,13116500,,,,,,,,
2020-03-10,118.95999908447266,120.81999969482422,114.44000244140625,120.55000305175781,104.42713928222656,11419100,,,,,,,,
2020-03-11,117.5999984741211,118.44000244140625,110.68000030517578,111.58999633789062,96.66547393798828,16456000,,,,,,,,
2020-03-12,103.0,111.58000183105469,101.0,101.83999633789062,88.21949005126953,20988000,,,,,,,,
2020-03-13,106.5,114.62999725341797,105.41000366210938,114.06999969482422,98.81379699707031,17378700,,,,,,,,
2020-03-16,101.75,115.94999694824219,101.0,108.5,93.98876953125,17367400,,,,,,,,
2020-03-17,111.44999694824219,119.69999694824219,110.7699966430664,118.23999786376953,102.42607879638672,19451400,,,,,,,,
2020-03-18,113.0199966430664,121.5,112.08999633789062,117.44999694824219,101.74174499511719,23139200,,,,,,,,
2020-03-19,116.61000061035156,118.0,109.79000091552734,110.83000183105469,96.00713348388672,16428100,,,,,,,,
2020-03-20,109.19000244140625,109.69999694824219,101.58999633789062,102.43000030517578,88.7306137084961,19922900,,,,,,,,
2020-03-23,100.19000244140625,103.75,94.33999633789062,97.69999694824219,84.6332015991211,17776800,,,,,,,,
2020-03-24,101.2300033569336,104.0,96.06999969482422,103.2699966430664,89.45824432373047,14625500,,,,,,,,
2020-03-25,100.51000213623047,104.69999694824219,98.5999984741211,100.91999816894531,87.42253112792969,13789100,,,,,,,,
2020-03-26,103.87999725341797,108.30999755859375,102.52999877929688,107.37999725341797,93.01854705810547,15796000,,,,,,,,
2020-03-27,106.48999786376953,114.29000091552734,106.48999786376953,110.16999816894531,95.4354019165039,16073100,,,,,,,,
2020-03-30,113.9000015258789,115.79000091552734,110.19999694824219,115.0,99.61943817138672,14571600,,,,,,,,
2020-03-31,113.5,114.29000091552734,108.94999694824219,110.0,95.28813934326172,21691000,,,,,,,,
2020-04-01,107.94999694824219,112.18000030517578,107.0,109.33000183105469,94.7077407836914,11095800,,,,,,,,
2020-04-02,107.69000244140625,114.98999786376953,107.5,114.4000015258789,99.09966278076172,9168800,,,,,,,,
2020-04-03,113.73999786376953,115.9000015258789,113.01000213623047,115.08000183105469,99.68870544433594,7768700,,,,,,,,
2020-04-06,117.0,119.0,114.58000183105469,117.80999755859375,102.0535888671875,16848400,,,,,,,,
2020-04-07,116.70999908447266,120.05999755859375,112.5,112.7699966430664,97.68766784667969,14438400,,,,,,,,
2020-04-08,114.38999938964844,117.30000305175781,111.86000061035156,115.0999984741211,99.70603942871094,12564500,,,,,,,,
