date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GGB')","('high', 'GGB')","('low', 'GGB')","('close', 'GGB')","('adj_close', 'GGB')","('volume', 'GGB')","('currency', '')"
2020-01-02,4.031745910644531,4.0634918212890625,3.9841270446777344,4.039682865142822,2.739697217941284,12175002,,,,,,,,
2020-01-03,3.9603168964385986,4.007936954498291,3.8809518814086914,3.9365079402923584,2.669724464416504,20898990,,,,,,,,
2020-01-06,3.8888890743255615,3.9603168964385986,3.84920597076416,3.9365079402923584,2.669724464416504,17490816,,,,,,,,
2020-01-07,3.904762029647827,4.023809909820557,3.8809518814086914,3.992063045501709,2.707401752471924,13978818,,,,,,,,
2020-01-08,3.9761900901794434,4.0714287757873535,3.9761900901794434,4.015872955322266,2.7235496044158936,7888482,,,,,,,,
2020-01-09,3.9761900901794434,4.015872955322266,3.9206349849700928,3.9603168964385986,2.6858718395233154,7530138,,,,,,,,
2020-01-10,4.015872955322266,4.103175163269043,4.0,4.023809909820557,2.7289319038391113,18621666,,,,,,,,
2020-01-13,4.0634918212890625,4.182539939880371,4.055555820465088,4.1587300300598145,2.820434331893921,11558862,,,,,,,,
2020-01-14,4.15079402923584,4.182539939880371,4.055555820465088,4.0714287757873535,2.7612271308898926,13658526,,,,,,,,
2020-01-15,4.087302207946777,4.087302207946777,3.944443941116333,3.9761900901794434,2.6966371536254883,11596536,,,,,,,,
2020-01-16,3.9841270446777344,4.007936954498291,3.9206349849700928,3.992063045501709,2.707401752471924,24036012,,,,,,,,
2020-01-17,4.015872955322266,4.103175163269043,3.992063045501709,4.079364776611328,2.7666094303131104,17234154,,,,,,,,
2020-01-21,4.142857074737549,4.1587300300598145,4.039682865142822,4.103175163269043,2.782757043838501,20547198,,,,,,,,
2020-01-22,4.111111164093018,4.1666669845581055,4.039682865142822,4.119048118591309,2.793522357940674,14341068,,,,,,,,
2020-01-23,4.079364776611328,4.222221851348877,4.0634918212890625,4.214285850524902,2.8581128120422363,14300370,,,,,,,,
2020-01-24,4.230158805847168,4.238094806671143,4.055555820465088,4.103175163269043,2.782757043838501,16528680,,,,,,,,
2020-01-27,3.817460060119629,3.8809518814086914,3.7460319995880127,3.7619049549102783,2.551309108734131,27602316,,,,,,,,
2020-01-28,3.82539701461792,3.84920597076416,3.7619049549102783,3.82539701461792,2.594369649887085,9794232,,,,,,,,
2020-01-29,3.7539680004119873,3.8015871047973633,3.722222089767456,3.777777910232544,2.5620744228363037,13534416,,,,,,,,
2020-01-30,3.6587300300598145,3.84920597076416,3.626983880996704,3.8333330154418945,2.5997512340545654,24555132,,,,,,,,
2020-01-31,3.722222089767456,3.7460319995880127,3.682539939880371,3.7142860889434814,2.519014358520508,11948454,,,,,,,,
2020-02-03,3.7539680004119873,3.8333330154418945,3.7539680004119873,3.8015871047973633,2.578221559524536,8719830,,,,,,,,
2020-02-04,3.9285709857940674,3.9603168964385986,3.904762029647827,3.9603168964385986,2.6858718395233154,12305034,,,,,,,,
2020-02-05,4.023809909820557,4.047618865966797,3.9682540893554688,3.9841270446777344,2.702019691467285,6786612,,,,,,,,
2020-02-06,4.0,4.126984119415283,3.9285709857940674,3.952380895614624,2.6804893016815186,39936204,,,,,,,,
2020-02-07,3.817460060119629,3.8412699699401855,3.722222089767456,3.7380950450897217,2.5351619720458984,29259090,,,,,,,,
2020-02-10,3.730159044265747,3.769840955734253,3.634921073913574,3.67460298538208,2.4921014308929443,17071362,,,,,,,,
2020-02-11,3.722222089767456,3.896825075149536,3.7063488960266113,3.8333330154418945,2.5997512340545654,14772240,,,,,,,,
2020-02-12,3.904762029647827,3.944443941116333,3.8333330154418945,3.857142925262451,2.6158993244171143,9077922,,,,,,,,
